,x,TMean,T_rms
0,cm,K,K
1,0.0,1093.5,565.261001662064
2,0.012,1093.3,565.3229165706977
3,0.024,1093.1,565.3759810957661
4,0.036000000000000004,1092.9,565.4378834142615
5,0.048,1092.6,565.490937151074
6,0.06,1092.4,565.5528268871087
7,0.07200000000000001,1092.2,565.6147098511494
8,0.084,1092.0,565.6677470034862
9,0.096,1091.8,565.7296173968621
10,0.108,1091.6,565.7826437776259
11,0.12,1091.4,565.8445016079947
12,0.132,1091.1,565.897517223746
13,0.14400000000000002,1090.9,565.9593624987575
14,0.156,1090.7,566.0123673560499
15,0.168,1090.5,566.074200083346
16,0.18,1090.3,566.1360260573425
17,0.192,1090.1,566.1890143759414
18,0.20400000000000001,1089.9,566.2508278139644
19,0.216,1089.6,566.3038053907107
20,0.22799999999999998,1089.4,566.3656063003826
21,0.24,1089.2,566.4185731418065
22,0.252,1089.0,566.4803615307419
23,0.264,1088.8,566.5421431808935
24,0.27599999999999997,1088.6,566.5950935191727
25,0.28800000000000003,1088.3,566.6568626602875
26,0.3,1088.1,566.7098022797911
27,0.312,1087.9,566.7715589194645
28,0.32399999999999995,1087.7,566.8244878266993
29,0.336,1087.5,566.8862319725184
30,0.348,1087.3,566.9391501739847
31,0.36,1087.1,567.0008818335294
32,0.372,1086.8,567.0626067728324
33,0.384,1086.6,567.1155085165632
34,0.396,1086.4,567.177220981238
35,0.40800000000000003,1086.2,567.2301120356711
36,0.42,1086.0,567.291812033278
37,0.432,1085.8,567.3446924048907
38,0.44400000000000006,1085.6,567.4063799429823
39,0.45599999999999996,1085.3,567.459249638245
40,0.468,1085.1,567.5209247243664
41,0.48,1084.9,567.5825931087035
42,0.492,1084.7,567.6354463914317
43,0.504,1084.5,567.6971023353915
44,0.516,1084.3,567.7499449581655
45,0.528,1084.1,567.8115884692738
46,0.54,1083.8,567.864420438541
47,0.5519999999999999,1083.6,567.926051524316
48,0.5640000000000001,1083.4,567.9876759226383
49,0.5760000000000001,1083.2,568.0404915144694
50,0.588,1083.0,568.1021034990101
51,0.6,1082.8,568.1549084536716
52,0.612,1082.6,568.2165080319297
53,0.624,1082.3,568.2693023558461
54,0.636,1082.1,568.3308895353128
55,0.6479999999999999,1081.9,568.3836732349022
56,0.66,1081.7,568.4452480230616
57,0.672,1081.5,568.5068161420758
58,0.6839999999999999,1081.3,568.5595835090637
59,0.696,1081.1,568.6211392482696
60,0.7080000000000001,1080.8,568.6738960071932
61,0.72,1080.6,568.7354393740555
62,0.732,1080.4,568.7881855313101
63,0.744,1080.2,568.8497165332861
64,0.756,1080.0,568.9112408803328
65,0.768,1079.8,568.9639707398001
66,0.7799999999999999,1079.6,569.0254827334186
67,0.792,1079.3,569.0782020074219
68,0.804,1079.0,569.0957740134784
69,0.8160000000000001,1078.4,569.0430563674422
70,0.828,1077.9,568.990333837052
71,0.84,1077.3,568.9288180431714
72,0.852,1076.7,568.8760849253553
73,0.864,1076.1,568.8145567757563
