,x,TMean,T_rms,fvMean,fv_rms
0,cm,K,K,ppm,ppm
1,-12.0,327.12,105.22832318344715,0.0010597,0.013818465906170627
2,-11.976,327.62,106.36258740741502,0.0010957,0.014188375523646109
3,-11.952,328.12,107.48953437428223,0.0011317,0.014549226783578569
4,-11.927999999999999,328.61,108.60478810807561,0.0011677,0.014901006677402705
5,-11.904,329.11,109.70870521521982,0.0012037,0.015244999180059013
6,-11.88,329.61,110.79711187571633,0.0012397,0.015581078268207243
7,-11.856,330.11,111.87939935484101,0.0012757,0.015910059710761617
8,-11.831999999999999,330.61,112.9513169467271,0.0013116999999999998,0.016232683080747927
9,-11.808,331.1,114.00877159236477,0.0013477,0.016548715962273326
10,-11.784,331.6,115.06085346459064,0.0013836,0.016859122159827895
11,-11.76,332.1,116.10340218959993,0.0014196,0.017163624325881758
12,-11.736,332.6,117.13240371477058,0.0014556,0.017463103962354457
13,-11.712,333.1,118.15667564721005,0.0014916,0.01775725203965974
14,-11.688,333.6,119.17214439624723,0.0015276,0.01804688338744394
15,-11.664,334.09,120.17487258158421,0.0015636,0.018331666590902202
16,-11.64,334.59,121.17342943071307,0.0015995999999999999,0.01861236148370217
17,-11.616,335.09,122.16382443260362,0.0016356,0.0188886209131318
18,-11.591999999999999,335.59,123.14625451064275,0.0016716,0.01916089768251999
19,-11.568000000000001,336.09,124.1168803990819,0.0017075999999999999,0.019429616568527545
20,-11.544,336.58,125.08397179495061,0.0017435,0.01969441545210215
21,-11.52,337.08,126.04364323519056,0.0017794999999999998,0.019955951493226275
22,-11.496,337.58,126.99212574014186,0.0018155,0.02021385663350762
23,-11.472,338.08,127.93748473375581,0.0018515,0.020468756679388224
24,-11.448,338.58,128.87590930814028,0.0018874999999999999,0.020720279920889102
25,-11.424,339.07,129.80369794424195,0.0019234999999999999,0.02096902477465273
26,-11.4,339.57,130.728726758888,0.0019595000000000003,0.02121461760202149
27,-11.376,340.07,131.64725595317208,0.0019955,0.021457632674645167
28,-11.352,340.57,132.5556486914081,0.0020315,0.021697695730192184
29,-11.328000000000001,341.07,133.46160496562297,0.0020675000000000003,0.021935131638538212
30,-11.304,341.57,134.36145280548286,0.0021035,0.02217025033688163
31,-11.28,342.06,135.2553141285029,0.0021394,0.022402678411297162
32,-11.256,342.56,136.1396341995967,0.0021754,0.02263294059551255
33,-11.232000000000001,343.06,137.0218960604472,0.0022114,0.022860664907215625
34,-11.208,343.56,137.8985134075056,0.0022474,0.023086359609085186
35,-11.184,344.06,138.76599006961325,0.0022834,0.023309654652096414
36,-11.16,344.55,139.63165830140383,0.0023194,0.023531043325785622
37,-11.136,345.05,140.49199265438583,0.0023554,0.02375015789421199
38,-11.112,345.55,141.34355308962628,0.0023913999999999997,0.02396747796494241
39,-11.088000000000001,346.05,142.19353009191383,0.0024274,0.024182638400306943
40,-11.064,346.55,143.03845636750978,0.0024634,0.024396106246694367
41,-11.04,347.05,143.87494569938158,0.0024993,0.024607519176056736
42,-11.016,347.54,144.7100549374507,0.0025353000000000003,0.024817131179892652
43,-10.992,348.04,145.5403724057349,0.0025713,0.0250251873119863
44,-10.968,348.54,146.3659796537433,0.0026073,0.02523132973111009
45,-10.943999999999999,349.04,147.18355886443294,0.0026433000000000003,0.025435998112910765
46,-10.92,349.54,148.0,0.0026793,0.025638837727166963
47,-10.896,350.03,148.81196188478935,0.0027153,0.025840278636268612
48,-10.872,350.53,149.61617559608987,0.0027513,0.026039969278015673
49,-10.847999999999999,351.03,150.41941364066008,0.0027873,0.026238330739587836
50,-10.824,351.53,151.2183851256189,0.0028233,0.026435014658592493
