,x,TMean,T_rms,fvMean,fv_rms
0,cm,K,K,ppm,ppm
1,-12.0,347.0,128.2575533838066,0.0010307,0.010290286682109493
2,-11.976,347.61,129.25169244539896,0.0010592,0.010523782589924594
3,-11.952,348.23,130.23440405668543,0.0010876,0.01075267408601228
4,-11.927999999999999,348.84,131.21356637177422,0.001116,0.01097679370308106
5,-11.904,349.45,132.1854757528224,0.0011445,0.011196428001822724
6,-11.88,350.07,133.15029102484155,0.0011729,0.011411397810960759
7,-11.856,350.68,134.1081652995074,0.0012014,0.011622822376686309
8,-11.831999999999999,351.3,135.05924625881784,0.0012298,0.011830469136936202
9,-11.808,351.91,136.0036764208968,0.0012582000000000001,0.012034533642813086
10,-11.784,352.52,136.94159338929865,0.0012867,0.012235195135346228
11,-11.76,353.14,137.87313008704777,0.0013151,0.012432216214336041
12,-11.736,353.75,138.7984149765407,0.0013436,0.01262655930964568
13,-11.712,354.36,139.71757226634023,0.001372,0.012817956155331474
14,-11.688,354.98,140.63072210580447,0.0014004,0.013006536818077286
15,-11.664,355.59,141.53798076841423,0.0014289,0.013192043056327553
16,-11.64,356.2,142.43946082459033,0.0014573,0.013375350462698164
17,-11.616,356.82,143.33527130472805,0.0014858,0.013556179402766842
18,-11.591999999999999,357.43,144.2255178531178,0.0015142,0.013734627770711515
19,-11.568000000000001,358.04,145.10685717773643,0.0015426,0.01391078718117706
20,-11.544,358.66,145.98630072715727,0.0015711000000000002,0.014084388520628079
21,-11.52,359.27,146.86047800548656,0.0015995,0.014256226709757389
22,-11.496,359.88,147.7294825009551,0.0016279999999999999,0.014426018161641138
23,-11.472,360.5,148.59340496805368,0.0016564,0.0145938343145316
24,-11.448,361.11,149.45233353815524,0.0016848,0.014759742545180116
25,-11.424,361.72,150.30635382444748,0.0017133,0.014923471446014164
26,-11.4,362.34,151.15554902152948,0.0017417,0.015085754870075279
27,-11.376,362.95,152.0,0.0017702,0.015246311029229333
28,-11.352,363.56,152.8397853963424,0.0017986,0.015405193929321371
29,-11.328000000000001,364.18,153.67498169838836,0.001827,0.015562133529821677
30,-11.304,364.79,154.50566332662373,0.0018555000000000002,0.015717824276915683
31,-11.28,365.4,155.3319027115808,0.0018839,0.015871987903221196
32,-11.256,366.02,156.1537703675451,0.0019124,0.01602466848331035
33,-11.232000000000001,366.63,156.97133496278866,0.0019408000000000001,0.01617590801160788
34,-11.208,367.24,157.78466338652817,0.0019692000000000004,0.016325440269714015
35,-11.184,367.86,158.590668073503,0.0019977,0.016473918780909414
36,-11.16,368.47,159.39573394542276,0.0020261,0.01662107096429108
37,-11.136,369.08,160.1967540245432,0.0020545,0.01676693174078072
38,-11.112,369.7,160.99378870006134,0.0020829999999999998,0.016911534525287764
39,-11.088000000000001,370.31,161.78689687363436,0.0021114,0.017054618142896077
40,-11.064,370.92,162.57613601017832,0.0021399,0.017196802028284212
41,-11.04,371.54,163.36156218645806,0.0021683,0.017337819932159867
42,-11.016,372.15,164.14323013758442,0.0021967,0.017477700077527365
43,-10.992,372.77,164.92119330152812,0.0022252,0.01761618573925695
44,-10.968,373.38,165.6955038617524,0.0022536,0.01775387281693772
45,-10.943999999999999,373.99,166.466212788061,0.0022821,0.017890500272490985
46,-10.92,374.61,167.23336987575178,0.0023104999999999996,0.018026092199919536
47,-10.896,375.22,167.9970237831611,0.0023388999999999997,0.01816067179374155
48,-10.872,375.83,168.75722206767924,0.0023674,0.01829398808352077
49,-10.847999999999999,376.45,169.51401122031183,0.0023958,0.01842661119142638
50,-10.824,377.06,170.26743669885911,0.0024243,0.018558286558839426
51,-10.8,377.67,171.01754295977943,0.0024527,0.018689034217957867
52,-10.776,378.29,171.76146249959564,0.0024811,0.01881887350507463
