,x,TMean,T_rms
0,cm,K,K
1,0.0,1322.2,463.9612052747514
2,0.012,1321.9,464.16591861100704
3,0.024,1321.5,464.37054170134434
4,0.036000000000000004,1321.2,464.56431201718453
5,0.048,1320.9,464.7687597074485
6,0.06,1320.5,464.9731175025068
7,0.07200000000000001,1320.2,465.17738552083546
8,0.084,1319.9,465.37081988453036
9,0.096,1319.5,465.5749134135129
10,0.108,1319.2,465.7789175134487
11,0.12,1318.9,465.982832301792
12,0.132,1318.5,466.1759324546903
13,0.14400000000000002,1318.2,466.3796736565606
14,0.156,1317.9,466.5833258915282
15,0.168,1317.6,466.7868892760378
16,0.18,1317.2,466.97965694449687
17,0.192,1316.9,467.18304763764706
18,0.20400000000000001,1316.6,467.38634982207174
19,0.216,1316.2,467.5895636132184
20,0.22799999999999998,1315.9,467.7926891262838
21,0.24,1315.6,467.98504249601825
22,0.252,1315.2,468.187996428785
23,0.264,1314.9,468.3908624215464
24,0.27599999999999997,1314.6,468.59364058851673
25,0.28800000000000003,1314.2,468.78566530985137
26,0.3,1313.9,468.9882727744906
27,0.312,1313.6,469.19079274853635
28,0.32399999999999995,1313.2,469.3932253452323
29,0.336,1312.9,469.5849230969836
30,0.348,1312.6,469.78718586185386
31,0.36,1312.2,469.98936158172774
32,0.372,1311.9,470.1914503688896
33,0.384,1311.6,470.3828228156296
34,0.396,1311.2,470.5847426340977
35,0.40800000000000003,1310.9,470.78657584939697
36,0.42,1310.6,470.9883225728638
37,0.432,1310.2,471.1899829155964
38,0.44400000000000006,1309.9,471.38094997570704
39,0.45599999999999996,1309.6,471.5824424212589
40,0.468,1309.2,471.7838488121441
41,0.48,1308.9,471.9851692585266
42,0.492,1308.6,472.17581471312144
43,0.504,1308.3,472.3769681091575
44,0.516,1307.9,472.57803588402203
45,0.528,1307.6,472.7790181469563
46,0.54,1307.3,472.96934361541867
47,0.5519999999999999,1306.9,473.17015966774574
48,0.5640000000000001,1306.6,473.3708905287692
49,0.5760000000000001,1306.3,473.5715363068182
50,0.588,1305.9,473.77209710999233
51,0.6,1305.6,473.962023795156
52,0.612,1305.3,474.1624194303045
53,0.624,1304.9,474.36273040785994
54,0.636,1304.6,474.5629568350231
55,0.6479999999999999,1304.3,474.7525671336596
56,0.66,1303.9,474.9526292168515
57,0.672,1303.6,475.1526070642989
58,0.6839999999999999,1303.3,475.35250078231417
59,0.696,1302.9,475.5417962703173
60,0.7080000000000001,1302.6,475.7415264615861
61,0.72,1302.3,475.9411728354671
62,0.732,1301.9,476.1407354973947
63,0.744,1301.6,476.3297177376192
64,0.756,1301.3,476.5291176832744
65,0.768,1300.9,476.72843422644723
66,0.7799999999999999,1300.6,476.9276674717037
67,0.792,1300.3,477.12681752339176
68,0.804,1299.7,477.43062323231845
69,0.8160000000000001,1298.7,477.97489473820696
70,0.828,1297.8,478.5289959866591
71,0.84,1296.8,479.0720196379663
72,0.852,1295.8,479.6144284735396
73,0.864,1294.8,480.15622457695997
74,0.876,1293.8,480.69741002006657
75,0.8880000000000001,1292.8,481.2379868630489
76,0.8999999999999999,1291.8,481.77795715453817
77,0.9119999999999999,1290.8,482.31732293169813
78,0.924,1289.8,482.8560862203147
79,0.936,1288.8,483.3942490348846
80,0.9480000000000001,1287.8,483.94214530251446
81,0.96,1286.9,484.47910171647237
82,0.972,1285.9,485.015463671005
83,0.984,1284.9,485.55123313611307
84,0.996,1283.9,486.0864120709403
85,1.008,1282.9,486.6210024238576
86,1.02,1281.9,487.15500613254505
87,1.032,1280.9,487.68842512407446
88,1.044,1279.9,488.2212613149903
89,1.056,1278.9,488.7535166113897
90,1.068,1277.9,489.29541179128177
91,1.08,1276.9,489.8264998956263
92,1.0919999999999999,1276.0,490.3570127978186
93,1.1039999999999999,1275.0,490.8869523627614
94,1.1159999999999999,1274.0,491.4163204453023
95,1.1280000000000001,1273.0,491.9451188903087
96,1.1400000000000001,1272.0,492.4733495327437
97,1.1520000000000001,1271.0,493.0010141977398
98,1.164,1270.0,493.52811470067235
99,1.176,1269.0,494.0546528472331
100,1.188,1268.0,494.5907399052271
101,1.2,1267.0,495.1161479895399
102,1.212,1266.0,495.6409991112519
103,1.224,1265.1,496.1652950378533
104,1.236,1264.1,496.6890375275057
105,1.248,1263.1,497.212228329111
106,1.26,1262.1,497.73486918237904
107,1.272,1261.1,498.25696181789573
108,1.284,1260.1,498.77850795718933
109,1.2959999999999998,1259.1,499.29950931279717
110,1.308,1258.1,499.81996758833077
111,1.32,1257.1,500.349877585675
112,1.332,1256.1,500.86924441414845
113,1.344,1255.1,501.3880732526453
114,1.3559999999999999,1254.2,501.9063657695527
115,1.3679999999999999,1253.2,502.4241236246524
116,1.38,1252.2,502.94134846918286
117,1.392,1251.2,503.4580419459004
118,1.4040000000000001,1250.2,503.9742056891404
119,1.4160000000000001,1249.2,504.48984132487743
120,1.428,1248.2,505.004950470785
121,1.44,1247.2,505.52942545414703
122,1.452,1246.2,506.0434763930862
123,1.464,1245.2,506.5570056765576
124,1.476,1244.2,507.07001488946275
125,1.488,1243.3,507.58250560869413
126,1.5,1242.3,508.0944794031913
127,1.512,1241.3,508.60593783399736
128,1.524,1240.3,509.11688245431424
129,1.536,1239.3,509.6273148095577
130,1.548,1238.3,510.137236437412
131,1.5599999999999998,1237.3,510.65644028054714
132,1.572,1236.3,511.1653352879086
133,1.584,1235.3,511.67372416413957
134,1.5959999999999999,1234.3,512.1816084163897
135,1.608,1233.0,512.7767545433393
136,1.6199999999999999,1231.4,513.4199061197374
137,1.6320000000000001,1229.8,514.0622530394544
