,x,TMean,T_rms
0,cm,K,K
1,0.0,1243.6,376.11168554034583
2,0.012,1243.7,376.390754402921
3,0.024,1243.8,376.6696165076233
4,0.036000000000000004,1243.8,376.9482723133242
5,0.048,1243.9,377.2267222772003
6,0.06,1244.0,377.5049668547422
7,0.07200000000000001,1244.0,377.783006499763
8,0.084,1244.1,378.06084166440723
9,0.096,1244.2,378.33847279915904
10,0.108,1244.2,378.62910611837543
11,0.12,1244.3,378.90632087628205
12,0.132,1244.4,379.18333296704907
13,0.14400000000000002,1244.4,379.46014283452746
14,0.156,1244.5,379.7367509209505
15,0.168,1244.6,380.0131576669418
16,0.18,1244.6,380.28936351152396
17,0.192,1244.7,380.56536889212606
18,0.20400000000000001,1244.8,380.8411742445924
19,0.216,1244.8,381.1167800031901
20,0.22799999999999998,1244.9,381.3921866006172
21,0.24,1245.0,381.66739446801057
22,0.252,1245.0,381.94240403495394
23,0.264,1245.1,382.2172157294854
24,0.27599999999999997,1245.2,382.49182997810556
25,0.28800000000000003,1245.3,382.76624720578485
26,0.3,1245.3,383.0404678359716
27,0.312,1245.4,383.3144922905994
28,0.32399999999999995,1245.5,383.5883209900948
29,0.336,1245.5,383.8619543533847
30,0.348,1245.6,384.135392797904
31,0.36,1245.7,384.4086367396029
32,0.372,1245.7,384.6816865929544
33,0.384,1245.8,384.95454277096144
34,0.396,1245.9,385.24018481980823
35,0.40800000000000003,1245.9,385.51264570698584
36,0.42,1246.0,385.784914168504
37,0.432,1246.1,386.0569906114899
38,0.44400000000000006,1246.1,386.32887544163714
39,0.45599999999999996,1246.2,386.60056906321284
40,0.468,1246.3,386.87207187906444
41,0.48,1246.3,387.1433842906269
42,0.492,1246.4,387.4145066979294
43,0.504,1246.5,387.6854394996026
44,0.516,1246.5,387.9561830928849
45,0.528,1246.6,388.2267378736297
46,0.54,1246.7,388.49710423631217
47,0.5519999999999999,1246.7,388.76728257403556
48,0.5640000000000001,1246.8,389.0372732785382
49,0.5760000000000001,1246.9,389.30707674020005
50,0.588,1247.0,389.5766933480493
51,0.6,1247.0,389.84612348976873
52,0.612,1247.1,390.1153675517026
53,0.624,1247.2,390.3844259188627
54,0.636,1247.2,390.65329897493507
55,0.6479999999999999,1247.3,390.92198710228615
56,0.66,1247.4,391.19049068196944
57,0.672,1247.4,391.4588100937313
58,0.6839999999999999,1247.5,391.7397095010921
59,0.696,1247.6,392.00765298652016
60,0.7080000000000001,1247.6,392.27541345335425
61,0.72,1247.7,392.5429912761149
62,0.732,1247.8,392.8103868280471
63,0.744,1247.8,393.07760048112635
64,0.756,1247.9,393.3446326060647
65,0.768,1248.0,393.6114835723165
66,0.7799999999999999,1248.0,393.8781537480849
67,0.792,1248.1,394.14464350032716
68,0.804,1248.0,394.6137351892354
69,0.8160000000000001,1247.7,395.47439866570375
70,0.828,1247.3,396.3458086065753
71,0.84,1247.0,397.20271902392614
72,0.852,1246.6,398.05778474990285
73,0.864,1246.3,398.9235515734813
74,0.876,1246.0,399.7749366831292
75,0.8880000000000001,1245.6,400.6245124802026
76,0.8999999999999999,1245.3,401.4847444175183
77,0.9119999999999999,1244.9,402.33070974013407
78,0.924,1244.6,403.18730138733287
79,0.936,1244.2,404.0297018784634
80,0.9480000000000001,1243.9,404.8703496182451
81,0.96,1243.5,405.72157941130024
82,0.972,1243.2,406.55872884492345
83,0.984,1242.8,407.4064309752609
84,0.996,1242.5,408.24012541640246
85,1.008,1242.1,409.072120780676
86,1.02,1241.8,409.9146252575041
87,1.032,1241.4,410.74322879385363
88,1.044,1241.1,411.57016412757616
89,1.056,1240.7,412.40756540102416
90,1.068,1240.4,413.23117016991836
91,1.08,1240.0,414.06521225526785
92,1.0919999999999999,1239.7,414.8855263804704
93,1.1039999999999999,1239.3,415.7042217731256
94,1.1159999999999999,1239.0,416.5333119931706
95,1.1280000000000001,1238.7,417.3487750071875
96,1.1400000000000001,1238.3,418.17460468086773
97,1.1520000000000001,1238.0,418.9868733027325
98,1.164,1237.6,419.7975702645264
99,1.176,1237.3,420.6185920760042
100,1.188,1236.9,421.42615011410953
101,1.2,1236.6,422.23216362565273
102,1.212,1236.2,423.0484605810545
103,1.224,1235.9,423.8513890504548
104,1.236,1235.5,424.6645735165579
105,1.248,1235.2,425.46445209911485
106,1.26,1234.8,426.2628297189423
107,1.272,1234.5,427.07142259814106
108,1.284,1234.1,427.8668017035208
109,1.2959999999999998,1233.8,428.6723690652338
110,1.308,1233.4,429.46478318949505
111,1.32,1233.1,430.2557379047954
112,1.332,1232.7,431.05684079944723
113,1.344,1232.4,431.84487955746334
114,1.3559999999999999,1232.0,432.6430399301484
115,1.3679999999999999,1231.7,433.42819474510424
116,1.38,1231.3,434.2119298222931
117,1.392,1231.0,435.0057470884724
118,1.4040000000000001,1230.7,435.78664504548556
119,1.4160000000000001,1230.3,436.5661461909295
120,1.428,1230.0,437.3556904854446
121,1.44,1229.6,438.1324000801584
122,1.452,1229.3,438.91912694709487
123,1.464,1228.9,439.6930747692076
124,1.476,1228.6,440.46566267985065
125,1.488,1228.2,441.24822945820415
126,1.5,1227.9,442.01809917694544
127,1.512,1227.5,442.79792230768203
128,1.524,1227.2,443.5651023243375
129,1.536,1226.8,444.33095773308435
130,1.548,1226.5,445.10672877412225
131,1.5599999999999998,1226.1,445.86993619215906
132,1.572,1225.8,446.6318394382559
133,1.584,1225.4,447.4036209062238
134,1.5959999999999999,1225.1,448.16291680593116
135,1.608,1223.9,449.16589362951413
136,1.6199999999999999,1222.3,450.2776920967771
137,1.6320000000000001,1220.6,451.3867521316947
138,1.644,1219.0,452.50414362743686
139,1.656,1217.4,453.60776007471475
140,1.6680000000000001,1215.8,454.70869795947385
141,1.68,1214.1,455.80697669079177
142,1.6920000000000002,1212.5,456.90261544447304
143,1.704,1210.9,458.0065501715014
144,1.7160000000000002,1209.3,459.096939654361
145,1.728,1207.7,460.1847455098876
146,1.7399999999999998,1206.0,461.26998601686626
147,1.752,1204.4,462.3634933685833
148,1.764,1202.8,463.44363195538676
149,1.7760000000000002,1201.2,464.52125893224735
150,1.788,1199.5,465.59639173859586
151,1.7999999999999998,1197.9,466.66904761297377
152,1.812,1196.3,467.74993319080227
153,1.8239999999999998,1194.7,468.8176617833419
154,1.836,1193.0,469.882964151713
155,1.848,1191.4,470.94585676062593
156,1.8599999999999999,1189.8,472.01694884823786
157,1.872,1188.2,473.0750469005948
158,1.884,1186.5,474.13078364518793
159,1.8960000000000001,1184.9,475.1841748206689
160,1.908,1183.3,476.24573488903815
161,1.92,1181.7,477.2944583797302
162,1.932,1180.1,478.3408826349678
163,1.944,1178.4,479.3850227113901
164,1.9560000000000002,1176.8,480.4268935020187
165,1.968,1175.2,481.47689456504554
166,1.9800000000000002,1173.6,482.5142484942802
167,1.992,1171.9,483.54937700301093
168,2.004,1170.3,484.5822943525692
169,2.016,1168.7,485.623310807873
170,2.028,1167.1,486.6518262577466
171,2.04,1165.4,487.67817256875463
172,2.052,1163.8,488.70236340742207
173,2.064,1162.2,489.72441229736546
174,2.076,1160.6,490.7545211202847
175,2.088,1158.9,491.77230503557234
176,2.1,1157.3,492.78798686656313
177,2.112,1155.7,493.80157958435086
178,2.1239999999999997,1154.1,494.82320074952025
179,2.136,1152.4,495.83263305272675
180,2.1479999999999997,1150.8,496.8400144915866
181,2.16,1149.2,497.84535751576516
182,2.172,1147.6,498.84867444947673
183,2.1839999999999997,1146.0,499.8599803945101
184,2.196,1144.3,500.85926166938356
185,2.2079999999999997,1142.7,501.85655321017776
186,2.22,1141.1,502.85186685543886
187,2.2319999999999998,1139.5,503.85513791168194
188,2.244,1137.8,504.84651132794806
189,2.2560000000000002,1136.2,505.8359417834996
190,2.268,1134.6,506.8234406575923
191,2.2800000000000002,1133.0,507.81886534472113
192,2.292,1131.3,508.80251571705105
193,2.3040000000000003,1129.7,509.7842680977906
194,2.316,1128.1,510.76413343146953
195,2.328,1126.5,511.74212255783675
196,2.34,1124.8,512.727998065251
197,2.352,1123.2,513.7022483890838
198,2.3640000000000003,1121.6,514.6746545148692
199,2.376,1120.0,515.6452268759986
200,2.388,1118.4,516.6236541235796
201,2.4,1116.7,517.5905717843013
202,2.412,1114.1,518.1119570131536
203,2.424,1111.5,518.6424587324104
204,2.436,1108.9,519.1724183737036
205,2.448,1106.2,519.7018375953659
206,2.46,1103.6,520.2211068382367
207,2.472,1101.0,520.749459913306
208,2.484,1098.4,521.2772774637314
209,2.496,1095.7,521.7949788949679
210,2.508,1093.1,522.3217399266472
211,2.52,1090.5,522.8479702552168
212,2.532,1087.9,523.3641179905248
213,2.544,1085.3,523.8893012841548
214,2.556,1082.6,524.4139586242914
215,2.568,1080.0,524.9285665688237
216,2.58,1077.4,525.452186216786
217,2.5919999999999996,1074.8,525.9752845904454
218,2.604,1072.1,526.4978632435274
219,2.616,1069.5,527.0104363293008
220,2.628,1066.9,527.5319895513446
221,2.64,1064.3,528.0530276402172
222,2.6519999999999997,1061.6,528.5640926131854
223,2.664,1059.0,529.0841142956383
224,2.6759999999999997,1056.4,529.6036253652348
225,2.688,1053.8,530.113195459234
226,2.7,1051.2,530.6316990154282
227,2.7119999999999997,1048.5,531.1496964133557
228,2.724,1045.9,531.6577846698005
229,2.7359999999999998,1043.3,532.1747833184131
230,2.748,1040.7,532.6912801989536
231,2.76,1038.0,533.1978994707313
232,2.7720000000000002,1035.4,533.7134062397159
233,2.784,1032.8,534.2284155677232
234,2.796,1030.2,534.7429288920051
