s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW,kW,kW,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m,m,m,deg
 5.6001412E+001, 3.8274270E+001, 2.8598235E+001, 2.9549125E+001, 2.4841366E+001, 6.3086066E+000, 3.8237227E+001, 2.2145575E+001, 1.2514856E+001, 4.2866965E+000, 2.6473426E+001, 1.4249172E+001, 8.7723329E+000, 3.2294830E+000, 1.7118766E+001, 9.6200579E+000, 6.4557840E+000, 2.7622839E+000, 1.0645974E+001, 5.6829832E+000, 4.3031717E+000, 2.2486547E+000, 6.5205984E+000, 3.5721873E+000, 2.7050943E+000, 1.5613423E+000, 4.2404684E+000, 2.7563345E+000, 2.0330227E+000, 1.2223422E+000, 1.0700677E+000, 1.0854101E+000, 9.2715151E-001, 7.1986306E-001, 5.2326629E-001, 3.5481153E-001, 4.2063540E+000, 3.1909414E+000, 1.0154126E+000, 4.2823966E+000, 3.2270543E+000, 1.0553424E+000, 5.7870225E+000, 5.6842622E+000, 1.3403119E+001, 1.4261383E+000, 1.3721792E+000, 3.5021508E+000, 3.4585371E+000, 8.8829512E-001,-7.9755102E-001,-2.0260876E-001, 3.5440793E-001, 3.1992101E-001, 2.1744163E-001,-3.2675949E-002,-4.1171484E-002, 2.5884904E-002, 9.5950056E-002, 1.3539630E-001, 1.6676223E-001, 1.0901281E-001, 1.9384655E-001, 2.3235661E-001, 2.9831170E-001, 3.1760947E-001, 1.2840573E-001, 1.3316012E-001, 6.1872713E-001, 4.8772613E+000
 5.8001435E+001, 3.0882649E+001, 2.9454231E+001, 3.5032378E+001, 2.5461861E+001, 6.4082176E+000, 4.0484501E+001, 2.4963931E+001, 1.3869870E+001, 4.5953355E+000, 2.5514490E+001, 1.5356955E+001, 9.9920997E+000, 3.7819305E+000, 1.3184262E+001, 8.5820057E+000, 6.6446499E+000, 3.1632377E+000, 7.8083557E+000, 5.6242017E+000, 4.7337981E+000, 2.6362408E+000, 4.5999014E+000, 3.0697767E+000, 2.4758288E+000, 1.5907338E+000, 3.0843570E+000, 2.1321174E+000, 1.6356971E+000, 1.1207538E+000, 1.1105861E+000, 1.1352018E+000, 9.6870614E-001, 7.4367309E-001, 5.3902401E-001, 3.6120115E-001, 4.2076097E+000, 3.3148141E+000, 8.9279559E-001, 4.2429902E+000, 3.2947130E+000, 9.4827718E-001, 5.7337705E+000, 5.6859591E+000, 1.0097212E+001, 1.2814557E+000, 1.2064805E+000, 3.5674185E+000, 3.5946355E+000, 9.7783164E-001,-7.9109133E-001,-2.8776289E-001, 3.7174986E-001, 3.7099716E-001, 2.5632860E-001, 2.3879649E-002,-2.0633135E-002, 2.7514254E-002, 6.5057988E-002, 1.1199490E-001, 1.2785272E-001, 1.7133525E-001, 2.3361386E-001, 3.2206383E-001, 3.7114443E-001, 4.1473954E-001, 1.1625376E-001, 8.2838411E-002, 6.1863750E-001, 4.8451942E+000
 6.0000673E+001, 3.5299726E+001, 3.0975383E+001, 3.5636270E+001, 2.4981921E+001, 6.0272509E+000, 4.2534743E+001, 2.3988716E+001, 1.1672883E+001, 3.9198805E+000, 2.9294283E+001, 1.4071813E+001, 7.4150972E+000, 2.6104479E+000, 1.7793037E+001, 1.0348233E+001, 6.2076610E+000, 3.0150091E+000, 1.1117503E+001, 6.6960602E+000, 4.7637583E+000, 2.2759892E+000, 6.2016003E+000, 3.8777051E+000, 2.9688083E+000, 1.4638040E+000, 4.1928161E+000, 2.4690565E+000, 1.9772803E+000, 1.1416075E+000, 1.0926529E+000, 1.1069872E+000, 9.5235148E-001, 7.4864707E-001, 5.4723364E-001, 3.7371011E-001, 4.3290074E+000, 3.3297598E+000, 9.9924760E-001, 4.1978188E+000, 3.1935125E+000, 1.0043063E+000, 5.6727281E+000, 5.8500099E+000, 1.4214647E+001, 1.3571706E+000, 1.3503346E+000, 3.4144588E+000, 3.5870017E+000, 8.9899206E-001,-8.1894004E-001,-2.5162449E-001, 3.3897605E-001, 2.6671420E-001, 2.0167950E-001,-1.6616560E-002, 1.9570958E-002, 8.1601647E-002, 8.8631901E-002, 1.0994739E-001, 1.3762249E-001, 1.6200076E-001, 1.8870590E-001, 2.5177975E-001, 3.3198544E-001, 4.3304353E-001, 1.6741161E-001, 1.3969855E-001, 6.2237402E-001, 4.8854248E+000
 6.2001466E+001, 3.6646959E+001, 2.9946940E+001, 3.3307269E+001, 2.4637110E+001, 6.5018804E+000, 3.9954811E+001, 2.6132938E+001, 1.4546665E+001, 4.9795396E+000, 2.4746730E+001, 1.7859747E+001, 1.2454875E+001, 5.4949422E+000, 1.2373246E+001, 9.3730751E+000, 7.4985546E+000, 4.1121916E+000, 7.2366694E+000, 5.4263534E+000, 4.0130431E+000, 2.4181155E+000, 4.5490468E+000, 3.8732934E+000, 2.9464845E+000, 1.6932800E+000, 3.1243182E+000, 2.7764590E+000, 2.3617524E+000, 1.4893497E+000, 1.1426022E+000, 1.1770641E+000, 9.9731560E-001, 7.5035290E-001, 5.3426498E-001, 3.5280346E-001, 4.3520989E+000, 3.3195405E+000, 1.0325584E+000, 4.1066528E+000, 3.2560331E+000, 8.5061974E-001, 5.5495308E+000, 5.8812147E+000, 8.6985960E+000, 1.1494861E+000, 1.3953492E+000, 3.4758620E+000, 3.5468047E+000, 8.7001340E-001,-7.8400079E-001,-2.9034206E-001, 4.2393313E-001, 2.4874418E-001, 3.0580777E-001, 1.1448091E-001, 7.1969470E-002, 9.7463542E-002, 1.7161170E-001, 2.5905349E-001, 3.0891942E-001, 3.8199395E-001, 5.1208445E-001, 5.8706779E-001, 6.5097120E-001, 7.5640776E-001, 1.5717335E-001, 7.3637543E-002, 6.2160902E-001, 4.8822191E+000
 6.4000755E+001, 2.7844249E+001, 2.7805369E+001, 3.1018406E+001, 2.3464756E+001, 6.7105726E+000, 3.7976996E+001, 2.5428602E+001, 1.4901606E+001, 5.5115269E+000, 2.3090272E+001, 1.5245859E+001, 1.0770646E+001, 4.4442913E+000, 1.1946919E+001, 8.0767856E+000, 6.5478681E+000, 3.4347412E+000, 6.9354881E+000, 4.7723957E+000, 3.9409054E+000, 2.3866776E+000, 4.2291936E+000, 2.9301816E+000, 2.4141278E+000, 1.5879422E+000, 2.9437146E+000, 2.0344693E+000, 1.7305050E+000, 1.1786091E+000, 1.1417914E+000, 1.1605187E+000, 9.8364197E-001, 7.5526244E-001, 5.4162040E-001, 3.6496660E-001, 4.1185739E+000, 3.2243543E+000, 8.9421961E-001, 4.2590323E+000, 3.2541839E+000, 1.0048483E+000, 5.7554490E+000, 5.5656404E+000, 9.7308521E+000, 1.3579032E+000, 1.2084049E+000, 3.4546792E+000, 3.4042405E+000, 9.0475704E-001,-8.2824940E-001,-2.6047796E-001, 3.6483977E-001, 2.5592145E-001, 2.2823740E-001,-4.8152889E-002, 4.0112688E-002, 1.3456895E-001, 1.2359947E-001, 1.4635783E-001, 2.1311482E-001, 2.9751965E-001, 3.9388798E-001, 5.3577090E-001, 6.1940333E-001, 6.5862215E-001, 8.0553539E-002, 1.5620192E-001, 6.2048332E-001, 4.9127789E+000
 6.6001251E+001, 3.2169368E+001, 2.7717786E+001, 3.2776682E+001, 2.3786735E+001, 6.1367788E+000, 4.0788450E+001, 2.4293580E+001, 1.2864261E+001, 4.5351899E+000, 2.7389106E+001, 1.4522541E+001, 9.8188924E+000, 4.1128507E+000, 1.5736334E+001, 8.9005970E+000, 6.1144976E+000, 2.9843601E+000, 9.3620063E+000, 5.7976334E+000, 4.1523061E+000, 1.9820608E+000, 5.8064522E+000, 3.7891675E+000, 2.8096547E+000, 1.5433471E+000, 3.9235954E+000, 2.7433082E+000, 2.1019176E+000, 1.2187491E+000, 1.1245048E+000, 1.1483199E+000, 9.8011039E-001, 7.5430057E-001, 5.4622928E-001, 3.6676708E-001, 4.2784936E+000, 3.3140442E+000, 9.6444933E-001, 4.3407729E+000, 3.2919094E+000, 1.0488635E+000, 5.8659094E+000, 5.7817480E+000, 1.2565593E+001, 1.4173831E+000, 1.3033099E+000, 3.4750061E+000, 3.5012979E+000, 8.9059459E-001,-7.4758321E-001,-2.3523236E-001, 3.0948942E-001, 3.2325256E-001, 2.1801951E-001, 6.8334202E-002, 2.2867140E-002, 7.6801592E-002, 1.0426350E-001, 1.3735951E-001, 1.4256083E-001, 1.4928799E-001, 2.0394038E-001, 2.9141538E-001, 3.7621395E-001, 4.4310134E-001, 1.3376437E-001, 1.0484380E-001, 6.2186018E-001, 4.9115052E+000
 6.8000169E+001, 2.6552815E+001, 2.9178043E+001, 3.0645844E+001, 2.4367967E+001, 6.1764861E+000, 4.1261713E+001, 2.4450485E+001, 1.2662980E+001, 4.2287703E+000, 2.8789546E+001, 1.6205658E+001, 9.7585317E+000, 3.8225581E+000, 1.7311839E+001, 1.0414812E+001, 7.3442245E+000, 3.5311568E+000, 1.0165890E+001, 6.2012979E+000, 4.3370218E+000, 2.0905497E+000, 5.5827181E+000, 3.6959924E+000, 2.6652918E+000, 1.4367059E+000, 3.6931986E+000, 2.5255279E+000, 1.9698894E+000, 9.6225656E-001, 1.1300862E+000, 1.1584208E+000, 9.9314544E-001, 7.7139163E-001, 5.5899635E-001, 3.7580555E-001, 4.3305588E+000, 3.3654422E+000, 9.6511655E-001, 4.2322556E+000, 3.2382477E+000, 9.9400790E-001, 5.7192644E+000, 5.8521064E+000, 1.3788159E+001, 1.3432539E+000, 1.3042116E+000, 3.3800547E+000, 3.5409831E+000, 8.4015424E-001,-7.8480680E-001,-2.1051766E-001, 3.2382162E-001, 2.5525889E-001, 1.6382918E-001, 1.4779483E-002, 1.2008903E-002, 6.5284220E-002, 1.1471627E-001, 1.5960344E-001, 1.8880461E-001, 2.3412540E-001, 2.4900325E-001, 2.9325528E-001, 3.3259967E-001, 3.8975581E-001, 1.6510554E-001, 1.1757758E-001, 6.2306177E-001, 4.9137309E+000
 7.0000806E+001, 2.0318013E+001, 2.6951863E+001, 3.1412813E+001, 2.4267864E+001, 6.1360107E+000, 3.9686279E+001, 2.4979235E+001, 1.2604293E+001, 4.3221702E+000, 2.7342124E+001, 1.4945721E+001, 8.2872775E+000, 3.2079515E+000, 1.5916097E+001, 9.6328780E+000, 6.1262981E+000, 2.8055173E+000, 8.9400567E+000, 5.8257978E+000, 3.9621456E+000, 2.3925405E+000, 5.5562866E+000, 3.4303608E+000, 2.4081880E+000, 1.3514597E+000, 3.7010335E+000, 2.3355926E+000, 1.6933050E+000, 1.0030791E+000, 1.1334590E+000, 1.1590380E+000, 9.9334674E-001, 7.6637067E-001, 5.5416405E-001, 3.7372666E-001, 4.1765631E+000, 3.2469529E+000, 9.2961024E-001, 4.3131113E+000, 3.3233757E+000, 9.8973553E-001, 5.8285287E+000, 5.6440042E+000, 1.1080012E+001, 1.3374805E+000, 1.2562301E+000, 3.4668974E+000, 3.3662386E+000, 7.9340356E-001,-6.9723906E-001,-2.0401959E-001, 2.3677057E-001, 2.4930332E-001, 1.7765365E-001, 6.2657907E-002, 5.4885635E-002, 8.9618537E-002, 9.0007500E-002, 1.2911152E-001, 1.3118777E-001, 1.6237621E-001, 1.8576600E-001, 2.1357471E-001, 2.7456839E-001, 3.2813346E-001, 9.2899499E-002, 1.7226509E-001, 6.2331245E-001, 4.9113451E+000
 7.2000706E+001, 3.2780558E+001, 2.6925564E+001, 3.1241634E+001, 2.4834848E+001, 6.3034030E+000, 3.8930181E+001, 2.4753188E+001, 1.2376492E+001, 4.3864083E+000, 2.7712302E+001, 1.5644418E+001, 9.1060443E+000, 3.5072656E+000, 1.6132679E+001, 9.8201287E+000, 6.7976121E+000, 2.6613408E+000, 9.3879876E+000, 5.7843977E+000, 4.3681245E+000, 2.2271266E+000, 5.5460795E+000, 3.6922503E+000, 2.9558735E+000, 1.4182494E+000, 3.5500860E+000, 2.7006900E+000, 2.1144010E+000, 1.1627222E+000, 1.1355348E+000, 1.1594775E+000, 9.8687164E-001, 7.5956396E-001, 5.5036369E-001, 3.7031444E-001, 4.2662832E+000, 3.3133781E+000, 9.5290510E-001, 4.3890559E+000, 3.3050193E+000, 1.0840366E+000, 5.9311566E+000, 5.7652475E+000, 1.3008886E+001, 1.4649143E+000, 1.2877096E+000, 3.4177948E+000, 3.4306203E+000, 8.6249803E-001,-7.5599714E-001,-2.6830240E-001, 3.0696013E-001, 2.6203493E-001, 1.9376655E-001, 3.6093281E-002, 5.6312199E-002, 6.2707108E-002, 8.6626620E-002, 1.0837628E-001, 1.0943836E-001, 1.2304243E-001, 1.4023540E-001, 1.2506247E-001, 2.0423221E-001, 2.5365382E-001, 1.0382169E-001, 1.3968644E-001, 6.2396423E-001, 4.9022568E+000
 7.4000455E+001, 2.5973262E+001, 2.7362886E+001, 3.0395897E+001, 2.3780324E+001, 5.9519633E+000, 4.0056757E+001, 2.3328769E+001, 1.1595770E+001, 4.0538908E+000, 2.8565945E+001, 1.3431504E+001, 7.3486295E+000, 2.8232791E+000, 1.8427522E+001, 8.5258181E+000, 4.9847815E+000, 1.8924061E+000, 1.2194502E+001, 6.3132516E+000, 3.8228042E+000, 1.3821489E+000, 7.5688671E+000, 4.6502768E+000, 3.0186222E+000, 1.1662851E+000, 5.1052559E+000, 3.5454801E+000, 2.6646694E+000, 9.5242085E-001, 1.1341731E+000, 1.1614940E+000, 9.9526696E-001, 7.8022291E-001, 5.7466388E-001, 3.9155610E-001, 4.2377182E+000, 3.2888886E+000, 9.4882957E-001, 4.5097475E+000, 3.4050463E+000, 1.1047012E+000, 6.0942534E+000, 5.7266462E+000, 1.4159500E+001, 1.4928395E+000, 1.2822021E+000, 3.5190396E+000, 3.3778596E+000, 7.7088445E-001,-6.9481659E-001,-1.8235722E-001, 2.5469369E-001, 2.2784756E-001, 2.5139351E-001, 4.4925916E-002, 4.2921591E-003, 8.1528170E-003, 2.9932658E-002, 8.1232725E-002, 1.5173279E-001, 2.1305714E-001, 2.5556370E-001, 2.2337074E-001, 2.4346932E-001, 2.3399299E-001, 8.2036231E-002, 1.7548378E-001, 6.2700921E-001, 4.9131192E+000
 7.6001062E+001, 2.7173616E+001, 2.8812490E+001, 3.3348828E+001, 2.4786481E+001, 6.7099742E+000, 4.0245829E+001, 2.3551904E+001, 1.1898788E+001, 4.7582340E+000, 2.7844507E+001, 1.2191011E+001, 7.0621175E+000, 2.9669294E+000, 1.7453962E+001, 7.2738294E+000, 4.4243913E+000, 1.9615876E+000, 1.1130199E+001, 5.2042600E+000, 3.2271508E+000, 1.4660242E+000, 7.3763920E+000, 4.0704813E+000, 2.5201972E+000, 1.1177736E+000, 5.1065307E+000, 3.5397708E+000, 2.3259771E+000, 1.1161306E+000, 1.1605498E+000, 1.1794833E+000, 1.0024000E+000, 7.7867656E-001, 5.6602186E-001, 3.8444391E-001, 4.1813858E+000, 3.2676397E+000, 9.1374610E-001, 4.3902904E+000, 3.3386331E+000, 1.0516574E+000, 5.9328249E+000, 5.6505214E+000, 1.3129383E+001, 1.4211586E+000, 1.2347920E+000, 3.4073512E+000, 3.3263093E+000, 7.0475929E-001,-3.2254195E-001,-4.9312410E-001, 1.2745399E-001,-1.1958856E-003, 2.4624820E-002, 3.4819102E-002, 1.2157050E-001, 7.2990733E-002, 1.0800847E-001, 2.0205867E-001, 2.4314338E-001, 3.0459903E-001, 3.6635127E-001, 4.4380781E-001, 5.1049035E-001, 5.9017539E-001, 1.4026016E-001, 1.3439001E-001, 6.2867230E-001, 4.9123188E+000
 7.8001005E+001, 3.8270455E+001, 2.7244454E+001, 3.6375902E+001, 2.8250483E+001, 6.8827392E+000, 3.9423374E+001, 2.8742177E+001, 1.5679129E+001, 5.0368639E+000, 2.3941109E+001, 1.6158080E+001, 1.0638194E+001, 4.5100840E+000, 1.3118844E+001, 8.9417303E+000, 6.5201158E+000, 3.3520105E+000, 8.2162581E+000, 5.1490844E+000, 3.9562762E+000, 2.2549635E+000, 5.2895897E+000, 3.2294105E+000, 2.3172169E+000, 1.4541465E+000, 3.7116740E+000, 2.2525300E+000, 1.6142289E+000, 1.1063974E+000, 1.1791349E+000, 1.2055492E+000, 1.0231111E+000, 7.8093944E-001, 5.6106977E-001, 3.7634204E-001, 4.3324107E+000, 3.3545303E+000, 9.7788032E-001, 4.2302072E+000, 3.2540719E+000, 9.7613527E-001, 5.7164962E+000, 5.8546090E+000, 1.1175585E+001, 1.3191017E+000, 1.3214599E+000, 3.2775792E+000, 3.4183982E+000, 9.1626485E-001,-2.9843312E-001,-7.8675181E-001, 3.5463143E-001, 3.0686586E-001, 2.0668156E-001, 3.5472884E-003, 6.5678234E-002, 1.2712912E-001, 1.7672426E-001, 1.8297121E-001, 2.0853898E-001, 1.9547423E-001, 2.3370479E-001, 2.9355836E-001, 3.6416200E-001, 4.2906080E-001, 1.0324687E-001, 1.1818085E-001, 6.2755465E-001, 4.9211597E+000
 8.0000298E+001, 2.8763899E+001, 2.4622365E+001, 3.3602037E+001, 2.7427325E+001, 6.7716463E+000, 3.7206977E+001, 2.9889741E+001, 1.5300801E+001, 4.9795183E+000, 2.8268335E+001, 1.6656985E+001, 1.0209445E+001, 4.0318626E+000, 1.6083963E+001, 1.0083848E+001, 7.0639173E+000, 3.0407381E+000, 9.4196975E+000, 6.3791613E+000, 4.6561665E+000, 1.9578682E+000, 5.7613727E+000, 3.8493650E+000, 3.1286622E+000, 1.6929259E+000, 3.7982299E+000, 2.6435068E+000, 2.1662286E+000, 1.4753962E+000, 1.1711033E+000, 1.2104291E+000, 1.0368947E+000, 7.9749270E-001, 5.7637331E-001, 3.8520646E-001, 4.4014427E+000, 3.3824610E+000, 1.0189817E+000, 4.2537913E+000, 3.3290111E+000, 9.2478010E-001, 5.7483666E+000, 5.9478956E+000, 1.1866021E+001, 1.2497028E+000, 1.3770024E+000, 3.3563935E+000, 3.4322042E+000, 7.5123802E-001,-2.1031337E-001,-6.5712868E-001, 1.8144338E-001, 2.1902565E-001, 6.0829604E-002,-2.5244090E-002, 1.9308806E-002, 7.9333790E-002, 8.0174659E-002, 1.1534156E-001, 1.6057806E-001, 1.8578464E-001, 2.5421799E-001, 2.9374930E-001, 3.6468454E-001, 3.7451512E-001, 1.0504465E-001, 1.5783500E-001, 6.2719533E-001, 4.9186551E+000
 8.2001607E+001, 3.0361185E+001, 2.6685198E+001, 3.2870602E+001, 2.6888164E+001, 7.4239270E+000, 3.7922081E+001, 2.5938897E+001, 1.4734613E+001, 4.7689404E+000, 2.6005431E+001, 1.4202062E+001, 8.3394772E+000, 3.6571483E+000, 1.5933787E+001, 9.0120263E+000, 5.4329330E+000, 2.3690708E+000, 1.0048658E+001, 5.8530161E+000, 3.5950854E+000, 1.5984579E+000, 5.9744630E+000, 3.5954939E+000, 2.4540173E+000, 1.1299327E+000, 3.8678846E+000, 2.4061189E+000, 1.8867999E+000, 9.4046012E-001, 1.1840967E+000, 1.2067625E+000, 1.0222520E+000, 7.8700951E-001, 5.6800718E-001, 3.8127646E-001, 4.2288355E+000, 3.2763139E+000, 9.5252168E-001, 4.4080336E+000, 3.3704126E+000, 1.0376210E+000, 5.9568021E+000, 5.7146426E+000, 1.2521145E+001, 1.4021905E+000, 1.2871915E+000, 3.3863982E+000, 3.2735342E+000, 9.0295275E-001,-2.8228485E-001,-7.8281218E-001, 3.5949494E-001, 2.9515278E-001, 1.3836624E-001,-2.3005419E-002, 3.7349776E-002, 7.5505284E-002, 1.5169824E-001, 2.2436434E-001, 2.0932347E-001, 2.3803734E-001, 2.5829458E-001, 2.9873662E-001, 2.4536916E-001, 2.0317863E-001, 1.0370444E-001, 1.3904701E-001, 6.2715464E-001, 4.9158205E+000
 8.4001006E+001, 2.8998935E+001, 2.5762099E+001, 3.1412690E+001, 2.8730843E+001, 7.2850583E+000, 3.8528941E+001, 2.7134468E+001, 1.4048053E+001, 4.5489705E+000, 2.9657159E+001, 1.5448674E+001, 8.4966640E+000, 3.2458558E+000, 1.9367432E+001, 9.3957776E+000, 5.4036861E+000, 2.2679976E+000, 1.2749090E+001, 6.5576611E+000, 4.2154629E+000, 1.7179188E+000, 8.2718832E+000, 4.9888057E+000, 3.4181600E+000, 1.5489992E+000, 5.2130100E+000, 3.7514484E+000, 2.8069336E+000, 1.5113703E+000, 1.1680652E+000, 1.1956542E+000, 1.0227920E+000, 7.9539514E-001, 5.8165962E-001, 3.9555578E-001, 4.5445334E+000, 3.4172391E+000, 1.1272943E+000, 4.3591155E+000, 3.3416009E+000, 1.0175146E+000, 5.8906966E+000, 6.1412613E+000, 1.6865388E+001, 1.3750197E+000, 1.5233707E+000, 3.3218054E+000, 3.4324262E+000, 8.4036744E-001,-2.3094248E-001,-7.6888992E-001, 2.8741660E-001, 2.5619661E-001, 2.0317545E-001, 3.1788726E-002, 6.7673491E-002, 8.5590987E-002, 7.3577173E-002, 1.0483297E-001, 1.1708488E-001, 1.8211855E-001, 1.9039900E-001, 2.3400176E-001, 3.0358792E-001, 3.2299931E-001, 1.1923365E-001, 1.4547743E-001, 6.2944603E-001, 4.9052001E+000
 8.6000711E+001, 3.4736113E+001, 2.9168494E+001, 3.4421755E+001, 2.9012206E+001, 7.6096072E+000, 3.8133255E+001, 2.5347840E+001, 1.4075806E+001, 5.3308072E+000, 2.2501675E+001, 1.2859765E+001, 8.3827388E+000, 4.4302743E+000, 1.1346404E+001, 6.9895186E+000, 4.8817058E+000, 2.4345383E+000, 6.4475078E+000, 4.0066836E+000, 3.0740222E+000, 1.5591182E+000, 4.3232946E+000, 2.6210995E+000, 2.0344524E+000, 1.0894782E+000, 3.0476460E+000, 1.9738328E+000, 1.5524320E+000, 9.1958798E-001, 1.2250327E+000, 1.2447295E+000, 1.0506237E+000, 7.9969073E-001, 5.6815162E-001, 3.7743795E-001, 4.0774317E+000, 3.1945329E+000, 8.8289882E-001, 4.4477763E+000, 3.3555074E+000, 1.0922690E+000, 6.0105086E+000, 5.5100429E+000, 9.3093223E+000, 1.4760391E+000, 1.1931065E+000, 3.3160222E+000, 3.1249331E+000, 9.0358796E-001,-2.8667482E-001,-8.1450342E-001, 3.6923811E-001, 2.4195685E-001, 1.2725948E-001, 1.2201379E-002, 2.8292856E-002, 1.1319763E-001, 1.9638428E-001, 2.2790628E-001, 2.8183682E-001, 3.1220744E-001, 3.4644883E-001, 3.7243419E-001, 5.2003673E-001, 6.7571599E-001, 1.5264699E-001, 1.0789932E-001, 6.2845832E-001, 4.9017727E+000
 8.8000598E+001, 3.5180068E+001, 2.5114377E+001, 3.3597418E+001, 2.7163375E+001, 7.1879445E+000, 3.6517931E+001, 2.8322164E+001, 1.6188935E+001, 5.7050362E+000, 2.4764689E+001, 1.6378160E+001, 1.1614521E+001, 6.2964278E+000, 1.3559897E+001, 8.9766662E+000, 6.9215577E+000, 4.7974497E+000, 8.4538501E+000, 5.3452403E+000, 3.9200546E+000, 2.6006220E+000, 5.3992545E+000, 3.4173054E+000, 2.6519553E+000, 1.7626176E+000, 3.6159633E+000, 2.6398958E+000, 2.0962244E+000, 1.3262359E+000, 1.2302940E+000, 1.2777964E+000, 1.0923287E+000, 8.3044021E-001, 5.9492272E-001, 3.9389064E-001, 4.4441319E+000, 3.4652907E+000, 9.7884127E-001, 4.2881124E+000, 3.3516394E+000, 9.3647301E-001, 5.7947464E+000, 6.0055837E+000, 1.1086613E+001, 1.2655041E+000, 1.3227585E+000, 3.2928797E+000, 3.4574201E+000, 9.1801924E-001,-2.6301377E-001,-8.1187255E-001, 3.6765192E-001, 2.8560111E-001, 2.6467275E-001, 1.8284629E-003, 5.5806660E-002, 5.9331645E-002, 6.9414893E-002, 1.1894022E-001, 1.6223276E-001, 2.4434671E-001, 3.5240172E-001, 4.2186984E-001, 4.8713641E-001, 6.4004270E-001, 1.1102181E-001, 1.0433614E-001, 6.2814899E-001, 4.8812157E+000
 9.0000800E+001, 4.0973054E+001, 2.7442765E+001, 3.6109873E+001, 2.7544615E+001, 6.9454041E+000, 4.0004945E+001, 2.5476464E+001, 1.2301004E+001, 4.6927936E+000, 2.8773109E+001, 1.2974722E+001, 6.8780495E+000, 2.8664146E+000, 1.6480616E+001, 7.5425162E+000, 4.3603891E+000, 1.8860490E+000, 9.6090466E+000, 4.8327533E+000, 2.9403866E+000, 1.4083484E+000, 5.5397440E+000, 3.5702613E+000, 2.2950323E+000, 1.2149220E+000, 3.8136042E+000, 2.6595864E+000, 1.9751187E+000, 1.1506057E+000, 1.2116510E+000, 1.2357907E+000, 1.0491320E+000, 8.0900122E-001, 5.8253447E-001, 3.8964898E-001, 4.1805125E+000, 3.2735791E+000, 9.0693341E-001, 4.4317543E+000, 3.4191333E+000, 1.0126210E+000, 5.9888572E+000, 5.6493412E+000, 1.2005362E+001, 1.3684067E+000, 1.2255857E+000, 3.3608401E+000, 3.1897436E+000, 8.7920086E-001,-2.2298177E-001,-7.5188575E-001, 3.1223290E-001, 3.1310527E-001, 2.0343986E-001,-1.5512712E-002, 3.0962479E-002, 9.1382097E-002, 1.3095795E-001, 1.5464177E-001, 1.8691177E-001, 1.9623490E-001, 2.6163455E-001, 3.4659653E-001, 3.8025279E-001, 3.6596709E-001, 1.3881687E-001, 1.2183458E-001, 6.2855742E-001, 4.8813804E+000
 9.2001291E+001, 2.1347167E+001, 2.6679787E+001, 3.4746019E+001, 2.8103813E+001, 7.0169569E+000, 4.0371099E+001, 2.7062712E+001, 1.5043205E+001, 5.1255586E+000, 2.8270613E+001, 1.4470401E+001, 9.2739642E+000, 4.9966505E+000, 1.7034579E+001, 8.2799892E+000, 5.5775198E+000, 3.2808998E+000, 1.0540319E+001, 5.2305800E+000, 3.3695206E+000, 2.1516098E+000, 6.5586306E+000, 3.7926862E+000, 2.5243299E+000, 1.5120031E+000, 4.3128887E+000, 2.6082985E+000, 1.9462673E+000, 1.1030419E+000, 1.2183585E+000, 1.2554812E+000, 1.0757099E+000, 8.3378978E-001, 6.0280866E-001, 4.0385073E-001, 4.4778744E+000, 3.4503529E+000, 1.0275215E+000, 4.2157178E+000, 3.3008530E+000, 9.1486483E-001, 5.6969160E+000, 6.0511817E+000, 1.3446649E+001, 1.2363038E+000, 1.3885426E+000, 3.1876118E+000, 3.3938049E+000, 7.7132311E-001,-1.9733921E-001,-7.1236100E-001, 2.7141926E-001, 2.3838779E-001, 1.8043205E-001, 5.4366772E-002, 4.7947543E-002, 5.0322884E-002, 6.3663296E-002, 1.0962398E-001, 1.4658099E-001, 1.8444792E-001, 2.4629464E-001, 2.9589951E-001, 3.6911370E-001, 3.8921255E-001, 1.2311746E-001, 1.2274941E-001, 6.2998689E-001, 4.8700430E+000
