s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW,kW,kW,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m,m,m,deg
Time,HRR,HF 10-1,HF 10-2,HF 10-3,HF 10-4,HF 30-1,HF 30-2,HF 30-3,HF 30-4,HF 50-1,HF 50-2,HF 50-3,HF 50-4,HF 70-1,HF 70-2,HF 70-3,HF 70-4,HF 90-1,HF 90-2,HF 90-3,HF 90-4,HF 110-1,HF 110-2,HF 110-3,HF 110-4,HF 130-1,HF 130-2,HF 130-3,HF 130-4,HFG 10,HFG 35,HFG 60,HFG 85,HFG 110,HFG 135,GHF tot  y0,GHF rad  y0,GHF con  y0,GHF tot  x0,GHF rad  x0,GHF conv x0,PANEL_GAUGE_HF_X,PANEL_GAUGE_HF_Y,PANEL_GAUGE_HF_LINE,PANEL_CONV_HF_X,PANEL_CONV_HF_Y,PANEL_RAD_HF_X,PANEL_RAD_HF_Y,Vmag burn ctr,U burn ctr,V burn ctr,W burn ctr,W vert burner-1,W vert burner-2,W vert burner-3,W vert burner-4,W vert burner-5,W vert burner-6,W vert burner-7,W vert burner-8,W vert burner-9,W vert burner-10,W vert burner-11,W vert burner-12,W vert burner-13,x_max,y_max,L_F,tilt
 1.8000098E+001, 3.7371008E+001, 2.4508565E+001, 3.6834534E+001, 4.2622049E+001, 1.4547013E+001, 4.1972217E+001, 3.4820728E+001, 1.8083135E+001, 6.3281538E+000, 2.5647143E+001, 1.9068944E+001, 1.1347235E+001, 4.6849467E+000, 1.3372373E+001, 1.0542841E+001, 7.7217047E+000, 3.8798025E+000, 7.6601518E+000, 6.1953648E+000, 4.6248514E+000, 2.3791889E+000, 4.4615232E+000, 3.4924440E+000, 2.7069953E+000, 1.5027406E+000, 2.8652715E+000, 2.2783790E+000, 1.8202430E+000, 1.1868650E+000, 1.0769448E+000, 1.0322372E+000, 8.5735913E-001, 6.6368940E-001, 4.4035383E-001, 2.9955746E-001, 4.5239545E+000, 3.3768494E+000, 1.1471051E+000, 4.3633081E+000, 3.2737862E+000, 1.0895219E+000, 5.8963624E+000, 6.1134520E+000, 8.5551552E+000, 1.4723269E+000, 1.5501420E+000, 4.0175671E+000, 4.1501759E+000, 3.5161498E-001,-2.0400300E-001,-1.9991853E-001, 1.1957992E-001, 1.0572533E-001, 2.2183005E-001, 3.2395964E-001, 2.6978152E-001, 1.6141863E-001, 1.3893914E-001, 1.6777582E-001, 2.1503019E-001, 2.4036600E-001, 2.2143577E-001, 2.2116847E-001, 2.3147716E-001, 3.5566900E-001, 9.8859489E-002, 1.3987828E-001, 5.3951438E-001, 4.5775603E+000
 2.0000016E+001, 3.0728737E+001, 2.4949417E+001, 3.9629066E+001, 4.3378538E+001, 1.5789347E+001, 4.3418753E+001, 3.6073299E+001, 1.6150941E+001, 6.1189240E+000, 2.5902116E+001, 1.9106401E+001, 1.0049647E+001, 4.6097710E+000, 1.3441942E+001, 9.9657169E+000, 6.1742164E+000, 2.8750790E+000, 7.3756558E+000, 5.5138272E+000, 3.7978500E+000, 1.9813074E+000, 4.6225247E+000, 3.6991818E+000, 2.4711067E+000, 1.4874394E+000, 3.3709330E+000, 2.7715773E+000, 2.0236912E+000, 1.1695741E+000, 1.0849305E+000, 1.0466669E+000, 8.6360320E-001, 6.6748227E-001, 4.4333359E-001, 3.0347051E-001, 4.5493424E+000, 3.3488292E+000, 1.2005132E+000, 4.4389408E+000, 3.3083910E+000, 1.1305498E+000, 5.9985686E+000, 6.1477600E+000, 8.2986630E+000, 1.5277700E+000, 1.6223151E+000, 4.0267681E+000, 4.0763847E+000, 3.5363278E-001,-2.3427667E-001,-1.5777342E-001, 5.2742580E-002, 8.1916834E-002, 1.3826093E-001, 1.9402753E-001, 2.0348065E-001, 1.6244258E-001, 1.4390388E-001, 1.6517930E-001, 2.0145714E-001, 2.8514417E-001, 2.9616037E-001, 3.2507285E-001, 3.8877473E-001, 4.7380735E-001, 1.0115309E-001, 1.2861608E-001, 5.5412822E-001, 4.5471423E+000
 2.2000379E+001, 3.6525082E+001, 2.5802017E+001, 3.9188518E+001, 4.2319798E+001, 1.6559553E+001, 3.9985476E+001, 3.4322851E+001, 1.6940681E+001, 6.1894139E+000, 2.5180772E+001, 2.0250023E+001, 1.1391843E+001, 4.9233045E+000, 1.2692606E+001, 1.0010341E+001, 6.5048257E+000, 3.5110341E+000, 6.2353485E+000, 4.7109481E+000, 3.4039669E+000, 2.0971877E+000, 3.3132484E+000, 2.6280250E+000, 2.0163334E+000, 1.4077105E+000, 2.2796732E+000, 1.8050927E+000, 1.4925321E+000, 1.0675027E+000, 1.1284819E+000, 1.0841777E+000, 9.0632060E-001, 6.9321454E-001, 4.5277183E-001, 3.0580795E-001, 4.5028446E+000, 3.3358936E+000, 1.1669510E+000, 4.5804336E+000, 3.3787321E+000, 1.2017016E+000, 6.1897752E+000, 6.0849251E+000, 7.4000741E+000, 1.6239211E+000, 1.5769608E+000, 4.0832690E+000, 4.0255192E+000, 3.5457974E-001,-2.4813692E-001,-1.4742148E-001, 1.2255782E-001, 1.2794528E-001, 2.0218106E-001, 2.1191299E-001, 2.0159009E-001, 1.5569017E-001, 1.3326458E-001, 1.3414036E-001, 1.4403704E-001, 1.7840561E-001, 2.2846429E-001, 2.9856635E-001, 4.0727589E-001, 4.0708724E-001, 1.0401430E-001, 2.1326176E-001, 5.6073833E-001, 4.8397323E+000
 2.4000481E+001, 3.2680224E+001, 2.5156191E+001, 3.9834898E+001, 4.3555265E+001, 1.7060791E+001, 4.1817869E+001, 3.2199237E+001, 1.7470580E+001, 6.5045083E+000, 2.4452491E+001, 1.7215093E+001, 9.6694960E+000, 4.3957473E+000, 1.2132945E+001, 9.0448380E+000, 6.1069434E+000, 2.8566895E+000, 7.3213678E+000, 5.4161917E+000, 3.5976309E+000, 1.7994643E+000, 4.6658441E+000, 3.5259818E+000, 2.4057514E+000, 1.2878103E+000, 3.0850668E+000, 2.4618858E+000, 1.8014547E+000, 1.1342782E+000, 1.1007395E+000, 1.0620772E+000, 8.8105383E-001, 6.8365116E-001, 4.5893589E-001, 3.1540159E-001, 4.4470235E+000, 3.2953275E+000, 1.1516960E+000, 4.5875211E+000, 3.3682973E+000, 1.2192239E+000, 6.1993529E+000, 6.0094912E+000, 7.9710760E+000, 1.6475998E+000, 1.5563459E+000, 4.0340579E+000, 3.9386632E+000, 4.1940753E-001,-3.0619512E-001,-1.9337965E-001, 1.4794845E-001, 1.2236084E-001, 2.0046889E-001, 9.7903637E-002, 6.6294902E-002, 8.2299878E-002, 1.0304323E-001, 1.3230325E-001, 1.3990193E-001, 1.6481509E-001, 1.9742147E-001, 2.1179026E-001, 2.2397121E-001, 2.4420379E-001, 9.1188194E-002, 7.2645610E-002, 5.7019265E-001, 4.6729514E+000
 2.6000310E+001, 3.3901478E+001, 2.5589088E+001, 3.7808565E+001, 4.5454049E+001, 1.6173116E+001, 4.0009220E+001, 3.3233935E+001, 1.7918211E+001, 6.7645113E+000, 2.4972074E+001, 1.8098824E+001, 1.1090429E+001, 5.0070684E+000, 1.3690953E+001, 9.3469140E+000, 6.3533181E+000, 3.0730855E+000, 7.2447892E+000, 5.5247580E+000, 3.6804083E+000, 2.0419876E+000, 4.5442057E+000, 3.4591206E+000, 2.4233194E+000, 1.4868924E+000, 3.0249011E+000, 2.4647188E+000, 1.7116004E+000, 1.1282850E+000, 1.1465275E+000, 1.1020811E+000, 9.1244398E-001, 7.0069711E-001, 4.6182903E-001, 3.1361654E-001, 4.6262724E+000, 3.3694546E+000, 1.2568179E+000, 4.7053381E+000, 3.4104214E+000, 1.2949167E+000, 6.3585650E+000, 6.2517195E+000, 9.2298795E+000, 1.7498874E+000, 1.6984025E+000, 4.0533618E+000, 4.0005326E+000, 4.0290423E-001,-2.9660547E-001,-1.6436129E-001, 1.5341558E-001, 1.4685816E-001, 2.1952274E-001, 1.0538873E-001, 4.4567069E-002, 4.6074490E-002, 6.4919211E-002, 8.7506820E-002, 1.1614746E-001, 1.7153465E-001, 2.4941903E-001, 2.7141749E-001, 3.0339713E-001, 3.2100379E-001, 5.0912411E-002, 1.0956407E-001, 5.7703014E-001, 4.5345961E+000
 2.8000721E+001, 2.5091239E+001, 2.5124559E+001, 3.7002615E+001, 4.3709075E+001, 1.4494130E+001, 4.1502065E+001, 3.4060368E+001, 1.6951068E+001, 6.8493423E+000, 2.6299225E+001, 1.9981388E+001, 1.1477023E+001, 4.5823846E+000, 1.3931907E+001, 1.0692358E+001, 6.5869144E+000, 3.0878703E+000, 7.2566520E+000, 5.7747433E+000, 3.8150232E+000, 2.2072951E+000, 4.4085500E+000, 3.7339822E+000, 2.7077955E+000, 1.4157449E+000, 2.8351488E+000, 2.5861768E+000, 2.0485760E+000, 1.1193131E+000, 1.1518823E+000, 1.1087611E+000, 9.1764500E-001, 7.0585422E-001, 4.6564686E-001, 3.1708316E-001, 4.6066580E+000, 3.3876038E+000, 1.2190542E+000, 4.4980793E+000, 3.3452331E+000, 1.1528463E+000, 6.0784856E+000, 6.2252135E+000, 8.0973032E+000, 1.5579003E+000, 1.6473705E+000, 3.9356702E+000, 3.9902799E+000, 3.6570764E-001,-2.2519373E-001,-2.1126878E-001, 1.2775383E-001, 9.3241551E-002, 2.1515510E-001, 1.4451550E-001, 9.0307124E-002, 7.0238046E-002, 7.6953188E-002, 1.0359147E-001, 1.2351367E-001, 1.8070705E-001, 2.6849102E-001, 3.1775213E-001, 3.6775592E-001, 4.6366551E-001, 7.1329067E-002, 1.4826878E-001, 5.8244051E-001, 4.5555188E+000
 3.0000364E+001, 2.9382831E+001, 2.4643770E+001, 3.6626502E+001, 4.3173112E+001, 1.3667634E+001, 4.4584381E+001, 3.7833260E+001, 1.6766177E+001, 6.1324686E+000, 2.9377601E+001, 2.1764299E+001, 1.1394121E+001, 4.2134025E+000, 1.5664717E+001, 1.1524475E+001, 7.2337567E+000, 2.6323653E+000, 8.3185462E+000, 6.3344738E+000, 3.9358105E+000, 1.8499694E+000, 4.8311781E+000, 3.5981470E+000, 2.4511803E+000, 1.4619212E+000, 3.2301434E+000, 2.5866659E+000, 1.8279532E+000, 1.0510174E+000, 1.1499718E+000, 1.1042306E+000, 9.1943165E-001, 7.1062582E-001, 4.7383318E-001, 3.2264902E-001, 4.6970733E+000, 3.4188088E+000, 1.2782645E+000, 4.5477873E+000, 3.3324629E+000, 1.2153244E+000, 6.1456585E+000, 6.3473963E+000, 1.0308470E+001, 1.6423302E+000, 1.7273845E+000, 3.8862016E+000, 3.9958301E+000, 3.9445651E-001,-2.1613928E-001,-2.4388714E-001, 1.6351589E-001, 1.0451715E-001, 2.9947464E-001, 1.5711524E-001, 4.5804002E-002, 3.8563199E-002, 6.5049328E-002, 7.8646408E-002, 9.6415074E-002, 1.4165550E-001, 1.7488500E-001, 1.7449455E-001, 1.8091990E-001, 2.1846260E-001, 9.2822732E-002, 1.0112772E-001, 5.8604103E-001, 4.4990886E+000
 3.2000489E+001, 3.6391143E+001, 2.5279733E+001, 3.7414662E+001, 4.4360982E+001, 1.3987663E+001, 4.4866319E+001, 3.6906842E+001, 1.5660286E+001, 5.6784991E+000, 2.9438358E+001, 1.9836375E+001, 9.3665561E+000, 3.6896384E+000, 1.5649304E+001, 1.0412634E+001, 5.2591621E+000, 2.3821433E+000, 8.5569175E+000, 6.0526584E+000, 3.4215933E+000, 1.5139039E+000, 5.3180515E+000, 3.8743683E+000, 2.5142616E+000, 1.3733924E+000, 3.8629552E+000, 3.1032301E+000, 1.9112001E+000, 1.1195614E+000, 1.1550628E+000, 1.1155538E+000, 9.2856460E-001, 7.2218518E-001, 4.8460677E-001, 3.3160728E-001, 4.6381070E+000, 3.4343941E+000, 1.2037129E+000, 4.6570059E+000, 3.4370902E+000, 1.2199157E+000, 6.2932512E+000, 6.2677122E+000, 9.6999433E+000, 1.6485348E+000, 1.6266391E+000, 3.9886823E+000, 3.9823070E+000, 5.0477683E-001,-2.9374462E-001,-2.8474560E-001, 2.5934685E-001, 1.9588378E-001, 3.2355281E-001, 2.3651143E-001, 8.2914338E-002, 6.9894317E-002, 8.0424693E-002, 8.1395245E-002, 1.1019371E-001, 1.7044065E-001, 2.5265410E-001, 2.5381415E-001, 2.9529125E-001, 3.1144224E-001, 1.2597339E-001, 1.1768216E-001, 5.9352223E-001, 4.4837573E+000
 3.4000086E+001, 2.8598064E+001, 2.6439728E+001, 4.0836794E+001, 4.4346704E+001, 1.2342321E+001, 4.4196086E+001, 3.6816645E+001, 1.5682566E+001, 5.8231353E+000, 2.9630013E+001, 2.3010075E+001, 1.0750219E+001, 4.2832000E+000, 1.5803833E+001, 1.2373850E+001, 7.3621275E+000, 3.2649105E+000, 8.3117466E+000, 6.0427109E+000, 4.0069668E+000, 2.1390825E+000, 4.3137502E+000, 3.3606236E+000, 2.5422625E+000, 1.5576528E+000, 2.9310902E+000, 2.3405509E+000, 1.8351178E+000, 1.2105633E+000, 1.1901725E+000, 1.1586171E+000, 9.7376321E-001, 7.5552658E-001, 4.9986707E-001, 3.3580878E-001, 4.7334251E+000, 3.5009122E+000, 1.2325129E+000, 4.5629824E+000, 3.4369464E+000, 1.1260359E+000, 6.1661924E+000, 6.3965204E+000, 9.4286640E+000, 1.5216702E+000, 1.6655580E+000, 3.9588592E+000, 4.0342409E+000, 3.5298640E-001,-2.4571500E-001,-1.5957029E-001, 8.7291101E-002, 9.1966208E-002, 1.8034521E-001, 1.1919214E-001, 6.9364982E-002, 6.5527922E-002, 7.5829896E-002, 9.4101388E-002, 1.0427059E-001, 1.2558645E-001, 1.7190249E-001, 2.3315099E-001, 3.1284350E-001, 4.4006344E-001, 9.3431315E-002, 1.1756339E-001, 5.9699918E-001, 4.4354698E+000
 3.6000253E+001, 3.1253343E+001, 2.5408770E+001, 3.7822169E+001, 4.1703082E+001, 1.3691027E+001, 4.3222344E+001, 3.5528653E+001, 1.7174985E+001, 6.7489067E+000, 2.5962492E+001, 1.9151673E+001, 1.2636452E+001, 6.0484857E+000, 1.4224152E+001, 1.0420600E+001, 7.3049320E+000, 4.2277447E+000, 6.8877548E+000, 5.4949612E+000, 4.3793743E+000, 2.7671940E+000, 3.6098071E+000, 3.2308524E+000, 2.8505035E+000, 1.8659715E+000, 2.4035552E+000, 1.9967875E+000, 1.8344693E+000, 1.3530282E+000, 1.1985768E+000, 1.1682779E+000, 9.8459293E-001, 7.6681489E-001, 5.1353516E-001, 3.4911842E-001, 4.6902648E+000, 3.5034149E+000, 1.1868500E+000, 4.5216418E+000, 3.3892715E+000, 1.1323702E+000, 6.1103267E+000, 6.3381957E+000, 8.6478504E+000, 1.5302300E+000, 1.6038513E+000, 3.8694849E+000, 4.0035222E+000, 3.8842749E-001,-2.4796731E-001,-2.1478175E-001, 1.3016909E-001, 7.6551791E-002, 2.7341184E-001, 2.6627015E-001, 9.5142463E-002, 7.7952350E-002, 8.1535634E-002, 1.1712104E-001, 1.3516053E-001, 1.5939381E-001, 2.1130579E-001, 2.9261120E-001, 3.5674518E-001, 4.0197936E-001, 1.1847647E-001, 1.5184460E-001, 6.0081894E-001, 4.5046333E+000
 3.8000266E+001, 3.7317960E+001, 2.5502559E+001, 3.8704914E+001, 4.1274751E+001, 1.3011266E+001, 4.4358439E+001, 3.5126496E+001, 1.7612591E+001, 6.3313224E+000, 2.8726434E+001, 2.1411700E+001, 1.1864023E+001, 4.9843803E+000, 1.6026944E+001, 1.1227718E+001, 6.2992818E+000, 3.3385964E+000, 9.3972272E+000, 6.2372271E+000, 3.9585369E+000, 2.1855516E+000, 5.6382646E+000, 3.8473019E+000, 2.5715954E+000, 1.4117787E+000, 3.7749281E+000, 2.8257094E+000, 1.8478077E+000, 1.0939237E+000, 1.1793265E+000, 1.1368896E+000, 9.4200402E-001, 7.2985135E-001, 4.9098440E-001, 3.3619328E-001, 4.7605102E+000, 3.4601680E+000, 1.3003422E+000, 4.5487782E+000, 3.3327597E+000, 1.2160185E+000, 6.1469975E+000, 6.4331219E+000, 1.0680065E+001, 1.6432683E+000, 1.7572192E+000, 3.7652406E+000, 3.9154330E+000, 4.5156568E-001,-2.4265227E-001,-3.0546211E-001, 1.7058228E-001, 1.1451730E-001, 2.2278792E-001, 1.6596168E-001, 5.7395543E-002, 5.9011904E-002, 7.0988127E-002, 9.7198208E-002, 1.2654505E-001, 1.3629112E-001, 1.7855807E-001, 2.0102640E-001, 2.2241190E-001, 2.1850791E-001, 9.8280943E-002, 1.6096921E-001, 6.0326131E-001, 4.5352930E+000
 4.0000251E+001, 3.0196283E+001, 2.3852020E+001, 3.4981317E+001, 4.1611653E+001, 1.3543287E+001, 4.5751321E+001, 3.9384981E+001, 1.7987573E+001, 6.7094831E+000, 2.9004722E+001, 2.3034414E+001, 1.2486271E+001, 5.1286682E+000, 1.5272567E+001, 1.2033543E+001, 7.6257074E+000, 3.8611546E+000, 7.1086203E+000, 6.2897408E+000, 5.1717001E+000, 2.6214310E+000, 3.6400786E+000, 3.4214643E+000, 3.0922807E+000, 1.7049430E+000, 2.3327561E+000, 2.2637044E+000, 2.0733396E+000, 1.4165399E+000, 1.2167296E+000, 1.1843960E+000, 9.8640392E-001, 7.6170410E-001, 5.0538045E-001, 3.3848483E-001, 4.7657538E+000, 3.5449453E+000, 1.2208085E+000, 4.5157923E+000, 3.4142152E+000, 1.1015771E+000, 6.1024220E+000, 6.4402079E+000, 8.4454363E+000, 1.4886177E+000, 1.6497412E+000, 3.8425746E+000, 3.9922960E+000, 4.7937140E-001,-3.2123758E-001,-2.6977949E-001, 1.1592908E-001, 1.7639624E-001, 2.2292923E-002, 1.6846255E-002, 6.1306829E-002, 7.1763844E-002, 8.7306260E-002, 9.1664877E-002, 1.0838082E-001, 1.3669666E-001, 1.6757348E-001, 1.7468034E-001, 1.8543795E-001, 2.1008283E-001, 1.1001550E-001, 1.0455592E-001, 6.0420579E-001, 4.5284244E+000
 4.2000418E+001, 2.3674789E+001, 2.4980257E+001, 3.7686154E+001, 4.5166978E+001, 1.2317085E+001, 4.1305722E+001, 3.7597888E+001, 2.0055383E+001, 7.4822319E+000, 2.6121792E+001, 2.0977382E+001, 1.2871817E+001, 6.3364880E+000, 1.4107719E+001, 1.1226947E+001, 8.4147862E+000, 4.6643151E+000, 7.0800978E+000, 5.6971272E+000, 4.4636023E+000, 2.8455136E+000, 3.9482417E+000, 3.4810572E+000, 2.6660576E+000, 1.6681006E+000, 2.8371133E+000, 2.4621346E+000, 1.9886574E+000, 1.3510695E+000, 1.2117785E+000, 1.1839565E+000, 9.8716306E-001, 7.5956563E-001, 5.0728654E-001, 3.3713739E-001, 4.8273838E+000, 3.4862103E+000, 1.3411735E+000, 4.5025727E+000, 3.3372982E+000, 1.1652745E+000, 6.0845576E+000, 6.5234916E+000, 8.6522447E+000, 1.5746953E+000, 1.8123966E+000, 3.7112924E+000, 3.8842535E+000, 3.7891174E-001,-2.4795698E-001,-2.1533272E-001, 1.4068443E-002, 8.9187380E-002,-7.5126682E-002, 3.3626872E-002, 5.6281380E-002, 1.0113618E-001, 1.2217032E-001, 1.4703097E-001, 1.7369560E-001, 1.7526179E-001, 2.1087762E-001, 2.5699731E-001, 2.9629139E-001, 2.7941147E-001, 8.8166174E-002, 1.0228196E-001, 6.0222065E-001, 4.5171978E+000
 4.4000177E+001, 3.3250900E+001, 2.6978566E+001, 4.2424653E+001, 4.6658951E+001, 1.5529235E+001, 4.5977327E+001, 3.7631517E+001, 1.9416208E+001, 7.1960654E+000, 2.6956773E+001, 2.0617746E+001, 1.3426437E+001, 6.2506913E+000, 1.3845132E+001, 1.1173777E+001, 8.0321240E+000, 4.1759166E+000, 6.5769526E+000, 5.8199512E+000, 4.4829884E+000, 2.6754492E+000, 3.5753446E+000, 3.3124213E+000, 2.7354607E+000, 1.8163062E+000, 2.3823537E+000, 2.2257514E+000, 1.8557608E+000, 1.2462146E+000, 1.2363048E+000, 1.1999131E+000, 9.8691950E-001, 7.5639377E-001, 4.9940844E-001, 3.3061244E-001, 4.9524421E+000, 3.5658502E+000, 1.3865919E+000, 4.5770668E+000, 3.4087556E+000, 1.1683112E+000, 6.1852254E+000, 6.6924893E+000, 8.3422767E+000, 1.5787989E+000, 1.8737729E+000, 3.7736639E+000, 3.9520102E+000, 3.8836145E-001,-2.6617947E-001,-1.5307669E-001, 1.0949519E-001, 2.4888693E-001,-3.2972113E-002, 2.9168654E-002, 4.0752321E-002, 6.9947022E-002, 1.0379583E-001, 1.4717934E-001, 1.6336962E-001, 1.5921928E-001, 1.8506617E-001, 2.5236394E-001, 3.1413591E-001, 3.5621846E-001, 1.6276219E-001, 1.0860288E-001, 6.0136593E-001, 4.5706344E+000
 4.6000720E+001, 3.9950079E+001, 2.5618384E+001, 3.9608362E+001, 4.3613622E+001, 1.2800533E+001, 4.7828927E+001, 3.7404668E+001, 1.7772836E+001, 6.1736496E+000, 2.9297773E+001, 2.2098619E+001, 1.2476935E+001, 4.9116793E+000, 1.4401597E+001, 1.1018496E+001, 7.4602220E+000, 4.1431619E+000, 7.0971240E+000, 5.7170630E+000, 4.0138040E+000, 2.2967224E+000, 4.3429325E+000, 3.3294449E+000, 2.2092284E+000, 1.3229256E+000, 2.9041032E+000, 2.2629303E+000, 1.5200604E+000, 9.0316667E-001, 1.2376893E+000, 1.2106371E+000, 1.0082697E+000, 7.7618876E-001, 5.1530738E-001, 3.4318687E-001, 4.8217654E+000, 3.5082935E+000, 1.3134719E+000, 4.5777540E+000, 3.4288121E+000, 1.1489419E+000, 6.1861540E+000, 6.5158992E+000, 8.9529473E+000, 1.5526241E+000, 1.7749621E+000, 3.7704910E+000, 3.8405210E+000, 3.8718261E-001,-2.8953995E-001,-1.0583455E-001, 1.8826625E-001, 3.1218286E-001, 9.6686055E-004, 8.4024986E-003, 2.7196299E-002, 6.9121926E-002, 1.1161892E-001, 1.3101949E-001, 1.1845799E-001, 1.3895020E-001, 1.5996666E-001, 1.7864990E-001, 1.6822495E-001, 1.8571402E-001, 9.8037379E-002, 1.1533100E-001, 6.0162679E-001, 4.5328147E+000
 4.8000156E+001, 3.6553362E+001, 2.4160577E+001, 3.8072685E+001, 4.3426844E+001, 1.3457061E+001, 4.4325490E+001, 3.8470669E+001, 1.8753777E+001, 6.9369640E+000, 2.7070593E+001, 2.1655710E+001, 1.2655958E+001, 6.3209001E+000, 1.5218944E+001, 1.1672877E+001, 7.9340924E+000, 4.3948502E+000, 7.6950027E+000, 5.8535985E+000, 3.7834367E+000, 2.4306383E+000, 3.9775125E+000, 3.1890408E+000, 2.2765667E+000, 1.2962576E+000, 2.5792072E+000, 2.1334885E+000, 1.6552759E+000, 9.4828088E-001, 1.2489707E+000, 1.2313121E+000, 1.0325376E+000, 7.9977442E-001, 5.3480301E-001, 3.5498427E-001, 4.7864500E+000, 3.5187909E+000, 1.2676591E+000, 4.5772444E+000, 3.4413751E+000, 1.1358693E+000, 6.1854654E+000, 6.4681757E+000, 8.9060301E+000, 1.5349585E+000, 1.7130529E+000, 3.7581213E+000, 3.8231142E+000, 4.0466252E-001,-2.3837056E-001,-1.7938774E-001, 1.7356867E-001, 3.0396978E-001,-2.3522846E-002, 4.1362794E-002, 6.4805246E-002, 9.7810801E-002, 1.1623070E-001, 1.1851252E-001, 1.7776415E-001, 2.2307316E-001, 2.7968239E-001, 2.8757178E-001, 3.8887331E-001, 4.7340910E-001, 1.2519912E-001, 1.1510857E-001, 6.0081998E-001, 4.5452365E+000
 5.0000057E+001, 2.0933340E+001, 2.5658048E+001, 3.8918996E+001, 4.5494256E+001, 1.3802769E+001, 4.4409119E+001, 3.7522251E+001, 1.9540233E+001, 6.8612861E+000, 2.5286700E+001, 2.0190797E+001, 1.3197197E+001, 5.5496441E+000, 1.2283884E+001, 9.2037941E+000, 7.4140737E+000, 4.5094210E+000, 6.2083372E+000, 4.7240643E+000, 3.7369014E+000, 3.3241259E+000, 3.8234988E+000, 2.9993494E+000, 2.2361461E+000, 1.5261803E+000, 2.6099018E+000, 1.9824587E+000, 1.4950922E+000, 1.0034462E+000, 1.2505792E+000, 1.2217029E+000, 1.0118473E+000, 7.8313933E-001, 5.2478317E-001, 3.5155773E-001, 4.7904841E+000, 3.5197594E+000, 1.2707247E+000, 4.6844403E+000, 3.4458781E+000, 1.2385622E+000, 6.3303248E+000, 6.4736272E+000, 8.1760534E+000, 1.6737327E+000, 1.7171956E+000, 3.7318264E+000, 3.7947067E+000, 4.2559711E-001,-2.7498854E-001,-1.6287156E-001, 1.7169140E-001, 2.8506501E-001,-2.8115466E-002,-9.9058729E-003, 2.8062789E-003, 2.4495869E-002, 6.4185770E-002, 1.0040189E-001, 1.3271129E-001, 1.6225169E-001, 1.8327752E-001, 2.1683404E-001, 2.1754166E-001, 2.4283821E-001, 1.0476531E-001, 1.3487439E-001, 6.0087370E-001, 4.5572355E+000
 5.2000118E+001, 2.9888480E+001, 2.5264231E+001, 3.7874073E+001, 4.6190884E+001, 1.3905917E+001, 4.2704906E+001, 3.7789142E+001, 1.9939378E+001, 7.7382397E+000, 2.6883606E+001, 2.2743733E+001, 1.4291279E+001, 7.0122461E+000, 1.3393236E+001, 1.1950931E+001, 9.2014072E+000, 5.3570814E+000, 7.1197339E+000, 5.7582369E+000, 3.8577627E+000, 3.0449560E+000, 3.6941105E+000, 2.7036636E+000, 2.1171226E+000, 1.5244429E+000, 2.3981970E+000, 1.9426074E+000, 1.5977769E+000, 1.2114257E+000, 1.2928633E+000, 1.2746192E+000, 1.0667714E+000, 8.2042761E-001, 5.4519719E-001, 3.6220110E-001, 4.9747152E+000, 3.6424229E+000, 1.3322923E+000, 4.4750919E+000, 3.4159323E+000, 1.0591596E+000, 6.0474215E+000, 6.7225881E+000, 8.4289367E+000, 1.4312968E+000, 1.8003949E+000, 3.6681526E+000, 3.9219628E+000, 4.1067980E-001,-1.7960869E-001,-2.4697090E-001, 1.5653518E-001, 2.4213541E-001, 1.4000382E-002, 3.7162988E-002, 3.7047755E-002, 4.9958245E-002, 8.3332293E-002, 9.4673290E-002, 1.1372400E-001, 1.0614416E-001, 1.7457946E-001, 2.1411951E-001, 2.3633869E-001, 2.7386226E-001, 7.5906352E-002, 1.2993799E-001, 6.0219026E-001, 4.5341481E+000
