s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW,kW,kW,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m,m,m,deg
Time,HRR,HF 10-1,HF 10-2,HF 10-3,HF 10-4,HF 30-1,HF 30-2,HF 30-3,HF 30-4,HF 50-1,HF 50-2,HF 50-3,HF 50-4,HF 70-1,HF 70-2,HF 70-3,HF 70-4,HF 90-1,HF 90-2,HF 90-3,HF 90-4,HF 110-1,HF 110-2,HF 110-3,HF 110-4,HF 130-1,HF 130-2,HF 130-3,HF 130-4,HFG 10,HFG 35,HFG 60,HFG 85,HFG 110,HFG 135,GHF tot  y0,GHF rad  y0,GHF con  y0,GHF tot  x0,GHF rad  x0,GHF conv x0,PANEL_GAUGE_HF_X,PANEL_GAUGE_HF_Y,PANEL_GAUGE_HF_LINE,PANEL_CONV_HF_X,PANEL_CONV_HF_Y,PANEL_RAD_HF_X,PANEL_RAD_HF_Y,Vmag burn ctr,U burn ctr,V burn ctr,W burn ctr,W vert burner-1,W vert burner-2,W vert burner-3,W vert burner-4,W vert burner-5,W vert burner-6,W vert burner-7,W vert burner-8,W vert burner-9,W vert burner-10,W vert burner-11,W vert burner-12,W vert burner-13,x_max,y_max,L_F,tilt
 5.4000378E+001, 4.2290093E+001, 2.5918219E+001, 4.1178478E+001, 4.7909984E+001, 1.4330010E+001, 4.4938746E+001, 4.0368531E+001, 2.1111577E+001, 7.4945804E+000, 2.7910034E+001, 2.1384396E+001, 1.3099259E+001, 5.2006283E+000, 1.3800136E+001, 1.0457233E+001, 7.0798969E+000, 3.6594861E+000, 7.6080577E+000, 5.6551604E+000, 3.7732130E+000, 2.3082478E+000, 4.4707272E+000, 3.3974020E+000, 2.3312137E+000, 1.2498173E+000, 3.0893250E+000, 2.4203062E+000, 1.7791083E+000, 8.6737622E-001, 1.2869906E+000, 1.2568330E+000, 1.0330920E+000, 7.9069649E-001, 5.2800798E-001, 3.5065597E-001, 4.8946251E+000, 3.5880519E+000, 1.3065732E+000, 4.5605623E+000, 3.4044784E+000, 1.1560839E+000, 6.1629220E+000, 6.6143583E+000, 8.7801204E+000, 1.5622755E+000, 1.7656395E+000, 3.6257912E+000, 3.8179320E+000, 3.6993673E-001,-1.9790823E-001,-2.2120512E-001, 2.0776091E-002, 1.4474674E-001,-3.3208884E-002,-3.5549157E-003, 1.9895370E-002, 6.2515079E-002, 1.2887338E-001, 1.8203346E-001, 1.9474102E-001, 2.2617885E-001, 2.3154314E-001, 2.8086170E-001, 3.6041251E-001, 4.7657071E-001, 1.1457123E-001, 6.9687337E-002, 6.0168589E-001, 4.4960903E+000
 5.6000069E+001, 3.1059801E+001, 2.6645670E+001, 4.1549054E+001, 4.5937004E+001, 1.3590928E+001, 4.2294415E+001, 3.7270291E+001, 2.0840239E+001, 9.6480695E+000, 2.3703338E+001, 1.8869053E+001, 1.3634998E+001, 6.9352658E+000, 1.1473986E+001, 8.7940046E+000, 6.3825825E+000, 3.9912860E+000, 5.8295169E+000, 4.3254838E+000, 2.9096124E+000, 1.8403531E+000, 3.8502207E+000, 2.9765320E+000, 2.0070858E+000, 1.2574170E+000, 2.8124618E+000, 2.3214829E+000, 1.6367785E+000, 9.9246006E-001, 1.3168108E+000, 1.2887977E+000, 1.0527542E+000, 7.9572116E-001, 5.2613455E-001, 3.4503717E-001, 4.7519177E+000, 3.5268719E+000, 1.2250457E+000, 4.5956397E+000, 3.4352685E+000, 1.1603713E+000, 6.2103240E+000, 6.4215103E+000, 7.9651985E+000, 1.5680693E+000, 1.6554672E+000, 3.6389765E+000, 3.7080895E+000, 3.9380544E-001,-2.2490825E-001,-2.3814423E-001,-8.1563460E-003, 5.1504720E-002, 2.3299599E-002, 3.7552265E-002, 2.0768908E-002, 4.9021211E-002, 8.2672327E-002, 1.2484705E-001, 1.9139132E-001, 2.5591911E-001, 3.1441383E-001, 4.0413364E-001, 4.7823233E-001, 5.7782218E-001, 1.0482879E-001, 1.2132547E-001, 6.0012308E-001, 4.4854786E+000
 5.8000205E+001, 2.7544265E+001, 2.6981232E+001, 4.3023957E+001, 4.4547734E+001, 1.3945023E+001, 4.6962636E+001, 4.1466163E+001, 1.8792411E+001, 6.9274462E+000, 3.2142795E+001, 2.4338329E+001, 1.3898942E+001, 5.5416491E+000, 1.7467676E+001, 1.4362714E+001, 8.6061441E+000, 3.5383370E+000, 8.3861341E+000, 7.6586574E+000, 5.6503104E+000, 2.9023435E+000, 4.5287150E+000, 3.9725954E+000, 3.3886659E+000, 1.9924194E+000, 2.9735239E+000, 2.4860090E+000, 2.0180764E+000, 1.4328505E+000, 1.3005197E+000, 1.2846059E+000, 1.0726027E+000, 8.2645056E-001, 5.5348310E-001, 3.6947926E-001, 5.1394905E+000, 3.7013438E+000, 1.4381467E+000, 4.3722890E+000, 3.3863361E+000, 9.8595289E-001, 5.9084987E+000, 6.9452574E+000, 1.0454719E+001, 1.3323688E+000, 1.9434415E+000, 3.5509406E+000, 3.9013402E+000, 4.4252450E-001,-2.0599833E-001,-2.9994902E-001, 1.1430769E-001, 1.7645616E-001, 2.8477817E-002, 3.0695942E-002, 3.9769096E-002, 5.2009281E-002, 6.2930226E-002, 8.6231983E-002, 7.9464999E-002, 6.9340354E-002, 2.1000671E-001, 2.6187365E-001, 3.0494617E-001, 3.0837038E-001, 7.8304219E-002, 1.1770341E-001, 6.0250475E-001, 4.4530584E+000
 6.0000664E+001, 3.7671354E+001, 2.8127128E+001, 4.3438632E+001, 4.6980320E+001, 1.4179844E+001, 4.2625820E+001, 4.0103701E+001, 2.1427596E+001, 6.8028825E+000, 2.6398654E+001, 2.4572674E+001, 1.4206503E+001, 5.8812594E+000, 1.4064214E+001, 1.1692233E+001, 7.9241982E+000, 3.7262216E+000, 7.7316005E+000, 6.5628221E+000, 4.3354692E+000, 2.5209478E+000, 4.7997532E+000, 4.0315507E+000, 2.9149060E+000, 1.6288647E+000, 3.2044851E+000, 2.6039999E+000, 2.0288335E+000, 1.2564088E+000, 1.3117325E+000, 1.2857391E+000, 1.0583706E+000, 8.0714661E-001, 5.3775475E-001, 3.5981290E-001, 5.0157551E+000, 3.5827090E+000, 1.4330461E+000, 4.4465394E+000, 3.4033140E+000, 1.0432255E+000, 6.0088371E+000, 6.7780475E+000, 8.6763180E+000, 1.4097641E+000, 1.9365489E+000, 3.5591100E+000, 3.7086880E+000, 4.7972408E-001,-2.3857779E-001,-2.7170147E-001, 1.5712956E-001, 2.2476766E-001,-4.7939128E-002,-2.2422645E-002, 1.7048930E-002, 8.3630210E-002, 1.7075566E-001, 2.6902846E-001, 3.6462188E-001, 3.9858749E-001, 4.1344357E-001, 4.4120513E-001, 6.0305002E-001, 6.5171676E-001, 9.8932664E-002, 1.0967939E-001, 6.0338478E-001, 4.4301654E+000
 6.2000128E+001, 3.7052803E+001, 3.0379146E+001, 4.6367911E+001, 4.4287998E+001, 1.4151750E+001, 4.7852055E+001, 3.4685933E+001, 1.7562694E+001, 7.0546367E+000, 2.9475297E+001, 1.9530331E+001, 1.1484411E+001, 4.8298726E+000, 1.6053639E+001, 1.2308698E+001, 7.7245910E+000, 3.2396094E+000, 8.8423015E+000, 7.5023004E+000, 4.8433029E+000, 2.4244394E+000, 5.1650251E+000, 3.9228714E+000, 2.8367056E+000, 1.5125962E+000, 3.1586839E+000, 2.5050488E+000, 1.7843318E+000, 1.0141744E+000, 1.3223294E+000, 1.2955488E+000, 1.0779456E+000, 8.3273903E-001, 5.6033266E-001, 3.7385253E-001, 5.0070650E+000, 3.6153068E+000, 1.3917582E+000, 4.5978977E+000, 3.4767712E+000, 1.1211264E+000, 6.2133752E+000, 6.7663041E+000, 1.0669831E+001, 1.5150357E+000, 1.8807544E+000, 3.6272272E+000, 3.7211344E+000, 4.5876143E-001,-2.8447006E-001,-1.9771656E-001, 1.6228359E-001, 2.3545162E-001,-4.2913694E-002,-3.4665881E-002,-1.2843082E-002, 2.9371300E-002, 5.7353026E-002, 9.1301549E-002, 1.1133081E-001, 1.4399580E-001, 1.8082066E-001, 2.2997267E-001, 2.8956040E-001, 3.6234773E-001, 6.3066527E-002, 1.0180236E-001, 6.0567342E-001, 4.4332996E+000
 6.4000116E+001, 2.6142445E+001, 3.3919270E+001, 5.0228275E+001, 4.8756108E+001, 1.6097453E+001, 4.6664597E+001, 3.7985318E+001, 2.0664027E+001, 7.6698889E+000, 2.7743545E+001, 2.1110046E+001, 1.1934139E+001, 5.4833925E+000, 1.3949027E+001, 9.9679047E+000, 7.0863478E+000, 3.8900798E+000, 7.0412762E+000, 5.3096177E+000, 3.9390647E+000, 2.6361968E+000, 4.2296240E+000, 3.0085482E+000, 2.3265216E+000, 1.7866529E+000, 2.8893246E+000, 2.3024571E+000, 1.6589971E+000, 1.2320928E+000, 1.3570416E+000, 1.3224969E+000, 1.0861596E+000, 8.2560967E-001, 5.4723367E-001, 3.6221863E-001, 5.1446485E+000, 3.6313891E+000, 1.5132594E+000, 4.6032321E+000, 3.4576067E+000, 1.1456254E+000, 6.2205839E+000, 6.9522277E+000, 9.5814539E+000, 1.5481424E+000, 2.0449451E+000, 3.5787234E+000, 3.7028434E+000, 4.6404939E-001,-2.4690388E-001,-2.6718098E-001, 7.7300698E-002, 1.5681875E-001,-1.9368825E-002,-4.6205671E-002,-1.6336252E-002, 3.5217547E-002, 7.5876458E-002, 1.5055524E-001, 2.3595931E-001, 2.6268039E-001, 2.9996909E-001, 3.4028503E-001, 3.8356018E-001, 4.5550367E-001, 8.0801797E-002, 8.4373723E-002, 6.0852344E-001, 4.3956504E+000
 6.6000001E+001, 3.8132994E+001, 3.1903407E+001, 5.0127628E+001, 4.7124609E+001, 1.4664999E+001, 4.8794877E+001, 3.8163197E+001, 1.8767190E+001, 6.9191166E+000, 2.8085094E+001, 2.1074745E+001, 1.1206786E+001, 4.3253008E+000, 1.4686557E+001, 1.0762441E+001, 5.9192417E+000, 3.2675050E+000, 7.7024424E+000, 6.2029940E+000, 3.5104388E+000, 2.0607374E+000, 4.3968153E+000, 3.5393673E+000, 2.3838088E+000, 1.3934410E+000, 3.0820027E+000, 2.5897021E+000, 1.8640098E+000, 1.0619532E+000, 1.3392344E+000, 1.3071924E+000, 1.0727334E+000, 8.1564845E-001, 5.4365968E-001, 3.6220550E-001, 4.9746526E+000, 3.5865704E+000, 1.3880821E+000, 4.4715973E+000, 3.4033948E+000, 1.0682025E+000, 6.0426990E+000, 6.7225035E+000, 9.5551661E+000, 1.4435169E+000, 1.8757867E+000, 3.4852528E+000, 3.6086842E+000, 4.3252947E-001,-2.3613161E-001,-2.4134545E-001, 6.1433742E-002, 1.9412744E-001,-3.5744751E-002,-3.6874976E-002,-5.4820293E-002,-1.8390362E-002, 6.6734984E-002, 1.5054121E-001, 2.0796088E-001, 2.5380500E-001, 3.6168568E-001, 4.6287564E-001, 4.8027645E-001, 5.3206050E-001, 8.2766958E-002, 1.4506382E-001, 6.0870258E-001, 4.4013585E+000
 6.8000370E+001, 4.3289764E+001, 2.7836579E+001, 4.6338118E+001, 4.4330970E+001, 1.3768988E+001, 4.5949690E+001, 3.7796104E+001, 1.7337553E+001, 7.4697368E+000, 2.6844227E+001, 2.1129520E+001, 1.3220199E+001, 6.5769967E+000, 1.1222000E+001, 9.7488561E+000, 6.9162842E+000, 3.5837024E+000, 5.8011202E+000, 4.6131206E+000, 3.0704016E+000, 1.8221856E+000, 3.7012981E+000, 2.8514662E+000, 1.9861192E+000, 1.2906217E+000, 2.6262704E+000, 2.0582113E+000, 1.5165291E+000, 1.0801283E+000, 1.3699713E+000, 1.3474162E+000, 1.1077689E+000, 8.3397409E-001, 5.4726694E-001, 3.6079208E-001, 4.8249235E+000, 3.5369367E+000, 1.2879868E+000, 4.6720514E+000, 3.4931230E+000, 1.1789284E+000, 6.3135829E+000, 6.5201669E+000, 6.9702004E+000, 1.5931464E+000, 1.7405227E+000, 3.5779124E+000, 3.5154296E+000, 5.1315413E-001,-3.2495226E-001,-2.7574795E-001, 2.0434976E-001, 2.3628825E-001, 4.2824740E-002,-1.3412945E-002,-3.1108926E-002,-5.7966305E-003, 1.6698498E-002, 5.3233514E-002, 1.0357905E-001, 1.7515487E-001, 2.1599630E-001, 2.8593273E-001, 3.8449018E-001, 3.9018732E-001, 1.1606646E-001, 9.3270485E-002, 6.0707810E-001, 4.3904831E+000
 7.0000379E+001, 4.0438075E+001, 2.8247890E+001, 4.5212977E+001, 4.6487557E+001, 1.5059855E+001, 4.1780313E+001, 3.7198740E+001, 2.1916764E+001, 9.7683229E+000, 2.3302725E+001, 1.8468768E+001, 1.2038136E+001, 7.4027140E+000, 1.1246411E+001, 8.8336730E+000, 7.2740396E+000, 4.0467215E+000, 5.9504200E+000, 4.6691483E+000, 3.5460733E+000, 2.4859193E+000, 3.8497717E+000, 2.9542307E+000, 2.0001752E+000, 1.3343975E+000, 2.8607252E+000, 2.1659073E+000, 1.6039461E+000, 1.0044612E+000, 1.3921269E+000, 1.3643771E+000, 1.1180980E+000, 8.4878782E-001, 5.6462682E-001, 3.7114164E-001, 4.8894018E+000, 3.6118504E+000, 1.2775514E+000, 4.7083228E+000, 3.5196428E+000, 1.1886800E+000, 6.3625984E+000, 6.6072997E+000, 7.1710642E+000, 1.6063243E+000, 1.7264208E+000, 3.5786270E+000, 3.5881818E+000, 4.3849305E-001,-2.5445777E-001,-2.3793440E-001, 1.5631834E-001, 2.1818736E-001, 1.8559295E-002,-4.2627783E-002,-4.7198441E-002,-2.6012635E-002,-2.1691834E-002, 8.8211205E-003, 4.8605367E-002, 1.5720909E-001, 2.5381260E-001, 3.1319878E-001, 3.5187875E-001, 3.8721392E-001, 1.3342373E-001, 6.5619089E-002, 6.0674584E-001, 4.3885419E+000
 7.2000347E+001, 2.9154248E+001, 2.6473905E+001, 3.9292439E+001, 4.5125717E+001, 1.3022002E+001, 4.2675930E+001, 3.9195866E+001, 1.8511472E+001, 6.1010768E+000, 2.6913532E+001, 2.1532615E+001, 1.1255617E+001, 4.4455725E+000, 1.3591054E+001, 1.0745961E+001, 6.5848305E+000, 2.9335335E+000, 6.2164662E+000, 5.0792576E+000, 3.3985329E+000, 1.7858056E+000, 3.3599372E+000, 3.0919751E+000, 2.3326218E+000, 1.2938678E+000, 2.4797945E+000, 2.1282016E+000, 1.6741844E+000, 1.1828119E+000, 1.3820909E+000, 1.3573580E+000, 1.1146601E+000, 8.4356885E-001, 5.5670381E-001, 3.6542510E-001, 4.6808108E+000, 3.5188446E+000, 1.1619662E+000, 4.9268845E+000, 3.6136638E+000, 1.3132207E+000, 6.6579521E+000, 6.3254200E+000, 8.2469589E+000, 1.7746226E+000, 1.5702245E+000, 3.6705645E+000, 3.4459323E+000, 4.8829577E-001,-2.5467272E-001,-2.7973997E-001, 1.7838999E-001, 2.2389572E-001,-6.5224025E-003, 1.0794839E-002, 3.0948473E-002, 2.3128244E-002, 4.7252275E-002, 9.5271191E-002, 1.3235523E-001, 1.2113649E-001, 1.4284533E-001, 1.8600329E-001, 2.2796785E-001, 2.1888139E-001, 1.2797871E-001, 1.0820143E-001, 6.0608268E-001, 4.3974113E+000
 7.4000641E+001, 1.9837043E+001, 2.8676223E+001, 4.4929956E+001, 4.3656446E+001, 1.2684545E+001, 4.8462607E+001, 3.6460073E+001, 1.8302877E+001, 6.3812044E+000, 2.6681514E+001, 1.9484621E+001, 1.1070716E+001, 4.8403012E+000, 1.2553842E+001, 9.4362051E+000, 5.9744060E+000, 3.4377638E+000, 6.1606954E+000, 4.8910278E+000, 3.4639152E+000, 2.5287867E+000, 3.5605637E+000, 3.0626678E+000, 2.2558380E+000, 1.5382218E+000, 2.5183473E+000, 2.1127259E+000, 1.7735281E+000, 1.3139068E+000, 1.3857641E+000, 1.3629229E+000, 1.1200924E+000, 8.4826729E-001, 5.6379873E-001, 3.6821412E-001, 4.7774571E+000, 3.4894613E+000, 1.2879958E+000, 4.8985070E+000, 3.5674961E+000, 1.3310110E+000, 6.6196041E+000, 6.4560231E+000, 8.3381908E+000, 1.7986635E+000, 1.7405349E+000, 3.5716363E+000, 3.3858271E+000, 5.0308798E-001,-2.8795897E-001,-2.8715820E-001, 2.2853551E-001, 2.7309341E-001, 2.7514698E-002, 6.4373359E-004,-6.0206587E-003,-6.6271299E-003, 1.2713890E-002, 4.2026253E-002, 1.0518841E-001, 1.3582509E-001, 1.7771105E-001, 2.1232227E-001, 2.4441759E-001, 2.7569651E-001, 1.1981485E-001, 1.1560831E-001, 6.0520449E-001, 4.4037667E+000
 7.6000377E+001, 2.8358410E+001, 3.2594691E+001, 4.8674327E+001, 4.4270475E+001, 1.3313459E+001, 4.9689911E+001, 3.5712454E+001, 1.7811364E+001, 6.1305196E+000, 2.8674760E+001, 2.0623169E+001, 1.1246362E+001, 4.6653697E+000, 1.5606729E+001, 1.1562344E+001, 7.6600008E+000, 3.5570403E+000, 8.1577302E+000, 6.3681466E+000, 4.5016343E+000, 2.2982809E+000, 4.7909749E+000, 3.7873838E+000, 2.7751741E+000, 1.4984842E+000, 3.1541294E+000, 2.5372596E+000, 1.8919862E+000, 1.0644982E+000, 1.4060678E+000, 1.3690415E+000, 1.1319359E+000, 8.6817556E-001, 5.7881992E-001, 3.8332380E-001, 5.1280557E+000, 3.6698200E+000, 1.4582357E+000, 4.9557669E+000, 3.6177354E+000, 1.3380316E+000, 6.6969823E+000, 6.9298050E+000, 1.0976419E+001, 1.8081508E+000, 1.9705888E+000, 3.6072361E+000, 3.5877524E+000, 4.7675340E-001,-3.5267743E-001,-1.9104881E-001, 2.1593398E-001, 2.6756169E-001, 5.8173103E-002, 5.5070093E-003, 2.3087752E-002, 4.6245918E-002, 7.0199443E-002, 9.0695043E-002, 1.1095363E-001, 1.2859595E-001, 1.3982468E-001, 1.8082940E-001, 2.3124290E-001, 2.5628872E-001, 1.1344442E-001, 9.5247171E-002, 6.0752170E-001, 4.3999571E+000
 7.8000558E+001, 3.7720694E+001, 3.0019449E+001, 4.6132897E+001, 4.7100852E+001, 1.3061839E+001, 4.7274188E+001, 3.7731572E+001, 1.8886909E+001, 7.5364821E+000, 2.7699153E+001, 2.1780066E+001, 1.3539919E+001, 6.2044880E+000, 1.3948062E+001, 1.1808117E+001, 8.2637915E+000, 3.8923979E+000, 8.0714278E+000, 6.3679028E+000, 3.8759035E+000, 1.9527478E+000, 5.4493117E+000, 4.1639778E+000, 2.7058689E+000, 1.3495072E+000, 3.9913605E+000, 3.2549660E+000, 2.1579746E+000, 9.8628742E-001, 1.4253105E+000, 1.4084761E+000, 1.1667724E+000, 8.9499268E-001, 6.0121958E-001, 3.9940097E-001, 5.1378274E+000, 3.7146422E+000, 1.4231851E+000, 5.0034944E+000, 3.6405617E+000, 1.3629327E+000, 6.7614789E+000, 6.9430100E+000, 9.1482686E+000, 1.8418009E+000, 1.9232231E+000, 3.6051242E+000, 3.6124661E+000, 3.9076693E-001,-2.0893348E-001,-1.9348408E-001, 4.1580201E-002, 1.2567721E-001,-3.1338232E-002,-1.9018339E-002,-6.3820072E-003, 3.8649566E-002, 6.2099987E-002, 5.6159029E-002, 7.1878819E-002, 1.4586148E-001, 2.0063447E-001, 2.2533605E-001, 2.3430773E-001, 2.7083194E-001, 7.2323823E-002, 6.8858843E-002, 6.1047633E-001, 4.3807309E+000
 8.0000307E+001, 2.5358513E+001, 3.3993690E+001, 5.0228502E+001, 4.6427488E+001, 1.4240561E+001, 4.9406512E+001, 3.8580460E+001, 1.9513096E+001, 7.6151455E+000, 2.5765219E+001, 2.1501729E+001, 1.2450519E+001, 5.4957552E+000, 1.2279545E+001, 1.0423362E+001, 6.9887660E+000, 3.5116897E+000, 6.4100010E+000, 5.4259134E+000, 3.8434087E+000, 2.4648236E+000, 4.0619345E+000, 3.4125512E+000, 2.3635858E+000, 1.5206615E+000, 2.8091632E+000, 2.2964459E+000, 1.5783502E+000, 1.0746837E+000, 1.4348005E+000, 1.3988383E+000, 1.1424142E+000, 8.6265073E-001, 5.7039716E-001, 3.7366414E-001, 5.0656141E+000, 3.6219923E+000, 1.4436218E+000, 4.6249463E+000, 3.4876743E+000, 1.1372720E+000, 6.2499274E+000, 6.8454244E+000, 7.4964151E+000, 1.5368540E+000, 1.9508403E+000, 3.3884464E+000, 3.4574741E+000, 5.0529455E-001,-2.7125829E-001,-2.6466467E-001, 1.5165548E-001, 2.3067095E-001,-3.3918196E-002,-4.3392953E-002,-3.3231720E-002, 3.5169433E-002, 7.6675943E-002, 7.7137067E-002, 1.4507190E-001, 2.2289425E-001, 2.3281793E-001, 3.2795902E-001, 4.2892587E-001, 4.5863631E-001, 8.3186490E-002, 1.1915735E-001, 6.0964750E-001, 4.3755755E+000
 8.2000787E+001, 3.9640591E+001, 3.1895512E+001, 4.6290219E+001, 4.5230874E+001, 1.4347621E+001, 4.6841763E+001, 3.4720898E+001, 2.1072220E+001, 7.4386870E+000, 2.6523947E+001, 1.9729411E+001, 1.4106176E+001, 7.9268135E+000, 1.2733552E+001, 1.1741200E+001, 8.9412109E+000, 5.3504819E+000, 6.4841141E+000, 5.9747797E+000, 4.9204065E+000, 3.3511321E+000, 3.7693945E+000, 3.1101047E+000, 2.5325721E+000, 1.7500341E+000, 2.4077305E+000, 1.9862784E+000, 1.5426189E+000, 1.0434451E+000, 1.4277247E+000, 1.4106119E+000, 1.1686324E+000, 8.9442025E-001, 5.9687355E-001, 3.9055167E-001, 5.2064442E+000, 3.7357601E+000, 1.4706841E+000, 4.6849930E+000, 3.4752345E+000, 1.2097585E+000, 6.3310716E+000, 7.0357355E+000, 8.3983888E+000, 1.6348088E+000, 1.9874110E+000, 3.3523118E+000, 3.5735537E+000, 4.9293815E-001,-2.9179048E-001,-2.1995215E-001, 1.8133032E-001, 3.4659041E-001,-4.1224421E-002,-7.3394510E-002,-4.1132423E-002, 1.4800700E-002, 7.2621798E-002, 1.5457082E-001, 1.6182791E-001, 1.8429537E-001, 2.0551016E-001, 2.2550144E-001, 2.7082347E-001, 2.6493317E-001, 8.7786852E-002, 1.0464159E-001, 6.0965115E-001, 4.3653490E+000
 8.4000292E+001, 3.4172277E+001, 2.8487686E+001, 4.6111965E+001, 5.0417879E+001, 1.4447997E+001, 4.5607929E+001, 4.2176231E+001, 2.4464582E+001, 8.9137464E+000, 2.5071506E+001, 2.2581749E+001, 1.4426155E+001, 7.5257146E+000, 1.1768036E+001, 1.0975783E+001, 7.8181114E+000, 3.9587693E+000, 5.7401785E+000, 5.4688636E+000, 4.5492740E+000, 2.6646651E+000, 3.3071141E+000, 3.2086587E+000, 3.0055723E+000, 2.0246635E+000, 2.3580212E+000, 2.0817506E+000, 1.8906046E+000, 1.5510974E+000, 1.4815719E+000, 1.4608346E+000, 1.1963943E+000, 9.0410557E-001, 5.9766208E-001, 3.8616879E-001, 5.1866790E+000, 3.7489131E+000, 1.4377659E+000, 4.9594783E+000, 3.6449591E+000, 1.3145192E+000, 6.7019977E+000, 7.0090257E+000, 6.9203242E+000, 1.7763773E+000, 1.9429269E+000, 3.5457868E+000, 3.5647492E+000, 4.2337829E-001,-2.0210487E-001,-2.6550393E-001, 4.7885372E-002, 1.5357964E-001,-2.9063870E-002,-2.0650429E-002,-1.5671540E-002, 1.9028786E-002, 5.3655999E-002, 7.8719629E-002, 1.1627089E-001, 1.3708963E-001, 1.8102695E-001, 1.9043189E-001, 2.4368881E-001, 3.4177641E-001, 5.0529569E-002, 1.0480839E-001, 6.0920368E-001, 4.3482495E+000
 8.6000030E+001, 4.5858489E+001, 2.9098622E+001, 4.5226233E+001, 4.6454001E+001, 1.3479967E+001, 4.8555482E+001, 4.0492496E+001, 2.1699375E+001, 7.4087319E+000, 2.9462757E+001, 2.3692138E+001, 1.7108489E+001, 8.8415326E+000, 1.4161534E+001, 1.1368167E+001, 8.7914262E+000, 4.4058787E+000, 6.0892028E+000, 5.2863183E+000, 4.1154401E+000, 2.9643685E+000, 2.8717884E+000, 2.5135542E+000, 2.1329194E+000, 1.6440761E+000, 1.9002108E+000, 1.7843134E+000, 1.5001774E+000, 1.0766175E+000, 1.4672516E+000, 1.4523707E+000, 1.2044902E+000, 9.1390865E-001, 6.0051811E-001, 3.9398735E-001, 5.2357014E+000, 3.7839852E+000, 1.4517163E+000, 4.6274251E+000, 3.5231781E+000, 1.1042470E+000, 6.2532772E+000, 7.0752722E+000, 8.2643111E+000, 1.4922257E+000, 1.9617787E+000, 3.3700870E+000, 3.5792623E+000, 4.7508505E-001,-1.6026267E-001,-3.2143085E-001, 2.2942516E-001, 2.8125767E-001, 1.1152679E-001, 3.4818199E-002, 5.1653162E-002, 6.0647989E-002, 9.2179260E-002, 1.0528899E-001, 1.7867775E-001, 1.9510660E-001, 2.1649895E-001, 2.5790281E-001, 2.8820277E-001, 3.0569630E-001, 1.2740110E-001, 1.2226951E-001, 6.0934419E-001, 4.3553318E+000
 8.8000625E+001, 2.8500938E+001, 2.7924838E+001, 4.3121476E+001, 4.6970508E+001, 1.3553081E+001, 4.6863440E+001, 4.1393939E+001, 1.9708383E+001, 7.0746288E+000, 2.9483490E+001, 2.2800731E+001, 1.5551250E+001, 5.9110649E+000, 1.4673374E+001, 1.2679687E+001, 8.9196729E+000, 4.3989181E+000, 7.4358440E+000, 7.3269183E+000, 6.0005041E+000, 3.3490962E+000, 4.2002817E+000, 4.1374974E+000, 3.2642663E+000, 2.4237852E+000, 2.7151683E+000, 2.5396744E+000, 2.1898912E+000, 1.6099315E+000, 1.4526228E+000, 1.4353915E+000, 1.1819204E+000, 9.0165978E-001, 6.0415133E-001, 4.0205642E-001, 5.1711457E+000, 3.7164715E+000, 1.4546742E+000, 4.4044159E+000, 3.4190180E+000, 9.8539787E-001, 5.9519133E+000, 6.9880348E+000, 8.1766293E+000, 1.3316187E+000, 1.9657759E+000, 3.2249827E+000, 3.4609854E+000, 4.8687339E-001,-2.4111610E-001,-3.0906135E-001, 1.7578018E-001, 1.7957382E-001,-1.7386416E-002, 2.1474531E-002, 2.9011162E-002, 4.7929634E-002, 6.9215074E-002, 7.4986801E-002, 1.1479774E-001, 1.5857405E-001, 2.4183371E-001, 3.2090665E-001, 4.3935953E-001, 4.7684013E-001, 1.0248886E-001, 3.3215056E-002, 6.1028415E-001, 4.3370160E+000
