s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 1.8002451E+001, 2.9686207E+001, 0.0000000E+000,-8.4492973E+000,-1.9887363E+001,-1.6452405E+000, 2.7958595E-002, 0.0000000E+000, 0.0000000E+000,-2.5148469E-001,-2.6773524E-001,-9.2578519E-001, 6.4699974E-004,-1.0951356E-002
 2.0001835E+001, 2.9633100E+001, 0.0000000E+000,-8.5064391E+000,-1.9439055E+001,-1.5954102E+000, 2.7895796E-002, 0.0000000E+000, 0.0000000E+000, 1.3442283E-001, 1.2009203E-001,-9.2766376E-001, 6.4699984E-004,-1.0561434E-002
 2.2002523E+001, 2.9884931E+001, 0.0000000E+000,-8.5123839E+000,-1.9450653E+001,-1.6649644E+000, 2.8242572E-002, 0.0000000E+000, 0.0000000E+000, 3.1134411E-001, 2.8517176E-001,-9.2753098E-001, 6.4699979E-004,-1.0648050E-002
 2.4001019E+001, 2.9613732E+001, 0.0000000E+000,-8.4234047E+000,-1.9347907E+001,-1.6077275E+000, 2.8207882E-002, 0.0000000E+000, 0.0000000E+000, 2.9045312E-001, 2.6290083E-001,-9.2794013E-001, 6.4699988E-004,-1.0572099E-002
 2.6000433E+001, 2.9713988E+001, 0.0000000E+000,-8.4665406E+000,-1.9655552E+001,-1.6018401E+000, 2.8509739E-002, 0.0000000E+000, 0.0000000E+000, 3.7765953E-002, 1.8564943E-002,-9.2678853E-001, 6.4699986E-004,-1.0728344E-002
 2.8000471E+001, 2.9736352E+001, 0.0000000E+000,-8.4860526E+000,-2.0092303E+001,-1.5523732E+000, 2.8048354E-002, 0.0000000E+000, 0.0000000E+000,-3.4874305E-001,-3.6632856E-001,-9.2512588E-001, 6.4699982E-004,-1.0913775E-002
 3.0001137E+001, 2.9752463E+001, 0.0000000E+000,-8.4621328E+000,-2.0204942E+001,-1.6274621E+000, 2.8070219E-002, 0.0000000E+000, 0.0000000E+000,-4.8404869E-001,-5.1400329E-001,-9.2469770E-001, 6.4699979E-004,-1.1022217E-002
 3.2001610E+001, 2.9660771E+001, 0.0000000E+000,-8.4212977E+000,-1.9751957E+001,-1.5296284E+000, 2.7986641E-002, 0.0000000E+000, 0.0000000E+000, 1.1462783E-003,-1.4125041E-002,-9.2650249E-001, 6.4699981E-004,-1.0705812E-002
 3.4000683E+001, 2.9963580E+001, 0.0000000E+000,-8.5697464E+000,-1.9160430E+001,-1.5205773E+000, 2.7968274E-002, 0.0000000E+000, 0.0000000E+000, 7.6741893E-001, 7.4079491E-001,-9.2874641E-001, 6.4699985E-004,-1.0367723E-002
 3.6000130E+001, 2.9643637E+001, 0.0000000E+000,-8.4514097E+000,-1.9596170E+001,-1.4833200E+000, 2.8116120E-002, 0.0000000E+000, 0.0000000E+000, 1.5168484E-001, 1.4085368E-001,-9.2713723E-001, 6.4699987E-004,-1.0573627E-002
 3.8003048E+001, 2.9694665E+001, 0.0000000E+000,-8.4597120E+000,-2.0582633E+001,-1.4731122E+000, 2.7957623E-002, 0.0000000E+000, 0.0000000E+000,-7.7146625E-001,-7.9283488E-001,-9.2325094E-001, 6.4699974E-004,-1.1212019E-002
 4.0001865E+001, 2.9577152E+001, 0.0000000E+000,-8.4211660E+000,-1.9519474E+001,-1.3500329E+000, 2.8078005E-002, 0.0000000E+000, 0.0000000E+000, 3.1570970E-001, 3.1455739E-001,-9.2747365E-001, 6.4699986E-004,-1.0484000E-002
 4.2002083E+001, 2.9681750E+001, 0.0000000E+000,-8.4455140E+000,-1.9805837E+001,-1.4866385E+000, 2.7972815E-002, 0.0000000E+000, 0.0000000E+000, 3.9664214E-003,-2.8266686E-002,-9.2633283E-001, 6.4699984E-004,-1.0691648E-002
 4.4001087E+001, 2.9634468E+001, 0.0000000E+000,-8.4013202E+000,-2.0420748E+001,-1.4778523E+000, 2.7614153E-002, 0.0000000E+000, 0.0000000E+000,-6.2057550E-001,-6.3783774E-001,-9.2383171E-001, 6.4699974E-004,-1.1134359E-002
 4.6002289E+001, 3.0003008E+001, 0.0000000E+000,-8.5825932E+000,-1.9043962E+001,-1.3639649E+000, 2.8343419E-002, 0.0000000E+000, 0.0000000E+000, 1.0518856E+000, 1.0408322E+000,-9.2930095E-001, 6.4699989E-004,-1.0190022E-002
 4.8000477E+001, 2.9481648E+001, 0.0000000E+000,-8.3684556E+000,-2.0792367E+001,-1.4716952E+000, 2.8398497E-002, 0.0000000E+000, 0.0000000E+000,-1.0974051E+000,-1.1224707E+000,-9.2256769E-001, 6.4699970E-004,-1.1246396E-002
 5.0001144E+001, 2.9948376E+001, 0.0000000E+000,-8.5183028E+000,-1.9871652E+001,-1.3870892E+000, 2.8394117E-002, 0.0000000E+000, 0.0000000E+000, 2.0823432E-001, 1.9972667E-001,-9.2614082E-001, 6.4699970E-004,-1.0679738E-002
 5.2002495E+001, 2.9674569E+001, 0.0000000E+000,-8.4049833E+000,-1.9776261E+001,-1.3968173E+000, 2.8403588E-002, 0.0000000E+000, 0.0000000E+000, 1.5307448E-001, 1.2491102E-001,-9.2646571E-001, 6.4699976E-004,-1.0657246E-002
 5.4001316E+001, 2.9562761E+001, 0.0000000E+000,-8.3958017E+000,-2.0034335E+001,-1.3429346E+000, 2.8431088E-002, 0.0000000E+000, 0.0000000E+000,-1.6961348E-001,-1.8187827E-001,-9.2554610E-001, 6.4699982E-004,-1.0718147E-002
 5.6000275E+001, 2.9915355E+001, 0.0000000E+000,-8.5313864E+000,-2.0253062E+001,-1.4290102E+000, 2.8244306E-002, 0.0000000E+000, 0.0000000E+000,-2.4849732E-001,-2.6985862E-001,-9.2458661E-001, 6.4699965E-004,-1.0989857E-002
 5.8000305E+001, 2.9790840E+001, 0.0000000E+000,-8.4307241E+000,-1.8955762E+001,-1.4258387E+000, 2.7946479E-002, 0.0000000E+000, 0.0000000E+000, 1.0254504E+000, 1.0064615E+000,-9.2963148E-001, 6.4699966E-004,-1.0213851E-002
 6.0003342E+001, 2.9765179E+001, 0.0000000E+000,-8.4383377E+000,-2.0714750E+001,-1.3884600E+000, 2.8246578E-002, 0.0000000E+000, 0.0000000E+000,-7.3108050E-001,-7.4812192E-001,-9.2291946E-001, 6.4699972E-004,-1.1113035E-002
 6.2000320E+001, 2.9613909E+001, 0.0000000E+000,-8.4080059E+000,-1.9134225E+001,-1.3376844E+000, 2.8360563E-002, 0.0000000E+000, 0.0000000E+000, 7.9181806E-001, 7.6235331E-001,-9.2893021E-001, 6.4699981E-004,-1.0335529E-002
 6.4000351E+001, 2.9831561E+001, 0.0000000E+000,-8.4777401E+000,-2.0288465E+001,-1.3794913E+000, 2.8421840E-002, 0.0000000E+000, 0.0000000E+000,-2.6281611E-001,-2.8571296E-001,-9.2455948E-001, 6.4699980E-004,-1.0849208E-002
 6.6001259E+001, 2.9768755E+001, 0.0000000E+000,-8.4550089E+000,-2.0097462E+001,-1.4427943E+000, 2.8480918E-002, 0.0000000E+000, 0.0000000E+000,-1.7275161E-001,-1.9803028E-001,-9.2522315E-001, 6.4699977E-004,-1.0826624E-002
 6.8002556E+001, 2.9419646E+001, 0.0000000E+000,-8.3221022E+000,-1.9709158E+001,-1.3606012E+000, 2.8196948E-002, 0.0000000E+000, 0.0000000E+000, 7.4708628E-002, 5.5981128E-002,-9.2671594E-001, 6.4699977E-004,-1.0596171E-002
 7.0002930E+001, 2.9652125E+001, 0.0000000E+000,-8.4013455E+000,-2.0362873E+001,-1.3645682E+000, 2.8108101E-002, 0.0000000E+000, 0.0000000E+000,-4.3112353E-001,-4.4855405E-001,-9.2427653E-001, 6.4699976E-004,-1.0910394E-002
 7.2000946E+001, 3.0031070E+001, 0.0000000E+000,-8.5758094E+000,-1.9542060E+001,-1.2531968E+000, 2.8267581E-002, 0.0000000E+000, 0.0000000E+000, 7.0896689E-001, 6.8827080E-001,-9.2742203E-001, 6.4699984E-004,-1.0445383E-002
 7.4002258E+001, 2.9489409E+001, 0.0000000E+000,-8.3312219E+000,-2.0158792E+001,-1.2915921E+000, 2.8189482E-002, 0.0000000E+000, 0.0000000E+000,-2.4746968E-001,-2.6400751E-001,-9.2508950E-001, 6.4699978E-004,-1.0771003E-002
 7.6001503E+001, 3.0025488E+001, 0.0000000E+000,-8.5119637E+000,-2.0121916E+001,-1.3020065E+000, 2.8013094E-002, 0.0000000E+000, 0.0000000E+000, 1.4204741E-001, 1.1761415E-001,-9.2518210E-001, 6.4699972E-004,-1.0805233E-002
 7.8002892E+001, 2.9563319E+001, 0.0000000E+000,-8.3846098E+000,-1.9991996E+001,-1.2655900E+000, 2.7841522E-002, 0.0000000E+000, 0.0000000E+000,-3.3644814E-002,-5.1035160E-002,-9.2573003E-001, 6.4699975E-004,-1.0691873E-002
 8.0000359E+001, 2.9762510E+001, 0.0000000E+000,-8.4278451E+000,-1.9306033E+001,-1.2038559E+000, 2.7004969E-002, 0.0000000E+000, 0.0000000E+000, 8.6017815E-001, 8.5178074E-001,-9.2831888E-001, 6.4699982E-004,-1.0301563E-002
 8.2000069E+001, 2.9866921E+001, 0.0000000E+000,-8.4830822E+000,-2.1243638E+001,-1.3217852E+000, 2.7874010E-002, 0.0000000E+000, 0.0000000E+000,-1.1428878E+000,-1.1537099E+000,-9.2087438E-001, 6.4699984E-004,-1.1334998E-002
 8.4003159E+001, 2.9740499E+001, 0.0000000E+000,-8.4259470E+000,-1.9271331E+001,-1.2412392E+000, 2.7757626E-002, 0.0000000E+000, 0.0000000E+000, 8.5192401E-001, 8.2974031E-001,-9.2852671E-001, 6.4699981E-004,-1.0297780E-002
 8.6001587E+001, 2.9516260E+001, 0.0000000E+000,-8.3171801E+000,-2.0063025E+001,-1.1908845E+000, 2.7945653E-002, 0.0000000E+000, 0.0000000E+000,-1.2183868E-002,-2.6883425E-002,-9.2549946E-001, 6.4699986E-004,-1.0643635E-002
 8.8001251E+001, 2.9641189E+001, 0.0000000E+000,-8.4208558E+000,-2.0516374E+001,-1.2585337E+000, 2.8183095E-002, 0.0000000E+000, 0.0000000E+000,-5.1094920E-001,-5.2639075E-001,-9.2360722E-001, 6.4699975E-004,-1.1049413E-002
 9.0001068E+001, 2.9865928E+001, 0.0000000E+000,-8.4864831E+000,-2.0279930E+001,-1.2694866E+000, 2.8092183E-002, 0.0000000E+000, 0.0000000E+000,-1.3263430E-001,-1.4187959E-001,-9.2458593E-001, 6.4699981E-004,-1.0804852E-002
 9.2002632E+001, 2.9841055E+001, 0.0000000E+000,-8.4693422E+000,-1.9921775E+001,-1.2615675E+000, 2.8193968E-002, 0.0000000E+000, 0.0000000E+000, 2.4296897E-001, 2.1656430E-001,-9.2602517E-001, 6.4699981E-004,-1.0623021E-002
 9.4002892E+001, 2.9530823E+001, 0.0000000E+000,-8.3221604E+000,-1.9760878E+001,-1.2230440E+000, 2.7912893E-002, 0.0000000E+000, 0.0000000E+000, 2.7278011E-001, 2.5265292E-001,-9.2672655E-001, 6.4699979E-004,-1.0459228E-002
 9.6000854E+001, 2.9869140E+001, 0.0000000E+000,-8.4836096E+000,-2.0699516E+001,-1.2478226E+000, 2.7989418E-002, 0.0000000E+000, 0.0000000E+000,-5.1347288E-001,-5.3381943E-001,-9.2288591E-001, 6.4699980E-004,-1.1141750E-002
 9.8002312E+001, 2.9484425E+001, 0.0000000E+000,-8.3035253E+000,-2.0375168E+001,-1.2397784E+000, 2.8198858E-002, 0.0000000E+000, 0.0000000E+000,-3.9075359E-001,-4.0584770E-001,-9.2426314E-001, 6.4699972E-004,-1.0865645E-002
 1.0000210E+002, 2.9932175E+001, 0.0000000E+000,-8.4915334E+000,-1.9361902E+001,-1.2068447E+000, 2.8034191E-002, 0.0000000E+000, 0.0000000E+000, 9.1968447E-001, 8.9992962E-001,-9.2822559E-001, 6.4699982E-004,-1.0255375E-002
 1.0200216E+002, 2.9761632E+001, 0.0000000E+000,-8.4040312E+000,-2.0742582E+001,-1.1916440E+000, 2.7845685E-002, 0.0000000E+000, 0.0000000E+000,-5.3895599E-001,-5.4878006E-001,-9.2286651E-001, 6.4699974E-004,-1.1056809E-002
 1.0400105E+002, 2.9874159E+001, 0.0000000E+000,-8.4782892E+000,-1.9573441E+001,-1.0442199E+000, 2.7982225E-002, 0.0000000E+000, 0.0000000E+000, 8.1513477E-001, 8.0619091E-001,-9.2742480E-001, 6.4699978E-004,-1.0345002E-002
 1.0600207E+002, 2.9704350E+001, 0.0000000E+000,-8.3908459E+000,-2.0758704E+001,-1.2022768E+000, 2.8381249E-002, 0.0000000E+000, 0.0000000E+000,-6.0535849E-001,-6.1909542E-001,-9.2279625E-001, 6.4699982E-004,-1.1067275E-002
 1.0800180E+002, 2.9525186E+001, 0.0000000E+000,-8.3421183E+000,-1.9709954E+001,-1.0969275E+000, 2.7358265E-002, 0.0000000E+000, 0.0000000E+000, 4.0795015E-001, 4.0354400E-001,-9.2683719E-001, 6.4699982E-004,-1.0429600E-002
 1.1000107E+002, 2.9703769E+001, 0.0000000E+000,-8.3917536E+000,-2.0968109E+001,-1.0551737E+000, 2.7016209E-002, 0.0000000E+000, 0.0000000E+000,-6.6473378E-001,-6.8425118E-001,-9.2216423E-001, 6.4699978E-004,-1.1077447E-002
 1.1200256E+002, 2.9811096E+001, 0.0000000E+000,-8.4388065E+000,-1.9428144E+001,-1.0216870E+000, 2.7853790E-002, 0.0000000E+000, 0.0000000E+000, 9.6016530E-001, 9.5031289E-001,-9.2801041E-001, 6.4699989E-004,-1.0198657E-002
 1.1400271E+002, 2.9653597E+001, 0.0000000E+000,-8.3906854E+000,-2.0571458E+001,-1.0720342E+000, 2.7421983E-002, 0.0000000E+000, 0.0000000E+000,-3.4124136E-001,-3.5315889E-001,-9.2349191E-001, 6.4699981E-004,-1.0925613E-002
 1.1600204E+002, 2.9813726E+001, 0.0000000E+000,-8.4941795E+000,-1.9028225E+001,-9.6091814E-001, 2.7119599E-002, 0.0000000E+000, 0.0000000E+000, 1.3498261E+000, 1.3575229E+000,-9.2950385E-001, 6.4699985E-004,-1.0011232E-002
 1.1800176E+002, 2.9561865E+001, 0.0000000E+000,-8.3201801E+000,-2.1839461E+001,-1.0380183E+000, 2.7802187E-002, 0.0000000E+000, 0.0000000E+000,-1.5927400E+000,-1.6079919E+000,-9.1870028E-001, 6.4699982E-004,-1.1584415E-002
 1.2000349E+002, 3.0010646E+001, 0.0000000E+000,-8.5153652E+000,-2.0043257E+001,-9.9550978E-001, 2.8072077E-002, 0.0000000E+000, 0.0000000E+000, 4.8304545E-001, 4.8458624E-001,-9.2563819E-001, 6.4699989E-004,-1.0529266E-002
 1.2200170E+002, 2.9423374E+001, 0.0000000E+000,-8.3349927E+000,-2.0607290E+001,-1.0206713E+000, 2.7402567E-002, 0.0000000E+000, 0.0000000E+000,-4.9409990E-001,-5.1217709E-001,-9.2352341E-001, 6.4699982E-004,-1.0866809E-002
 1.2400210E+002, 2.9779860E+001, 0.0000000E+000,-8.4372059E+000,-1.9967281E+001,-9.8804360E-001, 2.7508063E-002, 0.0000000E+000, 0.0000000E+000, 4.2088969E-001, 4.1483789E-001,-9.2587882E-001, 6.4699980E-004,-1.0546635E-002
 1.2600229E+002, 2.9768703E+001, 0.0000000E+000,-8.3730179E+000,-2.0210969E+001,-1.1048717E+000, 2.8119766E-002, 0.0000000E+000, 0.0000000E+000, 1.2801256E-001, 1.0796356E-001,-9.2498332E-001, 6.4699982E-004,-1.0698246E-002
 1.2800333E+002, 2.9754367E+001, 0.0000000E+000,-8.3990502E+000,-2.0791675E+001,-1.1017850E+000, 2.8113389E-002, 0.0000000E+000, 0.0000000E+000,-5.0371889E-001,-5.1002976E-001,-9.2269541E-001, 6.4699978E-004,-1.1009570E-002
 1.3000017E+002, 2.9738627E+001, 0.0000000E+000,-8.4084262E+000,-2.0235251E+001,-1.0786772E+000, 2.7977697E-002, 0.0000000E+000, 0.0000000E+000, 5.7029479E-002, 4.4250256E-002,-9.2486369E-001, 6.4699976E-004,-1.0710927E-002
 1.3200130E+002, 2.9646709E+001, 0.0000000E+000,-8.3364543E+000,-2.0125911E+001,-1.0597431E+000, 2.7897209E-002, 0.0000000E+000, 0.0000000E+000, 1.7458592E-001, 1.5249771E-001,-9.2535065E-001, 6.4699978E-004,-1.0627429E-002
 1.3400221E+002, 2.9794821E+001, 0.0000000E+000,-8.4126956E+000,-2.1164188E+001,-1.0653872E+000, 2.8176025E-002, 0.0000000E+000, 0.0000000E+000,-8.0686261E-001,-8.1927439E-001,-9.2139303E-001, 6.4699976E-004,-1.1155807E-002
 1.3600092E+002, 3.0032107E+001, 0.0000000E+000,-8.4916775E+000,-2.0130356E+001,-1.0976416E+000, 2.7934213E-002, 0.0000000E+000, 0.0000000E+000, 3.6125313E-001, 3.4036594E-001,-9.2529155E-001, 6.4699977E-004,-1.0675809E-002
 1.3800249E+002, 2.9536098E+001, 0.0000000E+000,-8.2850570E+000,-2.0004573E+001,-1.0451941E+000, 2.8422031E-002, 0.0000000E+000, 0.0000000E+000, 2.4057214E-001, 2.2969565E-001,-9.2578898E-001, 6.4699983E-004,-1.0513815E-002
 1.4000015E+002, 2.9726178E+001, 0.0000000E+000,-8.3879513E+000,-1.9152684E+001,-9.8641581E-001, 2.8179317E-002, 0.0000000E+000, 0.0000000E+000, 1.2240458E+000, 1.2273066E+000,-9.2901795E-001, 6.4699988E-004,-1.0091059E-002
 1.4200157E+002, 2.9715242E+001, 0.0000000E+000,-8.3671206E+000,-2.1487519E+001,-1.0949989E+000, 2.8352487E-002, 0.0000000E+000, 0.0000000E+000,-1.1829225E+000,-1.2060434E+000,-9.2014388E-001, 6.4699971E-004,-1.1357205E-002
 1.4400224E+002, 2.9633498E+001, 0.0000000E+000,-8.3530012E+000,-2.0590303E+001,-1.1186437E+000, 2.7711196E-002, 0.0000000E+000, 0.0000000E+000,-3.8015675E-001,-4.0073834E-001,-9.2351869E-001, 6.4699982E-004,-1.0840331E-002
 1.4600011E+002, 2.9842387E+001, 0.0000000E+000,-8.4424875E+000,-1.9880804E+001,-9.5028046E-001, 2.7265558E-002, 0.0000000E+000, 0.0000000E+000, 5.9986277E-001, 5.9608093E-001,-9.2629919E-001, 6.4699977E-004,-1.0436580E-002
 1.4800124E+002, 2.9683131E+001, 0.0000000E+000,-8.3445758E+000,-2.0149776E+001,-1.0275971E+000, 2.7936958E-002, 0.0000000E+000, 0.0000000E+000, 2.0530924E-001, 1.8911899E-001,-9.2518665E-001, 6.4699982E-004,-1.0665958E-002
 1.5000107E+002, 2.9736743E+001, 0.0000000E+000,-8.3712758E+000,-2.0679377E+001,-1.0819308E+000, 2.8045069E-002, 0.0000000E+000, 0.0000000E+000,-3.5739370E-001,-3.6779551E-001,-9.2315996E-001, 6.4699979E-004,-1.0950053E-002
 1.5200175E+002, 2.9795662E+001, 0.0000000E+000,-8.3844329E+000,-2.0183843E+001,-9.8259528E-001, 2.7897708E-002, 0.0000000E+000, 0.0000000E+000, 2.9318557E-001, 2.7268831E-001,-9.2527024E-001, 6.4699979E-004,-1.0531077E-002
 1.5400047E+002, 2.9433296E+001, 0.0000000E+000,-8.2726298E+000,-2.1064577E+001,-1.1069775E+000, 2.8086944E-002, 0.0000000E+000, 0.0000000E+000,-9.6721618E-001,-9.8280091E-001,-9.2163795E-001, 6.4699976E-004,-1.1193220E-002
 1.5600116E+002, 2.9971044E+001, 0.0000000E+000,-8.4797615E+000,-1.9175454E+001,-9.6920346E-001, 2.8077766E-002, 0.0000000E+000, 0.0000000E+000, 1.3882139E+000, 1.3747028E+000,-9.2904152E-001, 6.4699985E-004,-1.0046533E-002
 1.5800005E+002, 2.9506315E+001, 0.0000000E+000,-8.3220979E+000,-2.1196064E+001,-1.0236605E+000, 2.7881626E-002, 0.0000000E+000, 0.0000000E+000,-9.9707833E-001,-1.0076259E+000,-9.2127382E-001, 6.4699977E-004,-1.1157692E-002
 1.6000143E+002, 2.9931667E+001, 0.0000000E+000,-8.4387313E+000,-2.0395429E+001,-1.0339889E+000, 2.8449059E-002, 0.0000000E+000, 0.0000000E+000, 1.0673628E-001, 9.1967205E-002,-9.2428402E-001, 6.4699975E-004,-1.0771680E-002
 1.6200151E+002, 2.9607410E+001, 0.0000000E+000,-8.3018308E+000,-2.0972039E+001,-1.1298459E+000, 2.8387653E-002, 0.0000000E+000, 0.0000000E+000,-7.4575644E-001,-7.6791756E-001,-9.2209754E-001, 6.4699972E-004,-1.1120312E-002
 1.6400182E+002, 2.9617466E+001, 0.0000000E+000,-8.3305950E+000,-1.9416188E+001,-9.6374004E-001, 2.8030416E-002, 0.0000000E+000, 0.0000000E+000, 9.4464553E-001, 9.3497374E-001,-9.2810042E-001, 6.4699987E-004,-1.0147321E-002
 1.6600227E+002, 2.9839632E+001, 0.0000000E+000,-8.3963948E+000,-2.0839529E+001,-9.0101131E-001, 2.8002486E-002, 0.0000000E+000, 0.0000000E+000,-2.5388629E-001,-2.6930100E-001,-9.2264750E-001, 6.4699983E-004,-1.0939280E-002
 1.6800073E+002, 2.9852946E+001, 0.0000000E+000,-8.3785041E+000,-2.0642389E+001,-1.0274769E+000, 2.8116329E-002, 0.0000000E+000, 0.0000000E+000,-1.5291430E-001,-1.6730779E-001,-9.2338010E-001, 6.4699976E-004,-1.0852591E-002
 1.7000198E+002, 2.9683779E+001, 0.0000000E+000,-8.3394644E+000,-2.0136828E+001,-9.1695191E-001, 2.8112445E-002, 0.0000000E+000, 0.0000000E+000, 3.4028441E-001, 3.1864740E-001,-9.2542332E-001, 6.4699982E-004,-1.0504751E-002
 1.7200378E+002, 2.9662343E+001, 0.0000000E+000,-8.3342354E+000,-2.0208111E+001,-9.1046112E-001, 2.7542162E-002, 0.0000000E+000, 0.0000000E+000, 2.3638049E-001, 2.3707789E-001,-9.2501769E-001, 6.4699980E-004,-1.0620278E-002
 1.7400322E+002, 2.9904148E+001, 0.0000000E+000,-8.4251168E+000,-2.1127405E+001,-9.0881183E-001, 2.7922370E-002, 0.0000000E+000, 0.0000000E+000,-5.1433458E-001,-5.2926307E-001,-9.2163271E-001, 6.4699978E-004,-1.1027926E-002
 1.7600278E+002, 2.9643462E+001, 0.0000000E+000,-8.3002107E+000,-2.0642856E+001,-9.9981996E-001, 2.8055652E-002, 0.0000000E+000, 0.0000000E+000,-2.5571326E-001,-2.7136877E-001,-9.2337669E-001, 6.4699971E-004,-1.0878141E-002
 1.7800221E+002, 2.9690353E+001, 0.0000000E+000,-8.3581748E+000,-1.9873603E+001,-9.1792691E-001, 2.8065292E-002, 0.0000000E+000, 0.0000000E+000, 5.7448143E-001, 5.6871355E-001,-9.2636829E-001, 6.4699984E-004,-1.0363647E-002
 1.8000290E+002, 2.9689890E+001, 0.0000000E+000,-8.3107512E+000,-2.0966158E+001,-9.3974459E-001, 2.7674837E-002, 0.0000000E+000, 0.0000000E+000,-4.7949576E-001,-4.9908936E-001,-9.2219677E-001, 6.4699972E-004,-1.1022821E-002
 1.8200108E+002, 2.9879959E+001, 0.0000000E+000,-8.3998611E+000,-2.0554172E+001,-9.1046537E-001, 2.7924414E-002, 0.0000000E+000, 0.0000000E+000, 5.8757801E-002, 4.3385158E-002,-9.2378674E-001, 6.4699976E-004,-1.0725276E-002
 1.8400069E+002, 2.9775903E+001, 0.0000000E+000,-8.3739547E+000,-2.0645478E+001,-9.9248237E-001, 2.7960286E-002, 0.0000000E+000, 0.0000000E+000,-1.9883414E-001,-2.0805098E-001,-9.2337723E-001, 6.4699973E-004,-1.0837681E-002
 1.8600301E+002, 2.9687889E+001, 0.0000000E+000,-8.3028952E+000,-2.0119618E+001,-8.5950811E-001, 2.7874680E-002, 0.0000000E+000, 0.0000000E+000, 4.5099158E-001, 4.3374281E-001,-9.2548173E-001, 6.4699981E-004,-1.0493704E-002
 1.8800122E+002, 2.9557970E+001, 0.0000000E+000,-8.3228507E+000,-2.0648941E+001,-1.0384140E+000, 2.7351591E-002, 0.0000000E+000, 0.0000000E+000,-3.9533954E-001,-4.2488410E-001,-9.2334013E-001, 6.4699977E-004,-1.0882671E-002
 1.9000229E+002, 2.9732351E+001, 0.0000000E+000,-8.2970896E+000,-2.0444381E+001,-9.5607237E-001, 2.7716616E-002, 0.0000000E+000, 0.0000000E+000, 7.9419005E-002, 6.2524417E-002,-9.2418093E-001, 6.4699971E-004,-1.0714266E-002
 1.9200055E+002, 2.9785878E+001, 0.0000000E+000,-8.4300775E+000,-1.9953608E+001,-8.9951073E-001, 2.7461068E-002, 0.0000000E+000, 0.0000000E+000, 5.4120052E-001, 5.3014270E-001,-9.2611643E-001, 6.4699979E-004,-1.0386858E-002
 1.9400330E+002, 2.9690984E+001, 0.0000000E+000,-8.3216392E+000,-2.0434341E+001,-9.1247388E-001, 2.7883802E-002, 0.0000000E+000, 0.0000000E+000, 7.2423966E-002, 5.0414210E-002,-9.2419923E-001, 6.4699980E-004,-1.0738105E-002
