s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW,kW,kW,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m,m,m,deg
 5.6000275E+001, 3.4249651E+001, 3.1534312E+001, 3.5099798E+001, 2.5422729E+001, 7.2270758E+000, 3.5159788E+001, 2.6787667E+001, 1.3507916E+001, 4.7065668E+000, 2.3977328E+001, 1.4556699E+001, 7.4586139E+000, 2.8654260E+000, 1.5115612E+001, 8.6044101E+000, 4.6660852E+000, 1.8692635E+000, 1.0075700E+001, 5.8200849E+000, 3.4237231E+000, 1.2217436E+000, 7.2899828E+000, 4.3520786E+000, 2.7620809E+000, 1.0275149E+000, 5.6365624E+000, 3.3750248E+000, 2.2696640E+000, 9.5604381E-001, 9.5606026E-001, 9.7274688E-001, 8.0380127E-001, 6.2775146E-001, 4.6778552E-001, 3.3731528E-001, 3.9772721E+000, 3.0489325E+000, 9.2833960E-001, 3.9877311E+000, 3.0528565E+000, 9.3487460E-001, 5.1815633E+000, 5.1679732E+000, 1.2949572E+001, 1.2147539E+000, 1.2062625E+000, 3.2169325E+000, 3.2244204E+000, 8.5199836E-001,-2.3379962E-001,-6.8373308E-001, 1.9459090E-001, 1.9459090E-001, 4.0234682E-001, 4.0234682E-001, 3.3909791E-001, 2.8290302E-001, 2.9017579E-001, 3.3254553E-001, 4.0408444E-001, 5.0264159E-001, 6.1202139E-001, 7.2785443E-001, 8.4261859E-001, 9.2668969E-001, 6.3032622E-002, 5.9480055E-002, 7.0886743E-001, 2.6711838E+000
 5.8000304E+001, 3.1389676E+001, 3.2492331E+001, 3.4764626E+001, 2.5508136E+001, 7.7330421E+000, 3.5855970E+001, 2.7129096E+001, 1.4451542E+001, 4.9369085E+000, 2.4263417E+001, 1.6136121E+001, 8.2143608E+000, 2.9618468E+000, 1.6013239E+001, 1.0048499E+001, 5.0973087E+000, 1.9329868E+000, 1.1199556E+001, 6.8429780E+000, 3.5596831E+000, 1.4171598E+000, 7.8742980E+000, 4.6787725E+000, 2.8600228E+000, 1.0834345E+000, 6.0709777E+000, 3.6590542E+000, 2.4565699E+000, 9.9423852E-001, 9.5830621E-001, 9.7370846E-001, 8.0547193E-001, 6.3455125E-001, 4.7283819E-001, 3.4206341E-001, 4.0631146E+000, 3.0809550E+000, 9.8215953E-001, 3.8825887E+000, 2.9718092E+000, 9.1077952E-001, 5.0449438E+000, 5.2795148E+000, 1.3320572E+001, 1.1834453E+000, 1.2761948E+000, 3.0971915E+000, 3.2414698E+000, 8.4669762E-001,-2.4363225E-001,-6.4084644E-001, 1.3028212E-001, 1.3028212E-001, 2.9730076E-001, 2.9730076E-001, 5.1601996E-001, 6.1597854E-001, 6.7535973E-001, 7.5573880E-001, 8.1847392E-001, 8.9696723E-001, 9.3838481E-001, 9.7838205E-001, 9.5062112E-001, 8.9907487E-001, 3.6923310E-002, 7.3694590E-002, 7.1202153E-001, 2.6557687E+000
 6.0003342E+001, 2.9534967E+001, 3.1745681E+001, 3.5915198E+001, 2.6894297E+001, 8.0960347E+000, 3.3368148E+001, 2.7160027E+001, 1.4071097E+001, 4.8858403E+000, 2.1688940E+001, 1.4860657E+001, 7.5070412E+000, 3.0681793E+000, 1.3965749E+001, 8.7601223E+000, 4.6626956E+000, 2.0090977E+000, 9.6867496E+000, 6.2524025E+000, 3.5626094E+000, 1.4324436E+000, 7.3748149E+000, 5.1485524E+000, 3.1207503E+000, 1.1926269E+000, 5.8953389E+000, 4.3348663E+000, 2.7832094E+000, 1.1320653E+000, 9.8226821E-001, 9.8746468E-001, 8.0663816E-001, 6.2371614E-001, 4.6239447E-001, 3.3301538E-001, 3.9614261E+000, 3.0141288E+000, 9.4729730E-001, 3.9016202E+000, 2.9938642E+000, 9.0775595E-001, 5.0696728E+000, 5.1473832E+000, 1.1675874E+001, 1.1795166E+000, 1.2308957E+000, 3.1070310E+000, 3.1366527E+000, 8.3556794E-001,-2.5308825E-001,-6.4758377E-001, 1.7367475E-001, 1.7367475E-001, 3.4901547E-001, 3.4901547E-001, 6.2459649E-001, 6.6462682E-001, 5.4430775E-001, 4.9401253E-001, 5.1978393E-001, 5.7305215E-001, 6.3774614E-001, 6.7690085E-001, 6.8275181E-001, 7.1687736E-001, 6.4627541E-002, 5.9796841E-002, 7.1241319E-001, 2.6483765E+000
 6.2000319E+001, 3.6859918E+001, 3.2598005E+001, 3.6827636E+001, 2.7924830E+001, 8.3675702E+000, 3.5428216E+001, 2.9456158E+001, 1.6389032E+001, 5.1182971E+000, 2.3411314E+001, 1.6878219E+001, 9.0139893E+000, 3.0768846E+000, 1.4823242E+001, 9.9619950E+000, 5.6502295E+000, 2.1766311E+000, 1.0033435E+001, 6.7732863E+000, 4.0482066E+000, 1.7355404E+000, 7.3645476E+000, 5.2669098E+000, 3.1817804E+000, 1.5079443E+000, 5.5888756E+000, 4.2423048E+000, 2.7343832E+000, 1.3558804E+000, 9.9122443E-001, 9.9634803E-001, 8.1084824E-001, 6.2443295E-001, 4.5923519E-001, 3.2872859E-001, 4.1465199E+000, 3.1096107E+000, 1.0369091E+000, 3.7163114E+000, 2.9293414E+000, 7.8697005E-001, 4.8288870E+000, 5.3878896E+000, 1.2059494E+001, 1.0225702E+000, 1.3473351E+000, 3.0090677E+000, 3.2340835E+000, 8.3379858E-001,-1.9655395E-001,-6.6692071E-001, 1.5087926E-001, 1.5087926E-001, 3.0508863E-001, 3.0508863E-001, 4.1972523E-001, 4.2407491E-001, 4.4444199E-001, 4.9944323E-001, 5.6835566E-001, 6.6224416E-001, 7.5571531E-001, 8.4649202E-001, 9.4244979E-001, 1.0397631E+000, 6.3350929E-002, 3.7112985E-002, 7.1299563E-001, 2.6429202E+000
 6.4000348E+001, 3.7940941E+001, 3.3637184E+001, 3.7254484E+001, 2.6630161E+001, 7.6908996E+000, 3.6720952E+001, 2.9478680E+001, 1.4233764E+001, 4.6679971E+000, 2.4684267E+001, 1.7005201E+001, 8.5659073E+000, 2.9810940E+000, 1.5413404E+001, 1.0263872E+001, 5.7200853E+000, 2.1843519E+000, 9.9928894E+000, 6.6388980E+000, 4.0850701E+000, 1.8353980E+000, 6.9535754E+000, 4.8529990E+000, 3.3495642E+000, 1.6296622E+000, 5.2730935E+000, 3.9553707E+000, 2.8778718E+000, 1.4479493E+000, 9.9702663E-001, 1.0066366E+000, 8.2337626E-001, 6.4029859E-001, 4.7115592E-001, 3.3614032E-001, 4.1782747E+000, 3.1363946E+000, 1.0418801E+000, 3.8259558E+000, 3.0027187E+000, 8.2323713E-001, 4.9713563E+000, 5.4291511E+000, 1.2759437E+001, 1.0696948E+000, 1.3537944E+000, 3.0841605E+000, 3.2422971E+000, 9.1288005E-001,-3.0294272E-001,-7.3376192E-001, 2.9475305E-001, 2.9475305E-001, 4.0224390E-001, 4.0224390E-001, 5.1449506E-001, 5.1085205E-001, 4.5551892E-001, 4.1640301E-001, 4.5952834E-001, 5.5825286E-001, 6.8694163E-001, 8.0730310E-001, 8.9835864E-001, 9.6905141E-001, 8.8445882E-002, 4.5620247E-002, 7.1385291E-001, 2.6569765E+000
 6.6001255E+001, 3.6861767E+001, 3.4072166E+001, 3.6991897E+001, 2.6377041E+001, 7.6206039E+000, 3.6457452E+001, 2.7279937E+001, 1.3511696E+001, 4.5971849E+000, 2.5246459E+001, 1.5459202E+001, 7.3750758E+000, 2.7091687E+000, 1.5870327E+001, 8.6719563E+000, 4.3784938E+000, 1.7231296E+000, 1.0072505E+001, 5.6782679E+000, 3.3050935E+000, 1.1885491E+000, 7.0004138E+000, 4.1375089E+000, 2.6606551E+000, 9.7404733E-001, 5.3620619E+000, 3.3810424E+000, 2.2275302E+000, 8.4233495E-001, 9.9202991E-001, 1.0001608E+000, 8.2237723E-001, 6.3572536E-001, 4.7085893E-001, 3.3852235E-001, 4.0562295E+000, 3.0964243E+000, 9.5980519E-001, 4.0252052E+000, 3.0449083E+000, 9.8029686E-001, 5.2302563E+000, 5.2705685E+000, 1.3648678E+001, 1.2737745E+000, 1.2471481E+000, 3.1159671E+000, 3.1705367E+000, 8.6361581E-001,-2.0557038E-001,-6.5585454E-001, 4.2141185E-002, 4.2141185E-002, 2.8820970E-001, 2.8820970E-001, 2.9148306E-001, 2.9306545E-001, 3.7170170E-001, 4.5178296E-001, 4.7942792E-001, 5.1090489E-001, 5.7890840E-001, 6.7320756E-001, 7.8204047E-001, 8.7044602E-001, 8.1651025E-002, 5.5359470E-002, 7.1598115E-001, 2.6597763E+000
 6.8002556E+001, 3.0128044E+001, 3.2926516E+001, 3.4769171E+001, 2.5595490E+001, 7.8370917E+000, 3.5997598E+001, 2.6620387E+001, 1.3138695E+001, 4.5177946E+000, 2.5347264E+001, 1.5545030E+001, 7.4361180E+000, 2.6848439E+000, 1.6749654E+001, 9.8284608E+000, 4.9137033E+000, 1.9481364E+000, 1.1216513E+001, 6.6413239E+000, 3.5809634E+000, 1.3945979E+000, 7.5530916E+000, 4.8410352E+000, 2.9899004E+000, 1.1046096E+000, 5.7385491E+000, 3.8965545E+000, 2.4486020E+000, 1.0840091E+000, 9.8378924E-001, 9.9716120E-001, 8.2399246E-001, 6.4487916E-001, 4.7817463E-001, 3.4341236E-001, 4.0548950E+000, 3.0745096E+000, 9.8038542E-001, 3.8804954E+000, 2.9934881E+000, 8.8700731E-001, 5.0422238E+000, 5.2688345E+000, 1.3646250E+001, 1.1525563E+000, 1.2738896E+000, 3.0320293E+000, 3.1214423E+000, 8.5792947E-001,-2.1573799E-001,-6.7322139E-001, 1.2204322E-001, 1.2204322E-001, 2.2445515E-001, 2.2445515E-001, 4.0870151E-001, 4.3532857E-001, 4.4370681E-001, 4.3939905E-001, 4.5534946E-001, 4.8255102E-001, 5.3417182E-001, 5.9486736E-001, 6.7859971E-001, 7.5409925E-001, 7.2170125E-002, 4.4657446E-002, 7.1850736E-001, 2.6574684E+000
 7.0002927E+001, 3.1905168E+001, 3.2565018E+001, 3.4120329E+001, 2.4472069E+001, 7.5640485E+000, 3.5292906E+001, 2.5483747E+001, 1.3766901E+001, 4.8877122E+000, 2.3439141E+001, 1.4792269E+001, 7.9869073E+000, 3.0889947E+000, 1.4680224E+001, 8.8729708E+000, 5.0640906E+000, 2.0645961E+000, 1.0018348E+001, 6.2223595E+000, 3.7965220E+000, 1.5548578E+000, 7.6235678E+000, 4.9585990E+000, 3.0968846E+000, 1.4167906E+000, 6.0481282E+000, 4.1108220E+000, 2.7073006E+000, 1.3529262E+000, 1.0040938E+000, 1.0161033E+000, 8.3229318E-001, 6.4537490E-001, 4.7796564E-001, 3.4358520E-001, 4.0480448E+000, 3.0564880E+000, 9.9155672E-001, 3.9428942E+000, 3.0405608E+000, 9.0233333E-001, 5.1233032E+000, 5.2599334E+000, 1.2581752E+001, 1.1724705E+000, 1.2884053E+000, 3.0723513E+000, 3.0786196E+000, 8.7464896E-001,-2.6718655E-001,-6.6574750E-001, 1.3176264E-001, 1.3176264E-001, 3.6335586E-001, 3.6335586E-001, 4.7107994E-001, 5.2006153E-001, 5.8096043E-001, 6.7048126E-001, 8.1152941E-001, 9.2292222E-001, 1.0272542E+000, 1.0955613E+000, 1.1256325E+000, 1.1194260E+000, 4.0986806E-002, 7.3526789E-002, 7.2002601E-001, 2.6463699E+000
 7.2000943E+001, 3.0220371E+001, 3.2223490E+001, 3.4656331E+001, 2.5199587E+001, 7.6304373E+000, 3.6438164E+001, 2.9003660E+001, 1.4750000E+001, 5.1691090E+000, 2.4138236E+001, 1.6486947E+001, 8.5677422E+000, 2.9833812E+000, 1.4805781E+001, 9.8383030E+000, 5.5718711E+000, 2.0643337E+000, 9.6679058E+000, 6.6964259E+000, 4.2981937E+000, 1.6871254E+000, 6.5620812E+000, 4.7909896E+000, 3.5852810E+000, 1.6364404E+000, 4.5833207E+000, 3.7145858E+000, 3.0160571E+000, 1.4893516E+000, 1.0320962E+000, 1.0490790E+000, 8.5916588E-001, 6.6330267E-001, 4.8811798E-001, 3.4871871E-001, 4.0950686E+000, 3.1355828E+000, 9.5948588E-001, 3.9076137E+000, 3.0858556E+000, 8.2175816E-001, 5.0774607E+000, 5.3210351E+000, 1.1794474E+001, 1.0677731E+000, 1.2467332E+000, 3.1091766E+000, 3.1590828E+000, 8.6529604E-001,-2.7923080E-001,-6.7657049E-001, 2.1149612E-001, 2.1149612E-001, 3.8925605E-001, 3.8925605E-001, 5.8562802E-001, 6.2961514E-001, 6.1858431E-001, 5.7290816E-001, 5.3729377E-001, 5.8547121E-001, 6.7816634E-001, 7.4482378E-001, 7.9706514E-001, 8.1747499E-001, 5.9739511E-002, 7.1648768E-002, 7.2032369E-001, 2.6442700E+000
 7.4002262E+001, 2.6559220E+001, 3.1273132E+001, 3.4128916E+001, 2.5263282E+001, 7.5579726E+000, 3.3995415E+001, 2.7988174E+001, 1.4311407E+001, 4.7498304E+000, 2.3507210E+001, 1.6525405E+001, 8.4333414E+000, 3.0278721E+000, 1.5568572E+001, 1.0141302E+001, 5.5515091E+000, 2.3200311E+000, 1.0417907E+001, 6.6644252E+000, 4.0008395E+000, 1.8386838E+000, 7.3946887E+000, 4.9194710E+000, 2.9841470E+000, 1.4699845E+000, 5.5706788E+000, 3.7274102E+000, 2.4729086E+000, 1.1371247E+000, 1.0116933E+000, 1.0272120E+000, 8.4715545E-001, 6.6935013E-001, 4.9704492E-001, 3.5689090E-001, 4.0538003E+000, 3.0807939E+000, 9.7300635E-001, 3.8824521E+000, 3.0157120E+000, 8.6674011E-001, 5.0447663E+000, 5.2674120E+000, 1.2805565E+001, 1.1262216E+000, 1.2643014E+000, 3.0050532E+000, 3.0721058E+000, 8.3900606E-001,-2.8449416E-001,-6.5438753E-001, 2.4897469E-001, 2.4897469E-001, 3.9021803E-001, 3.9021803E-001, 5.2582995E-001, 4.9906069E-001, 5.0533929E-001, 5.5319682E-001, 6.6295746E-001, 7.6597001E-001, 8.4509920E-001, 9.0788177E-001, 9.9547681E-001, 1.0553083E+000, 5.4223728E-002, 6.4373554E-002, 7.2169620E-001, 2.6426145E+000
 7.6001502E+001, 2.9992025E+001, 3.1678156E+001, 3.4027843E+001, 2.5446508E+001, 7.6037911E+000, 3.4935542E+001, 2.7629804E+001, 1.5076304E+001, 5.0504652E+000, 2.4053473E+001, 1.6077483E+001, 8.5078400E+000, 3.0590760E+000, 1.5072149E+001, 9.5669707E+000, 5.4926531E+000, 1.9950971E+000, 9.9434348E+000, 6.2419398E+000, 3.9845967E+000, 1.6439991E+000, 7.1809204E+000, 4.4868947E+000, 3.1453106E+000, 1.4472792E+000, 5.5602723E+000, 3.6512495E+000, 2.6379634E+000, 1.1724053E+000, 1.0318298E+000, 1.0494017E+000, 8.6121577E-001, 6.6760942E-001, 4.9354774E-001, 3.5345505E-001, 4.0929896E+000, 3.1209822E+000, 9.7200740E-001, 3.9759322E+000, 3.0906461E+000, 8.8528609E-001, 5.1662320E+000, 5.3183337E+000, 1.2695756E+001, 1.1503198E+000, 1.2630034E+000, 3.0814199E+000, 3.1032967E+000, 8.6807864E-001,-3.4273142E-001,-6.5199892E-001, 2.8391244E-001, 2.8391244E-001, 3.8033851E-001, 3.8033851E-001, 4.8819420E-001, 4.6926412E-001, 4.5836992E-001, 4.8082431E-001, 5.4020493E-001, 5.6791955E-001, 6.1861131E-001, 6.8101293E-001, 7.6896105E-001, 8.2951733E-001, 3.7125864E-002, 5.6375229E-002, 7.2222072E-001, 2.6187035E+000
 7.8002891E+001, 2.8057232E+001, 3.1417662E+001, 3.6017354E+001, 2.7523827E+001, 8.3923826E+000, 3.3460046E+001, 2.7969623E+001, 1.5205412E+001, 5.1139150E+000, 2.1817231E+001, 1.5499997E+001, 8.2738045E+000, 3.1571698E+000, 1.4057671E+001, 9.1037024E+000, 5.1793793E+000, 1.9990669E+000, 9.4041720E+000, 6.2111191E+000, 3.7268581E+000, 1.3838691E+000, 6.6072306E+000, 4.5854657E+000, 2.8198263E+000, 1.0712990E+000, 4.9589903E+000, 3.6409599E+000, 2.4391930E+000, 9.6939291E-001, 1.0407387E+000, 1.0468307E+000, 8.5369771E-001, 6.6892283E-001, 4.9371086E-001, 3.5369795E-001, 4.0172318E+000, 3.0944102E+000, 9.2282157E-001, 3.9374167E+000, 3.0255799E+000, 9.1183678E-001, 5.1161859E+000, 5.2198958E+000, 1.2082142E+001, 1.1848191E+000, 1.1990925E+000, 2.9821359E+000, 3.0524812E+000, 8.0001517E-001,-3.6635306E-001,-4.4092084E-001, 7.0429607E-002, 7.0429607E-002, 7.3330304E-002, 7.3330304E-002, 2.6469197E-001, 3.5378429E-001, 4.9603614E-001, 6.3118562E-001, 7.0874362E-001, 7.8909977E-001, 8.3573557E-001, 8.4902159E-001, 8.7466798E-001, 9.2701585E-001, 6.0430635E-002, 4.8017426E-002, 7.2193235E-001, 2.6033578E+000
 8.0000356E+001, 2.5773552E+001, 3.1737473E+001, 3.3891222E+001, 2.6142034E+001, 8.1767978E+000, 3.6136678E+001, 2.8455210E+001, 1.4635894E+001, 4.9790517E+000, 2.3995697E+001, 1.6680551E+001, 8.3779665E+000, 3.1340921E+000, 1.4394511E+001, 9.8342965E+000, 5.5974073E+000, 2.2078749E+000, 9.0813700E+000, 6.1922793E+000, 3.9099212E+000, 1.6499302E+000, 6.0880176E+000, 4.3424811E+000, 2.8333577E+000, 1.3300776E+000, 4.4344557E+000, 3.2926145E+000, 2.2338923E+000, 1.1597355E+000, 1.0543941E+000, 1.0636151E+000, 8.6728327E-001, 6.6810435E-001, 4.9001867E-001, 3.4816292E-001, 4.0402356E+000, 3.1182402E+000, 9.2199543E-001, 3.8938857E+000, 3.0451193E+000, 8.4876637E-001, 5.0596228E+000, 5.2497864E+000, 1.1930813E+001, 1.1028669E+000, 1.1980190E+000, 2.9900223E+000, 3.0638084E+000, 7.6474864E-001,-5.1107939E-001,-2.6684360E-001, 6.0175652E-002, 6.0175652E-002, 2.6575438E-001, 2.6575438E-001, 2.6489179E-001, 3.4082046E-001, 4.0868791E-001, 4.5718231E-001, 5.6445315E-001, 6.9324407E-001, 8.2110934E-001, 9.5615655E-001, 1.0655270E+000, 1.1426183E+000, 5.4657067E-002, 6.8678897E-002, 7.2174853E-001, 2.6121576E+000
 8.2000070E+001, 2.1771953E+001, 3.2883676E+001, 3.5197915E+001, 2.7547258E+001, 9.0868821E+000, 3.2697265E+001, 2.4995507E+001, 1.5168181E+001, 5.2820645E+000, 2.0455570E+001, 1.3324214E+001, 7.8638634E+000, 2.9943121E+000, 1.2737479E+001, 7.6328878E+000, 4.6764784E+000, 1.9747282E+000, 8.6088636E+000, 5.0102439E+000, 3.0605613E+000, 1.6398725E+000, 6.4434200E+000, 3.8284738E+000, 2.5447111E+000, 1.3323880E+000, 4.7043786E+000, 3.0566267E+000, 2.2062241E+000, 1.1897393E+000, 1.0718369E+000, 1.0707958E+000, 8.6826661E-001, 6.6133495E-001, 4.8565787E-001, 3.4619360E-001, 3.9858826E+000, 3.0675667E+000, 9.1831590E-001, 4.0914197E+000, 3.1109336E+000, 9.8048608E-001, 5.3162938E+000, 5.1791614E+000, 1.1073414E+001, 1.2740204E+000, 1.1932379E+000, 3.0509707E+000, 2.9842075E+000, 8.3008948E-001,-4.1543456E-001,-3.8226730E-001,-2.1353776E-002,-2.1353776E-002,-3.8147579E-002,-3.8147579E-002, 1.9948225E-001, 2.8742175E-001, 4.0163330E-001, 5.2143557E-001, 6.2777258E-001, 6.6915206E-001, 7.0117251E-001, 6.8316304E-001, 7.1316183E-001, 7.7459186E-001, 5.1293158E-002, 6.6782430E-002, 7.2083802E-001, 2.6137179E+000
 8.4003158E+001, 3.6578965E+001, 3.1084666E+001, 3.5006730E+001, 2.8409191E+001, 8.3889615E+000, 3.2900467E+001, 2.7548548E+001, 1.4759267E+001, 5.0810674E+000, 2.1620408E+001, 1.5067206E+001, 7.8378485E+000, 3.0058549E+000, 1.3807410E+001, 9.4640997E+000, 5.6062306E+000, 2.1120681E+000, 9.5573870E+000, 6.9104755E+000, 4.6166972E+000, 1.8491259E+000, 7.0252856E+000, 5.2999734E+000, 3.7432840E+000, 1.6302345E+000, 5.3152507E+000, 4.2057148E+000, 3.0868120E+000, 1.5353560E+000, 1.0758958E+000, 1.0789795E+000, 8.7413013E-001, 6.7408550E-001, 4.9497322E-001, 3.5207270E-001, 4.1077741E+000, 3.1144797E+000, 9.9329431E-001, 3.9033570E+000, 3.0660084E+000, 8.3734863E-001, 5.0719296E+000, 5.3375442E+000, 1.2012500E+001, 1.0880310E+000, 1.2906631E+000, 2.9779603E+000, 3.0249305E+000, 7.5545358E-001,-3.3912377E-001,-3.3941206E-001,-1.2309838E-001,-1.2309838E-001,-5.6866417E-002,-5.6866417E-002, 1.2137390E-001, 2.5499249E-001, 3.7336078E-001, 4.7464382E-001, 5.3621968E-001, 6.1758990E-001, 6.7650332E-001, 7.2709901E-001, 7.4988456E-001, 8.0294818E-001, 7.3958436E-002, 5.7188000E-002, 7.2016067E-001, 2.6109794E+000
 8.6001587E+001, 4.0162942E+001, 3.1251104E+001, 3.4696700E+001, 2.7611568E+001, 8.6849764E+000, 3.1807709E+001, 2.5700129E+001, 1.5428274E+001, 5.3040572E+000, 1.9874123E+001, 1.3973285E+001, 8.2024294E+000, 3.1991784E+000, 1.2897028E+001, 9.0166327E+000, 5.5646342E+000, 1.9445759E+000, 8.8379899E+000, 6.4386413E+000, 4.3658738E+000, 1.5181814E+000, 5.9167647E+000, 4.2022054E+000, 3.2990091E+000, 1.4064760E+000, 4.0524091E+000, 3.1067841E+000, 2.2778033E+000, 1.1953988E+000, 1.0737819E+000, 1.0766768E+000, 8.7424862E-001, 6.8401498E-001, 5.0189655E-001, 3.5651762E-001, 3.9489627E+000, 3.0590691E+000, 8.8989367E-001, 3.9652713E+000, 3.0536215E+000, 9.1164980E-001, 5.1523796E+000, 5.1311886E+000, 1.1048732E+001, 1.1845761E+000, 1.1563067E+000, 2.9445147E+000, 2.9406375E+000, 8.0927756E-001,-3.0010424E-001,-5.2539996E-001, 9.6870090E-002, 9.6870090E-002, 2.0706754E-001, 2.0706754E-001, 3.6320587E-001, 4.6299131E-001, 5.1359914E-001, 5.9200303E-001, 6.5748147E-001, 6.6366031E-001, 6.8859086E-001, 6.9084250E-001, 6.7769738E-001, 6.7784896E-001, 7.1004568E-002, 5.5112945E-002, 7.1933713E-001, 2.6146556E+000
 8.8001254E+001, 3.3641678E+001, 3.4621476E+001, 3.5895579E+001, 2.6555078E+001, 8.1813915E+000, 3.6909950E+001, 2.7058804E+001, 1.4723230E+001, 4.9526429E+000, 2.4360978E+001, 1.4874386E+001, 7.8402793E+000, 2.8918505E+000, 1.5297659E+001, 8.8224921E+000, 5.0664996E+000, 1.9812238E+000, 1.0132020E+001, 6.0578193E+000, 3.7978595E+000, 1.5376000E+000, 6.8294459E+000, 4.4968724E+000, 3.1555615E+000, 1.4265603E+000, 5.0475777E+000, 3.4358036E+000, 2.5068822E+000, 1.3218101E+000, 1.0712316E+000, 1.0817016E+000, 8.8144363E-001, 6.7914255E-001, 4.9939395E-001, 3.5645261E-001, 4.1130484E+000, 3.1555226E+000, 9.5752584E-001, 3.9618763E+000, 3.0682168E+000, 8.9365948E-001, 5.1479681E+000, 5.3443976E+000, 1.2757583E+001, 1.1612000E+000, 1.2441864E+000, 2.9465622E+000, 3.0422066E+000, 8.6502195E-001,-2.2736820E-001,-6.8028279E-001, 1.2215870E-001, 1.2215870E-001, 3.5212007E-001, 3.5212007E-001, 5.0367870E-001, 5.5359510E-001, 6.4006405E-001, 7.2992346E-001, 8.4319262E-001, 9.1748047E-001, 9.6641344E-001, 1.0296529E+000, 1.0803008E+000, 1.1120830E+000, 8.4206939E-002, 5.6096177E-002, 7.2027106E-001, 2.6203060E+000
 9.0001067E+001, 2.6295556E+001, 3.2624400E+001, 3.5756824E+001, 2.5913022E+001, 7.9071491E+000, 3.6446884E+001, 2.8284155E+001, 1.4018204E+001, 4.8951373E+000, 2.4505349E+001, 1.5924867E+001, 7.8682161E+000, 2.8996350E+000, 1.5318366E+001, 9.3933316E+000, 4.9065646E+000, 1.9055553E+000, 1.0305000E+001, 6.4476347E+000, 3.5713020E+000, 1.4449332E+000, 7.3001628E+000, 4.9588554E+000, 3.0208063E+000, 1.3019449E+000, 5.4812257E+000, 4.0316587E+000, 2.7559799E+000, 1.3027346E+000, 1.0807162E+000, 1.0916503E+000, 8.8983416E-001, 6.8215873E-001, 5.0237447E-001, 3.5859668E-001, 4.1346531E+000, 3.1484073E+000, 9.8624579E-001, 4.0015503E+000, 3.1218816E+000, 8.7966871E-001, 5.1995197E+000, 5.3724703E+000, 1.2937726E+001, 1.1430207E+000, 1.2815044E+000, 2.9973828E+000, 3.0116547E+000, 8.9866412E-001,-3.4025194E-001,-6.9012549E-001, 2.8570530E-001, 2.8570530E-001, 3.5810675E-001, 3.5810675E-001, 3.8950647E-001, 4.0169343E-001, 4.0751936E-001, 3.8989141E-001, 4.4382627E-001, 5.5154654E-001, 6.2488243E-001, 6.6857217E-001, 7.3402698E-001, 8.2457675E-001, 6.2296622E-002, 3.6917463E-002, 7.2070630E-001, 2.6084825E+000
 9.2002628E+001, 3.4586142E+001, 3.3360548E+001, 3.6667437E+001, 2.7622612E+001, 8.2446006E+000, 3.6552884E+001, 2.9186708E+001, 1.6708886E+001, 5.4170211E+000, 2.4327245E+001, 1.6749112E+001, 9.3174592E+000, 3.3305814E+000, 1.5137704E+001, 9.6253432E+000, 5.7911432E+000, 2.1627490E+000, 9.6328176E+000, 6.1947004E+000, 4.0739839E+000, 1.7457459E+000, 6.6812764E+000, 4.5043256E+000, 3.1386055E+000, 1.5117751E+000, 5.0456179E+000, 3.7451602E+000, 2.5243238E+000, 1.3079333E+000, 1.0915524E+000, 1.1031021E+000, 8.9855545E-001, 6.9405387E-001, 5.0910182E-001, 3.6307317E-001, 4.2250632E+000, 3.2125816E+000, 1.0124816E+000, 3.9630362E+000, 3.0906253E+000, 8.7241088E-001, 5.1494753E+000, 5.4899470E+000, 1.2597011E+001, 1.1335900E+000, 1.3155945E+000, 2.9406089E+000, 3.0710669E+000, 8.9134644E-001,-3.1119168E-001,-6.8787801E-001, 2.7809014E-001, 2.7809014E-001, 4.9733730E-001, 4.9733730E-001, 3.7454720E-001, 3.3615662E-001, 4.3528663E-001, 5.3618537E-001, 6.2497615E-001, 6.8378774E-001, 7.0935590E-001, 7.2815424E-001, 7.7007217E-001, 8.2456592E-001, 5.6900518E-002, 6.0378178E-002, 7.2120423E-001, 2.6034786E+000
