s,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,m3/s,kg/s,kg/s
Time,"DC HRR","NIST HRR","FDS HRR","HFG-x5_z10","HFG-x5_z30","HFG-x5_z50","HFG-x5_z70","HFG-x5_z90","HFG-x5_z110","HFG-x5_z130","HFG-x10_z10","HFG-x10_z30","HFG-x10_z50","HFG-x10_z70","HFG-x10_z90","HFG-x10_z110","HFG-x10_z130","HFG-x15_z10","HFG-x15_z30","HFG-x15_z50","HFG-x15_z70","HFG-x15_z90","HFG-x15_z110","HFG-x15_z130","HFG-x22_z10","HFG-x22_z30","HFG-x22_z50","HFG-x22_z70","HFG-x22_z90","HFG-x22_z110","HFG-x22_z130","HFG-y5_z10","HFG-y5_z30","HFG-y5_z50","HFG-y5_z70","HFG-y5_z90","HFG-y5_z110","HFG-y5_z130","HFG-y10_z10","HFG-y10_z30","HFG-y10_z50","HFG-y10_z70","HFG-y10_z90","HFG-y10_z110","HFG-y10_z130","HFG-y15_z10","HFG-y15_z30","HFG-y15_z50","HFG-y15_z70","HFG-y15_z90","HFG-y15_z110","HFG-y15_z130","HFG-y22_z10","HFG-y22_z30","HFG-y22_z50","HFG-y22_z70","HFG-y22_z90","HFG-y22_z110","HFG-y22_z130","GHF_z10","GHF_z35","GHF_z60","GHF_z85","GHF_z110","GHF_z135","RHF_z35","RHF_z85","O2amb","CO2amb","N2wamb","O2wamb","CO2wamb","H2Oamb","O2","CO","CO2","SOOT","H2O","T","VF","MF","CO_MF"
 6.1401607E+001, 7.7884142E+001, 7.2281947E+001, 6.4676387E+001, 4.9991859E+001, 4.9447023E+001, 4.4985410E+001, 4.1395574E+001, 3.3034134E+001, 2.7529460E+001, 2.5302534E+001, 4.4713923E+001, 2.7073415E+001, 2.4901579E+001, 3.1078084E+001, 2.9424478E+001, 1.8639018E+001, 1.6246731E+001, 2.1311419E+001, 1.3139158E+001, 1.3536088E+001, 1.6578701E+001, 1.8038949E+001, 1.1144907E+001, 1.0980197E+001, 7.4976303E+000, 6.6221144E+000, 6.2215998E+000, 6.5441677E+000, 5.3895340E+000, 4.2083902E+000, 4.0812472E+000, 4.7764630E+001, 4.8486627E+001, 4.4077631E+001, 3.6311636E+001, 2.5394633E+001, 1.8328116E+001, 1.9736512E+001, 4.8261722E+001, 3.8067197E+001, 3.8286634E+001, 3.1207574E+001, 2.0335378E+001, 9.6507185E+000, 9.8186040E+000, 3.1645994E+001, 2.0523244E+001, 2.8746858E+001, 3.0195598E+001, 1.9132366E+001, 7.4158692E+000, 6.1390195E+000, 8.5004561E+000, 6.9553973E+000, 8.7554048E+000, 1.2233786E+001, 9.6107767E+000, 3.9998308E+000, 2.7329528E+000, 1.7568863E+000, 1.9673345E+000, 1.9689349E+000, 1.7833005E+000, 1.5023983E+000, 1.2437407E+000, 1.6546509E+000, 1.4977286E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0042716E-001, 3.0464280E-005, 7.4213575E-003, 1.7425695E-004, 1.6396437E-002, 1.0607047E+002, 5.6000000E-001, 5.1717642E-001, 1.5098681E-005
 6.1600972E+001, 7.1818540E+001, 6.6658106E+001, 6.3806761E+001, 4.8286891E+001, 4.4155356E+001, 3.1237466E+001, 2.8975206E+001, 2.5926141E+001, 3.6082183E+001, 3.8376277E+001, 5.1912933E+001, 3.0817481E+001, 1.5549094E+001, 1.7524584E+001, 1.8814326E+001, 2.8407764E+001, 2.9338428E+001, 3.4477626E+001, 1.4064649E+001, 8.4660002E+000, 9.5571457E+000, 1.2772863E+001, 2.7918987E+001, 2.5022995E+001, 9.7732911E+000, 5.8221144E+000, 4.0931252E+000, 3.9315133E+000, 5.0856051E+000, 1.5269245E+001, 1.4207807E+001, 5.4303119E+001, 4.5093097E+001, 3.3970208E+001, 3.1719556E+001, 2.9626057E+001, 3.8062474E+001, 3.6205404E+001, 5.2326433E+001, 4.0202230E+001, 3.0189997E+001, 2.1252496E+001, 1.8109830E+001, 2.8719381E+001, 2.6666081E+001, 3.6737098E+001, 2.0655278E+001, 1.9519784E+001, 1.1767388E+001, 1.1933257E+001, 2.3474740E+001, 2.1361966E+001, 1.0351537E+001, 6.1917842E+000, 5.4203130E+000, 4.5394999E+000, 9.9829897E+000, 2.1169203E+001, 1.7312714E+001, 1.7934542E+000, 1.9808299E+000, 2.0177684E+000, 2.0253931E+000, 2.0453027E+000, 1.8598633E+000, 1.6661453E+000, 1.7033891E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0108721E-001, 2.7904952E-005, 6.8857431E-003, 1.5921569E-004, 1.5921579E-002, 1.0187786E+002, 5.6000000E-001, 5.2375630E-001, 1.4013155E-005
 6.1801146E+001, 7.6983341E+001, 7.1447034E+001, 8.0080907E+001, 4.2815824E+001, 4.1950487E+001, 3.8869908E+001, 3.9514898E+001, 4.5697078E+001, 3.9392413E+001, 2.7472257E+001, 4.3062991E+001, 2.5422230E+001, 2.6202100E+001, 2.9537661E+001, 3.5747007E+001, 2.7514005E+001, 1.4764870E+001, 2.7010397E+001, 1.2219685E+001, 1.2235254E+001, 1.3726066E+001, 1.8363404E+001, 1.6401723E+001, 8.1018647E+000, 8.3301163E+000, 4.8893465E+000, 4.4911546E+000, 4.6057965E+000, 6.3130415E+000, 7.2865628E+000, 5.5374510E+000, 4.6933428E+001, 4.0531158E+001, 4.0769817E+001, 4.0707205E+001, 4.4332987E+001, 3.9504154E+001, 3.0234083E+001, 4.6220158E+001, 3.2608341E+001, 2.7656897E+001, 2.5171068E+001, 3.1604438E+001, 2.8532996E+001, 2.1411542E+001, 3.4441137E+001, 1.5388703E+001, 1.2124505E+001, 1.4984130E+001, 1.9853266E+001, 1.9293871E+001, 1.3685240E+001, 8.8885289E+000, 5.1748274E+000, 4.4793392E+000, 6.0480822E+000, 7.3298342E+000, 7.2975881E+000, 5.3572469E+000, 1.6363443E+000, 1.8172198E+000, 1.8444659E+000, 1.7842707E+000, 1.6185827E+000, 1.3719158E+000, 1.5270896E+000, 1.4983463E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0045420E-001, 3.0261812E-005, 7.3920643E-003, 1.7297164E-004, 1.6383155E-002, 1.0615048E+002, 5.6000000E-001, 5.1830943E-001, 1.5031493E-005
 6.2000082E+001, 7.6127610E+001, 7.0653306E+001, 5.8248296E+001, 4.5907943E+001, 5.2587714E+001, 3.5508350E+001, 2.6149988E+001, 2.3464850E+001, 2.5574245E+001, 2.7563937E+001, 5.2396039E+001, 3.0647134E+001, 1.7729241E+001, 1.1967943E+001, 1.3090378E+001, 1.6285107E+001, 2.1069366E+001, 3.8714989E+001, 1.3902539E+001, 8.9401392E+000, 6.0995487E+000, 7.1101514E+000, 9.6813979E+000, 1.4330327E+001, 9.8845554E+000, 5.8753192E+000, 3.8935508E+000, 2.7603765E+000, 2.5579439E+000, 3.8480737E+000, 8.9288138E+000, 5.2467992E+001, 4.7227350E+001, 3.4374814E+001, 3.0481277E+001, 2.3559566E+001, 2.4624558E+001, 2.5634307E+001, 5.0220411E+001, 4.1379490E+001, 3.3623970E+001, 1.5695909E+001, 8.7085953E+000, 1.3557552E+001, 1.7352312E+001, 3.7297828E+001, 2.1157075E+001, 1.5226129E+001, 6.5065092E+000, 4.8181227E+000, 8.8383064E+000, 1.4774792E+001, 1.0173109E+001, 6.2697583E+000, 4.6115281E+000, 3.0352265E+000, 2.6623674E+000, 4.2860657E+000, 7.9416900E+000, 1.6759457E+000, 1.7992355E+000, 1.7033331E+000, 1.5838875E+000, 1.4969696E+000, 1.4082915E+000, 1.5118158E+000, 1.3280006E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0052878E-001, 2.9972227E-005, 7.3315166E-003, 1.7126933E-004, 1.6329551E-002, 1.0515318E+002, 5.6000000E-001, 5.1977401E-001, 1.4930559E-005
 6.2200290E+001, 7.6926349E+001, 7.1386662E+001, 8.5461520E+001, 5.2238418E+001, 5.2332934E+001, 4.3940915E+001, 3.8248139E+001, 3.6828674E+001, 3.7269626E+001, 3.2536992E+001, 4.3702838E+001, 3.1121260E+001, 2.1193869E+001, 1.7076538E+001, 2.4004141E+001, 3.5733163E+001, 3.0611688E+001, 2.0219641E+001, 1.4421102E+001, 1.0916412E+001, 8.8593061E+000, 1.1309968E+001, 2.1252393E+001, 2.4937338E+001, 7.5061558E+000, 6.1253673E+000, 4.8030235E+000, 4.1379588E+000, 4.5324284E+000, 6.6287955E+000, 1.0028622E+001, 5.0641849E+001, 5.2663039E+001, 4.5456414E+001, 4.0059793E+001, 3.5758153E+001, 3.1656749E+001, 2.6733491E+001, 5.0726945E+001, 3.3655219E+001, 2.8561007E+001, 3.1515889E+001, 2.7687514E+001, 2.0803848E+001, 1.4556168E+001, 3.1173962E+001, 1.4933507E+001, 1.2874434E+001, 1.6557809E+001, 1.5407936E+001, 1.3170825E+001, 8.6889238E+000, 9.6930608E+000, 5.5291062E+000, 4.7987793E+000, 5.5468599E+000, 6.5726258E+000, 5.2583729E+000, 4.0977995E+000, 1.7257934E+000, 1.9038069E+000, 1.9063132E+000, 1.8292250E+000, 1.6935985E+000, 1.4831336E+000, 1.6006998E+000, 1.5366181E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0058069E-001, 2.9261586E-005, 7.2510583E-003, 1.6659495E-004, 1.6324410E-002, 1.0367559E+002, 5.6000000E-001, 5.2069525E-001, 1.4602941E-005
 6.2400001E+001, 8.4802939E+001, 7.8687298E+001, 6.4934116E+001, 5.0531828E+001, 5.9207074E+001, 4.5259355E+001, 4.0298086E+001, 3.6491293E+001, 2.4068380E+001, 2.0240104E+001, 4.8235226E+001, 2.6818641E+001, 2.1186176E+001, 2.0797801E+001, 1.8853815E+001, 1.0468587E+001, 1.3702519E+001, 2.4242318E+001, 1.3653380E+001, 1.1696443E+001, 1.1102126E+001, 8.5542801E+000, 6.6500618E+000, 1.1961749E+001, 8.5242885E+000, 6.4297206E+000, 5.2968863E+000, 5.2848012E+000, 3.9128065E+000, 3.4939840E+000, 7.6082368E+000, 5.3389838E+001, 5.5985878E+001, 4.6475227E+001, 4.3325201E+001, 4.0321548E+001, 3.4680210E+001, 3.4165269E+001, 5.5586112E+001, 4.6076378E+001, 2.9253005E+001, 2.3245104E+001, 2.6110800E+001, 2.5380619E+001, 2.0840850E+001, 4.0818517E+001, 2.6320990E+001, 1.3635167E+001, 1.0929522E+001, 1.2507381E+001, 1.3223774E+001, 1.1900460E+001, 1.0659987E+001, 7.3584167E+000, 4.8919854E+000, 4.3089426E+000, 4.9176891E+000, 5.0774379E+000, 4.4498364E+000, 1.8517864E+000, 2.0147187E+000, 1.9448376E+000, 1.8188253E+000, 1.6568400E+000, 1.5038602E+000, 1.6949325E+000, 1.5277953E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 1.9963627E-001, 3.2817778E-005, 8.0094654E-003, 1.8739146E-004, 1.7009820E-002, 1.1092412E+002, 5.6000000E-001, 5.0967859E-001, 1.6019736E-005
 6.2601882E+001, 8.2322701E+001, 7.6387014E+001, 8.3184465E+001, 4.9342622E+001, 3.6830195E+001, 3.4961069E+001, 3.9494461E+001, 3.8868072E+001, 3.8969727E+001, 2.9715411E+001, 4.6597021E+001, 1.6007143E+001, 1.4235145E+001, 1.8385728E+001, 2.2558809E+001, 2.5285252E+001, 1.7234999E+001, 2.5964813E+001, 9.5373403E+000, 8.3579269E+000, 1.0500080E+001, 1.2406255E+001, 1.3654751E+001, 9.5890666E+000, 1.1067939E+001, 4.9551384E+000, 4.1321063E+000, 4.4730081E+000, 5.2555933E+000, 5.5007483E+000, 3.9346580E+000, 5.2148999E+001, 3.9724860E+001, 3.9944438E+001, 4.1885741E+001, 4.1170819E+001, 3.8974559E+001, 3.4506790E+001, 5.2964380E+001, 3.6328047E+001, 3.2986342E+001, 3.1365125E+001, 2.7639969E+001, 2.6024049E+001, 2.8244557E+001, 3.6610878E+001, 2.0814453E+001, 1.3490728E+001, 1.3812801E+001, 1.4213438E+001, 1.4233685E+001, 1.5721877E+001, 9.5475880E+000, 6.2464098E+000, 4.7571904E+000, 4.7925853E+000, 4.6758290E+000, 5.0249629E+000, 5.1608360E+000, 1.6951790E+000, 1.8563858E+000, 1.8676276E+000, 1.7987913E+000, 1.6789117E+000, 1.5085188E+000, 1.5602311E+000, 1.5107055E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 1.9963919E-001, 3.2637002E-005, 7.9943465E-003, 1.8616336E-004, 1.7018424E-002, 1.1449542E+002, 5.6000000E-001, 5.0628561E-001, 1.5825462E-005
 6.2801202E+001, 7.8522703E+001, 7.2872533E+001, 7.2508888E+001, 4.6573832E+001, 5.5046872E+001, 2.5265983E+001, 2.5445652E+001, 2.9723993E+001, 2.1833795E+001, 2.2184408E+001, 5.2937985E+001, 4.3847803E+001, 1.5131640E+001, 1.5392890E+001, 2.1023557E+001, 1.3668908E+001, 1.7050476E+001, 3.8724076E+001, 2.7674496E+001, 1.2072643E+001, 9.7492860E+000, 1.3638827E+001, 9.4957171E+000, 1.1664186E+001, 1.1050205E+001, 9.6272880E+000, 5.7075855E+000, 4.9636689E+000, 4.6096863E+000, 3.9318651E+000, 4.7973852E+000, 5.6496548E+001, 5.4221328E+001, 3.4023228E+001, 3.3684535E+001, 3.1004333E+001, 2.6090068E+001, 2.8608389E+001, 5.0015692E+001, 4.7247410E+001, 3.7573014E+001, 3.1440571E+001, 1.4586326E+001, 1.2204655E+001, 1.7561662E+001, 2.8443112E+001, 3.2570818E+001, 3.5672669E+001, 2.9202580E+001, 9.8777394E+000, 6.7602984E+000, 8.7980359E+000, 9.3613728E+000, 9.0151738E+000, 1.4681141E+001, 1.9486982E+001, 5.6873016E+000, 3.0698055E+000, 3.3906926E+000, 1.9564460E+000, 2.1796174E+000, 2.1278226E+000, 1.9561510E+000, 1.7247995E+000, 1.5498397E+000, 1.8347319E+000, 1.6443486E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0045532E-001, 3.0229014E-005, 7.3890138E-003, 1.7275107E-004, 1.6384147E-002, 1.0347518E+002, 5.6000000E-001, 5.2086695E-001, 1.5089304E-005
 6.3001642E+001, 8.2336040E+001, 7.6406400E+001, 7.8897895E+001, 4.6700941E+001, 4.4199969E+001, 3.9998276E+001, 3.5384409E+001, 3.2939637E+001, 2.4796275E+001, 1.4641699E+001, 4.6060086E+001, 2.6704319E+001, 3.0142685E+001, 2.8251435E+001, 2.7501862E+001, 2.0628048E+001, 1.1010118E+001, 2.8584690E+001, 1.3461432E+001, 2.3006969E+001, 2.3554067E+001, 2.3202722E+001, 1.6383827E+001, 9.6377415E+000, 8.0305517E+000, 6.0402158E+000, 1.0555950E+001, 1.4063142E+001, 1.1205220E+001, 9.3493736E+000, 6.6078824E+000, 5.0125762E+001, 4.6986871E+001, 4.5519574E+001, 3.9934961E+001, 3.6375433E+001, 2.7016904E+001, 1.4005822E+001, 4.8872591E+001, 3.0785510E+001, 2.6663488E+001, 3.3666886E+001, 3.6149490E+001, 2.8661526E+001, 1.6302519E+001, 2.8433390E+001, 1.3669770E+001, 1.4273375E+001, 2.7994641E+001, 3.6277461E+001, 2.5799661E+001, 1.6311508E+001, 8.2204652E+000, 5.5172779E+000, 6.3844873E+000, 1.1512858E+001, 2.6101953E+001, 2.3886174E+001, 1.1050083E+001, 1.8575423E+000, 2.1174201E+000, 2.2533200E+000, 2.2351220E+000, 1.9854147E+000, 1.5290868E+000, 1.7815974E+000, 1.8813132E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0008886E-001, 3.1523517E-005, 7.6768725E-003, 1.8023531E-004, 1.6655585E-002, 1.0596196E+002, 5.6000000E-001, 5.1650225E-001, 1.5599306E-005
 6.3200372E+001, 6.9610869E+001, 6.4615500E+001, 6.6783335E+001, 4.8727353E+001, 4.7657601E+001, 3.7969286E+001, 3.3276949E+001, 3.0335590E+001, 3.3634857E+001, 2.5340063E+001, 4.5512817E+001, 3.5305541E+001, 2.3371398E+001, 2.1975358E+001, 2.0138830E+001, 2.9400483E+001, 2.2785755E+001, 2.6724547E+001, 1.5089712E+001, 1.1069574E+001, 1.2364943E+001, 1.2198601E+001, 1.8510578E+001, 1.7814687E+001, 7.9807306E+000, 5.5478080E+000, 4.1740614E+000, 4.3383520E+000, 5.5704407E+000, 9.7718502E+000, 7.0471674E+000, 4.5751445E+001, 4.8950633E+001, 3.7568406E+001, 3.5396088E+001, 2.4064164E+001, 2.2782523E+001, 2.3261907E+001, 4.7450372E+001, 3.1415948E+001, 2.3303219E+001, 1.5709173E+001, 1.0586847E+001, 1.5968902E+001, 2.1206114E+001, 3.2307064E+001, 1.4221658E+001, 1.0632744E+001, 7.3342706E+000, 6.5391047E+000, 1.4060793E+001, 2.1104176E+001, 8.7137239E+000, 5.4329689E+000, 3.9747312E+000, 3.5923619E+000, 3.7132019E+000, 1.0220093E+001, 1.9426894E+001, 1.6385566E+000, 1.7985610E+000, 1.7897897E+000, 1.7353117E+000, 1.7065460E+000, 1.6313145E+000, 1.5104916E+000, 1.4563883E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0163621E-001, 2.6290966E-005, 6.4789825E-003, 1.5023343E-004, 1.5493676E-002, 9.2693865E+001, 5.6000000E-001, 5.3607609E-001, 1.3518819E-005
 6.3400583E+001, 6.7893546E+001, 6.3027027E+001, 6.2099328E+001, 5.3747800E+001, 5.8107271E+001, 4.6394477E+001, 3.5046675E+001, 3.3854566E+001, 3.7695710E+001, 3.6400890E+001, 4.8524293E+001, 3.7866487E+001, 3.1976792E+001, 1.9305895E+001, 2.0826136E+001, 2.8617171E+001, 3.5119300E+001, 2.6719038E+001, 1.7026058E+001, 1.4785476E+001, 1.0162084E+001, 1.3275139E+001, 2.0164539E+001, 2.6186562E+001, 8.5887018E+000, 6.8423072E+000, 5.7589042E+000, 3.9324624E+000, 4.4370143E+000, 7.8147597E+000, 1.0908895E+001, 5.0465601E+001, 5.7008338E+001, 4.2040664E+001, 2.8483463E+001, 2.5541819E+001, 2.8994936E+001, 2.7045715E+001, 5.2845803E+001, 4.4663247E+001, 3.3196800E+001, 1.6489316E+001, 1.1445235E+001, 1.3434533E+001, 1.2494754E+001, 3.7958143E+001, 2.1475029E+001, 1.7735039E+001, 9.7341434E+000, 7.7529372E+000, 7.8460632E+000, 7.4519086E+000, 9.8173748E+000, 7.3724080E+000, 5.9448325E+000, 3.7704977E+000, 3.4974040E+000, 3.8230582E+000, 4.0394284E+000, 1.8433697E+000, 2.0250883E+000, 1.9512220E+000, 1.8220648E+000, 1.6921041E+000, 1.5259793E+000, 1.7030906E+000, 1.5301059E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0166548E-001, 2.6491695E-005, 6.4788814E-003, 1.5172026E-004, 1.5452700E-002, 9.4640171E+001, 5.6000000E-001, 5.3442169E-001, 1.3580306E-005
 6.3601714E+001, 9.6066520E+001, 8.9126555E+001, 1.0306827E+002, 5.1313396E+001, 4.7938203E+001, 3.6742675E+001, 3.2793412E+001, 3.1015786E+001, 3.3718067E+001, 3.6023177E+001, 4.8007414E+001, 2.4845788E+001, 1.9470080E+001, 2.1676241E+001, 2.7130429E+001, 2.8508005E+001, 3.1434338E+001, 2.4091649E+001, 1.1371429E+001, 8.9516896E+000, 1.1684841E+001, 1.8519441E+001, 2.1382660E+001, 2.0255259E+001, 8.3071682E+000, 5.1209980E+000, 4.0041931E+000, 4.7353585E+000, 6.3683419E+000, 1.1762339E+001, 8.6341151E+000, 4.7235237E+001, 4.8552734E+001, 3.8292520E+001, 3.5371465E+001, 3.2891626E+001, 3.2840912E+001, 3.2461029E+001, 4.8650964E+001, 3.6364892E+001, 2.2013273E+001, 2.5318185E+001, 2.4042540E+001, 2.3360303E+001, 2.2408761E+001, 3.4453944E+001, 1.6021193E+001, 9.5936359E+000, 1.4266198E+001, 1.6030873E+001, 1.5166271E+001, 1.4378666E+001, 9.1915707E+000, 5.8541879E+000, 4.0263298E+000, 5.8429622E+000, 5.6004203E+000, 5.9155880E+000, 6.6307914E+000, 1.6865827E+000, 1.8488717E+000, 1.8449412E+000, 1.7854114E+000, 1.6653398E+000, 1.4513599E+000, 1.5534855E+000, 1.4988595E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 1.9749967E-001, 4.1139076E-005, 9.7460211E-003, 2.3633189E-004, 1.8539587E-002, 1.3352518E+002, 5.6000000E-001, 4.8225410E-001, 1.8970649E-005
 6.3801580E+001, 7.8701191E+001, 7.3041115E+001, 6.9996806E+001, 5.3407288E+001, 4.9409709E+001, 4.1227411E+001, 4.3620279E+001, 3.4482196E+001, 2.9209465E+001, 3.1205966E+001, 5.2142960E+001, 2.2998916E+001, 1.7732148E+001, 2.3833787E+001, 2.2277228E+001, 1.8930391E+001, 1.7201525E+001, 3.8530950E+001, 1.2419081E+001, 9.6182298E+000, 1.1060787E+001, 1.2073699E+001, 1.4019566E+001, 1.5070322E+001, 1.0249257E+001, 5.9052083E+000, 4.5817670E+000, 4.2587702E+000, 3.9793934E+000, 5.4694488E+000, 1.4554658E+001, 4.9508951E+001, 5.0578568E+001, 4.4652104E+001, 4.4144886E+001, 3.7524112E+001, 3.5131934E+001, 3.7459260E+001, 4.8680144E+001, 4.3698529E+001, 3.6518813E+001, 2.5966980E+001, 2.1645326E+001, 2.2102019E+001, 2.5457947E+001, 3.2093725E+001, 1.7936136E+001, 1.4485134E+001, 1.0463782E+001, 9.3774433E+000, 1.0238319E+001, 1.4613814E+001, 9.7586404E+000, 6.6350347E+000, 5.3344937E+000, 4.2547165E+000, 4.0464502E+000, 4.1127560E+000, 7.6354471E+000, 1.8164587E+000, 1.9934346E+000, 1.9825468E+000, 1.8960362E+000, 1.7875379E+000, 1.6810001E+000, 1.6765605E+000, 1.5927048E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0037305E-001, 3.0802540E-005, 7.4749296E-003, 1.7637050E-004, 1.6427222E-002, 1.0695960E+002, 5.6000000E-001, 5.1572882E-001, 1.5222983E-005
 6.4000246E+001, 9.4121753E+001, 8.7317946E+001, 7.5025812E+001, 5.4653513E+001, 5.6290716E+001, 4.4383903E+001, 2.3800367E+001, 3.1045402E+001, 3.5556359E+001, 3.3471207E+001, 5.4390017E+001, 4.0671552E+001, 3.1484348E+001, 1.3620485E+001, 1.6496509E+001, 1.9379579E+001, 2.1314785E+001, 3.5318461E+001, 1.9624117E+001, 1.4313730E+001, 8.3345004E+000, 9.4741177E+000, 9.7052349E+000, 1.0795929E+001, 9.9510517E+000, 8.4689791E+000, 5.9451679E+000, 4.1913624E+000, 3.8911159E+000, 3.5449835E+000, 4.9525231E+000, 5.8246987E+001, 5.9733760E+001, 4.6437843E+001, 3.3482775E+001, 3.7654491E+001, 3.4515495E+001, 3.3109167E+001, 5.3808465E+001, 3.9741009E+001, 4.3522472E+001, 3.2520378E+001, 2.0589499E+001, 1.6879117E+001, 1.8107906E+001, 3.5401128E+001, 1.8019975E+001, 2.1229934E+001, 2.5961310E+001, 1.2098363E+001, 8.3053159E+000, 9.5988503E+000, 1.0208271E+001, 7.0479535E+000, 6.8406431E+000, 8.9062354E+000, 5.6539398E+000, 3.6637820E+000, 3.8282520E+000, 1.9385992E+000, 2.1439158E+000, 2.0997656E+000, 1.9624533E+000, 1.8107067E+000, 1.6689304E+000, 1.8045338E+000, 1.6488947E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 1.9734806E-001, 4.1079040E-005, 9.8202508E-003, 2.3534599E-004, 1.8688802E-002, 1.3381219E+002, 5.6000000E-001, 4.8310800E-001, 1.8974297E-005
 6.4200803E+001, 7.9097068E+001, 7.3409524E+001, 8.3745183E+001, 5.2811212E+001, 4.8016236E+001, 3.9132899E+001, 4.1073433E+001, 3.4966146E+001, 3.9557082E+001, 3.1042918E+001, 5.3866932E+001, 3.4232297E+001, 2.2720305E+001, 2.8653061E+001, 2.0501099E+001, 2.6152260E+001, 2.1492056E+001, 3.6825133E+001, 1.5929322E+001, 1.2825841E+001, 1.6452827E+001, 1.1581750E+001, 1.6191186E+001, 1.4498522E+001, 9.6631465E+000, 5.7832137E+000, 4.8248200E+000, 5.3937521E+000, 5.4715150E+000, 8.0264633E+000, 7.1361568E+000, 4.9290385E+001, 4.6569337E+001, 4.0005353E+001, 3.6865943E+001, 3.1618043E+001, 3.1016610E+001, 2.3175291E+001, 4.9599636E+001, 3.2414987E+001, 2.2054284E+001, 2.4237694E+001, 2.6267091E+001, 3.0507068E+001, 2.4236899E+001, 3.2430741E+001, 1.4875574E+001, 9.9578407E+000, 1.5879198E+001, 2.4621110E+001, 3.0421269E+001, 2.5657404E+001, 9.3223810E+000, 5.4760435E+000, 4.4157620E+000, 6.7409870E+000, 1.8877781E+001, 2.6767516E+001, 2.4835717E+001, 1.8396106E+000, 2.0428715E+000, 2.1156253E+000, 2.1327917E+000, 2.0769522E+000, 1.8191292E+000, 1.7186549E+000, 1.7934619E+000, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0065827E-001, 2.9837978E-005, 7.2541239E-003, 1.7083991E-004, 1.6213165E-002, 1.0098294E+002, 5.6000000E-001, 5.2326921E-001, 1.4965109E-005
