flow-time,hrr-total,hrr-kW,time-exp,HHR-theoretical-kW
0,0,0,0,15
0.0025,7497.905573,7.497905573,60,15
0.005,11224.41805,11.22441805,,
0.0075,13230.80213,13.23080213,,
0.01,14616.17773,14.61617773,,
0.0125,12163.45228,12.16345228,,
0.015,5984.036334,5.984036334,,
0.0175,3914.148453,3.914148453,,
0.02,4083.922696,4.083922696,,
0.0225,4175.072532,4.175072532,,
0.025,3683.372011,3.683372011,,
0.0275,3281.541136,3.281541136,,
0.03,3393.301653,3.393301653,,
0.0325,3801.995624,3.801995624,,
0.035,4202.202829,4.202202829,,
0.0375,4230.430898,4.230430898,,
0.04,4195.922543,4.195922543,,
0.0425,4152.387979,4.152387979,,
0.045,4181.351661,4.181351661,,
0.0475,4293.958103,4.293958103,,
0.05,4281.573771,4.281573771,,
0.0525,4240.695197,4.240695197,,
0.055,4267.949207,4.267949207,,
0.0575,4303.172962,4.303172962,,
0.06,4339.799063,4.339799063,,
0.0625,4299.524992,4.299524992,,
0.065,4271.025476,4.271025476,,
0.0675,4319.226297,4.319226297,,
0.07,4381.216859,4.381216859,,
0.0725,4415.275574,4.415275574,,
0.075,4386.576504,4.386576504,,
0.0775,4384.159382,4.384159382,,
0.08,4421.685063,4.421685063,,
0.0825,4482.57139,4.48257139,,
0.085,4465.782645,4.465782645,,
0.0875,4472.578702,4.472578702,,
0.09,4491.139042,4.491139042,,
0.0925,4561.033207,4.561033207,,
0.095,4641.786562,4.641786562,,
0.0975,4625.447563,4.625447563,,
0.1,4662.059028,4.662059028,,
0.1025,4722.54157,4.72254157,,
0.105,4818.911403,4.818911403,,
0.1075,4849.95748,4.84995748,,
0.11,4857.145346,4.857145346,,
0.1125,4878.52741,4.87852741,,
0.115,4966.791338,4.966791338,,
0.1175,5054.697006,5.054697006,,
0.12,5035.390704,5.035390704,,
0.1225,5080.902169,5.080902169,,
0.125,5152.965334,5.152965334,,
0.1275,5260.402792,5.260402792,,
0.13,5258.629606,5.258629606,,
0.1325,5265.324409,5.265324409,,
