flow-time,hrr-total,hrr-kW,time-exp,HHR-theoretical-kW
0.2025,11843.97875,11.84397875,,
0.205,11217.46315,11.21746315,,
0.2075,12169.58891,12.16958891,,
0.21,12886.58178,12.88658178,,
0.2125,12773.8804,12.7738804,,
0.215,13005.50084,13.00550084,,
0.2175,13234.37539,13.23437539,,
0.22,12587.24821,12.58724821,,
0.2225,12453.37122,12.45337122,,
0.225,13757.64353,13.75764353,,
0.2275,14158.10597,14.15810597,,
0.23,13188.10869,13.18810869,,
0.2325,13849.7528,13.8497528,,
0.235,14241.21115,14.24121115,,
0.2375,13325.64635,13.32564635,,
0.24,14399.12814,14.39912814,,
0.2425,14578.56835,14.57856835,,
0.245,13921.36402,13.92136402,,
0.2475,13840.57524,13.84057524,,
0.25,15072.75063,15.07275063,,
0.2525,15430.99885,15.43099885,,
0.255,15735.18481,15.73518481,,
0.2575,14975.95007,14.97595007,,
0.26,14243.59211,14.24359211,,
0.2625,14225.86609,14.22586609,,
0.265,15317.07049,15.31707049,,
0.2675,16793.53401,16.79353401,,
0.27,17744.98872,17.74498872,,
0.2725,16216.52719,16.21652719,,
0.275,14837.58724,14.83758724,,
0.2775,15061.00654,15.06100654,,
0.28,15351.47121,15.35147121,,
0.2825,17461.99873,17.46199873,,
0.285,18140.52619,18.14052619,,
0.2875,17113.33654,17.11333654,,
0.29,16010.50701,16.01050701,,
0.2925,15843.95752,15.84395752,,
0.295,15408.02434,15.40802434,,
0.2975,17328.85167,17.32885167,,
0.3,19394.35014,19.39435014,,
0.3025,18678.40428,18.67840428,,
0.305,17898.03385,17.89803385,,
0.3075,16701.52661,16.70152661,,
0.31,16970.90782,16.97090782,,
0.3125,17505.52654,17.50552654,,
0.315,20373.28891,20.37328891,,
0.3175,21233.26111,21.23326111,,
0.32,18902.61036,18.90261036,,
0.3225,17698.23876,17.69823876,,
0.325,16378.57658,16.37857658,,
0.3275,18709.79514,18.70979514,,
0.33,21041.89131,21.04189131,,
0.3325,21107.06911,21.10706911,,
0.335,20026.17084,20.02617084,,
0.3375,18483.77533,18.48377533,,
0.34,16492.91542,16.49291542,,
0.3425,17544.74692,17.54474692,,
0.345,19931.61289,19.93161289,,
0.3475,20300.66797,20.30066797,,
0.35,18698.00995,18.69800995,,
0.3525,17064.96539,17.06496539,,
0.355,17271.90378,17.27190378,,
0.3575,17067.17624,17.06717624,,
0.36,15386.69272,15.38669272,,
0.3625,14115.753,14.115753,,
0.365,14321.05135,14.32105135,,
0.3675,14017.17478,14.01717478,,
0.37,13268.13702,13.26813702,,
0.3725,12184.99539,12.18499539,,
0.375,11423.31042,11.42331042,,
0.3775,11238.92021,11.23892021,,
0.38,12125.61839,12.12561839,,
0.3825,11858.67349,11.85867349,,
0.385,11469.01121,11.46901121,,
0.3875,10742.93462,10.74293462,,
0.39,11077.10528,11.07710528,,
0.3925,12538.63132,12.53863132,,
0.395,12030.56694,12.03056694,,
0.3975,10578.59501,10.57859501,,
0.4,10857.45676,10.85745676,,
0.4025,12381.30288,12.38130288,,
0.405,11812.12777,11.81212777,,
0.4075,10736.74362,10.73674362,,
0.41,10468.15371,10.46815371,,
0.4125,11356.86347,11.35686347,,
0.415,11623.30672,11.62330672,,
0.4175,10649.18879,10.64918879,,
0.42,10416.50384,10.41650384,,
0.4225,10858.97121,10.85897121,,
0.425,11380.84137,11.38084137,,
0.4275,10577.52347,10.57752347,,
0.43,10050.50459,10.05050459,,
0.4325,11064.3469,11.0643469,,
0.435,11090.16651,11.09016651,,
0.4375,10331.30656,10.33130656,,
0.44,10644.58576,10.64458576,,
0.4425,11400.81792,11.40081792,,
0.445,10652.21249,10.65221249,,
0.4475,10280.95511,10.28095511,,
0.45,11016.43171,11.01643171,,
0.4525,11117.08689,11.11708689,,
0.455,10223.87348,10.22387348,,
0.4575,10630.62843,10.63062843,,
0.46,11052.43331,11.05243331,,
0.4625,10407.13861,10.40713861,,
0.465,10451.98218,10.45198218,,
0.4675,10867.04263,10.86704263,,
0.47,10806.13601,10.80613601,,
0.4725,10603.88687,10.60388687,,
0.475,10802.65074,10.80265074,,
0.4775,10643.68471,10.64368471,,
0.48,10643.6897,10.6436897,,
0.4825,10551.76227,10.55176227,,
0.485,10591.28297,10.59128297,,
0.4875,10730.67307,10.73067307,,
0.49,10706.07968,10.70607968,,
0.4925,10665.76855,10.66576855,,
0.495,10672.98967,10.67298967,,
0.4975,10629.05577,10.62905577,,
0.5,10534.44177,10.53444177,,
0.5025,10540.08372,10.54008372,,
0.505,10614.43698,10.61443698,,
0.5075,10648.28563,10.64828563,,
0.51,10667.01814,10.66701814,,
0.5125,10663.35586,10.66335586,,
0.515,10597.41366,10.59741366,,
0.5175,10579.06717,10.57906717,,
0.52,10618.78618,10.61878618,,
0.5225,10665.68168,10.66568168,,
0.525,10686.00234,10.68600234,,
0.5275,10712.62604,10.71262604,,
0.53,10676.01409,10.67601409,,
0.5325,10680.72365,10.68072365,,
0.535,10734.59105,10.73459105,,
0.5375,10787.13189,10.78713189,,
0.54,10821.96489,10.82196489,,
0.5425,10817.12531,10.81712531,,
0.545,10813.73112,10.81373112,,
0.5475,10859.42839,10.85942839,,
0.55,10929.67413,10.92967413,,
0.5525,11016.87407,11.01687407,,
0.555,11018.36062,11.01836062,,
0.5575,11005.75812,11.00575812,,
0.56,11095.48342,11.09548342,,
0.5625,11204.58273,11.20458273,,
0.565,11261.06208,11.26106208,,
0.5675,11250.61202,11.25061202,,
0.57,11332.67154,11.33267154,,
0.5725,11429.59207,11.42959207,,
0.575,11529.89666,11.52989666,,
0.5775,11590.73914,11.59073914,,
0.58,11621.38751,11.62138751,,
0.5825,11703.52723,11.70352723,,
0.585,11844.97302,11.84497302,,
0.5875,11918.25411,11.91825411,,
0.59,11924.27043,11.92427043,,
0.5925,12028.9262,12.0289262,,
0.595,12172.23181,12.17223181,,
0.5975,12212.97867,12.21297867,,
0.6,12250.8135,12.2508135,,
0.6025,12356.25977,12.35625977,,
0.605,12433.44838,12.43344838,,
0.6075,12516.43937,12.51643937,,
0.61,12555.29228,12.55529228,,
0.6125,12379.08298,12.37908298,,
0.615,12279.50673,12.27950673,,
0.6175,12177.1703,12.1771703,,
0.62,11909.51904,11.90951904,,
0.6225,11650.62434,11.65062434,,
0.625,11415.26848,11.41526848,,
0.6275,11181.42088,11.18142088,,
0.63,11104.17452,11.10417452,,
0.6325,11095.31851,11.09531851,,
0.635,11080.04737,11.08004737,,
0.6375,11023.55566,11.02355566,,
0.64,11001.81895,11.00181895,,
0.6425,11025.91919,11.02591919,,
0.645,11068.01755,11.06801755,,
0.6475,11136.38564,11.13638564,,
0.65,11208.32368,11.20832368,,
0.6525,11286.56076,11.28656076,,
0.655,11376.09504,11.37609504,,
0.6575,11468.97242,11.46897242,,
0.66,11564.14602,11.56414602,,
0.6625,11661.35496,11.66135496,,
0.665,11758.62537,11.75862537,,
0.6675,11791.96342,11.79196342,,
0.67,11825.10836,11.82510836,,
0.6725,11886.21107,11.88621107,,
0.675,11974.58025,11.97458025,,
0.6775,12123.779,12.123779,,
0.68,12290.68383,12.29068383,,
0.6825,12547.9107,12.5479107,,
0.685,12944.76604,12.94476604,,
0.6875,13497.39215,13.49739215,,
0.69,14231.51533,14.23151533,,
0.6925,14968.45162,14.96845162,,
0.695,15514.93352,15.51493352,,
0.6975,15791.52085,15.79152085,,
0.7,16063.08033,16.06308033,,
0.7025,16274.80124,16.27480124,,
0.705,16538.72741,16.53872741,,
0.7075,16697.47539,16.69747539,,
0.71,16875.36515,16.87536515,,
0.7125,17063.15292,17.06315292,,
0.715,17092.84241,17.09284241,,
0.7175,17211.61958,17.21161958,,
0.72,17317.78017,17.31778017,,
0.7225,18594.11527,18.59411527,,
0.725,19084.32111,19.08432111,,
0.7275,18801.30086,18.80130086,,
0.73,18595.58171,18.59558171,,
0.7325,18256.3951,18.2563951,,
0.735,17856.54452,17.85654452,,
0.7375,17546.55928,17.54655928,,
0.74,17375.54426,17.37554426,,
0.7425,17281.48601,17.28148601,,
0.745,17294.29938,17.29429938,,
0.7475,17179.17599,17.17917599,,
0.75,16984.29258,16.98429258,,
0.7525,16679.20356,16.67920356,,
0.755,16463.78266,16.46378266,,
0.7575,16138.94687,16.13894687,,
0.76,15872.76032,15.87276032,,
0.7625,15552.10312,15.55210312,,
0.765,15296.27959,15.29627959,,
0.7675,15024.76002,15.02476002,,
0.77,14816.45615,14.81645615,,
0.7725,14684.59174,14.68459174,,
0.775,14537.70301,14.53770301,,
0.7775,14444.70238,14.44470238,,
0.78,14329.79319,14.32979319,,
0.7825,14238.21781,14.23821781,,
0.785,14143.29506,14.14329506,,
0.7875,14011.18004,14.01118004,,
0.79,13829.37423,13.82937423,,
0.7925,13705.59274,13.70559274,,
0.795,13622.1513,13.6221513,,
0.7975,13563.02483,13.56302483,,
0.8,13525.52539,13.52552539,,
0.8025,13508.36637,13.50836637,,
0.805,13466.36008,13.46636008,,
0.8075,13377.65722,13.37765722,,
0.81,13251.80146,13.25180146,,
0.8125,12980.49789,12.98049789,,
0.815,12764.13678,12.76413678,,
0.8175,12647.03366,12.64703366,,
0.82,12599.58926,12.59958926,,
0.8225,12554.24529,12.55424529,,
0.825,12531.18908,12.53118908,,
0.8275,12524.33731,12.52433731,,
0.83,12441.49255,12.44149255,,
0.8325,12436.2277,12.4362277,,
0.835,12457.49572,12.45749572,,
0.8375,12506.79227,12.50679227,,
0.84,12554.00919,12.55400919,,
0.8425,12599.83029,12.59983029,,
0.845,12663.29702,12.66329702,,
0.8475,12743.7711,12.7437711,,
0.85,12849.23781,12.84923781,,
0.8525,13013.21968,13.01321968,,
0.855,13255.5924,13.2555924,,
0.8575,13600.61927,13.60061927,,
0.86,13961.74302,13.96174302,,
0.8625,14292.46085,14.29246085,,
0.865,14500.01444,14.50001444,,
0.8675,14839.76053,14.83976053,,
0.87,14995.23092,14.99523092,,
0.8725,15247.00263,15.24700263,,
0.875,15358.7601,15.3587601,,
0.8775,15690.7443,15.6907443,,
0.88,15862.40189,15.86240189,,
0.8825,16163.25722,16.16325722,,
0.885,16275.46857,16.27546857,,
0.8875,16432.9305,16.4329305,,
0.89,16572.59648,16.57259648,,
0.8925,16770.48809,16.77048809,,
0.895,17016.26469,17.01626469,,
0.8975,17122.82909,17.12282909,,
0.9,17231.69178,17.23169178,,
0.9025,17309.70316,17.30970316,,
0.905,17224.24022,17.22424022,,
0.9075,17244.46392,17.24446392,,
0.91,17062.74842,17.06274842,,
0.9125,17053.38415,17.05338415,,
0.915,16873.43439,16.87343439,,
0.9175,16796.67151,16.79667151,,
0.92,16728.03755,16.72803755,,
0.9225,16583.85489,16.58385489,,
0.925,16416.53909,16.41653909,,
0.9275,16328.20617,16.32820617,,
0.93,16275.03946,16.27503946,,
0.9325,16319.26505,16.31926505,,
0.935,16235.66015,16.23566015,,
0.9375,16189.87833,16.18987833,,
0.94,16311.49123,16.31149123,,
0.9425,16657.36905,16.65736905,,
0.945,17057.04477,17.05704477,,
0.9475,17066.28402,17.06628402,,
0.95,16879.11671,16.87911671,,
0.9525,16526.25865,16.52625865,,
0.955,16223.18291,16.22318291,,
0.9575,15909.92187,15.90992187,,
0.96,15642.16976,15.64216976,,
0.9625,15385.79192,15.38579192,,
0.965,15089.07125,15.08907125,,
0.9675,14822.93114,14.82293114,,
0.97,14585.08298,14.58508298,,
0.9725,14309.22446,14.30922446,,
0.975,14122.3419,14.1223419,,
0.9775,13959.01717,13.95901717,,
0.98,13813.27126,13.81327126,,
0.9825,13663.11426,13.66311426,,
0.985,13472.01,13.47201,,
0.9875,13265.2826,13.2652826,,
0.99,13097.50633,13.09750633,,
0.9925,12955.05546,12.95505546,,
0.995,12831.61187,12.83161187,,
0.9975,12742.7191,12.7427191,,
1,12651.00102,12.65100102,,
1.0025,12537.51778,12.53751778,,
1.005,12492.70056,12.49270056,,
1.0075,12460.05223,12.46005223,,
1.01,12462.95716,12.46295716,,
1.0125,12491.7281,12.4917281,,
1.015,12455.34991,12.45534991,,
1.0175,12459.87693,12.45987693,,
1.02,12461.36658,12.46136658,,
1.0225,12473.23574,12.47323574,,
1.025,12507.54922,12.50754922,,
1.0275,12546.52464,12.54652464,,
1.03,12595.94439,12.59594439,,
1.0325,12660.99413,12.66099413,,
1.035,12721.71388,12.72171388,,
1.0375,12772.08058,12.77208058,,
1.04,12836.53911,12.83653911,,
1.0425,12929.53354,12.92953354,,
1.045,13030.64024,13.03064024,,
1.0475,13194.43377,13.19443377,,
1.05,13324.19004,13.32419004,,
1.0525,13495.15065,13.49515065,,
1.055,13625.76237,13.62576237,,
1.0575,13824.12137,13.82412137,,
1.06,13964.68947,13.96468947,,
1.0625,14128.92542,14.12892542,,
1.065,14264.91982,14.26491982,,
1.0675,14464.75689,14.46475689,,
1.07,14696.9267,14.6969267,,
1.0725,14896.41964,14.89641964,,
1.075,15088.59283,15.08859283,,
1.0775,15347.28608,15.34728608,,
1.08,15716.75872,15.71675872,,
1.0825,16094.67532,16.09467532,,
1.085,16367.82862,16.36782862,,
1.0875,16507.61001,16.50761001,,
1.09,16856.83308,16.85683308,,
1.0925,16898.85444,16.89885444,,
1.095,17189.97633,17.18997633,,
1.0975,17337.0701,17.3370701,,
1.1,17394.50219,17.39450219,,
1.1025,17582.45829,17.58245829,,
1.105,17562.32932,17.56232932,,
1.1075,17573.26701,17.57326701,,
1.11,17466.69294,17.46669294,,
1.1125,17466.63848,17.46663848,,
1.115,17467.51931,17.46751931,,
1.1175,17470.3601,17.4703601,,
1.12,17352.39554,17.35239554,,
1.1225,17375.8312,17.3758312,,
1.125,17416.73468,17.41673468,,
1.1275,17175.65324,17.17565324,,
1.13,17077.18867,17.07718867,,
1.1325,16890.46557,16.89046557,,
1.135,16584.53281,16.58453281,,
1.1375,16433.37093,16.43337093,,
1.14,16253.43422,16.25343422,,
1.1425,15905.12519,15.90512519,,
1.145,15530.22364,15.53022364,,
1.1475,15275.63848,15.27563848,,
1.15,14978.58503,14.97858503,,
1.1525,14659.17256,14.65917256,,
1.155,14453.26733,14.45326733,,
1.1575,14274.99631,14.27499631,,
1.16,14207.09022,14.20709022,,
1.1625,14094.75326,14.09475326,,
1.165,14071.03927,14.07103927,,
1.1675,14055.35345,14.05535345,,
1.17,13997.2147,13.9972147,,
1.1725,14047.98898,14.04798898,,
1.175,13913.24774,13.91324774,,
1.1775,13947.36,13.94736,,
1.18,13776.60648,13.77660648,,
1.1825,13750.77123,13.75077123,,
1.185,13632.46696,13.63246696,,
1.1875,13464.66431,13.46466431,,
1.19,13333.92641,13.33392641,,
1.1925,13275.4966,13.2754966,,
1.195,13196.18286,13.19618286,,
1.1975,13138.32075,13.13832075,,
1.2,12980.09018,12.98009018,,
1.2025,12934.35695,12.93435695,,
1.205,12908.81504,12.90881504,,
1.2075,12935.85953,12.93585953,,
1.21,13057.18251,13.05718251,,
1.2125,13344.98781,13.34498781,,
1.215,13555.84181,13.55584181,,
1.2175,13675.86353,13.67586353,,
1.22,14056.38033,14.05638033,,
1.2225,14516.28229,14.51628229,,
1.225,14725.77934,14.72577934,,
1.2275,14829.46339,14.82946339,,
1.23,14849.38713,14.84938713,,
1.2325,14816.9225,14.8169225,,
1.235,14842.92357,14.84292357,,
1.2375,14902.56503,14.90256503,,
1.24,14811.51057,14.81151057,,
1.2425,14711.5554,14.7115554,,
1.245,14614.11783,14.61411783,,
1.2475,14566.43701,14.56643701,,
1.25,14443.45486,14.44345486,,
1.2525,14317.12207,14.31712207,,
1.255,14221.57431,14.22157431,,
1.2575,14119.18867,14.11918867,,
1.26,13985.72523,13.98572523,,
1.2625,13848.99098,13.84899098,,
1.265,13717.7657,13.7177657,,
1.2675,13619.28122,13.61928122,,
1.27,13502.91378,13.50291378,,
1.2725,13462.87856,13.46287856,,
1.275,13455.78111,13.45578111,,
1.2775,13408.94228,13.40894228,,
1.28,13378.13426,13.37813426,,
1.2825,13378.54823,13.37854823,,
1.285,13487.71043,13.48771043,,
1.2875,13723.87416,13.72387416,,
1.29,13933.35963,13.93335963,,
1.2925,14157.43249,14.15743249,,
1.295,14375.96693,14.37596693,,
1.2975,14588.43589,14.58843589,,
1.3,14840.48356,14.84048356,,
1.3025,15079.22587,15.07922587,,
1.305,15350.55576,15.35055576,,
1.3075,15640.33209,15.64033209,,
1.31,15979.82798,15.97982798,,
1.3125,16211.78356,16.21178356,,
1.315,16358.03336,16.35803336,,
1.3175,16510.75487,16.51075487,,
1.32,16602.51471,16.60251471,,
1.3225,16704.96646,16.70496646,,
1.325,16867.99188,16.86799188,,
1.3275,16823.61002,16.82361002,,
1.33,16609.83667,16.60983667,,
1.3325,16331.69034,16.33169034,,
1.335,16081.48384,16.08148384,,
1.3375,15830.04893,15.83004893,,
1.34,15534.02661,15.53402661,,
1.3425,15279.09231,15.27909231,,
1.345,15128.72494,15.12872494,,
1.3475,14950.97346,14.95097346,,
1.35,14761.11865,14.76111865,,
1.3525,14549.78764,14.54978764,,
1.355,14401.2329,14.4012329,,
1.3575,14246.70587,14.24670587,,
1.36,14090.3317,14.0903317,,
1.3625,13945.4749,13.9454749,,
1.365,13844.69452,13.84469452,,
1.3675,13772.30802,13.77230802,,
1.37,13663.98683,13.66398683,,
1.3725,13547.68809,13.54768809,,
1.375,13434.11504,13.43411504,,
1.3775,13327.44567,13.32744567,,
1.38,13294.79231,13.29479231,,
1.3825,13316.85462,13.31685462,,
1.385,13357.60388,13.35760388,,
1.3875,13436.57607,13.43657607,,
1.39,13531.33596,13.53133596,,
1.3925,13645.56808,13.64556808,,
1.395,13647.75946,13.64775946,,
1.3975,13685.70597,13.68570597,,
1.4,13824.8383,13.8248383,,
1.4025,13958.7127,13.9587127,,
1.405,14040.0491,14.0400491,,
1.4075,14147.27331,14.14727331,,
1.41,14514.91115,14.51491115,,
1.4125,14704.12375,14.70412375,,
1.415,14715.39256,14.71539256,,
1.4175,14723.68339,14.72368339,,
1.42,14691.89469,14.69189469,,
1.4225,14669.9594,14.6699594,,
1.425,14688.08779,14.68808779,,
1.4275,14624.26802,14.62426802,,
1.43,14654.22402,14.65422402,,
1.4325,14525.17781,14.52517781,,
1.435,14446.69228,14.44669228,,
1.4375,14324.0095,14.3240095,,
1.44,14257.14838,14.25714838,,
1.4425,14199.5863,14.1995863,,
1.445,14066.24939,14.06624939,,
1.4475,13991.2819,13.9912819,,
1.45,13941.68139,13.94168139,,
1.4525,13857.70931,13.85770931,,
1.455,13747.76372,13.74776372,,
1.4575,13674.14665,13.67414665,,
1.46,13673.57217,13.67357217,,
1.4625,13664.84913,13.66484913,,
1.465,13673.44007,13.67344007,,
1.4675,13711.996,13.711996,,
1.47,13761.36386,13.76136386,,
1.4725,13825.73131,13.82573131,,
1.475,13915.21693,13.91521693,,
1.4775,14006.00579,14.00600579,,
1.48,14180.85717,14.18085717,,
1.4825,14428.75754,14.42875754,,
1.485,14869.64572,14.86964572,,
1.4875,15308.35908,15.30835908,,
1.49,15789.75871,15.78975871,,
1.4925,15804.45064,15.80445064,,
1.495,15742.16461,15.74216461,,
1.4975,15698.42232,15.69842232,,
1.5,15799.11741,15.79911741,,
1.5025,15818.46805,15.81846805,,
1.505,15777.45912,15.77745912,,
1.5075,15803.91152,15.80391152,,
1.51,15772.95735,15.77295735,,
1.5125,15736.66011,15.73666011,,
1.515,15725.86912,15.72586912,,
1.5175,15645.68503,15.64568503,,
1.52,15597.7289,15.5977289,,
1.5225,15460.34207,15.46034207,,
1.525,15239.60516,15.23960516,,
1.5275,15037.14825,15.03714825,,
1.53,14863.67657,14.86367657,,
1.5325,14691.52038,14.69152038,,
1.535,14510.61096,14.51061096,,
1.5375,14332.52681,14.33252681,,
1.54,14178.12893,14.17812893,,
1.5425,14042.83118,14.04283118,,
1.545,13907.9394,13.9079394,,
1.5475,13787.70615,13.78770615,,
1.55,13704.66157,13.70466157,,
1.5525,13653.95885,13.65395885,,
1.555,13599.836,13.599836,,
1.5575,13559.81335,13.55981335,,
1.56,13578.15847,13.57815847,,
1.5625,13624.19496,13.62419496,,
1.565,13790.09135,13.79009135,,
1.5675,13942.0638,13.9420638,,
1.57,14030.53597,14.03053597,,
1.5725,13981.64186,13.98164186,,
1.575,14007.61914,14.00761914,,
1.5775,14199.26603,14.19926603,,
1.58,14357.74747,14.35774747,,
1.5825,14440.92822,14.44092822,,
1.585,14461.80903,14.46180903,,
1.5875,14529.60883,14.52960883,,
1.59,14629.26063,14.62926063,,
1.5925,14707.46284,14.70746284,,
1.595,14752.51249,14.75251249,,
1.5975,14774.56435,14.77456435,,
1.6,14783.35611,14.78335611,,
1.6025,14782.84499,14.78284499,,
1.605,14761.90334,14.76190334,,
1.6075,14710.29109,14.71029109,,
1.61,14734.7841,14.7347841,,
1.6125,14751.62397,14.75162397,,
1.615,14728.04339,14.72804339,,
1.6175,14685.90919,14.68590919,,
1.62,14613.27555,14.61327555,,
1.6225,14660.30563,14.66030563,,
1.625,14703.41097,14.70341097,,
1.6275,14652.78926,14.65278926,,
1.63,14548.92874,14.54892874,,
1.6325,14443.35964,14.44335964,,
1.635,14343.31341,14.34331341,,
1.6375,14162.41357,14.16241357,,
1.64,14004.45659,14.00445659,,
1.6425,13820.60822,13.82060822,,
1.645,13718.27501,13.71827501,,
1.6475,13592.08791,13.59208791,,
1.65,13432.99214,13.43299214,,
1.6525,13336.49918,13.33649918,,
1.655,13330.99436,13.33099436,,
1.6575,13504.57214,13.50457214,,
1.66,13706.0373,13.7060373,,
1.6625,13731.85187,13.73185187,,
1.665,13720.71918,13.72071918,,
1.6675,13715.42717,13.71542717,,
1.67,13807.36824,13.80736824,,
1.6725,13820.72038,13.82072038,,
1.675,13855.55516,13.85555516,,
1.6775,13909.78469,13.90978469,,
1.68,13961.61387,13.96161387,,
1.6825,14083.85774,14.08385774,,
1.685,14208.93586,14.20893586,,
1.6875,14312.77792,14.31277792,,
1.69,14363.48488,14.36348488,,
1.6925,14393.13063,14.39313063,,
1.695,14559.28204,14.55928204,,
1.6975,14771.57634,14.77157634,,
1.7,14976.91118,14.97691118,,
1.7025,15172.30693,15.17230693,,
1.705,15291.64806,15.29164806,,
1.7075,15279.25317,15.27925317,,
1.71,15247.9404,15.2479404,,
1.7125,15238.15887,15.23815887,,
1.715,15244.51031,15.24451031,,
1.7175,15241.18268,15.24118268,,
1.72,15178.68987,15.17868987,,
1.7225,15105.64774,15.10564774,,
1.725,15026.57937,15.02657937,,
1.7275,15011.56605,15.01156605,,
1.73,14953.2162,14.9532162,,
1.7325,14869.2329,14.8692329,,
1.735,14789.96732,14.78996732,,
1.7375,14690.75807,14.69075807,,
1.74,14545.60289,14.54560289,,
1.7425,14368.52909,14.36852909,,
1.745,14225.398,14.225398,,
1.7475,14122.84602,14.12284602,,
1.75,14047.87385,14.04787385,,
1.7525,14012.48432,14.01248432,,
1.755,13974.02087,13.97402087,,
1.7575,13954.48583,13.95448583,,
1.76,13941.37198,13.94137198,,
1.7625,13913.69556,13.91369556,,
1.765,13856.42982,13.85642982,,
1.7675,13823.13521,13.82313521,,
1.77,13835.38627,13.83538627,,
1.7725,13861.16005,13.86116005,,
1.775,13897.10529,13.89710529,,
1.7775,13946.00227,13.94600227,,
1.78,14001.12897,14.00112897,,
1.7825,14047.45529,14.04745529,,
1.785,14084.14968,14.08414968,,
1.7875,14194.48957,14.19448957,,
1.79,14243.83856,14.24383856,,
1.7925,14305.30808,14.30530808,,
1.795,14359.15878,14.35915878,,
1.7975,14432.81065,14.43281065,,
1.8,14522.51959,14.52251959,,
1.8025,14596.67313,14.59667313,,
1.805,14685.76955,14.68576955,,
1.8075,14744.53574,14.74453574,,
1.81,14795.22059,14.79522059,,
1.8125,14807.09781,14.80709781,,
1.815,14851.33838,14.85133838,,
1.8175,14869.8907,14.8698907,,
1.82,14800.4633,14.8004633,,
1.8225,14784.55339,14.78455339,,
1.825,14708.80413,14.70880413,,
1.8275,14607.56281,14.60756281,,
1.83,14561.24694,14.56124694,,
1.8325,14520.61232,14.52061232,,
1.835,14463.80434,14.46380434,,
1.8375,14428.45989,14.42845989,,
1.84,14341.03883,14.34103883,,
1.8425,14260.22731,14.26022731,,
1.845,14133.87062,14.13387062,,
1.8475,13966.21317,13.96621317,,
1.85,13807.02643,13.80702643,,
1.8525,13729.54512,13.72954512,,
1.855,13688.5275,13.6885275,,
1.8575,13598.84565,13.59884565,,
1.86,13511.65086,13.51165086,,
1.8625,13478.63989,13.47863989,,
1.865,13466.49574,13.46649574,,
1.8675,13516.60518,13.51660518,,
1.87,13559.11151,13.55911151,,
1.8725,13577.26979,13.57726979,,
1.875,13629.22033,13.62922033,,
1.8775,13662.9674,13.6629674,,
1.88,13682.2038,13.6822038,,
1.8825,13704.67313,13.70467313,,
