flow-time,hrr-total,hrr-kW,time-exp,HHR-theoretical-kW
0,0,0,0,15
0.0025,5897.688349,5.897688349,60,15
0.005,4151.517067,4.151517067,,
0.0075,2824.596539,2.824596539,,
0.01,1616.641013,1.616641013,,
0.0125,986.032748,0.986032748,,
0.015,621.6975796,0.62169758,,
0.0175,552.5498145,0.552549814,,
0.02,528.5702673,0.528570267,,
0.0225,549.3818575,0.549381857,,
0.025,526.4997236,0.526499724,,
0.0275,511.0819323,0.511081932,,
0.03,493.9391312,0.493939131,,
0.0325,517.3315646,0.517331565,,
0.035,573.8737044,0.573873704,,
0.0375,641.3198121,0.641319812,,
0.04,704.258085,0.704258085,,
0.0425,773.6433032,0.773643303,,
0.045,694.1128343,0.694112834,,
0.0475,570.2402365,0.570240236,,
0.05,508.0298904,0.50802989,,
0.0525,491.3975887,0.491397589,,
0.055,506.8217993,0.506821799,,
0.0575,534.1918095,0.534191809,,
0.06,570.9981218,0.570998122,,
0.0625,616.2069688,0.616206969,,
0.065,668.939787,0.668939787,,
0.0675,725.937925,0.725937925,,
0.07,742.6262758,0.742626276,,
0.0725,660.5904776,0.660590478,,
0.075,603.9161701,0.60391617,,
0.0775,582.168041,0.582168041,,
0.08,592.1054857,0.592105486,,
0.0825,619.1628395,0.61916284,,
0.085,649.1642855,0.649164286,,
0.0875,695.3406094,0.695340609,,
0.09,732.5623134,0.732562313,,
0.0925,755.4499561,0.755449956,,
0.095,722.9190991,0.722919099,,
0.0975,665.1568017,0.665156802,,
0.1,648.1509823,0.648150982,,
0.1025,660.9166938,0.660916694,,
0.105,695.134281,0.695134281,,
0.1075,724.8233762,0.724823376,,
0.11,746.9562974,0.746956297,,
0.1125,752.7400359,0.752740036,,
0.115,725.0607446,0.725060745,,
0.1175,712.0485227,0.712048523,,
0.12,736.7514544,0.736751454,,
0.1225,777.040442,0.777040442,,
0.125,797.7985948,0.797798595,,
0.1275,801.7663124,0.801766312,,
0.13,792.856293,0.792856293,,
0.1325,792.5348673,0.792534867,,
0.135,793.6417353,0.793641735,,
0.1375,800.2210814,0.800221081,,
0.14,818.238629,0.818238629,,
0.1425,797.9190223,0.797919022,,
0.145,792.6213714,0.792621371,,
0.1475,763.0369192,0.763036919,,
0.15,763.1121743,0.763112174,,
0.1525,799.4320291,0.799432029,,
0.155,820.2870217,0.820287022,,
0.1575,836.0199444,0.836019944,,
0.16,842.6551631,0.842655163,,
0.1625,880.7277994,0.880727799,,
0.165,896.1356869,0.896135687,,
0.1675,879.5404776,0.879540478,,
0.17,874.8650803,0.87486508,,
0.1725,903.9088924,0.903908892,,
0.175,935.3060615,0.935306061,,
0.1775,969.6664503,0.96966645,,
0.18,979.2632021,0.979263202,,
0.1825,985.7312817,0.985731282,,
0.185,992.0140135,0.992014014,,
0.1875,1015.861017,1.015861017,,
0.19,1039.049603,1.039049603,,
0.1925,1036.841421,1.036841421,,
0.195,1037.992598,1.037992598,,
0.1975,1044.703028,1.044703028,,
0.2,1120.385902,1.120385902,,
0.2025,1138.208402,1.138208402,,
0.205,1145.324916,1.145324916,,
0.2075,1163.394534,1.163394534,,
0.21,1179.102681,1.179102681,,
0.2125,1219.761387,1.219761387,,
0.215,1208.620155,1.208620155,,
0.2175,1185.330614,1.185330614,,
0.22,1199.35316,1.19935316,,
0.2225,1289.900192,1.289900192,,
0.225,1307.037836,1.307037836,,
0.2275,1283.680841,1.283680841,,
0.23,1271.62262,1.27162262,,
0.2325,1334.773521,1.334773521,,
0.235,1361.603622,1.361603622,,
0.2375,1352.918894,1.352918894,,
0.24,1344.405288,1.344405288,,
0.2425,1389.421453,1.389421453,,
0.245,1411.350237,1.411350237,,
0.2475,1380.912479,1.380912479,,
0.25,1381.254501,1.381254501,,
0.2525,1405.597905,1.405597905,,
0.255,1431.869022,1.431869022,,
0.2575,1448.06596,1.44806596,,
0.26,1483.186445,1.483186445,,
0.2625,1495.714284,1.495714284,,
0.265,1497.200627,1.497200627,,
0.2675,1510.772602,1.510772602,,
0.27,1531.047727,1.531047727,,
0.2725,1542.59058,1.54259058,,
0.275,1521.775538,1.521775538,,
0.2775,1526.69702,1.52669702,,
0.28,1539.105576,1.539105576,,
0.2825,1545.125353,1.545125353,,
0.285,1538.707816,1.538707816,,
0.2875,1580.372963,1.580372963,,
0.29,1565.468511,1.565468511,,
0.2925,1599.117121,1.599117121,,
0.295,1602.018053,1.602018053,,
0.2975,1618.993402,1.618993402,,
0.3,1592.005268,1.592005268,,
0.3025,1599.904482,1.599904482,,
0.305,1619.094748,1.619094748,,
0.3075,1592.617117,1.592617117,,
0.31,1635.739383,1.635739383,,
0.3125,1637.845092,1.637845092,,
0.315,1647.291161,1.647291161,,
0.3175,1653.734782,1.653734782,,
0.32,1653.460694,1.653460694,,
0.3225,1678.008234,1.678008234,,
0.325,1655.755492,1.655755492,,
0.3275,1674.888148,1.674888148,,
0.33,1693.956883,1.693956883,,
0.3325,1693.994679,1.693994679,,
0.335,1718.667032,1.718667032,,
0.3375,1722.47546,1.72247546,,
0.34,1737.2817,1.7372817,,
0.3425,1756.385699,1.756385699,,
0.345,1768.283011,1.768283011,,
0.3475,1780.788382,1.780788382,,
0.35,1802.893481,1.802893481,,
0.3525,1812.466899,1.812466899,,
0.355,1842.321178,1.842321178,,
0.3575,1881.328141,1.881328141,,
0.36,1889.700768,1.889700768,,
0.3625,1944.256759,1.944256759,,
0.365,1982.58913,1.98258913,,
0.3675,1984.670742,1.984670742,,
0.37,2045.560298,2.045560298,,
0.3725,2060.746597,2.060746597,,
0.375,2074.424061,2.074424061,,
0.3775,2109.135552,2.109135552,,
0.38,2093.363422,2.093363422,,
0.3825,2116.864727,2.116864727,,
0.385,2154.885534,2.154885534,,
0.3875,2158.816364,2.158816364,,
0.39,2214.007755,2.214007755,,
0.3925,2217.861763,2.217861763,,
0.395,2237.797703,2.237797703,,
0.3975,2246.473017,2.246473017,,
0.4,2269.063066,2.269063066,,
0.4025,2270.681486,2.270681486,,
0.405,2278.505685,2.278505685,,
0.4075,2288.930314,2.288930314,,
0.41,2300.087893,2.300087893,,
0.4125,2312.695532,2.312695532,,
0.415,2329.129271,2.329129271,,
0.4175,2344.874534,2.344874534,,
0.42,2348.325895,2.348325895,,
0.4225,2364.301204,2.364301204,,
0.425,2377.123922,2.377123922,,
0.4275,2404.918256,2.404918256,,
0.43,2427.126736,2.427126736,,
0.4325,2456.755998,2.456755998,,
0.435,2454.505089,2.454505089,,
0.4375,2473.327481,2.473327481,,
0.44,2498.852305,2.498852305,,
0.4425,2527.259646,2.527259646,,
0.445,2550.145946,2.550145946,,
0.4475,2553.446144,2.553446144,,
0.45,2591.094527,2.591094527,,
0.4525,2611.227161,2.611227161,,
0.455,2645.419834,2.645419834,,
0.4575,2668.970061,2.668970061,,
0.46,2680.116488,2.680116488,,
0.4625,2702.095123,2.702095123,,
0.465,2728.679665,2.728679665,,
0.4675,2754.55376,2.75455376,,
0.47,2769.081097,2.769081097,,
0.4725,2789.470114,2.789470114,,
0.475,2828.732821,2.828732821,,
0.4775,2859.834243,2.859834243,,
0.48,2910.511998,2.910511998,,
0.4825,2940.120562,2.940120562,,
0.485,2973.898247,2.973898247,,
