flow-time,hrr-total,hrr-kW,time-exp,HHR-theoretical-kW
0.4825,5841.434483,5.841434483,,
0.485,5603.051065,5.603051065,,
0.4875,5380.799146,5.380799146,,
0.49,5183.860268,5.183860268,,
0.4925,5094.657708,5.094657708,,
0.495,5105.779843,5.105779843,,
0.4975,5176.132533,5.176132533,,
0.5,5284.994262,5.284994262,,
0.5025,5411.576145,5.411576145,,
0.505,5548.806868,5.548806868,,
0.5075,5718.472583,5.718472583,,
0.51,5943.346748,5.943346748,,
0.5125,6158.441278,6.158441278,,
0.515,6454.943793,6.454943793,,
0.5175,6765.155221,6.765155221,,
0.52,7150.698466,7.150698466,,
0.5225,7540.182335,7.540182335,,
0.525,7851.892851,7.851892851,,
0.5275,8108.598701,8.108598701,,
0.53,8307.882744,8.307882744,,
0.5325,8384.484089,8.384484089,,
0.535,8440.800487,8.440800487,,
0.5375,8386.880342,8.386880342,,
0.54,8295.025212,8.295025212,,
0.5425,8093.0325,8.0930325,,
0.545,7869.783302,7.869783302,,
0.5475,7563.845023,7.563845023,,
0.55,7315.770539,7.315770539,,
0.5525,7070.350571,7.070350571,,
0.555,6894.70005,6.89470005,,
0.5575,6823.264793,6.823264793,,
0.56,6794.658951,6.794658951,,
0.5625,6857.486944,6.857486944,,
0.565,7064.923046,7.064923046,,
0.5675,7296.077626,7.296077626,,
0.57,7588.678405,7.588678405,,
0.5725,7854.086255,7.854086255,,
0.575,8146.766115,8.146766115,,
0.5775,8486.821504,8.486821504,,
0.58,8627.146217,8.627146217,,
0.5825,8654.130837,8.654130837,,
0.585,8481.601516,8.481601516,,
0.5875,7961.974394,7.961974394,,
0.59,7506.683159,7.506683159,,
0.5925,7338.020253,7.338020253,,
0.595,7266.603918,7.266603918,,
0.5975,7357.31696,7.35731696,,
0.6,7476.479059,7.476479059,,
0.6025,7553.181702,7.553181702,,
0.605,7636.332478,7.636332478,,
0.6075,7740.238698,7.740238698,,
0.61,7902.017398,7.902017398,,
0.6125,8038.951511,8.038951511,,
0.615,8168.780963,8.168780963,,
0.6175,8353.896007,8.353896007,,
0.62,8550.067218,8.550067218,,
0.6225,8710.052923,8.710052923,,
0.625,8833.511116,8.833511116,,
0.6275,9037.420773,9.037420773,,
0.63,9296.412754,9.296412754,,
0.6325,9467.040437,9.467040437,,
0.635,9593.952042,9.593952042,,
0.6375,9676.696772,9.676696772,,
0.64,9882.294551,9.882294551,,
0.6425,10033.17784,10.03317784,,
0.645,10126.57706,10.12657706,,
0.6475,10139.28167,10.13928167,,
0.65,10152.86539,10.15286539,,
0.6525,10112.92475,10.11292475,,
0.655,9974.823777,9.974823777,,
0.6575,9819.856967,9.819856967,,
0.66,9608.703115,9.608703115,,
0.6625,9349.981109,9.349981109,,
0.665,9197.83489,9.19783489,,
0.6675,9026.296693,9.026296693,,
0.67,8991.228225,8.991228225,,
0.6725,8944.016105,8.944016105,,
0.675,8959.734089,8.959734089,,
0.6775,9021.62251,9.02162251,,
0.68,9090.315464,9.090315464,,
0.6825,9228.402432,9.228402432,,
0.685,9355.273216,9.355273216,,
0.6875,9563.644055,9.563644055,,
0.69,9738.102625,9.738102625,,
0.6925,9989.703511,9.989703511,,
0.695,10240.93971,10.24093971,,
0.6975,10505.63395,10.50563395,,
0.7,10799.39808,10.79939808,,
0.7025,11035.78372,11.03578372,,
0.705,11300.39114,11.30039114,,
0.7075,11475.53416,11.47553416,,
0.71,11636.58675,11.63658675,,
0.7125,11774.58576,11.77458576,,
0.715,11812.1191,11.8121191,,
0.7175,11797.89712,11.79789712,,
0.72,11670.98801,11.67098801,,
0.7225,11557.30545,11.55730545,,
0.725,11457.47967,11.45747967,,
0.7275,11383.00804,11.38300804,,
0.73,11413.96612,11.41396612,,
0.7325,11508.15449,11.50815449,,
0.735,11625.51296,11.62551296,,
0.7375,11789.39913,11.78939913,,
0.74,11985.0917,11.9850917,,
0.7425,12205.17865,12.20517865,,
0.745,12541.95063,12.54195063,,
0.7475,12745.39938,12.74539938,,
0.75,12987.11924,12.98711924,,
0.7525,13229.94243,13.22994243,,
0.755,13335.16262,13.33516262,,
0.7575,13660.82347,13.66082347,,
0.76,13934.30073,13.93430073,,
0.7625,14166.44286,14.16644286,,
0.765,14533.02321,14.53302321,,
0.7675,14841.39586,14.84139586,,
0.77,15106.66599,15.10666599,,
0.7725,15288.0063,15.2880063,,
0.775,15358.9218,15.3589218,,
0.7775,15465.90832,15.46590832,,
0.78,15503.39373,15.50339373,,
0.7825,15568.32381,15.56832381,,
0.785,15407.36159,15.40736159,,
0.7875,15379.86324,15.37986324,,
0.79,15154.55308,15.15455308,,
0.7925,14947.37541,14.94737541,,
0.795,14642.30369,14.64230369,,
0.7975,14503.45643,14.50345643,,
0.8,14355.37946,14.35537946,,
0.8025,14097.29228,14.09729228,,
0.805,13840.93768,13.84093768,,
0.8075,13717.85219,13.71785219,,
0.81,13533.2447,13.5332447,,
0.8125,13296.76196,13.29676196,,
0.815,13049.71384,13.04971384,,
0.8175,12836.4159,12.8364159,,
0.82,12704.44817,12.70444817,,
0.8225,12604.58419,12.60458419,,
0.825,12504.26991,12.50426991,,
0.8275,12521.94861,12.52194861,,
0.83,12501.07468,12.50107468,,
0.8325,12551.1828,12.5511828,,
0.835,12604.61421,12.60461421,,
0.8375,12719.2244,12.7192244,,
0.84,12831.85062,12.83185062,,
0.8425,12970.27971,12.97027971,,
0.845,13159.16681,13.15916681,,
0.8475,13313.86647,13.31386647,,
0.85,13474.90473,13.47490473,,
0.8525,13635.59465,13.63559465,,
0.855,13784.94668,13.78494668,,
0.8575,13859.94557,13.85994557,,
0.86,13979.34652,13.97934652,,
0.8625,14150.68148,14.15068148,,
0.865,14260.01481,14.26001481,,
0.8675,14452.52736,14.45252736,,
0.87,14522.96222,14.52296222,,
0.8725,14672.99523,14.67299523,,
0.875,14752.37443,14.75237443,,
0.8775,14826.881,14.826881,,
0.88,14894.38866,14.89438866,,
0.8825,14952.6582,14.9526582,,
0.885,14986.93142,14.98693142,,
0.8875,15000.95512,15.00095512,,
0.89,14865.73679,14.86573679,,
0.8925,14711.4478,14.7114478,,
0.895,14562.44007,14.56244007,,
0.8975,14384.14601,14.38414601,,
0.9,14240.20032,14.24020032,,
0.9025,14069.04598,14.06904598,,
0.905,13904.76708,13.90476708,,
0.9075,13851.65161,13.85165161,,
0.91,13791.92765,13.79192765,,
0.9125,13712.19349,13.71219349,,
0.915,13699.3294,13.6993294,,
0.9175,13619.74394,13.61974394,,
0.92,13590.54199,13.59054199,,
0.9225,13629.00606,13.62900606,,
0.925,13613.17511,13.61317511,,
0.9275,13637.46773,13.63746773,,
0.93,13596.96635,13.59696635,,
0.9325,13621.51049,13.62151049,,
0.935,13654.94614,13.65494614,,
0.9375,13724.54147,13.72454147,,
0.94,13725.04172,13.72504172,,
0.9425,13860.90629,13.86090629,,
0.945,13893.94152,13.89394152,,
0.9475,13989.08757,13.98908757,,
0.95,14047.81859,14.04781859,,
0.9525,14116.28651,14.11628651,,
0.955,14150.55769,14.15055769,,
0.9575,14184.82223,14.18482223,,
0.96,14164.37588,14.16437588,,
0.9625,14193.9624,14.1939624,,
0.965,14124.09409,14.12409409,,
0.9675,14083.07554,14.08307554,,
0.97,13975.14398,13.97514398,,
0.9725,13775.13179,13.77513179,,
0.975,13587.73484,13.58773484,,
0.9775,13341.19467,13.34119467,,
0.98,13174.26709,13.17426709,,
0.9825,12992.4947,12.9924947,,
0.985,12888.46221,12.88846221,,
0.9875,12832.36855,12.83236855,,
0.99,12759.83212,12.75983212,,
0.9925,12778.93394,12.77893394,,
0.995,12765.28826,12.76528826,,
0.9975,12818.9399,12.8189399,,
1,12894.95969,12.89495969,,
1.0025,12875.24398,12.87524398,,
1.005,12835.65884,12.83565884,,
1.0075,12835.52479,12.83552479,,
1.01,12832.60193,12.83260193,,
1.0125,12787.39501,12.78739501,,
1.015,12604.70778,12.60470778,,
1.0175,12500.37462,12.50037462,,
1.02,12259.62532,12.25962532,,
1.0225,12095.29792,12.09529792,,
1.025,11788.61978,11.78861978,,
1.0275,11650.06126,11.65006126,,
1.03,11289.0568,11.2890568,,
1.0325,11095.01446,11.09501446,,
1.035,10764.9591,10.7649591,,
1.0375,10544.45858,10.54445858,,
1.04,10276.54464,10.27654464,,
1.0425,10124.33654,10.12433654,,
1.045,9978.640978,9.978640978,,
1.0475,9862.606613,9.862606613,,
1.05,9695.448871,9.695448871,,
1.0525,9597.293564,9.597293564,,
1.055,9501.605345,9.501605345,,
1.0575,9452.581871,9.452581871,,
1.06,9475.735975,9.475735975,,
1.0625,9499.004229,9.499004229,,
1.065,9561.463999,9.561463999,,
1.0675,9638.871131,9.638871131,,
1.07,9652.267208,9.652267208,,
1.0725,9869.343239,9.869343239,,
1.075,9947.719915,9.947719915,,
1.0775,10067.28718,10.06728718,,
1.08,10222.82555,10.22282555,,
1.0825,10318.27402,10.31827402,,
1.085,10507.03509,10.50703509,,
1.0875,10646.8036,10.6468036,,
1.09,10740.27325,10.74027325,,
1.0925,10987.83285,10.98783285,,
1.095,11059.24365,11.05924365,,
1.0975,11189.75012,11.18975012,,
1.1,11385.95164,11.38595164,,
1.1025,11506.86982,11.50686982,,
1.105,11731.75071,11.73175071,,
1.1075,11905.92918,11.90592918,,
1.11,12004.59755,12.00459755,,
1.1125,12157.94678,12.15794678,,
1.115,12344.34184,12.34434184,,
1.1175,12477.76532,12.47776532,,
1.12,12646.55932,12.64655932,,
1.1225,12794.29634,12.79429634,,
1.125,12916.70588,12.91670588,,
1.1275,13108.7675,13.1087675,,
1.13,13224.25666,13.22425666,,
1.1325,13388.01667,13.38801667,,
1.135,13507.20664,13.50720664,,
1.1375,13653.01337,13.65301337,,
1.14,13842.605,13.842605,,
1.1425,14024.51653,14.02451653,,
1.145,14183.53968,14.18353968,,
1.1475,14333.83926,14.33383926,,
1.15,14422.17682,14.42217682,,
1.1525,14512.98444,14.51298444,,
1.155,14608.71647,14.60871647,,
1.1575,14758.64464,14.75864464,,
1.16,14845.37703,14.84537703,,
1.1625,14953.71331,14.95371331,,
1.165,15007.86312,15.00786312,,
1.1675,15044.71398,15.04471398,,
1.17,14986.15409,14.98615409,,
1.1725,14945.50257,14.94550257,,
1.175,14850.77603,14.85077603,,
1.1775,14675.87805,14.67587805,,
1.18,14559.76911,14.55976911,,
1.1825,14359.09675,14.35909675,,
1.185,14265.22432,14.26522432,,
1.1875,14133.65495,14.13365495,,
1.19,14090.7395,14.0907395,,
1.1925,14066.00344,14.06600344,,
1.195,14008.71023,14.00871023,,
1.1975,13954.16046,13.95416046,,
1.2,13865.87683,13.86587683,,
1.2025,13779.30846,13.77930846,,
1.205,13707.23615,13.70723615,,
1.2075,13596.51271,13.59651271,,
1.21,13477.38475,13.47738475,,
1.2125,13341.19141,13.34119141,,
1.215,13230.44792,13.23044792,,
1.2175,13109.01778,13.10901778,,
1.22,12980.52864,12.98052864,,
1.2225,12889.68439,12.88968439,,
1.225,12782.3589,12.7823589,,
1.2275,12726.04305,12.72604305,,
1.23,12564.72668,12.56472668,,
1.2325,12445.54886,12.44554886,,
1.235,12329.37494,12.32937494,,
1.2375,12234.73503,12.23473503,,
1.24,12165.89072,12.16589072,,
1.2425,12136.0333,12.1360333,,
1.245,12128.10074,12.12810074,,
1.2475,12153.00879,12.15300879,,
1.25,12245.24681,12.24524681,,
1.2525,12341.243,12.341243,,
1.255,12454.21049,12.45421049,,
1.2575,12545.21961,12.54521961,,
1.26,12687.43654,12.68743654,,
1.2625,12817.14796,12.81714796,,
1.265,13001.1855,13.0011855,,
1.2675,13215.57394,13.21557394,,
1.27,13465.603,13.465603,,
1.2725,13698.63098,13.69863098,,
1.275,13825.61693,13.82561693,,
1.2775,14007.62947,14.00762947,,
1.28,14043.59127,14.04359127,,
1.2825,14009.79231,14.00979231,,
1.285,13924.45869,13.92445869,,
1.2875,13771.55986,13.77155986,,
1.29,13638.37352,13.63837352,,
1.2925,13482.06865,13.48206865,,
1.295,13235.53994,13.23553994,,
1.2975,13022.30729,13.02230729,,
1.3,12844.00713,12.84400713,,
1.3025,12642.88612,12.64288612,,
1.305,12474.47403,12.47447403,,
1.3075,12370.66192,12.37066192,,
1.31,12254.68952,12.25468952,,
1.3125,12154.43314,12.15443314,,
1.315,12155.56777,12.15556777,,
1.3175,12131.76103,12.13176103,,
1.32,12149.85979,12.14985979,,
1.3225,12095.25057,12.09525057,,
1.325,12043.91058,12.04391058,,
1.3275,12030.99301,12.03099301,,
1.33,12041.08039,12.04108039,,
1.3325,12031.42802,12.03142802,,
1.335,12030.90965,12.03090965,,
1.3375,12049.28398,12.04928398,,
1.34,12047.31206,12.04731206,,
1.3425,12028.29948,12.02829948,,
1.345,12069.74286,12.06974286,,
1.3475,12011.70434,12.01170434,,
1.35,11962.95159,11.96295159,,
1.3525,11902.11886,11.90211886,,
1.355,11902.07509,11.90207509,,
1.3575,11907.11781,11.90711781,,
1.36,11959.00062,11.95900062,,
1.3625,11981.20364,11.98120364,,
1.365,12086.52905,12.08652905,,
1.3675,12194.89389,12.19489389,,
1.37,12323.33476,12.32333476,,
1.3725,12565.15499,12.56515499,,
1.375,12763.84244,12.76384244,,
1.3775,13066.91852,13.06691852,,
1.38,13300.97933,13.30097933,,
1.3825,13657.56912,13.65756912,,
1.385,13935.84063,13.93584063,,
1.3875,14223.50646,14.22350646,,
1.39,14542.54141,14.54254141,,
1.3925,14718.63551,14.71863551,,
1.395,14854.8954,14.8548954,,
1.3975,14971.26117,14.97126117,,
1.4,15043.70523,15.04370523,,
1.4025,14995.80311,14.99580311,,
1.405,14931.58985,14.93158985,,
1.4075,14725.37443,14.72537443,,
1.41,14522.23826,14.52223826,,
1.4125,14274.01785,14.27401785,,
1.415,14007.24865,14.00724865,,
1.4175,13649.97031,13.64997031,,
1.42,13306.53074,13.30653074,,
1.4225,12989.68355,12.98968355,,
1.425,12628.97329,12.62897329,,
1.4275,12251.60431,12.25160431,,
1.43,12059.73974,12.05973974,,
1.4325,11799.28727,11.79928727,,
1.435,11624.80516,11.62480516,,
1.4375,11505.24143,11.50524143,,
1.44,11467.37916,11.46737916,,
1.4425,11512.89764,11.51289764,,
1.445,11568.81574,11.56881574,,
1.4475,11698.02227,11.69802227,,
1.45,11863.20152,11.86320152,,
1.4525,11991.56826,11.99156826,,
1.455,12232.72133,12.23272133,,
1.4575,12413.03088,12.41303088,,
1.46,12691.43495,12.69143495,,
1.4625,12889.54326,12.88954326,,
1.465,13093.86019,13.09386019,,
1.4675,13329.29742,13.32929742,,
1.47,13584.7514,13.5847514,,
1.4725,13781.01585,13.78101585,,
1.475,14049.38937,14.04938937,,
1.4775,14216.33903,14.21633903,,
1.48,14333.85839,14.33385839,,
1.4825,14467.53282,14.46753282,,
1.485,14619.78627,14.61978627,,
1.4875,14719.26028,14.71926028,,
1.49,14955.06236,14.95506236,,
1.4925,15030.27089,15.03027089,,
1.495,15078.71295,15.07871295,,
1.4975,15158.03331,15.15803331,,
1.5,15206.57044,15.20657044,,
1.5025,15157.71471,15.15771471,,
1.505,15218.09366,15.21809366,,
1.5075,15099.63081,15.09963081,,
1.51,15118.05959,15.11805959,,
1.5125,14966.16499,14.96616499,,
1.515,14789.93847,14.78993847,,
1.5175,14723.71458,14.72371458,,
1.52,14577.26519,14.57726519,,
1.5225,14570.21797,14.57021797,,
1.525,14565.19239,14.56519239,,
1.5275,14440.82473,14.44082473,,
1.53,14308.62069,14.30862069,,
1.5325,14169.71011,14.16971011,,
1.535,13977.47296,13.97747296,,
1.5375,13852.59175,13.85259175,,
1.54,13698.01833,13.69801833,,
1.5425,13538.55177,13.53855177,,
1.545,13400.79723,13.40079723,,
1.5475,13224.53909,13.22453909,,
1.55,13074.11985,13.07411985,,
1.5525,12949.79053,12.94979053,,
1.555,12751.9226,12.7519226,,
1.5575,12588.09237,12.58809237,,
1.56,12389.54141,12.38954141,,
1.5625,12291.9972,12.2919972,,
1.565,12254.65613,12.25465613,,
1.5675,12170.36909,12.17036909,,
1.57,12086.01374,12.08601374,,
1.5725,12080.54418,12.08054418,,
1.575,12064.46867,12.06446867,,
1.5775,11977.26646,11.97726646,,
1.58,11902.55301,11.90255301,,
1.5825,11893.35153,11.89335153,,
1.585,11859.70452,11.85970452,,
1.5875,11803.76974,11.80376974,,
1.59,11718.61036,11.71861036,,
1.5925,11712.50887,11.71250887,,
1.595,11644.69574,11.64469574,,
1.5975,11685.81319,11.68581319,,
1.6,11696.0916,11.6960916,,
1.6025,11792.24458,11.79224458,,
1.605,11903.32094,11.90332094,,
1.6075,12068.12852,12.06812852,,
1.61,12254.55361,12.25455361,,
1.6125,12465.31955,12.46531955,,
1.615,12808.16939,12.80816939,,
1.6175,13188.14388,13.18814388,,
1.62,13625.11939,13.62511939,,
1.6225,14083.26448,14.08326448,,
1.625,14522.51367,14.52251367,,
1.6275,14884.59218,14.88459218,,
1.63,15206.8305,15.2068305,,
1.6325,15470.93348,15.47093348,,
1.635,15744.39517,15.74439517,,
1.6375,16029.71949,16.02971949,,
1.64,16355.6151,16.3556151,,
1.6425,16479.59992,16.47959992,,
1.645,16622.07886,16.62207886,,
1.6475,16745.96418,16.74596418,,
1.65,16805.32709,16.80532709,,
1.6525,16909.00851,16.90900851,,
1.655,16912.50153,16.91250153,,
1.6575,16939.35497,16.93935497,,
1.66,16840.47807,16.84047807,,
1.6625,16725.42747,16.72542747,,
1.665,16517.74579,16.51774579,,
1.6675,16330.38747,16.33038747,,
1.67,16178.34654,16.17834654,,
1.6725,16073.8249,16.0738249,,
1.675,15944.19133,15.94419133,,
1.6775,15827.66284,15.82766284,,
1.68,15719.13274,15.71913274,,
1.6825,15649.02687,15.64902687,,
1.685,15545.06821,15.54506821,,
1.6875,15405.65829,15.40565829,,
1.69,15214.76691,15.21476691,,
1.6925,15071.27302,15.07127302,,
1.695,15008.39815,15.00839815,,
1.6975,14874.57335,14.87457335,,
1.7,14748.15148,14.74815148,,
1.7025,14629.38672,14.62938672,,
1.705,14480.81849,14.48081849,,
1.7075,14462.05061,14.46205061,,
1.71,14317.7634,14.3177634,,
1.7125,14199.62547,14.19962547,,
1.715,14083.85285,14.08385285,,
1.7175,13998.00497,13.99800497,,
1.72,13988.65927,13.98865927,,
1.7225,13907.8856,13.9078856,,
1.725,13917.97792,13.91797792,,
1.7275,13901.0823,13.9010823,,
1.73,13902.48943,13.90248943,,
1.7325,13870.87393,13.87087393,,
1.735,13846.01025,13.84601025,,
1.7375,13821.36899,13.82136899,,
1.74,13825.44168,13.82544168,,
1.7425,13839.15269,13.83915269,,
1.745,13856.09197,13.85609197,,
1.7475,13948.53974,13.94853974,,
1.75,13959.88837,13.95988837,,
1.7525,14022.83765,14.02283765,,
1.755,13998.8252,13.9988252,,
1.7575,14073.05822,14.07305822,,
1.76,14063.11395,14.06311395,,
1.7625,14183.36483,14.18336483,,
1.765,14131.14342,14.13114342,,
1.7675,14261.49078,14.26149078,,
1.77,14132.15586,14.13215586,,
1.7725,14248.5283,14.2485283,,
1.775,14202.19302,14.20219302,,
1.7775,14294.58148,14.29458148,,
1.78,14204.76924,14.20476924,,
1.7825,14208.45408,14.20845408,,
1.785,14074.29767,14.07429767,,
1.7875,14029.60762,14.02960762,,
1.79,13927.92562,13.92792562,,
1.7925,13883.50039,13.88350039,,
1.795,13837.14409,13.83714409,,
1.7975,13870.40461,13.87040461,,
1.8,13853.00072,13.85300072,,
1.8025,13897.4109,13.8974109,,
1.805,13857.59017,13.85759017,,
1.8075,13785.88238,13.78588238,,
1.81,13527.72211,13.52772211,,
1.8125,13389.27249,13.38927249,,
1.815,13177.18821,13.17718821,,
1.8175,13008.12531,13.00812531,,
1.82,12784.15069,12.78415069,,
1.8225,12680.64064,12.68064064,,
1.825,12583.11489,12.58311489,,
1.8275,12484.10627,12.48410627,,
1.83,12396.90334,12.39690334,,
1.8325,12328.98646,12.32898646,,
1.835,12246.03729,12.24603729,,
1.8375,12200.46525,12.20046525,,
1.84,12138.37141,12.13837141,,
1.8425,12033.68574,12.03368574,,
1.845,12030.47116,12.03047116,,
1.8475,12047.65803,12.04765803,,
1.85,11935.79382,11.93579382,,
1.8525,11982.78613,11.98278613,,
1.855,11929.89167,11.92989167,,
1.8575,11974.14156,11.97414156,,
1.86,12059.16082,12.05916082,,
1.8625,12071.68421,12.07168421,,
1.865,12268.96738,12.26896738,,
1.8675,12219.5497,12.2195497,,
1.87,12363.48743,12.36348743,,
1.8725,12373.04155,12.37304155,,
1.875,12316.23533,12.31623533,,
1.8775,12423.03978,12.42303978,,
1.88,12460.32308,12.46032308,,
