nodenumber,x-coordinate,y-coordinate,z-coordinate,heat-release-rate,velocity-magnitude,x-velocity,y-velocity,z-velocity,cell-reynolds-number,cell-convective-courant-number,temperature,absorption-coefficient,volumetric-absorbed-radiation,volumetric-emitted-radiation,rmse-flamelet-surrounding-temperature-ratio,rmse-flamelet-temperature-excess,rmse-flamelet-volume-fraction,rmse-heat-release-rate,rmse-reactivity,rmse-soot-volume-fraction-2,rmse-subgrid-combustion-factor,mean-flamelet-surrounding-temperature-ratio,mean-flamelet-temperature-excess,mean-flamelet-volume-fraction,mean-heat-release-rate,mean-reactivity,mean-soot-volume-fraction-2,mean-subgrid-combustion-factor,mean-pressure,mean-velocity-magnitude,mean-x-velocity,mean-y-velocity,mean-z-velocity,mean-temperature,mean-o2-mass-fraction,mean-co2-mass-fraction,mean-h2o-mass-fraction,rmse-pressure,rmse-velocity-magnitude,rmse-x-velocity,rmse-y-velocity,rmse-z-velocity,rmse-temperature,rmse-o2-mass-fraction,rmse-co2-mass-fraction,rmse-h2o-mass-fraction,sgs-viscosity-ratio,c2h4,o2,co2,h2o,soot-volume-fraction,soot-rate,soot-oxidation-rate,udm-0,udm-1,udm-2,udm-3,udm-4,udm-5,udm-6,udm-7,udm-8,udm-9,udm-10,udm-11,udm-12,udm-13,udm-14,udm-15,viscosity-lam,heat-flux,surf-incident-radiation,strain-rate-mag
1,0.0,-3.2013845100000003e-19,0.07500000335,0.0,1.796325137,-0.001729846302,-0.04153250076,1.795559403,138.8516746,1.091021463,738.7918387,1.489719368,60873.0151,102394.1685,0.0140826097,7.439556865,0.2192823769,1392220.453,0.09482609013,0.2789639008,0.4040004095,1.000646003,0.3495234378,0.1259617279,117868.3936,0.2016029347,0.25052463350000004,0.2403739254,-0.7962310377,1.275621345,-0.003808825277,-0.00867261304,1.275348908,801.9229506,0.0001596324537,0.07629759644,0.03572194534,0.94689842,0.357602331,0.1139651964,0.1459343766,0.3059274908,201.5039913,0.002612194693,0.02989568259,0.009432913715,0.000660753954,0.6866444722,1.319408596e-07,0.06907924635,0.02928952037,2.612548338e-07,3.232237821e-06,4.856941198e-10,0.0,1.0,738.7918387,738.7918387,1.0,0.0,0.0,0.5,0.0,0.0,2.18143731e-08,0.0,0.0,0.1511264126,0.0,0.0,2.583374892e-05,0.0,0.0,45.27837833
2,0.42812500000000003,-3.2013845100000003e-19,0.07500000335,0.0,1.770373585,-0.04767404186,-0.007825404569,1.769248587,144.5230873,1.086618845,719.4335126,1.462934702,60031.7608,90957.11815,0.01492021572,7.34453455,0.236781319,1484056.809,0.1003220948,0.28221845069999996,0.4365121344,1.000758667,0.3757727049,0.178499345,164736.6473,0.2027055898,0.2586399385,0.3484908624,-0.7977195138,1.34686846,-0.03920984422,-0.007993982887,1.346067128,860.9950683,0.000211011946,0.08457413702,0.03830625884,0.9468705172,0.3783898893,0.1176709511,0.1428868632,0.3297843192,216.3880809,0.003065069527,0.03066043799,0.009379876655,0.0,0.7083161566,2.907450502e-07,0.06546264018,0.02884581268,2.486803472e-07,2.429464214e-06,3.651325243e-10,0.0,1.0,719.4335126,719.4335126,1.0,0.0,0.0,0.5,0.0,0.0,5.027041395e-08,0.0,0.0,0.1543619862,0.0,0.0,2.512964922e-05,0.0,0.0,44.01403863
3,0.8562500000000001,-3.2013845100000003e-19,0.07500000335,13.99867437,1.758076813,-0.1168740324,0.02345934555,1.753484411,151.6747763,1.107681617,700.0818563,1.386070252,57863.51257,75946.35946,0.02624612427,13.10520808,0.2636082757,2547744.17,0.1082788259,0.2995636249,0.4458152146,1.002579403,1.295206336,0.3163960564,538746.2467,0.1883257183,0.2758381739,0.5776835502,-0.8019199113,1.54216565,-0.07232702773,-0.008376260127,1.540250274,1033.888767,0.0007976548339,0.1059700931,0.04455737989,0.9470806079,0.4556062915,0.1322735023,0.1442516068,0.4110958234,267.8044448,0.006115365942,0.03281779624,0.00920757293,0.0,0.7424898148,3.348174907e-06,0.06086210677,0.02957378573,1.686414106e-07,1.326937236e-06,3.39762975e-10,0.1902482065,1.0,700.0818563,700.0818563,1.0,0.0,0.387677708,0.7390379872,0.4931286381,0.1902482065,5.703644071e-07,3.436606944e-09,1.060578541e-08,0.2206398629,0.0,0.02065693356,2.428732005e-05,0.0,0.0,60.68179377
4,1.2843749999999998,-3.2013845100000003e-19,0.07500000335,85362.34805,2.06223317,-0.1715245593,0.02099940611,2.054643277,117.7586179,1.324263427,903.5135616,1.2865523,56511.43077,241409.5354,0.0557047952,28.53420437,0.252233314,4944909.244,0.103837712,0.35458961790000004,0.3566295702,1.013035353,6.637548419,0.4901342321,2045935.346,0.1493521963,0.3066735411,0.7677004646,-0.8089844866,1.794777216,-0.1016931921,-0.004440328836,1.791713736,1287.678455,0.00385624115,0.1313004519,0.05134862562,0.9476997747,0.5527206423,0.1615327498,0.1522566401,0.5061012236,321.7801214,0.01493007651,0.03257988664,0.008406413334,0.0,0.6066845487,5.337864876e-05,0.08715944418,0.03907649327,6.771245271e-08,0.0002684155842,4.965755869e-06,0.3674154726,1.0,903.5135616,903.5135616,1.0,0.0,0.5531806207,0.9808388492,0.9879110043,0.3674154726,9.030065197e-06,5.099692345e-07,6.456903187e-05,0.2985782991,0.0,0.0280595801,3.082513549e-05,0.0,0.0,141.6302159
5,1.7125000000000001,-3.2013845100000003e-19,0.07500000335,2039568.474,2.658430085,-0.2544002739,0.03639889427,2.645296154,64.94880579,1.733787352,1414.407674,0.9331470658,44077.49837,857567.355,0.096831092,50.41875593,0.1965304927,7827342.487,0.09692618337,0.43033996809999997,0.2537174776,1.041038284,21.74813331,0.6166727684,5131042.696,0.1195524274,0.33647025459999996,0.8646647089,-0.8186086803,1.958273005,-0.1149749889,0.0067744551,1.954756055,1508.583873,0.01703470141,0.1460247279,0.05472370693,0.9490176269,0.6057338353,0.1945888614,0.1641942822,0.5494535202,345.2878204,0.03455797741,0.03362213753,0.009059644879,0.0,0.3014889028,0.001807810641,0.1364424448,0.05286207723,2.179363278e-08,0.004404142297,0.003092078185,0.5508945689,1.0,1414.407674,1414.407674,1.0,0.0,0.3094937747,0.4920675364,0.8685770037,0.5508945689,0.0001336325264,1.33852807e-05,0.001540557792,0.1956182722,0.0,0.02712925449,4.729049905e-05,0.0,0.0,150.6991509
6,2.140625,-2.401038383e-19,0.07500000335,16775649.04,2.875574674,-0.3320290852,0.07505196936,2.855004064,38.20513806,1.963753351,1864.815291,0.5315422996,26303.64108,1500569.791,0.1041853056,56.0139231,0.1797137617,8490875.41,0.1559585968,0.4690462002,0.198805717,1.052977872,29.33936264,0.6155730531,6457847.206,0.1611982622,0.3134433023,0.8825208373,-0.8292179486,1.883787635,-0.104001923,0.01469354176,1.880777482,1515.251032,0.05159249097,0.1357191024,0.05053290972,0.9510618141,0.6215613231,0.2156278585,0.1733580593,0.5565194874,422.5991883,0.06391982681,0.04813555459,0.01479882332,0.0,0.07134543669,0.02783523218,0.1596205056,0.05840775496,6.383180316e-09,-0.006408320715,0.01365812275,0.7287858091,1.206614353,1980.092672,1657.797167,1.055147354,115.277381,0.2798123587,0.001743410931,0.9642639783,0.6919399125,0.00122606696,0.0001054902667,0.0126747646,0.07589050015,0.0,0.032935316,6.175008086e-05,0.0,0.0,128.0186515
7,2.5687499999999996,-1.6006922550000001e-19,0.07500000335,14821800.96,2.233801555,-0.3261053139,0.101823127,2.20604973,67.39400374,1.618772494,1361.407403,0.5666667241,23383.64413,868239.0066,0.08171043283,45.70883946,0.2023302584,7177225.667,0.2376879782,0.40532151250000004,0.2498236541,1.035992835,20.97792775,0.5235693888,4761536.786,0.267251164,0.2102046638,0.8503494368,-0.8397410523,1.558506566,-0.07483678655,0.01198478351,1.556589206,1290.056275,0.1013579447,0.1040584977,0.03964732989,0.9535101609,0.6230897289,0.2227418914,0.1706679993,0.5562109949,556.54485,0.08422173032,0.06542254574,0.02146975255,0.0,0.00503610402,0.1236708323,0.09548547229,0.03700953207,2.976234995e-09,-0.01054499304,0.01057102655,0.4764698272,1.206642907,1476.702124,1154.382839,1.055147381,115.2947207,0.3709965345,0.4996501356,1.089089175,0.4396182927,0.001573285302,9.268197653e-05,0.01119904623,0.3874799361,0.0,0.01787100959,5.013081933e-05,0.0,0.0,214.0641906
8,2.9968749999999997,-8.003461276e-20,0.07500000335,371.4196614,1.38239732,-0.3187515715,0.1304268758,1.334956246,149.2953906,1.065887321,547.0841066,0.4500895574,16364.70663,23776.0873,0.0635771735,36.20672161,0.1953382465,5803343.281,0.2409918318,0.2667387164,0.3232140075,1.020389711,12.14391451,0.4448188862,2809547.425,0.3313601456,0.09624246281,0.7889179177,-0.8507877963,1.146884505,-0.04647230159,0.002066361955,1.145879223,1013.158564,0.1456995773,0.07094761385,0.02826181265,0.955515227,0.5838220391,0.2303553236,0.1651101944,0.5096435202,608.4047846,0.08344171189,0.06741341922,0.02324774116,0.00200418318,0.0004409018961,0.2109923498,0.0185118026,0.009394903617,3.199207276e-09,-1.653540023e-08,1.653540023e-08,0.2832711453,1.000028554,547.1014463,547.0776656,1.000000027,0.01733969554,1.045556522,0.9622978327,0.9751194543,0.2832655073,0.0005080969536,7.04578601e-08,2.809998524e-07,0.5416627122,0.0,0.03484556668,2.818840044e-05,0.0,0.0,158.9054903
9,3.4250000000000003,0.0,0.07500000335,9.446453358e-06,1.068137162,-0.3415503502,0.14314038,1.001168589,213.0957244,0.8677413735,347.6410307,0.1383066413,4546.718577,513.4004527,0.04551726668,25.93402971,0.2047746768,4288758.972,0.2179578031,0.167995957,0.3412527809,1.010166629,6.027039308,0.3862804689,1405195.756,0.3378654537,0.03899967835,0.6837012412,-0.8616383341,0.7998941341,-0.03748711348,-0.002932246348,0.7989272242,802.5231033,0.1751837789,0.04757018743,0.01999814483,0.955975759,0.5062033187,0.2453410738,0.1628663151,0.4098499966,559.032851,0.0710271164,0.05848502703,0.02135267939,0.01777667918,3.242303479e-05,0.2284200292,0.003496138726,0.002067403009,1.011875573e-09,-4.982736307e-19,4.982736307e-19,0.3119195122,1.0,347.6410307,347.6410307,1.0,0.0,1.772723634,0.713241205,0.8009290131,0.3119195122,3.754930564e-05,1.510893909e-15,7.192302312e-15,0.4169626927,0.0,0.06017678662,2.141058946e-05,0.0,0.0,48.09260295
10,3.8531250000000004,-2.91820081e-19,0.07500000335,6.021360529e-07,1.11051092,-0.407103936,0.1195579384,1.024049782,231.3224941,0.9080726172,339.739654,0.1238634684,3762.517304,426.3544604,0.03000309567,16.88060122,0.2379869328,2971394.569,0.2030480929,0.1342668721,0.3750230167,1.00403696,2.343036595,0.2942443938,587994.3956,0.3337264992,0.02076462793,0.5051911357,-0.8702408092,0.5410887874,-0.05018170588,-0.00108904907,0.5383115225,658.2075157,0.193184516,0.03292374933,0.01432129128,0.9546593266,0.433811532,0.2504733066,0.1509769555,0.3198736018,476.9369699,0.05792053548,0.04810015978,0.01839713397,0.0201100106,1.762539694e-06,0.2287017845,0.003227251442,0.0017964583,2.4392199e-10,-6.993833609000001e-20,6.993833609000001e-20,0.1743094627,1.0,339.739654,339.739654,1.0,0.0,1.078021041,0.5,0.3761910974,0.1743094627,2.23841184e-06,1.3244900459999999e-16,4.431087189e-16,0.4549703397,0.0,0.03389020665,2.11204769e-05,0.0,0.0,49.37759185
