avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.0024957,389.6,0.32629,-0.057962,0.64201,1,0.48,-0.52,0,0.9
0.0028587,400.84,0.33199,-0.068352,0.72234,1,0.5,-0.5,0,0.9
0.0034544,419.4,0.31563,-0.072038,0.82651,1,0.52,-0.48,0,0.9
0.0040813,437.99,0.30277,-0.074905,0.93796,1,0.54,-0.46,0,0.9
0.0048644,456.79,0.3074,-0.073661,1.0858,1,0.56,-0.44,0,0.9
0.0057059,474.87,0.3067,-0.071426,1.2224,1,0.58,-0.42,0,0.9
0.0066919,491.17,0.29281,-0.06674,1.3311,1,0.6,-0.4,0,0.9
0.0080586,516.02,0.28953,-0.054282,1.4568,1,0.62,-0.38,0,0.9
0.009975,553.24,0.30156,-0.030605,1.6071,1,0.64,-0.36,0,0.9
0.012371,595.88,0.29375,-0.055816,1.7524,1,0.66,-0.34,0,0.9
0.015191,643.33,0.26838,-0.12428,1.8933,1,0.68,-0.32,0,0.9
0.01992,737.52,0.26837,-0.14182,2.1821,1,0.7,-0.3,0,0.9
0.025667,856.65,0.2819,-0.13219,2.5498,1,0.72,-0.28,0,0.9
0.03213,954.77,0.28273,-0.12114,2.8907,1,0.74,-0.26,0,0.9
0.038906,1043.7,0.27802,-0.10946,3.2198,1,0.76,-0.24,0,0.9
0.045547,1093.3,0.27459,-0.11854,3.4762,1,0.78,-0.22,0,0.9
0.052139,1128.9,0.27162,-0.13494,3.707,1,0.8,-0.2,0,0.9
0.060966,1159,0.25763,-0.13292,3.9787,1,0.82,-0.18,0,0.9
0.070414,1187.6,0.24057,-0.12577,4.2617,1,0.84,-0.16,0,0.9
0.078361,1203.9,0.21414,-0.11793,4.4619,1,0.86,-0.14,0,0.9
0.085994,1217.6,0.18574,-0.10994,4.6446,1,0.88,-0.12,0,0.9
0.089592,1195.1,0.17495,-0.13774,4.6997,1,0.9,-0.1,0,0.9
0.092585,1167.2,0.1668,-0.17092,4.7357,1,0.92,-0.08,0,0.9
0.097727,1193.2,0.11038,-0.16034,4.8416,1,0.94,-0.06,0,0.9
0.10307,1224.3,0.049365,-0.14558,4.9541,1,0.96,-0.04,0,0.9
0.10631,1223.4,0.013382,-0.16369,4.9982,1,0.98,-0.02,0,0.9
0.10945,1221.1,-0.021463,-0.18329,5.0393,1,1,0,0,0.9
0.10711,1207.5,-0.033696,-0.17244,5.0518,1,1.02,0.02,0,0.9
0.10492,1196,-0.045377,-0.15998,5.0575,1,1.04,0.04,0,0.9
0.10592,1230.4,-0.044935,-0.11205,4.9153,1,1.06,0.06,0,0.9
0.10598,1256.4,-0.047318,-0.072311,4.764,1,1.08,0.08,0,0.9
0.096285,1194.5,-0.07935,-0.11852,4.5182,1,1.1,0.1,0,0.9
0.086497,1130.4,-0.10827,-0.16592,4.2643,1,1.12,0.12,0,0.9
0.076119,1051.3,-0.11641,-0.2213,3.9559,1,1.14,0.14,0,0.9
0.066193,977.34,-0.12219,-0.26714,3.668,1,1.16,0.16,0,0.9
0.058419,928.31,-0.11674,-0.2677,3.4771,1,1.18,0.18,0,0.9
0.051146,885.21,-0.11765,-0.26299,3.3058,1,1.2,0.2,0,0.9
0.045679,863.49,-0.14149,-0.2393,3.205,1,1.22,0.22,0,0.9
0.040365,843.58,-0.16779,-0.21978,3.0885,1,1.24,0.24,0,0.9
0.035486,828.79,-0.2011,-0.21206,2.9274,1,1.26,0.26,0,0.9
0.030551,804.19,-0.21908,-0.1994,2.7548,1,1.28,0.28,0,0.9
0.025488,757.2,-0.20205,-0.17547,2.5556,1,1.3,0.3,0,0.9
0.02096,714.88,-0.19038,-0.15649,2.3567,1,1.32,0.32,0,0.9
0.017436,681.3,-0.18877,-0.14678,2.1582,1,1.34,0.34,0,0.9
0.01456,644.39,-0.18641,-0.12111,1.9633,1,1.36,0.36,0,0.9
0.012417,603.71,-0.18322,-0.077407,1.7727,1,1.38,0.38,0,0.9
0.010647,571.49,-0.18238,-0.054049,1.636,1,1.4,0.4,0,0.9
0.0091361,545.12,-0.18319,-0.044783,1.5366,1,1.42,0.42,0,0.9
0.0074725,509.32,-0.19626,-0.030479,1.3799,1,1.44,0.44,0,0.9
0.0057474,469.72,-0.21429,-0.014139,1.2002,1,1.46,0.46,0,0.9
0.0047316,445.5,-0.22204,-0.011827,1.0599,1,1.48,0.48,0,0.9
0.0038574,424.36,-0.22774,-0.012315,0.92744,1,1.5,0.5,0,0.9
0.003153,404.7,-0.22838,-0.032052,0.82424,1,1.52,0.52,0,0.9
0.0024566,385.1,-0.22878,-0.052696,0.72241,1,1.54,0.54,0,0.9
0.0018288,367.35,-0.23103,-0.071869,0.63129,1,1.56,0.56,0,0.9
0.0017056,363.17,-0.24683,-0.080207,0.61889,1,1.58,0.58,0,0.9
0.0015824,358.98,-0.26263,-0.088546,0.60649,1,1.6,0.6,0,0.9
0.0014564,354.72,-0.27648,-0.093894,0.58986,1,1.62,0.62,0,0.9
0.0013127,349.93,-0.27826,-0.080777,0.54705,1,1.64,0.64,0,0.9
0.001169,345.13,-0.28003,-0.06766,0.50425,1,1.66,0.66,0,0.9
0.0010254,340.34,-0.2818,-0.054594,0.46154,1,1.68,0.68,0,0.9
0.00090926,336.17,-0.28021,-0.059309,0.45127,1,1.7,0.7,0,0.9
0.00079308,331.99,-0.27862,-0.064024,0.44101,1,1.72,0.72,0,0.9
0.0006769,327.81,-0.27702,-0.068739,0.43075,1,1.74,0.74,0,0.9
0.00058383,324.11,-0.27506,-0.054752,0.40112,1,1.76,0.76,0,0.9
0.00050078,320.62,-0.27293,-0.032651,0.3631,1,1.78,0.78,0,0.9
0.00041773,317.13,-0.2708,-0.01055,0.32507,1,1.8,0.8,0,0.9
0.00033977,313.8,-0.26921,0.0050601,0.28525,1,1.82,0.82,0,0.9
0.00028101,311.12,-0.26968,-0.0038102,0.23869,1,1.84,0.84,0,0.9
0.00022225,308.44,-0.27015,-0.01268,0.19214,1,1.86,0.86,0,0.9
0.00016349,305.75,-0.27062,-0.021551,0.14558,1,1.88,0.88,0,0.9
0.0001323,304.33,-0.27135,-0.022739,0.1292,1,1.9,0.9,0,0.9
0.00012606,304.05,-0.27231,-0.016971,0.14015,1,1.92,0.92,0,0.9
0.00011983,303.77,-0.27328,-0.011203,0.1511,1,1.94,0.94,0,0.9
0.0001136,303.49,-0.27424,-0.0054355,0.16205,1,1.96,0.96,0,0.9
0.00010717,303.19,-0.27043,-0.0041713,0.15974,1,1.98,0.98,0,0.9
0.00010064,302.87,-0.26378,-0.0055832,0.14955,1,2,1,0,0.9
