avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.068505,1021.6,-0.28261,0.11547,2.4513,1,1.22,0.22,0,0.5
0.057496,970.76,-0.29709,0.098686,2.272,1,1.24,0.24,0,0.5
0.049553,920.89,-0.30082,0.089732,2.1163,1,1.26,0.26,0,0.5
0.042094,868.81,-0.31543,0.083778,1.9605,1,1.28,0.28,0,0.5
0.035687,811.93,-0.35368,0.084351,1.8046,1,1.3,0.3,0,0.5
0.029893,754.35,-0.37816,0.07932,1.6366,1,1.32,0.32,0,0.5
0.025189,695.51,-0.37817,0.064324,1.4474,1,1.34,0.34,0,0.5
0.021167,643.08,-0.37932,0.051863,1.2799,1,1.36,0.36,0,0.5
0.017877,597.52,-0.38167,0.042113,1.1359,1,1.38,0.38,0,0.5
0.015086,562.86,-0.38571,0.033867,1.0074,1,1.4,0.4,0,0.5
0.012621,535.29,-0.39086,0.026597,0.88901,1,1.42,0.42,0,0.5
0.010391,504.82,-0.38825,0.026009,0.7817,1,1.44,0.44,0,0.5
0.0082492,473.27,-0.38276,0.027904,0.6785,1,1.46,0.46,0,0.5
0.0070696,457.84,-0.38394,0.036988,0.60811,1,1.48,0.48,0,0.5
0.0060571,445.21,-0.38627,0.04732,0.54341,1,1.5,0.5,0,0.5
0.0048235,420.56,-0.37664,0.045758,0.45604,1,1.52,0.52,0,0.5
0.0035843,395.6,-0.36671,0.043892,0.36809,1,1.54,0.54,0,0.5
0.0025374,374.39,-0.36164,0.040807,0.2958,1,1.56,0.56,0,0.5
0.0020655,364.34,-0.37112,0.034083,0.27032,1,1.58,0.58,0,0.5
0.0015936,354.29,-0.3806,0.027359,0.24483,1,1.6,0.6,0,0.5
0.0012139,345.32,-0.38523,0.020878,0.21866,1,1.62,0.62,0,0.5
0.0010021,338.3,-0.38102,0.014841,0.19122,1,1.64,0.64,0,0.5
0.00079044,331.28,-0.3768,0.0088036,0.16379,1,1.66,0.66,0,0.5
0.00061486,325.3,-0.37476,0.0037202,0.14516,1,1.68,0.68,0,0.5
0.00053636,322.15,-0.37854,0.0011989,0.15019,1,1.7,0.7,0,0.5
0.00045786,318.99,-0.38232,-0.0013224,0.15523,1,1.72,0.72,0,0.5
0.00037936,315.84,-0.3861,-0.0038437,0.16026,1,1.74,0.74,0,0.5
0.00034704,314.39,-0.38373,0.00070194,0.14653,1,1.76,0.76,0,0.5
0.00031532,312.97,-0.38127,0.0053379,0.13256,1,1.78,0.78,0,0.5
0.00028359,311.55,-0.37882,0.0099738,0.11859,1,1.8,0.8,0,0.5
0.00026422,310.67,-0.37584,0.012702,0.11558,1,1.82,0.82,0,0.5
0.00025789,310.35,-0.37232,0.013417,0.12416,1,1.84,0.84,0,0.5
0.00025157,310.03,-0.36879,0.014132,0.13274,1,1.86,0.86,0,0.5
0.00024524,309.7,-0.36527,0.014847,0.14132,1,1.88,0.88,0,0.5
0.00023973,309.44,-0.36022,0.01408,0.14091,1,1.9,0.9,0,0.5
0.0002345,309.2,-0.35467,0.012822,0.13751,1,1.92,0.92,0,0.5
0.00022926,308.96,-0.34912,0.011563,0.13412,1,1.94,0.94,0,0.5
0.00022403,308.72,-0.34356,0.010305,0.13073,1,1.96,0.96,0,0.5
0.00021668,308.38,-0.33757,0.011626,0.13089,1,1.98,0.98,0,0.5
0.00020868,308.01,-0.33145,0.013751,0.13215,1,2,1,0,0.5
