avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.00013394,304.45,0.28596,0.0081159,0.070662,1,0,-1,0,0.5
0.00013927,304.71,0.28887,0.012593,0.071754,1,0.02,-0.98,0,0.5
0.00014625,305.05,0.29287,0.014895,0.074832,1,0.04,-0.96,0,0.5
0.00015854,305.64,0.30036,0.010219,0.084273,1,0.06,-0.94,0,0.5
0.00017082,306.24,0.30785,0.0055437,0.093715,1,0.08,-0.92,0,0.5
0.00018311,306.83,0.31534,0.00086818,0.10316,1,0.1,-0.9,0,0.5
0.00019764,307.54,0.32246,-0.001536,0.11435,1,0.12,-0.88,0,0.5
0.00021893,308.56,0.32846,0.0029086,0.13082,1,0.14,-0.86,0,0.5
0.00024022,309.59,0.33446,0.0073531,0.14729,1,0.16,-0.84,0,0.5
0.00026151,310.62,0.34046,0.011798,0.16375,1,0.18,-0.82,0,0.5
0.00028668,311.78,0.34351,0.013148,0.18013,1,0.2,-0.8,0,0.5
0.0003155,313.07,0.34376,0.011568,0.19643,1,0.22,-0.78,0,0.5
0.00034433,314.36,0.34401,0.0099874,0.21273,1,0.24,-0.76,0,0.5
0.00037361,315.67,0.34418,0.0084331,0.22875,1,0.26,-0.74,0,0.5
0.00043769,318.2,0.33853,0.0089163,0.22329,1,0.28,-0.72,0,0.5
0.00050177,320.73,0.33289,0.0093995,0.21783,1,0.3,-0.7,0,0.5
0.00056585,323.26,0.32724,0.0098827,0.21237,1,0.32,-0.68,0,0.5
0.0007113,327.91,0.32749,0.011697,0.22524,1,0.34,-0.66,0,0.5
0.00088704,333.37,0.32993,0.014006,0.24493,1,0.36,-0.64,0,0.5
0.0010628,338.82,0.33238,0.016316,0.26461,1,0.38,-0.62,0,0.5
0.0014895,348.36,0.33573,0.020873,0.28304,1,0.4,-0.6,0,0.5
0.0020537,360.14,0.33958,0.026661,0.30079,1,0.42,-0.58,0,0.5
0.002618,371.92,0.34344,0.032449,0.31853,1,0.44,-0.56,0,0.5
0.0037169,391.49,0.34966,0.036763,0.37258,1,0.46,-0.54,0,0.5
0.0049948,413.66,0.35667,0.040584,0.43878,1,0.48,-0.52,0,0.5
0.0062737,435.72,0.36347,0.044155,0.50491,1,0.5,-0.5,0,0.5
0.0075909,452.98,0.36209,0.038015,0.56806,1,0.52,-0.48,0,0.5
0.0089949,471.87,0.36132,0.030895,0.63772,1,0.54,-0.46,0,0.5
0.010898,500.19,0.36414,0.018133,0.74489,1,0.56,-0.44,0,0.5
0.012791,528.41,0.3647,0.013802,0.84681,1,0.58,-0.42,0,0.5
0.014657,556.4,0.35918,0.032151,0.93461,1,0.6,-0.4,0,0.5
0.016863,585.61,0.3514,0.039442,1.0236,1,0.62,-0.38,0,0.5
0.019594,616.69,0.34014,0.029724,1.1144,1,0.64,-0.36,0,0.5
0.023323,654.05,0.33554,0.026703,1.2234,1,0.66,-0.34,0,0.5
0.027987,697.28,0.33715,0.029937,1.3494,1,0.68,-0.32,0,0.5
0.032933,749.51,0.34495,0.036037,1.519,1,0.7,-0.3,0,0.5
0.038038,806.8,0.35622,0.04375,1.7132,1,0.72,-0.28,0,0.5
0.041785,841.9,0.34636,0.037205,1.8474,1,0.74,-0.26,0,0.5
0.044909,866.8,0.32679,0.024104,1.954,1,0.76,-0.24,0,0.5
0.050117,904.9,0.31049,0.017642,2.0837,1,0.78,-0.22,0,0.5
0.056097,947.87,0.29539,0.013636,2.2221,1,0.8,-0.2,0,0.5
0.064936,998.16,0.28738,0.015738,2.381,1,0.82,-0.18,0,0.5
0.074607,1050.6,0.28142,0.019615,2.5459,1,0.84,-0.16,0,0.5
0.083861,1077.5,0.26997,0.0092852,2.7018,1,0.86,-0.14,0,0.5
0.093024,1098.9,0.25731,-0.0041625,2.8558,1,0.88,-0.12,0,0.5
0.10769,1139.4,0.22338,-0.00272,3.0573,1,0.9,-0.1,0,0.5
0.12322,1182.8,0.18612,0.0010464,3.2664,1,0.92,-0.08,0,0.5
0.14172,1205.7,0.15677,-0.0056701,3.4669,1,0.94,-0.06,0,0.5
0.16051,1226.6,0.1282,-0.013423,3.6667,1,0.96,-0.04,0,0.5
0.1753,1226.6,0.090278,-0.0042788,3.7826,1,0.98,-0.02,0,0.5
0.18991,1225.7,0.051913,0.005662,3.8945,1,1,0,0,0.5
0.18553,1218.9,0.016751,0.011653,3.8943,1,1.02,0.02,0,0.5
0.18077,1212.4,-0.019076,0.017868,3.8883,1,1.04,0.04,0,0.5
0.16783,1211.1,-0.069027,0.028834,3.762,1,1.06,0.06,0,0.5
0.15474,1210,-0.11623,0.040131,3.6337,1,1.08,0.08,0,0.5
0.14012,1209.6,-0.1357,0.054785,3.4852,1,1.1,0.1,0,0.5
0.12565,1203.1,-0.15514,0.070176,3.3296,1,1.12,0.12,0,0.5
0.11215,1158,-0.17433,0.090285,3.1289,1,1.14,0.14,0,0.5
0.099458,1117.7,-0.19651,0.10979,2.9383,1,1.16,0.16,0,0.5
0.0904,1098.8,-0.23228,0.12657,2.7937,1,1.18,0.18,0,0.5
0.080648,1072.7,-0.26416,0.13515,2.6394,1,1.2,0.2,0,0.5
