avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.00028957,311.9,0.36789,-0.0086032,0.079925,1,0,-1,0,0.3
0.00029696,312.26,0.36537,-0.0090212,0.069824,1,0.02,-0.98,0,0.3
0.00030296,312.55,0.36349,-0.0093607,0.060658,1,0.04,-0.96,0,0.3
0.00030222,312.51,0.36471,-0.009318,0.056044,1,0.06,-0.94,0,0.3
0.00030148,312.47,0.36594,-0.0092753,0.05143,1,0.08,-0.92,0,0.3
0.00030074,312.43,0.36716,-0.0092326,0.046816,1,0.1,-0.9,0,0.3
0.00030073,312.42,0.36814,-0.008508,0.04061,1,0.12,-0.88,0,0.3
0.00030533,312.63,0.36759,-0.0034498,0.024293,1,0.14,-0.86,0,0.3
0.00030994,312.83,0.36704,0.0016083,0.0079759,1,0.16,-0.84,0,0.3
0.00031454,313.04,0.36649,0.0066664,-0.0083413,1,0.18,-0.82,0,0.3
0.00033172,313.81,0.36581,0.008234,-0.01265,1,0.2,-0.8,0,0.3
0.00036984,315.51,0.36492,0.003988,0.0030428,1,0.22,-0.78,0,0.3
0.00040797,317.22,0.36403,-0.00025793,0.018735,1,0.24,-0.76,0,0.3
0.00044609,318.92,0.36314,-0.0045039,0.034428,1,0.26,-0.74,0,0.3
0.00047094,319.66,0.36255,0.00027648,0.032221,1,0.28,-0.72,0,0.3
0.00049376,320.24,0.362,0.0064341,0.027283,1,0.3,-0.7,0,0.3
0.00051658,320.83,0.36145,0.012592,0.022345,1,0.32,-0.68,0,0.3
0.00062773,324.67,0.36562,0.017796,0.035355,1,0.34,-0.66,0,0.3
0.00079912,330.72,0.37301,0.022351,0.060604,1,0.36,-0.64,0,0.3
0.00097051,336.78,0.38041,0.026905,0.085852,1,0.38,-0.62,0,0.3
0.0012671,343.45,0.3834,0.029574,0.09821,1,0.4,-0.6,0,0.3
0.0016709,350.65,0.38262,0.030626,0.099526,1,0.42,-0.58,0,0.3
0.0020746,357.85,0.38184,0.031679,0.10084,1,0.44,-0.56,0,0.3
0.0032578,377.07,0.38263,0.036468,0.13648,1,0.46,-0.54,0,0.3
0.0048016,401.86,0.38414,0.042985,0.188,1,0.48,-0.52,0,0.3
0.006344,426.59,0.38569,0.049487,0.23971,1,0.5,-0.5,0,0.3
0.007799,447.93,0.38933,0.054961,0.30387,1,0.52,-0.48,0,0.3
0.0092264,469.51,0.3911,0.061914,0.36696,1,0.54,-0.46,0,0.3
0.010482,492.65,0.38131,0.078042,0.42338,1,0.56,-0.44,0,0.3
0.011978,516.94,0.37003,0.087928,0.4772,1,0.58,-0.42,0,0.3
0.01415,544.47,0.35462,0.08029,0.52371,1,0.6,-0.4,0,0.3
0.017064,576.47,0.34971,0.079071,0.58946,1,0.62,-0.38,0,0.3
0.021155,615.57,0.36146,0.088049,0.68576,1,0.64,-0.36,0,0.3
0.025984,660.24,0.36949,0.095251,0.77326,1,0.66,-0.34,0,0.3
0.031523,710.25,0.37395,0.10075,0.85234,1,0.68,-0.32,0,0.3
0.037434,761.63,0.36944,0.10396,0.96806,1,0.7,-0.3,0,0.3
0.043562,813.82,0.35974,0.10586,1.1049,1,0.72,-0.28,0,0.3
0.049332,853.24,0.35046,0.1051,1.2213,1,0.74,-0.26,0,0.3
0.054933,886.65,0.34137,0.1031,1.3279,1,0.76,-0.24,0,0.3
0.062845,928.8,0.32691,0.10707,1.4372,1,0.78,-0.22,0,0.3
0.07163,974.25,0.31041,0.11332,1.5475,1,0.8,-0.2,0,0.3
0.083333,1030.2,0.292,0.10348,1.7368,1,0.82,-0.18,0,0.3
0.095901,1089.2,0.27303,0.088869,1.9495,1,0.84,-0.16,0,0.3
0.10544,1112.9,0.23599,0.073872,2.0947,1,0.86,-0.14,0,0.3
0.11431,1128.6,0.19491,0.058789,2.2247,1,0.88,-0.12,0,0.3
0.1278,1159.1,0.16213,0.04763,2.3538,1,0.9,-0.1,0,0.3
0.14202,1192,0.13068,0.037095,2.4827,1,0.92,-0.08,0,0.3
0.14952,1193.2,0.10811,0.01282,2.5671,1,0.94,-0.06,0,0.3
0.15634,1191.2,0.086429,-0.012838,2.647,1,0.96,-0.04,0,0.3
0.15835,1208.8,0.050562,-0.022952,2.6724,1,0.98,-0.02,0,0.3
0.16013,1227.4,0.014015,-0.032322,2.6952,1,1,0,0,0.3
0.15252,1215.4,-0.036875,-0.018913,2.6636,1,1.02,0.02,0,0.3
0.14501,1204.6,-0.087172,-0.005406,2.6309,1,1.04,0.04,0,0.3
0.13965,1218.9,-0.12511,0.010162,2.5761,1,1.06,0.06,0,0.3
0.13358,1224.9,-0.1615,0.023916,2.5065,1,1.08,0.08,0,0.3
0.12054,1149.6,-0.18245,0.019655,2.2904,1,1.1,0.1,0,0.3
0.10798,1081.1,-0.20698,0.017675,2.0877,1,1.12,0.12,0,0.3
0.098497,1055.1,-0.25402,0.030036,1.9691,1,1.14,0.14,0,0.3
0.088041,1021.7,-0.29228,0.039417,1.8358,1,1.16,0.16,0,0.3
0.073245,954.94,-0.29131,0.035496,1.637,1,1.18,0.18,0,0.3
0.060302,902.34,-0.30071,0.032014,1.466,1,1.2,0.2,0,0.3
0.053605,897.47,-0.34509,0.030012,1.3891,1,1.22,0.22,0,0.3
0.047479,886.59,-0.38084,0.026754,1.3091,1,1.24,0.24,0,0.3
0.042864,859.82,-0.39379,0.020178,1.2209,1,1.26,0.26,0,0.3
0.03771,819.24,-0.40618,0.016009,1.1151,1,1.28,0.28,0,0.3
0.03141,749.33,-0.41738,0.01695,0.97175,1,1.3,0.3,0,0.3
0.025884,687.53,-0.42178,0.014395,0.84111,1,1.32,0.32,0,0.3
0.021696,639.79,-0.41443,0.0057863,0.73247,1,1.34,0.34,0,0.3
0.018039,596.44,-0.4106,0.0037596,0.6362,1,1.36,0.36,0,0.3
0.014936,557.68,-0.41043,0.0085892,0.55283,1,1.38,0.38,0,0.3
0.012664,530.3,-0.40634,0.015312,0.48887,1,1.4,0.4,0,0.3
0.010916,510.08,-0.39978,0.023226,0.43712,1,1.42,0.42,0,0.3
0.0092713,487.53,-0.39297,0.02452,0.37603,1,1.44,0.44,0,0.3
0.0076641,464.15,-0.38608,0.023457,0.31162,1,1.46,0.46,0,0.3
0.0071877,451.88,-0.38752,0.034558,0.27556,1,1.48,0.48,0,0.3
0.0068934,441.42,-0.3903,0.04762,0.24406,1,1.5,0.5,0,0.3
0.0056268,419.61,-0.38326,0.051777,0.19677,1,1.52,0.52,0,0.3
0.0043454,397.62,-0.37608,0.055798,0.14925,1,1.54,0.54,0,0.3
0.0032627,379.42,-0.37187,0.05901,0.11798,1,1.56,0.56,0,0.3
0.0026095,369.38,-0.37409,0.060475,0.12185,1,1.58,0.58,0,0.3
0.0019563,359.34,-0.37631,0.061939,0.12572,1,1.6,0.6,0,0.3
0.001508,351.74,-0.37993,0.057094,0.12844,1,1.62,0.62,0,0.3
0.0012989,346.98,-0.38517,0.044883,0.12982,1,1.64,0.64,0,0.3
0.0010898,342.22,-0.3904,0.032672,0.1312,1,1.66,0.66,0,0.3
0.00093989,338.55,-0.39407,0.024899,0.13303,1,1.68,0.68,0,0.3
0.00087688,336.46,-0.39543,0.023636,0.13553,1,1.7,0.7,0,0.3
0.00081386,334.37,-0.39679,0.022372,0.13802,1,1.72,0.72,0,0.3
0.00075251,332.28,-0.39745,0.021006,0.14001,1,1.74,0.74,0,0.3
0.00070201,330.2,-0.39351,0.018971,0.1387,1,1.76,0.76,0,0.3
0.00065151,328.12,-0.38957,0.016936,0.13739,1,1.78,0.78,0,0.3
0.00060102,326.04,-0.38563,0.014901,0.13607,1,1.8,0.8,0,0.3
0.00056565,324.55,-0.38511,0.0087202,0.1387,1,1.82,0.82,0,0.3
0.00053936,323.41,-0.38664,5.0005e-05,0.14371,1,1.84,0.84,0,0.3
0.00051308,322.27,-0.38817,-0.0086202,0.14871,1,1.86,0.86,0,0.3
0.00048679,321.13,-0.3897,-0.01729,0.15371,1,1.88,0.88,0,0.3
