avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.032461,639.86,0.44119,0.0024801,0.77394,1,0.66,-0.34,0,0.3
0.037969,681.05,0.45353,-0.006626,0.88969,1,0.68,-0.32,0,0.3
0.042454,714.55,0.45517,-0.0051824,0.97595,1,0.7,-0.3,0,0.3
0.046349,743.62,0.45064,0.0023514,1.0452,1,0.72,-0.28,0,0.3
0.051463,779.5,0.43641,-0.0016146,1.1308,1,0.74,-0.26,0,0.3
0.05715,818.6,0.4176,-0.010998,1.2241,1,0.76,-0.24,0,0.3
0.06477,856.22,0.39525,-0.010193,1.3347,1,0.78,-0.22,0,0.3
0.07312,893.29,0.37155,-0.0055319,1.4518,1,0.8,-0.2,0,0.3
0.083498,927.24,0.356,0.0072029,1.5635,1,0.82,-0.18,0,0.3
0.094478,960.28,0.34286,0.022332,1.6735,1,0.84,-0.16,0,0.3
0.1058,990.42,0.31228,0.014742,1.8104,1,0.86,-0.14,0,0.3
0.11719,1019.9,0.2778,0.0020631,1.9533,1,0.88,-0.12,0,0.3
0.13465,1063.6,0.24266,-0.02075,2.1251,1,0.9,-0.1,0,0.3
0.15307,1109.4,0.20743,-0.045175,2.3016,1,0.92,-0.08,0,0.3
0.1722,1119.2,0.17258,-0.033114,2.4335,1,0.94,-0.06,0,0.3
0.19141,1125.4,0.13777,-0.017379,2.561,1,0.96,-0.04,0,0.3
0.21181,1112.3,0.10998,-8.4514e-05,2.6514,1,0.98,-0.02,0,0.3
0.23226,1098.4,0.082533,0.017285,2.74,1,1,0,0,0.3
0.23429,1118.9,0.029298,0.024474,2.7958,1,1.02,0.02,0,0.3
0.23523,1137.5,-0.023574,0.03144,2.8423,1,1.04,0.04,0,0.3
0.21337,1116.1,-0.068855,0.033753,2.6923,1,1.06,0.06,0,0.3
0.19131,1095,-0.11396,0.03638,2.5389,1,1.08,0.08,0,0.3
0.16734,1077.4,-0.15733,0.042124,2.3522,1,1.1,0.1,0,0.3
0.14483,1061.5,-0.19944,0.050301,2.1787,1,1.12,0.12,0,0.3
0.13158,1057.1,-0.23364,0.073774,2.0891,1,1.14,0.14,0,0.3
0.11822,1047.2,-0.2667,0.095822,1.9866,1,1.16,0.16,0,0.3
0.10437,1013.3,-0.29466,0.11151,1.8263,1,1.18,0.18,0,0.3
0.090642,975.97,-0.32182,0.12182,1.6731,1,1.2,0.2,0,0.3
0.077369,927.28,-0.34627,0.11397,1.5434,1,1.22,0.22,0,0.3
0.06596,885.43,-0.36819,0.10846,1.4276,1,1.24,0.24,0,0.3
0.05948,861.62,-0.38337,0.10913,1.3481,1,1.26,0.26,0,0.3
0.053125,833.62,-0.39554,0.1075,1.2616,1,1.28,0.28,0,0.3
0.047035,796.71,-0.40127,0.10103,1.1598,1,1.3,0.3,0,0.3
0.040751,750.28,-0.40764,0.09569,1.0435,1,1.32,0.32,0,0.3
0.034133,687.34,-0.41511,0.09231,0.90188,1,1.34,0.34,0,0.3
0.029149,642.09,-0.42545,0.087116,0.7934,1,1.36,0.36,0,0.3
0.025867,615.24,-0.43878,0.080031,0.71944,1,1.38,0.38,0,0.3
0.022383,582.48,-0.44313,0.074562,0.64196,1,1.4,0.4,0,0.3
0.018772,546,-0.44184,0.07011,0.56228,1,1.42,0.42,0,0.3
0.015525,515.81,-0.4416,0.063513,0.48525,1,1.44,0.44,0,0.3
0.012408,487.86,-0.44174,0.056152,0.40916,1,1.46,0.46,0,0.3
0.010316,466.46,-0.43727,0.053339,0.3484,1,1.48,0.48,0,0.3
0.00839,446.11,-0.43207,0.051259,0.29011,1,1.5,0.5,0,0.3
0.0062933,416.98,-0.41672,0.052774,0.2034,1,1.52,0.52,0,0.3
0.004194,387.73,-0.40122,0.054344,0.11626,1,1.54,0.54,0,0.3
0.002583,365.14,-0.39378,0.054706,0.058601,1,1.56,0.56,0,0.3
0.0020274,356.96,-0.40377,0.052454,0.064659,1,1.58,0.58,0,0.3
0.0014718,348.79,-0.41375,0.050203,0.070717,1,1.6,0.6,0,0.3
0.0010888,341.6,-0.41622,0.044616,0.065142,1,1.62,0.62,0,0.3
0.00090733,335.58,-0.40991,0.035137,0.045988,1,1.64,0.64,0,0.3
0.00072581,329.56,-0.4036,0.025657,0.026833,1,1.66,0.66,0,0.3
0.0006005,325.29,-0.40208,0.018671,0.023619,1,1.68,0.68,0,0.3
0.00055762,323.59,-0.40761,0.015342,0.043779,1,1.7,0.7,0,0.3
0.00051474,321.9,-0.41313,0.012013,0.063941,1,1.72,0.72,0,0.3
0.00047421,320.26,-0.41743,0.0084277,0.079681,1,1.74,0.74,0,0.3
0.00044907,318.97,-0.41373,0.0031648,0.06645,1,1.76,0.76,0,0.3
0.00042393,317.68,-0.41002,-0.0020981,0.05322,1,1.78,0.78,0,0.3
0.00039879,316.4,-0.40631,-0.0073611,0.039989,1,1.8,0.8,0,0.3
0.0003725,315.2,-0.40371,-0.007878,0.04047,1,1.82,0.82,0,0.3
0.00034551,314.05,-0.40176,-0.0055454,0.049184,1,1.84,0.84,0,0.3
0.00031853,312.9,-0.39981,-0.0032127,0.057899,1,1.86,0.86,0,0.3
0.00029154,311.76,-0.39786,-0.00088001,0.066613,1,1.88,0.88,0,0.3
0.00028134,311.33,-0.39414,-0.0034808,0.07035,1,1.9,0.9,0,0.3
0.00027378,311.01,-0.39014,-0.006858,0.073305,1,1.92,0.92,0,0.3
0.00026622,310.69,-0.38614,-0.010235,0.076259,1,1.94,0.94,0,0.3
0.00025866,310.38,-0.38214,-0.013612,0.079214,1,1.96,0.96,0,0.3
0.00025984,310.44,-0.38054,-0.0097113,0.092336,1,1.98,0.98,0,0.3
0.0002628,310.59,-0.37944,-0.0043166,0.10755,1,2,1,0,0.3
