avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.00025748,310.4,0.34258,-0.014335,0.072916,1,0,-1,0,0.3
0.0002754,311.27,0.3504,-0.013101,0.070645,1,0.02,-0.98,0,0.3
0.00029215,312.08,0.35721,-0.011478,0.069911,1,0.04,-0.96,0,0.3
0.00030312,312.61,0.35911,-0.0079536,0.076663,1,0.06,-0.94,0,0.3
0.00031409,313.14,0.36102,-0.0044296,0.083414,1,0.08,-0.92,0,0.3
0.00032506,313.67,0.36292,-0.00090564,0.090166,1,0.1,-0.9,0,0.3
0.00033751,314.27,0.36479,0.0022593,0.096013,1,0.12,-0.88,0,0.3
0.00035929,315.31,0.36648,0.0031431,0.096109,1,0.14,-0.86,0,0.3
0.00038107,316.35,0.36817,0.0040268,0.096205,1,0.16,-0.84,0,0.3
0.00040285,317.39,0.36985,0.0049105,0.096301,1,0.18,-0.82,0,0.3
0.00041915,318.14,0.37168,0.0067061,0.096997,1,0.2,-0.8,0,0.3
0.00042631,318.41,0.37374,0.01002,0.098692,1,0.22,-0.78,0,0.3
0.00043348,318.68,0.3758,0.013335,0.10039,1,0.24,-0.76,0,0.3
0.00044065,318.96,0.37786,0.016649,0.10208,1,0.26,-0.74,0,0.3
0.00047419,319.85,0.37168,0.016311,0.091344,1,0.28,-0.72,0,0.3
0.00051177,320.84,0.36426,0.015416,0.078711,1,0.3,-0.7,0,0.3
0.00054935,321.84,0.35683,0.014521,0.066078,1,0.32,-0.68,0,0.3
0.00071935,326.26,0.36216,0.017653,0.066039,1,0.34,-0.66,0,0.3
0.00097967,333.03,0.37619,0.023532,0.074588,1,0.36,-0.64,0,0.3
0.00124,339.8,0.39023,0.029411,0.083138,1,0.38,-0.62,0,0.3
0.0017461,348.01,0.39306,0.034018,0.085415,1,0.4,-0.6,0,0.3
0.0024628,357.46,0.38628,0.037536,0.08232,1,0.42,-0.58,0,0.3
0.0031795,366.91,0.37951,0.041053,0.079225,1,0.44,-0.56,0,0.3
0.0048249,388.13,0.3853,0.041844,0.12392,1,0.46,-0.54,0,0.3
0.0068999,414.81,0.39691,0.041373,0.19071,1,0.48,-0.52,0,0.3
0.0089686,441.29,0.4084,0.040675,0.25722,1,0.5,-0.5,0,0.3
0.010619,454.93,0.41165,0.025081,0.30556,1,0.52,-0.48,0,0.3
0.012367,470.19,0.4151,0.011184,0.35475,1,0.54,-0.46,0,0.3
0.014719,495.47,0.41974,0.0078103,0.40918,1,0.56,-0.44,0,0.3
0.017144,520.21,0.42085,0.0051431,0.46509,1,0.58,-0.42,0,0.3
0.019778,543.4,0.41206,0.0044598,0.5251,1,0.6,-0.4,0,0.3
0.023095,570.24,0.41248,0.004676,0.59343,1,0.62,-0.38,0,0.3
0.027495,602.87,0.42753,0.0063205,0.67495,1,0.64,-0.36,0,0.3
