avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.00012373,303.93,0.22951,-0.005437,0.11631,1,0,-1,0,0.9
0.00012709,304.08,0.23799,-0.0055311,0.11527,1,0.02,-0.98,0,0.9
0.00013229,304.32,0.24342,-0.0076983,0.11853,1,0.04,-0.96,0,0.9
0.00014059,304.69,0.2437,-0.013354,0.12902,1,0.06,-0.94,0,0.9
0.0001489,305.07,0.24398,-0.019011,0.13951,1,0.08,-0.92,0,0.9
0.0001572,305.44,0.24426,-0.024667,0.15,1,0.1,-0.9,0,0.9
0.00016803,305.92,0.24481,-0.026772,0.16404,1,0.12,-0.88,0,0.9
0.00018164,306.52,0.24567,-0.024957,0.18202,1,0.14,-0.86,0,0.9
0.00019526,307.12,0.24652,-0.023142,0.2,1,0.16,-0.84,0,0.9
0.00020888,307.72,0.24738,-0.021326,0.21798,1,0.18,-0.82,0,0.9
0.00024289,309.14,0.25266,-0.014797,0.23729,1,0.2,-0.8,0,0.9
0.00028231,310.78,0.25912,-0.007018,0.25695,1,0.22,-0.78,0,0.9
0.00032173,312.42,0.26558,0.00076114,0.27661,1,0.24,-0.76,0,0.9
0.00038975,315.13,0.2706,0.005647,0.3029,1,0.26,-0.74,0,0.9
0.00052366,320.33,0.27229,0.0038647,0.34446,1,0.28,-0.72,0,0.9
0.00065756,325.53,0.27398,0.0020823,0.38603,1,0.3,-0.7,0,0.9
0.00079147,330.72,0.27567,0.00029991,0.42759,1,0.32,-0.68,0,0.9
0.0010103,338.09,0.27788,-0.0019966,0.46975,1,0.34,-0.66,0,0.9
0.0012294,345.47,0.28008,-0.0042946,0.5119,1,0.36,-0.64,0,0.9
0.0014485,352.85,0.28228,-0.0065926,0.55406,1,0.38,-0.62,0,0.9
0.0017862,363.37,0.27719,-0.01196,0.59436,1,0.4,-0.6,0,0.9
0.002143,374.4,0.27092,-0.017824,0.63436,1,0.42,-0.58,0,0.9
0.0024999,385.43,0.26465,-0.023688,0.67437,1,0.44,-0.56,0,0.9
0.003414,412.86,0.26834,-0.027646,0.79157,1,0.46,-0.54,0,0.9
0.0044038,442.51,0.27338,-0.031345,0.91926,1,0.48,-0.52,0,0.9
0.0053975,471.93,0.27804,-0.034731,1.0464,1,0.5,-0.5,0,0.9
0.0064736,496.4,0.27461,-0.031483,1.163,1,0.52,-0.48,0,0.9
0.007609,521.65,0.27373,-0.027407,1.2872,1,0.54,-0.46,0,0.9
0.0090411,550.79,0.28564,-0.019186,1.4497,1,0.56,-0.44,0,0.9
0.010572,579.6,0.29386,-0.01408,1.6062,1,0.58,-0.42,0,0.9
0.012346,607.57,0.2929,-0.016686,1.748,1,0.6,-0.4,0,0.9
0.014387,640.12,0.29127,-0.019453,1.8974,1,0.62,-0.38,0,0.9
0.016813,679.29,0.28867,-0.022452,2.0578,1,0.64,-0.36,0,0.9
0.019633,717.61,0.28785,-0.025494,2.2138,1,0.66,-0.34,0,0.9
