avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.0228,755.17,0.28861,-0.028573,2.366,1,0.68,-0.32,0,0.9
0.027156,799.75,0.27912,-0.019773,2.5601,1,0.7,-0.3,0,0.9
0.032146,848.08,0.26416,-0.0046335,2.7767,1,0.72,-0.28,0,0.9
0.039638,904.54,0.26793,0.0024774,3.0332,1,0.74,-0.26,0,0.9
0.048225,964.55,0.27989,0.0060731,3.3071,1,0.76,-0.24,0,0.9
0.058584,1021.6,0.2747,0.0064583,3.5926,1,0.78,-0.22,0,0.9
0.069569,1077.7,0.26344,0.0057097,3.8823,1,0.8,-0.2,0,0.9
0.079933,1108.3,0.24178,0.0010759,4.0804,1,0.82,-0.18,0,0.9
0.090124,1131.8,0.21723,-0.0046378,4.253,1,0.84,-0.16,0,0.9
0.1,1155.1,0.20161,-0.016058,4.4154,1,0.86,-0.14,0,0.9
0.10981,1178.3,0.18786,-0.02868,4.5757,1,0.88,-0.12,0,0.9
0.1202,1197,0.16844,-0.0064443,4.7796,1,0.9,-0.1,0,0.9
0.13068,1215,0.14818,0.021023,4.9899,1,0.92,-0.08,0,0.9
0.13853,1229.1,0.11883,0.014679,5.1387,1,0.94,-0.06,0,0.9
0.14612,1243,0.088622,0.005113,5.2817,1,0.96,-0.04,0,0.9
0.15216,1250.8,0.056729,0.0090566,5.3426,1,0.98,-0.02,0,0.9
0.15812,1258.4,0.024761,0.013615,5.3998,1,1,0,0,0.9
0.16142,1259.4,0.0043012,0.020398,5.4336,1,1.02,0.02,0,0.9
0.16437,1260.1,-0.016523,0.026928,5.4633,1,1.04,0.04,0,0.9
0.15977,1256.2,-0.045359,0.027899,5.4024,1,1.06,0.06,0,0.9
0.15441,1252.2,-0.076382,0.026279,5.3317,1,1.08,0.08,0,0.9
0.14111,1247.5,-0.13037,-0.002534,5.1588,1,1.1,0.1,0,0.9
0.12725,1239,-0.181,-0.029342,4.9755,1,1.12,0.12,0,0.9
0.10971,1205.4,-0.20935,-0.042786,4.7239,1,1.14,0.14,0,0.9
0.093108,1170.9,-0.23121,-0.049961,4.4614,1,1.16,0.16,0,0.9
0.080943,1132.4,-0.22234,-0.027374,4.1471,1,1.18,0.18,0,0.9
0.069159,1089.3,-0.21462,-0.011032,3.8355,1,1.2,0.2,0,0.9
0.058743,1029.7,-0.211,-0.017153,3.5338,1,1.22,0.22,0,0.9
0.048967,971.12,-0.20814,-0.021636,3.2454,1,1.24,0.24,0,0.9
0.041002,915.41,-0.20738,-0.021483,2.9946,1,1.26,0.26,0,0.9
0.033971,863.47,-0.20804,-0.020088,2.7638,1,1.28,0.28,0,0.9
0.029074,820.16,-0.21193,-0.01586,2.5788,1,1.3,0.3,0,0.9
0.024826,783.22,-0.22228,-0.011025,2.4287,1,1.32,0.32,0,0.9
0.021797,758.23,-0.24476,-0.0050526,2.344,1,1.34,0.34,0,0.9
0.018872,722.58,-0.25547,0.0024278,2.2054,1,1.36,0.36,0,0.9
0.016064,674.9,-0.25288,0.011613,2.0057,1,1.38,0.38,0,0.9
0.013536,628.57,-0.25228,0.015624,1.8148,1,1.4,0.4,0,0.9
0.011201,583.17,-0.25306,0.016052,1.6301,1,1.42,0.42,0,0.9
0.0093713,546.28,-0.2506,0.0093549,1.455,1,1.44,0.44,0,0.9
0.0077461,512.81,-0.24684,-0.00022165,1.2839,1,1.46,0.46,0,0.9
0.0064314,484.93,-0.24504,-0.0042873,1.1429,1,1.48,0.48,0,0.9
0.0051787,458.16,-0.24363,-0.0072528,1.008,1,1.5,0.5,0,0.9
0.0042807,434.36,-0.24891,0.0006183,0.88304,1,1.52,0.52,0,0.9
0.0033993,410.69,-0.25451,0.0090001,0.75857,1,1.54,0.54,0,0.9
0.0025785,388.61,-0.25984,0.016931,0.64462,1,1.56,0.56,0,0.9
0.0022029,378.18,-0.26328,0.02154,0.60813,1,1.58,0.58,0,0.9
0.0018273,367.75,-0.26672,0.026149,0.57164,1,1.6,0.6,0,0.9
0.0014696,357.47,-0.26903,0.029689,0.53342,1,1.62,0.62,0,0.9
0.0012217,348.1,-0.26441,0.026628,0.48453,1,1.64,0.64,0,0.9
0.00097374,338.73,-0.25979,0.023568,0.43564,1,1.66,0.66,0,0.9
0.00072633,329.38,-0.25519,0.020513,0.38686,1,1.68,0.68,0,0.9
0.00065567,326.69,-0.25946,0.019144,0.37603,1,1.7,0.7,0,0.9
0.000585,324,-0.26373,0.017775,0.3652,1,1.72,0.72,0,0.9
0.00051433,321.32,-0.268,0.016405,0.35436,1,1.74,0.74,0,0.9
0.00045454,318.83,-0.26794,0.016486,0.33078,1,1.76,0.76,0,0.9
0.00039947,316.44,-0.266,0.017196,0.30166,1,1.78,0.78,0,0.9
0.0003444,314.04,-0.26407,0.017905,0.27254,1,1.8,0.8,0,0.9
0.00029488,311.88,-0.26229,0.019484,0.24696,1,1.82,0.82,0,0.9
0.00026631,310.58,-0.2611,0.024339,0.2347,1,1.84,0.84,0,0.9
0.00023774,309.27,-0.25991,0.029194,0.22244,1,1.86,0.86,0,0.9
0.00020917,307.97,-0.25872,0.034049,0.21018,1,1.88,0.88,0,0.9
0.00018626,306.91,-0.25541,0.035483,0.19037,1,1.9,0.9,0,0.9
0.00016848,306.07,-0.25019,0.033819,0.16372,1,1.92,0.92,0,0.9
0.00015069,305.23,-0.24496,0.032156,0.13706,1,1.94,0.94,0,0.9
0.00013291,304.39,-0.23974,0.030492,0.11041,1,1.96,0.96,0,0.9
0.000121,303.82,-0.23418,0.030245,0.099324,1,1.98,0.98,0,0.9
0.00011259,303.42,-0.22842,0.030841,0.097489,1,2,1,0,0.9
