avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.16288,1215.3,0.05963,-0.099457,3.8677,1,0.98,-0.02,0,0.5
0.17014,1201.2,0.032564,-0.1181,3.909,1,1,0,0,0.5
0.16785,1169.9,-0.021923,-0.10385,3.8237,1,1.02,0.02,0,0.5
0.16503,1138.3,-0.075241,-0.089719,3.7293,1,1.04,0.04,0,0.5
0.15085,1101.4,-0.10378,-0.078272,3.4427,1,1.06,0.06,0,0.5
0.13659,1064.3,-0.13496,-0.07175,3.1639,1,1.08,0.08,0,0.5
0.12146,1023.8,-0.19286,-0.11503,2.9652,1,1.1,0.1,0,0.5
0.1071,989.14,-0.24137,-0.15612,2.7732,1,1.12,0.12,0,0.5
0.097698,991.35,-0.22968,-0.18324,2.625,1,1.14,0.14,0,0.5
0.087985,987.1,-0.22433,-0.20469,2.4806,1,1.16,0.16,0,0.5
0.076877,953.47,-0.24784,-0.20038,2.3538,1,1.18,0.18,0,0.5
0.066244,912.17,-0.26517,-0.19699,2.2123,1,1.2,0.2,0,0.5
0.057246,844.46,-0.26124,-0.19678,2.0203,1,1.22,0.22,0,0.5
0.049657,789.95,-0.26095,-0.1973,1.8657,1,1.24,0.24,0,0.5
0.045878,771.11,-0.27049,-0.19977,1.812,1,1.26,0.26,0,0.5
0.04123,743.44,-0.28086,-0.20504,1.7134,1,1.28,0.28,0,0.5
0.034689,696.57,-0.293,-0.21641,1.5169,1,1.3,0.3,0,0.5
0.029218,664.18,-0.30523,-0.19333,1.364,1,1.32,0.32,0,0.5
0.025648,657.54,-0.31759,-0.10899,1.2888,1,1.34,0.34,0,0.5
0.022392,645.46,-0.32231,-0.061482,1.2004,1,1.36,0.36,0,0.5
0.019472,627.54,-0.31884,-0.053394,1.0978,1,1.38,0.38,0,0.5
0.016609,600.9,-0.30466,-0.063939,0.96835,1,1.4,0.4,0,0.5
0.013783,568.61,-0.28349,-0.086598,0.82151,1,1.42,0.42,0,0.5
0.011081,527.32,-0.27917,-0.085391,0.69511,1,1.44,0.44,0,0.5
0.0084242,482.68,-0.2811,-0.075313,0.57631,1,1.46,0.46,0,0.5
0.0067198,456.11,-0.29146,-0.059504,0.51876,1,1.48,0.48,0,0.5
0.0051807,432.66,-0.30327,-0.0427,0.47184,1,1.5,0.5,0,0.5
0.0043109,414.94,-0.2964,-0.033201,0.40648,1,1.52,0.52,0,0.5
0.0034582,397.36,-0.28906,-0.023889,0.34065,1,1.54,0.54,0,0.5
0.0027056,381.52,-0.28408,-0.016389,0.28992,1,1.56,0.56,0,0.5
0.002252,370.9,-0.28618,-0.014299,0.28434,1,1.58,0.58,0,0.5
0.0017984,360.28,-0.28827,-0.01221,0.27875,1,1.6,0.6,0,0.5
0.0014156,350.21,-0.29201,-0.0066969,0.26514,1,1.62,0.62,0,0.5
0.0011622,341.17,-0.29873,0.0050627,0.23686,1,1.64,0.64,0,0.5
0.00090876,332.12,-0.30545,0.016822,0.20859,1,1.66,0.66,0,0.5
0.00070798,325.1,-0.31001,0.02171,0.18752,1,1.68,0.68,0,0.5
0.00064865,323.52,-0.30879,0.0081345,0.18584,1,1.7,0.7,0,0.5
0.00058933,321.94,-0.30756,-0.0054411,0.18416,1,1.72,0.72,0,0.5
0.00053,320.36,-0.30634,-0.019017,0.18248,1,1.74,0.74,0,0.5
0.00048802,318.98,-0.31459,-0.0088922,0.16862,1,1.76,0.76,0,0.5
0.00044627,317.61,-0.32295,0.0015348,0.15461,1,1.78,0.78,0,0.5
0.00040451,316.24,-0.33132,0.011962,0.14059,1,1.8,0.8,0,0.5
0.00036463,314.76,-0.33699,0.014204,0.12909,1,1.82,0.82,0,0.5
0.00032672,313.16,-0.3398,0.0078052,0.12024,1,1.84,0.84,0,0.5
0.00028881,311.56,-0.34262,0.0014061,0.11139,1,1.86,0.86,0,0.5
0.0002509,309.95,-0.34543,-0.004993,0.10254,1,1.88,0.88,0,0.5
0.00022334,308.7,-0.33931,-0.0041694,0.091653,1,1.9,0.9,0,0.5
0.0001992,307.56,-0.33023,-0.0009504,0.080086,1,1.92,0.92,0,0.5
0.00017507,306.42,-0.32114,0.0022686,0.068519,1,1.94,0.94,0,0.5
0.00015094,305.28,-0.31206,0.0054876,0.056952,1,1.96,0.96,0,0.5
0.00013626,304.58,-0.30676,0.0048809,0.057397,1,1.98,0.98,0,0.5
0.00012453,304.01,-0.30264,0.0030809,0.06159,1,2,1,0,0.5
