avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.00022467,308.82,0.30417,-0.008505,0.127,1,0,-1,0,0.5
0.00023594,309.36,0.30612,-0.0036809,0.13467,1,0.02,-0.98,0,0.5
0.00024667,309.88,0.30915,-0.0010569,0.14069,1,0.04,-0.96,0,0.5
0.00025566,310.28,0.31567,-0.0054859,0.14142,1,0.06,-0.94,0,0.5
0.00026465,310.69,0.32219,-0.009915,0.14215,1,0.08,-0.92,0,0.5
0.00027364,311.1,0.32871,-0.014344,0.14288,1,0.1,-0.9,0,0.5
0.00028447,311.59,0.33323,-0.016512,0.14174,1,0.12,-0.88,0,0.5
0.00030083,312.3,0.33169,-0.011863,0.13496,1,0.14,-0.86,0,0.5
0.0003172,313.01,0.33016,-0.0072138,0.12818,1,0.16,-0.84,0,0.5
0.00033356,313.72,0.32863,-0.0025646,0.12139,1,0.18,-0.82,0,0.5
0.00035045,314.39,0.32519,-0.00077531,0.12108,1,0.2,-0.8,0,0.5
0.00036783,315.02,0.31995,-0.0016946,0.12689,1,0.22,-0.78,0,0.5
0.0003852,315.65,0.31471,-0.0026139,0.1327,1,0.24,-0.76,0,0.5
0.00040334,316.31,0.30955,-0.0035812,0.13872,1,0.26,-0.74,0,0.5
0.00048047,319.43,0.31129,-0.0083023,0.1609,1,0.28,-0.72,0,0.5
0.00055761,322.55,0.31303,-0.013023,0.18308,1,0.3,-0.7,0,0.5
0.00063474,325.68,0.31477,-0.017744,0.20526,1,0.32,-0.68,0,0.5
0.00073779,329.41,0.31052,-0.016724,0.22628,1,0.34,-0.66,0,0.5
0.00085047,333.38,0.30405,-0.013567,0.24688,1,0.36,-0.64,0,0.5
0.00096316,337.35,0.29758,-0.01041,0.26748,1,0.38,-0.62,0,0.5
0.0012169,344.95,0.29466,-0.010929,0.29251,1,0.4,-0.6,0,0.5
0.001548,354.55,0.29368,-0.013461,0.31998,1,0.42,-0.58,0,0.5
0.0018791,364.16,0.29271,-0.015994,0.34744,1,0.44,-0.56,0,0.5
0.0027786,385.19,0.29587,-0.010988,0.41456,1,0.46,-0.54,0,0.5
0.0038684,410.06,0.30041,-0.0034605,0.49494,1,0.48,-0.52,0,0.5
0.0049621,434.93,0.30474,0.0044709,0.5758,1,0.5,-0.5,0,0.5
0.0062101,460.03,0.30069,0.028142,0.67522,1,0.52,-0.48,0,0.5
0.0074334,484.89,0.29788,0.049969,0.77004,1,0.54,-0.46,0,0.5
0.0085142,508.3,0.30216,0.061188,0.83837,1,0.56,-0.44,0,0.5
0.0097392,532.65,0.30155,0.069564,0.90828,1,0.58,-0.42,0,0.5
0.011352,559.55,0.2878,0.070294,0.98246,1,0.6,-0.4,0,0.5
0.013319,589.53,0.28419,0.069077,1.0712,1,0.62,-0.38,0,0.5
0.015832,624.24,0.29617,0.064864,1.1822,1,0.64,-0.36,0,0.5
0.018804,661.23,0.30089,0.067141,1.2846,1,0.66,-0.34,0,0.5
0.022206,700.35,0.29882,0.075482,1.379,1,0.68,-0.32,0,0.5
0.026802,749.41,0.29877,0.080519,1.5184,1,0.7,-0.3,0,0.5
0.03207,804.06,0.29984,0.083698,1.6831,1,0.72,-0.28,0,0.5
0.037639,850.45,0.28929,0.087988,1.8281,1,0.74,-0.26,0,0.5
