avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.043349,893.03,0.27339,0.092788,1.964,1,0.76,-0.24,0,0.5
0.049384,943,0.25748,0.090811,2.1271,1,0.78,-0.22,0,0.5
0.055539,995.71,0.24157,0.086326,2.3003,1,0.8,-0.2,0,0.5
0.065323,1074.2,0.22911,0.084743,2.5774,1,0.82,-0.18,0,0.5
0.076161,1160.1,0.21765,0.084002,2.8848,1,0.84,-0.16,0,0.5
0.085463,1202.9,0.18751,0.073762,3.0828,1,0.86,-0.14,0,0.5
0.094428,1236.2,0.15327,0.061438,3.2567,1,0.88,-0.12,0,0.5
0.1048,1259,0.12732,0.041612,3.425,1,0.9,-0.1,0,0.5
0.11538,1280.2,0.10267,0.020616,3.5923,1,0.92,-0.08,0,0.5
0.12037,1273.4,0.086923,0.0094712,3.6545,1,0.94,-0.06,0,0.5
0.12481,1263.9,0.072058,-0.00069902,3.7062,1,0.96,-0.04,0,0.5
0.12583,1264.8,0.047526,0.0037366,3.718,1,0.98,-0.02,0,0.5
0.12668,1266.3,0.022539,0.0088604,3.7278,1,1,0,0,0.5
0.12321,1261.3,-0.021628,0.0091651,3.679,1,1.02,0.02,0,0.5
0.11962,1255.9,-0.064963,0.0098743,3.6283,1,1.04,0.04,0,0.5
0.11322,1241.8,-0.090642,0.019168,3.5359,1,1.06,0.06,0,0.5
0.10652,1225.8,-0.1167,0.026414,3.434,1,1.08,0.08,0,0.5
0.096821,1191.4,-0.14656,0.012962,3.2369,1,1.1,0.1,0,0.5
0.086988,1155.8,-0.17435,-0.00084812,3.0374,1,1.12,0.12,0,0.5
0.076325,1112.4,-0.18886,-0.01695,2.8222,1,1.14,0.14,0,0.5
0.065785,1066.2,-0.20371,-0.02502,2.6117,1,1.16,0.16,0,0.5
0.055806,1006.8,-0.22014,0.0034992,2.4225,1,1.18,0.18,0,0.5
0.047058,959.88,-0.23846,0.022478,2.2502,1,1.2,0.2,0,0.5
0.042547,956.11,-0.26329,0.008595,2.1357,1,1.22,0.22,0,0.5
0.037906,939.6,-0.28178,-0.005661,2.0058,1,1.24,0.24,0,0.5
0.032912,888.69,-0.2831,-0.020924,1.8345,1,1.26,0.26,0,0.5
0.028104,833.22,-0.28516,-0.033937,1.6684,1,1.28,0.28,0,0.5
0.023698,767.85,-0.28882,-0.042056,1.5137,1,1.3,0.3,0,0.5
0.019566,705.09,-0.29391,-0.046563,1.359,1,1.32,0.32,0,0.5
0.015919,646.99,-0.30155,-0.044651,1.2044,1,1.34,0.34,0,0.5
0.012981,599.19,-0.31308,-0.037465,1.0697,1,1.36,0.36,0,0.5
0.0108,562.43,-0.32877,-0.024636,0.95639,1,1.38,0.38,0,0.5
0.0091966,532.43,-0.33356,-0.018711,0.85876,1,1.4,0.4,0,0.5
0.0079689,506.83,-0.33127,-0.017276,0.77134,1,1.42,0.42,0,0.5
0.0069489,484.58,-0.33543,-0.0038765,0.69176,1,1.44,0.44,0,0.5
0.0060059,463.57,-0.34198,0.013971,0.61509,1,1.46,0.46,0,0.5
0.0054086,448.35,-0.34445,0.023816,0.56002,1,1.48,0.48,0,0.5
0.0048712,434.14,-0.34621,0.032271,0.5087,1,1.5,0.5,0,0.5
0.0040301,413.18,-0.34342,0.043695,0.45899,1,1.52,0.52,0,0.5
0.0031812,392.04,-0.34052,0.055195,0.40933,1,1.54,0.54,0,0.5
0.0024512,374.24,-0.34128,0.060156,0.37063,1,1.56,0.56,0,0.5
0.0020768,366.41,-0.35301,0.045574,0.36472,1,1.58,0.58,0,0.5
0.0017024,358.58,-0.36475,0.030991,0.3588,1,1.6,0.6,0,0.5
0.0014027,351.84,-0.37401,0.019744,0.34936,1,1.62,0.62,0,0.5
0.0012393,347.06,-0.37878,0.014582,0.33347,1,1.64,0.64,0,0.5
0.001076,342.29,-0.38355,0.0094206,0.31759,1,1.66,0.66,0,0.5
0.00092785,337.76,-0.38671,0.0045541,0.30209,1,1.68,0.68,0,0.5
0.00082053,333.85,-0.38555,0.00048135,0.28764,1,1.7,0.7,0,0.5
0.00071321,329.95,-0.38439,-0.0035914,0.27319,1,1.72,0.72,0,0.5
0.00060589,326.05,-0.38323,-0.0076642,0.25874,1,1.74,0.74,0,0.5
0.0005516,323.67,-0.38011,-0.0092105,0.24353,1,1.76,0.76,0,0.5
0.00049798,321.31,-0.37696,-0.010724,0.22831,1,1.78,0.78,0,0.5
0.00044436,318.95,-0.37381,-0.012239,0.21309,1,1.8,0.8,0,0.5
0.00040535,317.21,-0.3716,-0.014687,0.20473,1,1.82,0.82,0,0.5
0.00038178,316.13,-0.37038,-0.018121,0.20361,1,1.84,0.84,0,0.5
0.00035821,315.05,-0.36915,-0.021556,0.20249,1,1.86,0.86,0,0.5
0.00033464,313.97,-0.36793,-0.024991,0.20137,1,1.88,0.88,0,0.5
0.00031429,313.01,-0.36075,-0.020199,0.18766,1,1.9,0.9,0,0.5
0.00029501,312.08,-0.35159,-0.012679,0.16978,1,1.92,0.92,0,0.5
0.00027573,311.16,-0.34243,-0.0051589,0.1519,1,1.94,0.94,0,0.5
0.00025645,310.24,-0.33327,0.002361,0.13402,1,1.96,0.96,0,0.5
0.00023729,309.33,-0.32685,0.0039747,0.12101,1,1.98,0.98,0,0.5
0.00021816,308.44,-0.32128,0.003746,0.10951,1,2,1,0,0.5
