avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.064138,955.35,0.35206,-0.021553,2.1732,1,0.76,-0.24,0,0.5
0.075535,994.89,0.34914,-0.017818,2.3587,1,0.78,-0.22,0,0.5
0.086996,1028.4,0.34494,-0.016388,2.5427,1,0.8,-0.2,0,0.5
0.10009,1050.2,0.31941,-0.016232,2.696,1,0.82,-0.18,0,0.5
0.11367,1068.5,0.28769,-0.016446,2.8404,1,0.84,-0.16,0,0.5
0.12749,1082.5,0.2613,-0.026762,2.9863,1,0.86,-0.14,0,0.5
0.14137,1095.5,0.23609,-0.039295,3.1325,1,0.88,-0.12,0,0.5
0.15736,1093,0.20846,-0.039016,3.2575,1,0.9,-0.1,0,0.5
0.17369,1088.1,0.18046,-0.036737,3.3792,1,0.92,-0.08,0,0.5
0.1882,1102.6,0.13494,-0.017808,3.5035,1,0.94,-0.06,0,0.5
0.20253,1119,0.087696,0.0027667,3.628,1,0.96,-0.04,0,0.5
0.20912,1101.5,0.054923,0.015443,3.6505,1,0.98,-0.02,0,0.5
0.21534,1082.4,0.022833,0.027747,3.6681,1,1,0,0,0.5
0.22079,1107.4,-0.011103,0.029479,3.7771,1,1.02,0.02,0,0.5
0.2257,1131.8,-0.044639,0.030869,3.8789,1,1.04,0.04,0,0.5
0.21938,1143,-0.06969,0.024994,3.8271,1,1.06,0.06,0,0.5
0.2122,1152.1,-0.095552,0.017594,3.7678,1,1.08,0.08,0,0.5
0.19645,1141,-0.12963,-0.0052217,3.6325,1,1.1,0.1,0,0.5
0.17928,1127.8,-0.16302,-0.026715,3.4833,1,1.12,0.12,0,0.5
0.15302,1101.8,-0.19199,-0.039732,3.2448,1,1.14,0.14,0,0.5
0.12816,1075.5,-0.22071,-0.048767,3.0171,1,1.16,0.16,0,0.5
0.10969,1047.9,-0.24831,-0.039655,2.8387,1,1.18,0.18,0,0.5
0.093,1024.2,-0.27418,-0.03184,2.6655,1,1.2,0.2,0,0.5
0.082424,1013.9,-0.29407,-0.028491,2.5099,1,1.22,0.22,0,0.5
0.071691,991.41,-0.30672,-0.025422,2.3279,1,1.24,0.24,0,0.5
0.060532,935.59,-0.2998,-0.023106,2.0746,1,1.26,0.26,0,0.5
0.050349,881.14,-0.29304,-0.028258,1.8484,1,1.28,0.28,0,0.5
0.04229,829.71,-0.2866,-0.049647,1.6812,1,1.3,0.3,0,0.5
0.035447,785.01,-0.2861,-0.0601,1.534,1,1.32,0.32,0,0.5
0.030766,752.3,-0.29615,-0.051112,1.4224,1,1.34,0.34,0,0.5
0.026487,713.69,-0.30111,-0.040182,1.3047,1,1.36,0.36,0,0.5
0.022638,668.76,-0.30062,-0.027176,1.1804,1,1.38,0.38,0,0.5
0.019031,625.29,-0.30296,-0.012865,1.0436,1,1.4,0.4,0,0.5
0.015582,582.78,-0.30715,0.0022938,0.89865,1,1.42,0.42,0,0.5
0.012822,545.14,-0.31221,-0.0019318,0.78376,1,1.44,0.44,0,0.5
0.010319,509.3,-0.31759,-0.013363,0.68002,1,1.46,0.46,0,0.5
0.0081298,473.61,-0.32369,-0.010584,0.5745,1,1.48,0.48,0,0.5
0.0059949,437.94,-0.3299,-0.0053365,0.46866,1,1.5,0.5,0,0.5
0.0046913,412.53,-0.32335,0.0014494,0.38623,1,1.52,0.52,0,0.5
0.0034089,387.38,-0.31648,0.0082748,0.3044,1,1.54,0.54,0,0.5
0.0023407,366.33,-0.31073,0.013573,0.23857,1,1.56,0.56,0,0.5
0.0019123,357.54,-0.30834,0.014305,0.2206,1,1.58,0.58,0,0.5
0.0014839,348.74,-0.30596,0.015038,0.20263,1,1.6,0.6,0,0.5
0.0011419,341.05,-0.30404,0.014603,0.18375,1,1.62,0.62,0,0.5
0.00095757,335.4,-0.30295,0.012039,0.16321,1,1.64,0.64,0,0.5
0.00077324,329.74,-0.30187,0.0094738,0.14268,1,1.66,0.66,0,0.5
0.00062198,324.99,-0.30256,0.0087317,0.12989,1,1.68,0.68,0,0.5
0.00055955,322.63,-0.30798,0.012886,0.13793,1,1.7,0.7,0,0.5
0.00049713,320.28,-0.31341,0.017041,0.14597,1,1.72,0.72,0,0.5
0.0004347,317.93,-0.31883,0.021196,0.15401,1,1.74,0.74,0,0.5
0.00040571,316.74,-0.31919,0.025393,0.14723,1,1.76,0.76,0,0.5
0.00037715,315.57,-0.31949,0.029591,0.14026,1,1.78,0.78,0,0.5
0.00034859,314.4,-0.31979,0.033789,0.13329,1,1.8,0.8,0,0.5
0.00032543,313.41,-0.32063,0.033973,0.12909,1,1.82,0.82,0,0.5
0.00030798,312.61,-0.32204,0.029918,0.12782,1,1.84,0.84,0,0.5
0.00029053,311.82,-0.32346,0.025864,0.12655,1,1.86,0.86,0,0.5
0.00027308,311.02,-0.32487,0.02181,0.12528,1,1.88,0.88,0,0.5
0.00026079,310.45,-0.32221,0.015413,0.12175,1,1.9,0.9,0,0.5
0.00025022,309.96,-0.31821,0.0082401,0.11748,1,1.92,0.92,0,0.5
0.00023965,309.46,-0.31421,0.001067,0.1132,1,1.94,0.94,0,0.5
0.00022908,308.96,-0.31021,-0.0061061,0.10893,1,1.96,0.96,0,0.5
0.00021383,308.24,-0.30495,-0.0069764,0.10432,1,1.98,0.98,0,0.5
0.00019712,307.44,-0.2993,-0.0058807,0.099615,1,2,1,0,0.5
