avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.00016224,305.8,0.30527,-0.00064577,0.10614,1,0,-1,0,0.5
0.00016405,305.9,0.30657,0.0039495,0.10643,1,0.02,-0.98,0,0.5
0.00016776,306.08,0.30872,0.0054865,0.10946,1,0.04,-0.96,0,0.5
0.00017757,306.55,0.31357,-0.0027806,0.12128,1,0.06,-0.94,0,0.5
0.00018737,307.03,0.31843,-0.011048,0.13311,1,0.08,-0.92,0,0.5
0.00019717,307.5,0.32329,-0.019315,0.14494,1,0.1,-0.9,0,0.5
0.00020744,307.98,0.32789,-0.023429,0.15421,1,0.12,-0.88,0,0.5
0.00021908,308.48,0.33173,-0.015021,0.15576,1,0.14,-0.86,0,0.5
0.00023072,308.99,0.33557,-0.0066121,0.15731,1,0.16,-0.84,0,0.5
0.00024237,309.49,0.33941,0.0017964,0.15886,1,0.18,-0.82,0,0.5
0.0002689,310.53,0.34049,-0.0011836,0.1633,1,0.2,-0.8,0,0.5
0.00030953,312.08,0.33894,-0.01495,0.17048,1,0.22,-0.78,0,0.5
0.00035016,313.63,0.33739,-0.028716,0.17766,1,0.24,-0.76,0,0.5
0.00039168,315.19,0.33585,-0.042245,0.1848,1,0.26,-0.74,0,0.5
0.00050329,318.51,0.33515,-0.037236,0.18918,1,0.28,-0.72,0,0.5
0.00061491,321.83,0.33446,-0.032227,0.19357,1,0.3,-0.7,0,0.5
0.00072652,325.15,0.33376,-0.027218,0.19795,1,0.32,-0.68,0,0.5
0.00094757,331.08,0.33048,-0.02896,0.20909,1,0.34,-0.66,0,0.5
0.0012094,337.98,0.32625,-0.033215,0.22275,1,0.36,-0.64,0,0.5
0.0014711,344.88,0.32202,-0.037469,0.23641,1,0.38,-0.62,0,0.5
0.001898,354.29,0.32294,-0.032123,0.26105,1,0.4,-0.6,0,0.5
0.0024153,365.08,0.3267,-0.021514,0.29171,1,0.42,-0.58,0,0.5
0.0029327,375.87,0.33045,-0.010906,0.32237,1,0.44,-0.56,0,0.5
0.0039401,395.18,0.33144,-0.0099876,0.37854,1,0.46,-0.54,0,0.5
0.0051115,417.34,0.33151,-0.012312,0.44325,1,0.48,-0.52,0,0.5
0.0062873,439.5,0.33145,-0.014708,0.50824,1,0.5,-0.5,0,0.5
0.0076359,461.56,0.32667,-0.019923,0.58402,1,0.52,-0.48,0,0.5
0.0091116,485.5,0.32252,-0.023782,0.66812,1,0.54,-0.46,0,0.5
0.011319,520.27,0.32195,-0.019839,0.8001,1,0.56,-0.44,0,0.5
0.013669,555.61,0.32122,-0.021594,0.92476,1,0.58,-0.42,0,0.5
0.016399,592.51,0.32004,-0.038679,1.0297,1,0.6,-0.4,0,0.5
0.019423,629.59,0.31974,-0.051412,1.1398,1,0.62,-0.38,0,0.5
0.022898,666.95,0.32079,-0.057453,1.2578,1,0.64,-0.36,0,0.5
0.026826,707.54,0.32387,-0.064218,1.3722,1,0.66,-0.34,0,0.5
0.031179,751.14,0.32888,-0.071659,1.4833,1,0.68,-0.32,0,0.5
0.036828,797.83,0.33739,-0.062556,1.6315,1,0.7,-0.3,0,0.5
0.043207,846.25,0.34788,-0.044145,1.8005,1,0.72,-0.28,0,0.5
0.052909,899.66,0.35154,-0.03152,1.9836,1,0.74,-0.26,0,0.5
