avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.00011949,303.77,0.25306,-0.034272,0.14565,1,0,-1,0,0.9
0.00013116,304.33,0.25583,-0.03479,0.16322,1,0.02,-0.98,0,0.9
0.00014458,304.97,0.25849,-0.036461,0.18064,1,0.04,-0.96,0,0.9
0.00016096,305.73,0.26096,-0.040071,0.19783,1,0.06,-0.94,0,0.9
0.00017735,306.5,0.26344,-0.043682,0.21501,1,0.08,-0.92,0,0.9
0.00019374,307.26,0.26591,-0.047293,0.2322,1,0.1,-0.9,0,0.9
0.00021551,308.26,0.26763,-0.046854,0.24491,1,0.12,-0.88,0,0.9
0.00024323,309.51,0.26853,-0.041944,0.25269,1,0.14,-0.86,0,0.9
0.00027095,310.77,0.26942,-0.037033,0.26046,1,0.16,-0.84,0,0.9
0.00029867,312.02,0.27031,-0.032122,0.26823,1,0.18,-0.82,0,0.9
0.00034015,313.86,0.27159,-0.036335,0.2863,1,0.2,-0.8,0,0.9
0.00038528,315.86,0.27296,-0.042967,0.30709,1,0.22,-0.78,0,0.9
0.00043041,317.86,0.27433,-0.049598,0.32789,1,0.24,-0.76,0,0.9
0.00049192,320.51,0.27593,-0.05304,0.3499,1,0.26,-0.74,0,0.9
0.00059118,324.66,0.27807,-0.049127,0.37472,1,0.28,-0.72,0,0.9
0.00069043,328.82,0.28021,-0.045215,0.39954,1,0.3,-0.7,0,0.9
0.00078969,332.97,0.28235,-0.041303,0.42437,1,0.32,-0.68,0,0.9
0.00096159,339.59,0.28518,-0.038276,0.47964,1,0.34,-0.66,0,0.9
0.0011337,346.21,0.28802,-0.035252,0.535,1,0.36,-0.64,0,0.9
0.0013058,352.84,0.29085,-0.032228,0.59036,1,0.38,-0.62,0,0.9
0.0015787,361.53,0.28894,-0.023078,0.6426,1,0.4,-0.6,0,0.9
0.001868,370.55,0.28626,-0.012937,0.69433,1,0.42,-0.58,0,0.9
0.0021572,379.57,0.28358,-0.0027955,0.74606,1,0.44,-0.56,0,0.9
0.0027972,398.12,0.28345,0.0014807,0.84707,1,0.46,-0.54,0,0.9
0.0034848,417.97,0.28367,0.0049603,0.95477,1,0.48,-0.52,0,0.9
0.004177,437.83,0.28379,0.0085088,1.062,1,0.5,-0.5,0,0.9
0.0049649,458.18,0.28172,0.013522,1.16,1,0.52,-0.48,0,0.9
0.0057906,480.47,0.28095,0.017284,1.267,1,0.54,-0.46,0,0.9
0.0068058,512.56,0.28664,0.014778,1.4197,1,0.56,-0.44,0,0.9
0.007808,542.25,0.28883,0.018923,1.567,1,0.58,-0.42,0,0.9
0.0087782,566.02,0.28233,0.039525,1.7008,1,0.6,-0.4,0,0.9
0.010002,593.71,0.27468,0.064106,1.8393,1,0.62,-0.38,0,0.9
0.011593,627.06,0.26534,0.094432,1.9845,1,0.64,-0.36,0,0.9
0.013383,657.16,0.2518,0.10958,2.1174,1,0.66,-0.34,0,0.9
0.01535,684.38,0.23453,0.1113,2.2393,1,0.68,-0.32,0,0.9
0.018238,721.2,0.22733,0.10095,2.3766,1,0.7,-0.3,0,0.9
0.021618,763.16,0.22551,0.084156,2.5221,1,0.72,-0.28,0,0.9
0.026121,814.39,0.21546,0.07499,2.7303,1,0.74,-0.26,0,0.9
0.031115,869.67,0.20181,0.069163,2.9658,1,0.76,-0.24,0,0.9
0.036315,933.25,0.1951,0.062394,3.223,1,0.78,-0.22,0,0.9
0.041589,999.77,0.19086,0.055294,3.4878,1,0.8,-0.2,0,0.9
0.046823,1053.3,0.18301,0.054994,3.7463,1,0.82,-0.18,0,0.9
0.052047,1103.2,0.17416,0.056586,4.003,1,0.84,-0.16,0,0.9
0.056801,1138.2,0.15501,0.059787,4.1626,1,0.86,-0.14,0,0.9
0.061457,1170.1,0.13368,0.063328,4.3018,1,0.88,-0.12,0,0.9
0.066544,1199.1,0.11578,0.052717,4.4512,1,0.9,-0.1,0,0.9
0.071696,1227.8,0.098393,0.039983,4.6021,1,0.92,-0.08,0,0.9
0.076021,1242.5,0.075572,0.043062,4.6938,1,0.94,-0.06,0,0.9
0.080266,1255.8,0.052234,0.047648,4.7798,1,0.96,-0.04,0,0.9
0.086656,1300.9,0.039682,0.038589,4.9786,1,0.98,-0.02,0,0.9
0.093143,1347.3,0.027622,0.028909,5.1825,1,1,0,0,0.9
0.091199,1335.6,0.004946,0.040034,5.1392,1,1.02,0.02,0,0.9
0.088932,1321.4,-0.017364,0.04977,5.0851,1,1.04,0.04,0,0.9
0.079554,1253.9,-0.031633,0.028957,4.7953,1,1.06,0.06,0,0.9
0.070341,1188.8,-0.046046,0.0083674,4.5108,1,1.08,0.08,0,0.9
0.062862,1149.3,-0.061975,-0.0098698,4.2831,1,1.1,0.1,0,0.9
0.055655,1111.3,-0.07833,-0.027507,4.0689,1,1.12,0.12,0,0.9
0.050267,1084.1,-0.097535,-0.04115,3.9441,1,1.14,0.14,0,0.9
0.045031,1055.6,-0.11755,-0.049771,3.8099,1,1.16,0.16,0,0.9
0.040515,1020.9,-0.1414,-0.034553,3.6305,1,1.18,0.18,0,0.9
0.036019,982.76,-0.16565,-0.022398,3.4439,1,1.2,0.2,0,0.9
0.031596,932.13,-0.19136,-0.021259,3.2315,1,1.22,0.22,0,0.9
0.027354,883.89,-0.21662,-0.026894,3.0215,1,1.24,0.24,0,0.9
0.023626,842.41,-0.2406,-0.051709,2.8186,1,1.26,0.26,0,0.9
0.020198,799.46,-0.25644,-0.064642,2.6153,1,1.28,0.28,0,0.9
0.017458,753.18,-0.25368,-0.050437,2.4114,1,1.3,0.3,0,0.9
0.014871,706.88,-0.25641,-0.035259,2.2237,1,1.32,0.32,0,0.9
0.012573,660.58,-0.26942,-0.018257,2.0666,1,1.34,0.34,0,0.9
0.010514,615.32,-0.28143,-0.0023241,1.888,1,1.36,0.36,0,0.9
0.0087249,571.25,-0.29228,0.012399,1.6851,1,1.38,0.38,0,0.9
0.0074068,536.62,-0.30246,0.020579,1.5177,1,1.4,0.4,0,0.9
0.0064147,508.52,-0.31217,0.024226,1.3748,1,1.42,0.42,0,0.9
0.0056493,485.66,-0.31505,0.022901,1.2786,1,1.44,0.44,0,0.9
0.0049754,464.92,-0.31516,0.019565,1.2013,1,1.46,0.46,0,0.9
0.0043423,446.46,-0.31312,0.018283,1.1084,1,1.48,0.48,0,0.9
