avg_mix_frac,avg_temp,avg_x_vel,avg_y_vel,avg_z_vel,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.0037174,428.46,-0.31065,0.017411,1.0123,1,1.5,0.5,0,0.9
0.0032014,413.12,-0.31036,0.016752,0.92842,1,1.52,0.52,0,0.9
0.0026904,397.9,-0.31017,0.016103,0.84508,1,1.54,0.54,0,0.9
0.0022098,383.5,-0.3095,0.01512,0.76686,1,1.56,0.56,0,0.9
0.0019526,375.08,-0.30533,0.011676,0.72621,1,1.58,0.58,0,0.9
0.0016954,366.67,-0.30116,0.0082328,0.68556,1,1.6,0.6,0,0.9
0.0014476,358.38,-0.29799,0.0052419,0.64316,1,1.62,0.62,0,0.9
0.0012575,350.92,-0.30099,0.0050448,0.58991,1,1.64,0.64,0,0.9
0.0010674,343.46,-0.30399,0.0048477,0.53665,1,1.66,0.66,0,0.9
0.00087755,336,-0.30696,0.0046518,0.48352,1,1.68,0.68,0,0.9
0.00078424,332.41,-0.30243,0.0049,0.47367,1,1.7,0.7,0,0.9
0.00069094,328.82,-0.2979,0.0051482,0.46383,1,1.72,0.72,0,0.9
0.00059763,325.23,-0.29337,0.0053964,0.45398,1,1.74,0.74,0,0.9
0.00052718,322.32,-0.28788,0.004764,0.41929,1,1.76,0.76,0,0.9
0.00046665,319.69,-0.28197,0.0037495,0.37381,1,1.78,0.78,0,0.9
0.00040612,317.06,-0.27607,0.002735,0.32833,1,1.8,0.8,0,0.9
0.0003523,314.71,-0.27062,0.0016874,0.29152,1,1.82,0.82,0,0.9
0.00032379,313.39,-0.26688,0.00051478,0.28737,1,1.84,0.84,0,0.9
0.00029529,312.08,-0.26315,-0.00065785,0.28322,1,1.86,0.86,0,0.9
0.00026678,310.77,-0.25941,-0.0018305,0.27906,1,1.88,0.88,0,0.9
0.00024171,309.6,-0.25492,-0.0001914,0.26252,1,1.9,0.9,0,0.9
0.00021976,308.56,-0.24974,0.0039936,0.23475,1,1.92,0.92,0,0.9
0.0001978,307.52,-0.24456,0.0081787,0.20699,1,1.94,0.94,0,0.9
0.00017585,306.48,-0.23938,0.012364,0.17922,1,1.96,0.96,0,0.9
0.00015647,305.55,-0.23762,0.015678,0.15772,1,1.98,0.98,0,0.9
0.00013863,304.69,-0.23787,0.018476,0.13994,1,2,1,0,0.9
