s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,HFG_x5_y10,HFG_x10_y10,HFG_x15_y10,HFG_x22_y10,HFG_x5_y30,HFG_x10_y30,HFG_x15_y30,HFG_x22_y30,HFG_x5_y50,HFG_x10_y50,HFG_x15_y50,HFG_x22_y50,HFG_x5_y70,HFG_x10_y70,HFG_x15_y70,HFG_x22_y70,HFG_x5_y90,HFG_x10_y90,HFG_x15_y90,HFG_x22_y90,HFG_x5_y110,HFG_x10_y110,HFG_x15_y110,HFG_x22_y110,HFG_x5_y130,HFG_x10_y130,HFG_x15_y130,HFG_x22_y130
67.8,43.01,49.45,16.13,5.17,48.89,29.1,8.5,3.83,43.35,26.79,11.42,3.7,30.19,18.25,9.01,3.59,19.58,9.07,5.32,3.43,25.1,13.75,10.74,8,25.49,18.33,14.1,8
68,45.81,42.42,25.75,7.47,51.69,26.58,8.95,3.82,42.88,17.47,8.73,3.26,36.38,18.3,9.12,3.89,39.3,29.91,13.89,5.07,32.83,21.44,10.89,4.25,22.2,18.17,10.41,3.46
68.2,35.07,45.64,16.64,4.93,53.02,30.43,13.45,4.64,48.35,30.73,12.24,5,33.52,16.88,9.03,4.33,29.25,9.62,4.69,2.44,21.82,8.71,4.53,2.51,21.56,10.34,5.19,2.19
68.4,43.58,39.98,21.61,5.14,50.15,24.93,9.08,3.9,46.45,32.35,11.33,4.05,43.91,34.57,14.34,5.17,35.1,27.91,12.97,6.11,31.81,18.05,10.35,5.36,17.14,11.07,6.61,3.62
68.6,41.31,46.74,26.04,5.78,47.72,40.72,14.29,5.03,42.43,33.48,10.82,3.99,46.05,38.4,18.31,5.91,31.58,31.87,23.8,8.25,20.01,19.24,14.44,4.29,15.84,17.83,11.72,4.2
68.8,46.16,45.81,27.13,5.67,44.62,32.63,15.94,4.38,42.17,23.65,11.71,4.01,40.51,28.36,15.95,5.07,40.6,27.03,14.09,5.27,29.04,25.69,18.32,10.51,13.92,13.55,11.98,9.65
69,50.7,45.28,34.15,6.24,54.61,28.76,11.88,5.24,50.6,34.69,18.13,7.01,32.79,25,11.13,3.94,34.1,19.99,7.46,2.79,28.05,12.99,6.24,2.28,23.54,16,6.38,2.48
69.2,48.35,38.3,30.75,6.85,41.46,26.75,9.4,3.99,41.64,25.5,11.74,4.9,48.43,36.42,18.44,11.76,35.61,26.72,18.53,9.27,27.45,21.3,11.9,4.53,21.74,14.07,6.71,2.91
69.4,44,43.34,24.85,5.66,54.55,32.34,23.3,9.21,38.75,25.4,11.5,5.63,31.37,17.78,8.23,3.33,16.67,8.5,5.26,2.66,19.78,14.36,9.1,4.64,19.21,16.2,10.59,5.44
69.6,53.32,46.57,41.18,6.42,51.34,35.81,19.66,5.24,37.92,24.35,14.19,5.08,38.12,20.96,12.12,6.23,39.8,25.19,15.84,7.38,23.28,14.14,7.79,4.31,16.25,8.2,3.94,2.9
69.8,52.03,49.33,27.26,5.77,52.99,30.04,13.48,4.89,54.85,37.91,22.36,6.81,37.38,38.46,24.73,7.66,19.53,27.63,20.42,6.67,20.02,16.84,12.21,4.25,12.18,8.72,5.29,2.53
70,50.28,49.36,26.07,5.89,47.35,38.74,19.21,4.99,39.75,28.4,21.45,6.41,41.33,22.48,13.71,4.54,32.72,25.43,19.79,6.67,26.16,21.98,23.07,7.94,16.9,19.73,18.52,8.81
70.2,55.02,50.66,25.47,6.55,50.35,33.59,11.49,4.41,48.26,26.53,12.48,5.43,42.2,32.59,19.67,11.39,26.66,33.62,23.48,12.27,13.46,15.26,14.24,6.82,7.29,6.19,5.15,4.06
70.4,45.54,47.87,19.86,6.11,59.38,40.99,15.73,7.12,41.57,32.15,17.06,8.64,23.19,11.59,7.22,4.1,28.58,20.08,12.07,4.68,26.12,14.82,9.97,7.64,18.05,12.93,13.07,7.93
70.6,40.42,40.11,31.09,5.78,43.64,38.26,18.83,8.22,43.63,38.51,18.69,7.69,47.09,40.05,24.57,18.22,33.51,23.94,17.15,11.09,16.54,9.09,6.93,3.77,9.05,4.9,3.54,2.09
70.8,41.53,41.74,29.77,5.16,47.25,32.53,16.63,7.89,44.18,39.79,29.87,13.71,29.78,27.14,18.01,7.04,19.37,15.07,10.14,5.62,17.72,14.55,8.84,4.3,10.66,7.12,4.03,2.04
71,45.42,49.71,37.72,7.99,46.69,35.63,19.17,4.63,44.74,29.45,15.44,5.49,35.02,31.44,21.58,8.08,41.15,38.52,33.54,18.98,31.85,25.18,17.95,11.71,17.67,12.75,9.29,5.15
71.2,43.34,49.45,18.33,5.66,55.43,38.93,26.48,9.49,47.35,40.13,31.52,13.46,38.53,34.36,28.21,7.39,21.29,20.91,14.97,7.92,10.38,10.71,8.26,5.47,9.69,9.37,7.52,6.53
71.4,51.29,51.33,29.02,6.07,43.76,27.68,23.27,6.81,34.98,12.49,8.13,4.42,31.75,20.23,12.53,4.62,32.17,24.24,16.41,7.11,34.15,22.73,19.67,8.69,28.89,23.07,18.57,8.53
71.6,49.69,47.81,12.86,5.21,45.98,38.06,17.88,8.84,49.95,39.64,28.12,16.26,36.41,26.64,18.57,11.27,18.65,6.2,3.39,2.48,10.21,5.6,2.69,1.36,5.96,4.23,2.49,1.28
71.8,49.14,44.82,26.82,6.14,38.57,26.27,13.37,4.24,34.76,14.17,7.46,4.62,39.63,30.13,21.58,19.89,35.47,31.04,32.58,22.39,16.14,15.26,16.76,14.34,5.45,4.77,4.24,3.08
72,45.62,40.27,12.01,4.96,50.87,31.57,19.38,6.34,37.77,38.28,31.69,20.32,24.99,23.79,18.69,10.52,18.21,12.03,6.41,4.87,18.51,13.5,12.26,16.87,12.89,13.29,12.48,10.06
72.2,42.9,48.52,33.67,10.85,48.42,31.09,10.69,4.5,34.66,11.58,6.83,4.04,31.37,25.25,21.57,18.75,36.4,40.34,33.49,18.45,30.99,30.08,27.07,10.4,14.95,18.1,10.3,4.3
72.4,43.74,52.78,14.05,5.97,55.22,35.67,24.63,8.41,56.3,43.74,26.15,13.1,34.53,26.85,13.81,5.6,16.21,7.15,4.72,2.91,10.5,5.59,6.08,5.38,10.32,9.24,8.71,9.43
72.6,37.18,49.32,25.82,5.41,52.94,36.83,15.32,5.21,38.98,12.84,6.42,4.83,36.65,24.25,14.9,7.16,42.59,33.01,23.69,11.35,37.43,28.89,21.81,22.17,16.99,17.62,14.79,10.1
72.8,43.49,47.08,31,5.61,56.65,32.1,17,7.84,49.89,35.61,21.06,10.8,35.52,24.3,10.4,5.37,13.98,7.45,4.76,2.9,15.01,6.55,5.38,6.98,18.98,13.11,11.4,9.58
73,43.33,47.2,19.17,5.17,52.34,33.95,15.89,4.75,47.04,22.05,9.36,5.59,33.93,21.43,11,5.27,36.01,24.19,12.01,5.88,22,13.12,8.62,5.1,11.88,8.92,6.3,3.57
73.2,45.94,54.95,28.09,6.85,45.19,27.76,13.74,4.55,37.83,26.76,13.6,4.26,41.03,27.87,17.37,4.55,36.07,26.61,12.74,4.49,35.49,25.96,13.88,5.59,28.13,16.06,8.84,4.42
73.4,49.89,42.91,33.7,5.81,55.81,40.41,21.85,6.9,41.78,35.6,26.86,13.34,30.65,19.53,12.81,7.07,26.19,24.79,14.27,4.16,23.76,24.66,15.86,4.56,13.59,15.59,9.94,2.6
73.6,42.94,51.65,23.71,6.43,51.53,34.76,14.88,5.42,31.58,17.26,8.76,5.6,32.3,22.53,21,16.1,35.64,23.99,20.02,12.09,27.41,14.44,8.62,5.85,11.53,7.48,4.7,3.46
73.8,44.27,50.8,27.38,5.91,45.45,30.88,10.12,4.64,47.31,43.04,31.45,8.36,42.65,30.96,20.53,7.71,17.91,10.91,7.1,4.36,18.28,11.25,6.67,5.14,18.58,11.52,6.35,3.92
74,34.9,49.3,27.14,6.22,54.18,43.26,23.18,7.03,36.86,26.81,15.53,4.29,30.24,17.03,9.21,4.94,34.14,16.87,9.72,4.24,26.17,17.41,8.2,4.3,13.72,9.61,6.24,3.88
74.2,44.31,46.31,25.29,6.21,47.98,29.9,12.74,5.27,42.7,37.16,29.76,9.12,49.12,34.39,25.12,15.41,25.61,18.66,14.74,7.39,8.94,4.05,3.11,2.1,6.53,2.89,1.96,0.88
74.4,40.94,45.26,15.88,5.01,49.42,31.1,10.71,4.43,43.63,37.03,15.43,5.4,31.03,22.93,11.63,6.38,30.82,21.17,16.02,16.51,30.25,25.09,16.04,8.1,18.53,17.5,10.36,5.23
74.6,41.07,48.41,30.04,8.22,48.16,34.29,18.42,4.56,41.95,14.81,5.63,3.01,39.7,23.71,10.59,3.5,37.01,26.35,11.72,4.3,40.21,20.18,10.58,5.84,40.43,26.04,12.76,5.98
74.8,44.6,50.15,13.06,4.71,49.44,33.48,15.79,4.9,49.04,37.12,22.46,8.93,33.3,25.25,11.1,5.37,26.17,14.94,9.67,4.01,14.84,7.72,2.91,1.79,7.61,2.73,1.26,0.79
75,46.8,56.32,24.86,6.41,44.79,25.86,11.89,4.01,30.46,19.9,6.1,2.9,27.15,16.29,7.31,3.61,31.77,19.64,8.47,4.11,35.19,17.33,8.81,4.73,34,18.27,10.15,5.21
75.2,48.8,46.73,15.39,5.92,54.52,34.69,17.55,5.86,46.81,36.98,29.1,8.22,30.39,22.95,16.46,8.29,24.65,18.06,10.44,3.95,11.63,5.87,3.49,2.44,8.24,5.26,2.92,1.49
75.4,38.62,48.32,31.35,6.99,37.29,33.51,11.71,5.32,30.56,11.12,6.12,3.31,30.88,22.29,13.31,6.83,39.38,32.28,20.32,10.49,26.08,19.54,15.05,10.37,11.13,8.47,6.88,5.23
75.6,49.7,43.73,21.22,5.29,50.05,40.98,21.26,9.13,50.5,39.66,30.92,12.88,27.29,18.82,15.44,8.79,11.22,7.83,5.23,3.25,9.38,5.57,4.54,3.45,9.04,6.87,5.18,3.69
75.8,33.38,49.09,12.54,4.47,50.68,29.07,9.12,3.5,38.12,19.53,11.91,4.4,37.98,23.14,19.64,11.6,41.59,38.03,29.2,14.95,33.53,29,17.62,6.89,13.75,8.27,5.68,3.5
76,40.9,53.16,25.51,7.61,55.38,31.31,10.32,3.8,48.91,24.09,8.4,3.35,36.33,14.61,6.35,3.39,28.46,11.59,4.95,3.05,31.01,14.08,8.34,4.81,33.69,17.66,10.55,5.73
76.2,41.9,50.45,23.31,5.93,54.52,38.83,16.16,4.73,46.93,31.09,12.99,5.4,42.47,24.11,10.79,4.52,39.22,22.66,10.25,3.41,33.57,25.1,9.97,3.91,20.17,10.46,5.77,2.85
76.4,49.88,50.27,26.97,6.67,52.78,26.46,8.41,3.72,50.42,32.97,14.31,4.86,42.32,32.78,13.89,4.61,39.87,30.57,15.08,5.21,42.33,33.94,15.14,7.5,34.11,27.67,17.78,6.13
76.6,43.52,52.53,19.8,6.39,63.08,48.02,24.32,8.29,42.88,22.26,12.66,7.96,36.14,18.12,9.01,3.51,32.06,20.32,16.77,6.07,30.61,29.73,21.13,8.5,16.13,26.85,20.34,8.77
76.8,50.1,52.63,19.92,5.34,50.68,29,8.95,4.7,50.83,42.3,24.35,11.4,51.44,39.59,22.29,9.46,30.01,21.83,10.36,5.07,23.67,14.22,6.54,3.44,13.15,9.69,7.61,4.16
77,50.75,53.71,22.48,5.97,54.61,29.85,11.8,4.17,35.77,16.64,6.79,3.18,26.15,19.04,7.16,3.35,35.82,28.16,17.19,7.18,40.06,28.44,22.19,8.2,34.65,24.58,15.74,7.56
77.2,35.84,47.56,27.05,5.52,54.47,28.83,12.27,4.57,42.73,30.61,15.62,5.37,33.59,34.19,27.91,7.02,16.76,16.68,14.38,4.53,8.09,6.04,3.6,2.39,12.78,7.14,4.47,2.37
77.4,47.1,58.01,16.8,6.1,55.28,32.42,21.97,6.49,54.03,30.23,20.01,6.82,35.35,22.01,13.11,4.92,23.55,23.35,21.19,8.88,29.09,27.29,27.3,16.86,27.15,26.11,27.91,15.87
77.6,44.42,58.91,24.37,6.16,46.18,31.08,16.6,4.51,43.13,29.5,12.45,5.11,42.68,35.91,25.16,14.43,46.39,44.15,37.14,25.93,26.1,23.99,22.36,11.4,7.5,6.95,4.78,3.28
77.8,41.55,52.18,15.52,5.38,56.64,45.58,26.7,5.94,44.23,39.54,14.67,4.28,44.84,32.98,18.8,4.66,33.91,32.19,17.79,5.74,39.27,29.35,15.69,11.03,27.74,22.87,11.81,7.6
78,34.23,51.08,18.14,5.67,50.87,26.47,10.24,4.93,50.5,36.14,18.51,7.87,45.61,34.51,17.96,4.41,36.42,26.78,13.46,5.9,22.71,17.49,10.87,3.65,17.41,12.55,7.72,2.8
78.2,34.6,52.94,17.02,5.85,62.36,31.71,15.48,5.14,45.43,35.25,17.82,5.74,30.92,15.57,8.39,4.21,27.83,12.22,5.77,3.15,27.41,16.72,10.29,4.4,30,24.01,15.19,5.12
78.4,33.4,55.1,24.39,5.96,46.67,35.81,22.78,7.97,43.57,26.2,12.03,4.4,46.02,34.44,14.47,5.66,44.67,35.83,19.94,8.43,30.74,26.52,20.95,9.65,9.2,9.85,7.94,5.93
78.6,43.15,48.71,14.49,5.25,55.63,33.45,13.45,8.8,49.16,46.25,37.82,26.15,44.26,35.49,24.23,12,22.92,18.22,10.43,3.44,15.31,11.06,8.79,4.54,15.76,12.7,11.78,9.35
78.8,39.73,54.93,19.9,7.32,47.41,30.66,11.08,4.27,41.89,14.94,9.41,6.14,40.6,26.51,24.23,22.74,47.73,38.75,36.39,26.53,38.71,38.8,29.47,17.19,19.19,17.43,15.38,9.45
79,47.76,50.45,21.64,6.19,55.32,33.1,12.45,5.94,46.49,39.09,24.64,8.48,27.85,19.89,12.5,5.64,11.82,6.67,4.87,4.77,14.68,10.64,11.72,13.83,20.33,18.56,18.72,14.01
79.2,28.72,49.06,19.78,4.87,51.99,38.03,19.36,5.09,43.03,29.24,19.06,6.32,45.81,35.88,25.16,11.96,43.37,40.98,34.01,18.58,20.05,15.98,15.08,7.75,5.4,4.02,3.81,2.82
79.4,31.18,58.52,34.28,6.24,49.97,36.77,14.9,4.68,43.42,27.6,9.43,4.21,41.66,36.76,24.33,7.14,40.91,35.97,21.45,8.31,41.73,33.42,23.3,10.23,37.5,31.99,24.94,12.05
79.6,30.48,53,20.04,6.14,60.07,45.62,16.44,7.1,52.85,46.28,34.45,10.41,32.13,15.53,9.97,4.9,23.16,11.71,6.52,3.97,19,14.27,7.83,3.95,10.81,9.41,5.79,3.3
79.8,30.39,52.4,28.74,6.51,52.32,35.48,18.08,4.94,41.34,31.08,15.48,4.66,37.41,28.83,22.27,6.75,40.59,22.17,11.31,5.42,37.4,18.28,10.46,5.41,26.3,20.83,13.53,6.95
80,44.22,52.24,38.26,6.01,53.99,34.54,11.03,5.78,53.94,43.82,27.78,6.25,43.52,31.27,17.53,6.11,31.09,21.91,13.31,5.99,25.22,12,6.88,4.18,26.04,13.71,6.24,3.42
80.2,37.2,54.78,20.66,6.08,56.09,45.4,17.69,5.92,40.04,28.81,16.4,4.55,38.79,20.12,9,4.6,39.94,22.26,8.85,4.04,39.63,31.46,20.03,5.78,34.29,25.24,14.84,5.28
80.4,40.14,54.93,25.91,6.2,51.95,33.29,12.1,5.01,52.23,36.21,20.91,8.65,51.47,35.06,16.87,8.19,39.03,26.03,15.57,6.06,27.16,19.13,11.27,4.63,16.39,11.22,7.05,2.87
80.6,33.68,54.2,21.28,5.54,58.88,43.94,20.52,6.29,48.64,37.13,26.51,7.97,42.41,23.17,12.58,4.57,39.5,19.78,7.84,3.86,40.03,23.81,11.07,5.76,37.06,29.07,16.44,6.77
80.8,43.7,52.33,26.59,5.56,52.8,33.54,16.46,4.67,44.39,21.59,10.82,5.78,40.48,32.7,26.04,11.96,37.27,32.66,28.28,16.09,29.57,24.07,20.4,14.24,19.33,12.65,9.57,4.05
81,39.88,49.29,16.67,5.59,61.58,36.58,15.26,4.84,47.38,43.35,15.95,5.74,40.17,31.09,15.05,5.7,25.77,15.48,8.2,4.07,20.94,11.49,9.61,8.97,23.27,17.25,18.99,12.94
81.2,43.21,55.85,21.34,6.5,54.08,30.54,17.05,5,57.18,26.45,12.98,4.95,38.49,24.11,12.59,5.18,47.49,29.3,20.87,12.99,45.41,34.79,20.01,9.34,36.31,23.27,13.09,8.73
81.4,39.7,46.43,19.76,5.41,58.46,43.62,12.27,4.71,49.73,37.46,16.81,4.65,39.51,26.22,12.82,3.44,32.54,18.95,6.51,3.2,31.27,14.43,7.92,4.48,33.67,21.88,14.31,5.55
81.6,34.97,44.9,25.95,6.05,48.16,27.59,8.34,3.88,49.01,31.94,8.64,3.9,48.94,33.17,24.15,7.8,51.46,43.14,28.77,11.87,49.79,33.75,19.97,7.21,33.65,23.99,12.34,3.75
81.8,36.79,50.76,21.97,5.69,57.59,40.62,16.42,5.42,49.84,38.04,17.28,5.55,40.43,21.78,11.86,3.28,27.62,12.71,7.47,3.3,30,16.53,11.39,5.24,36.8,23.43,15.01,6.57
82,37.41,51.97,35.28,7.32,48.08,35.76,16.17,4.86,45.93,27.25,10.87,4.61,46.29,44.98,22.77,7.8,46.31,42.77,24.21,5.84,42.18,29.01,18.25,7.19,37.35,27,16.74,5.54
82.2,41.86,46.13,26.79,6.08,55.96,37.98,18.72,7.08,56.88,43.68,20.58,8.74,36.15,26.25,15.02,6.56,20.57,12.12,6.68,3.56,21.6,11.93,6.53,2.34,20.36,9.07,4.44,2.29
82.4,40.78,42,39.11,6.59,52.52,37.07,14.88,4.76,38.54,25.22,16.42,5.04,42.68,27.09,19.63,8.49,49.68,36.42,23.49,11.49,43.36,44.04,35.07,22.92,27.44,30.76,28.46,15.92
82.6,38.68,52.26,19.21,5.79,50.87,34.41,18.3,6.28,49.16,31.88,24.24,7.78,42.94,33.53,28.28,13.45,34.8,29.8,21.17,8.7,23.72,21.36,13.89,7.36,16.33,20.03,19.69,9.02
82.8,48.3,47.44,30.64,6.33,51.87,33.73,15.41,4.48,44.51,25.15,14.43,5.59,42.28,24.16,10.41,5.08,38.59,22.55,15.97,13.95,51.52,43.32,28.37,14.32,39.53,39.36,26.04,12.35
83,42.23,48.77,19.93,5.48,52.26,31.31,18.08,6.16,52.14,35.62,17.12,6.32,45.14,36.94,24.91,9.74,36,34.37,20.64,8.86,21.99,21.03,9.54,4.37,18.36,12.23,6.2,4.59
83.2,43.73,51.22,28.68,5.55,46.73,29.6,16.49,4.27,37.7,13.02,5.7,3.43,41.57,20.81,9.73,5.22,46.68,31.34,27.21,19.17,40.32,44.98,40.8,32.3,23.97,34.51,33.44,29.4
83.4,59.43,55.94,27.28,6.34,55.2,29.91,15.84,5.38,56.14,38.95,18.89,8.97,39.64,29.09,13.89,4.73,32.61,21.47,11.63,4.6,22.54,16.53,6.84,3.6,23.31,17.78,9.59,4.42
83.6,42.88,53.2,23.77,6.76,57.23,42.41,32.32,14.56,44.43,19.16,9.04,5.63,31.57,12.93,7.85,3.59,30.92,22.99,14.96,5.45,34.68,30.17,22.74,9.95,30.6,27.26,23.1,14.21
83.8,54.18,55.78,15.69,5.38,49.44,29.07,12.16,11.51,50.29,33.64,16.57,8.97,40.73,31.46,17.43,6.04,23.24,13.52,7.12,3.98,15.17,7.91,4.32,2.47,11.4,5.57,3.38,2.32
84,48,57.37,24.95,6.43,56.11,45.77,20.07,5.64,45.41,21.94,10.16,4.64,36.56,16.11,8.91,4.41,38.3,23.74,9.56,4.66,39.89,21.16,10.59,4.86,39.15,28.95,11.43,4.82
84.2,54.15,48.07,14.48,5.51,49.26,37.37,9.17,4.26,41.99,34.74,10.93,5.39,42.79,33.23,12.75,6.04,26.3,15.94,10.94,5.89,23.5,11.74,6.79,4.17,17.29,8.03,4.33,2.21
84.4,46.54,52.17,18.49,5.98,57.21,41.28,16.55,6.03,44.99,35.4,15.51,6.09,24.01,19.24,14.46,5.29,26.25,17.62,10.39,5.72,25.27,17.98,11.42,6.46,23.27,19.43,13.73,7.89
84.6,54.31,51.72,28.01,10.29,52.57,22.97,11.35,4.7,48.12,30.26,12.84,5.19,52.64,30.23,14.79,6.94,46.53,29.19,17.76,8.64,27.1,15.37,8.6,5.31,15.08,8.02,4.89,3.09
84.8,46.5,50.37,17.41,6.18,62.88,49.02,26.72,7.66,41.23,32.18,25.08,9.45,21.07,13.82,8.11,4.42,20.34,12.77,6.63,3.63,31.59,20.22,10.46,6.1,22.5,13.98,9.21,5.4
85,44.08,48.97,24.68,5.62,40.18,25.7,10.31,4.37,45.19,24.14,17.55,8.06,51.15,40.41,33.05,20.73,38.03,35.27,32.73,27.45,15.29,14.76,12.18,9.23,5.96,4.46,3.34,2.62
85.2,40.84,44.4,34.11,6.02,48.97,30.93,15.64,5.54,44.41,34.39,25.3,14.95,35.65,25.02,14.2,9.8,27.28,21.07,12.37,9.79,39.28,31.17,20.86,19.03,32.44,28.25,22.76,16.38
85.4,48.74,44.57,19,5.43,52.93,31.32,10.31,4.06,48.54,24.43,10.81,5.32,51.81,34.75,26.98,19.76,50.37,41.39,31.94,15.89,36.21,36.55,32.55,28.09,21.85,19.64,15.51,10.46
85.6,47.33,49.95,21,6.4,47.67,38.54,10.01,4.04,45.16,30.38,8.81,3.46,44.68,29.31,11.85,4.51,42.18,34.04,14.97,5.04,42.35,37.13,18.14,8.96,35.19,33.33,29.7,19.73
85.8,47.87,47.65,28.08,6.05,61.42,34.25,13.34,5.57,52.11,40.22,17.56,5.99,44.12,28.44,14.59,4.66,35.59,22.53,9.74,4.64,37.83,28.97,15.39,5.29,39.55,30.7,16.77,5.39
86,49.92,59.73,28.2,7.76,57.23,45.32,25.22,8.18,43.97,25.95,11.41,4.51,45.72,28.35,17.39,7.42,42.73,34.11,21.28,16.79,42.37,30.06,21.15,9.83,33.84,24.96,11.66,5.01
86.2,48.38,48.07,13.01,4.94,50.63,31.86,13.84,5.94,50.78,40.36,28.45,10.42,40.19,36.22,22.67,9.29,36.53,23.55,13.25,4.68,27.6,16.43,6.63,4.63,25.06,18.8,10.95,4.42
86.4,50.88,58.47,19.78,5.98,48.72,36.18,10.91,3.81,40.74,23.21,8.48,3.42,39.26,15.69,7.39,3.39,39.44,21.78,16.11,6.38,47.88,30.4,26.79,17.77,44.2,33.88,26.58,13.88
86.6,41.51,53.55,19.39,6.04,61.59,38.74,20.96,5.28,55.04,40.72,18.69,6.14,47.16,37.33,18.14,6.37,40.34,27.54,16.47,7.34,33.62,20.06,8.89,3.76,25.86,11.77,6.23,3.17
86.8,38.93,59.38,23.97,6.88,55.97,42.14,27.08,7.63,37.53,18.47,11.74,6.09,43.77,28.69,14.08,5.43,46.15,37.09,15.84,6.94,50.94,47.33,35.33,12.27,54.49,47.65,35.88,15.25
87,30.78,49.02,22.98,5.89,58.05,27.97,10.99,5.91,55.52,39.63,31.65,16.93,37.99,33.08,29.62,22.5,26.56,19.34,13.19,6.36,13.01,9.84,8.49,3.55,14.08,9.96,4.77,2.11
87.2,34.17,55.84,25.41,6.4,56.16,45.84,22.8,14.24,38.2,27.98,9.31,4.38,43.96,32.01,14.84,9.5,55.24,42.16,32.15,23.13,46.4,46.11,36.98,21.85,25.65,20.83,14.39,8.64
87.4,51.6,51.1,25.22,5.84,51.52,35.22,13.91,8.57,52.95,36.92,34.38,16.05,46.72,43.81,40.14,29.91,21.65,19.58,15.29,12.36,13.35,13.3,6.99,4.76,16.31,14.65,8.84,5.15
87.6,28,52.71,22.35,6.62,58.27,33.22,15.87,5.28,41.63,29.33,12.69,5.12,41.99,28.1,16.45,12.92,42.91,37.21,32.57,29.81,31.81,30.88,28.64,28.6,18.17,19.16,19.85,22.59
87.8,31.31,54.78,19.23,5.77,59.28,37.59,19.48,6.96,48.71,26.45,15.36,4.86,47.24,27.99,14.38,4.8,47.2,38.32,17.06,6.11,38.79,27.71,12.72,6.07,32.87,24.41,14.64,11.17
88,36.29,60.75,23.73,6.68,63.13,35.91,13.41,6.15,58.03,44.01,30.54,9.64,40.17,34.8,29.58,10.99,33.01,21.47,15.46,9.75,35.84,23.56,11.57,3.93,37.96,15.37,7.87,2.93
88.2,40.65,52.3,19.39,5.67,55.89,41.4,13.94,4.5,48.5,24.96,9.93,3.94,45.12,25.38,10.94,5.5,45.37,30.6,20.69,13.33,35.37,29.5,25.71,15.78,30.36,28.34,21.92,12.48
88.4,44.25,57.41,22.82,6.68,53.07,37.07,18.81,4.72,47.23,33.96,14.82,4.42,46.8,25.19,10.18,4.56,42.84,19.94,10.3,5.32,39.18,21.19,11.51,5.39,41.81,25.18,17.61,8.16
88.6,48.4,52.28,23.45,5.77,59.82,37.92,13.34,5.28,47.28,40.64,32.7,10.23,33.45,30.83,20.19,11.96,38.15,23.43,16.09,4.94,41.26,26.68,14.9,5.34,40.72,27.2,15.66,5.82
88.8,50.98,46.72,23.35,5.71,53.13,34.92,9.28,4.1,51.6,26.21,12.04,4.69,46.47,33.62,23.28,9.51,46.67,37.74,31.26,15.62,39.07,30.25,25.48,19.23,30.44,21.06,16.61,10.38
89,43.57,54.1,23,6.42,61.64,51.05,23.81,7.5,53.43,32.47,12.21,5.51,49.72,27.13,12.89,5.86,44.36,23.45,10.33,5.13,39.13,21.81,13.98,9.05,41.41,26.29,16.09,10.61
89.2,43.49,53.03,25.58,6.09,52.83,34.1,14.69,5.47,48.29,33.37,17.43,8.51,48.78,29.79,13.31,5.15,45.52,26.36,10.64,4.96,44.24,24.11,12.07,5.03,42.18,25.01,11.94,5.79
89.4,38.37,49.05,21.44,5.52,54.33,29.18,14.85,5.41,52.47,33.16,16.3,5.85,43.89,25.81,15.03,6.3,41.13,25.23,12.72,5.43,40.56,20.27,10.04,4.55,29.36,14.35,8.17,4.34
89.6,39.64,56.06,26.55,6.71,60.55,45.49,23.27,5.83,36.55,24.24,21.27,6.42,34.83,16.72,10.15,5.27,41.9,32.08,26.43,15.12,52.62,44.27,34.18,24.16,47.07,37.63,29.49,22.2
89.8,39.26,48.07,25.27,5.51,62.15,39.22,15.11,5.2,50.54,31.82,21.3,8.74,50.6,39.13,30.9,16.96,43.53,25.4,18.24,10.36,24.28,14.49,8.99,5.09,17.86,11.21,7.24,6.46
90,46.9,52.68,20.61,6.34,51.75,42.75,21.45,5.1,42.34,27.48,15.16,4.89,41.37,29.77,11.13,5.29,43.17,20.91,12.39,7.48,39.04,27.66,17.38,8.78,38.78,25.22,16.34,8.88
90.2,50.71,58.27,17.48,6.48,58.88,41.36,14.96,6.43,56.32,45.56,39.95,20.29,37.1,24.41,13.6,10,25.84,12.1,7.9,3.82,24.14,13.29,6.72,3.59,22.45,11.7,6.44,3.49
90.4,40.78,52.64,28.04,5.89,53.89,42.78,13.63,4.96,41.53,33.77,12.65,6.03,40.67,36.24,24.43,10.47,52.81,40.9,20.57,8.05,43.2,27.93,18.45,7.2,26.52,16.99,10.99,5.69
90.6,41.21,50.99,28.59,6.24,56.92,26.25,9.27,4.04,45.07,23.16,10.84,4.3,40.14,33.15,17.34,4.68,36.87,35.64,17.7,6.51,34.53,30.04,19.7,6.32,34.53,28.89,16.07,6.16
90.8,51.25,56.8,24.22,7.17,59.77,52.07,22.66,6.67,45.83,37.13,11.04,4.56,37.28,22.59,14.09,4.14,29.2,15.25,10.2,3.19,35.22,22.79,17.17,5.97,40.55,35.49,24.49,12.21
91,55.99,56.12,22.17,6.68,59.89,33.73,12.04,5.97,57.33,45.12,24.62,9.83,52.9,38.43,26.8,9.91,44.62,31.2,20.86,9.8,39.4,26.43,18.43,8.12,34.26,23.87,20.36,6.75
