cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 5.1324385E+000, 6.1333368E-001,-5.0000000E-001, 1.2064894E+003, 1.2328988E+003, 1.1371085E+003, 1.0194532E+003, 8.9467843E+002, 7.4307856E+002, 1.1370744E+002, 2.0446452E+002, 3.3004073E+002, 3.6167036E+002, 3.5775705E+002, 2.9851490E+002,-2.0500000E+001, 4.4612734E-016, 1.3442227E-014, 1.6243885E-011, 3.8021421E-007, 1.3326322E-004, 3.3702122E-016, 2.8475988E-014, 7.4929616E-011, 1.8698191E-006, 9.8174223E-004
 1.5000000E+000, 1.1802245E+001, 1.3454322E+000, 5.0000000E-001, 1.2090492E+003, 1.2207243E+003, 1.1322318E+003, 9.9534201E+002, 8.8258481E+002, 7.4006882E+002, 1.2667794E+002, 2.1993037E+002, 3.2851123E+002, 3.7305036E+002, 3.6714329E+002, 2.9735762E+002,-1.9500000E+001, 2.1510546E-014, 1.7974881E-012, 2.9140863E-009, 1.9041884E-005, 1.4052076E-003, 2.2180157E-014, 4.2992101E-012, 1.7420753E-008, 1.0274278E-004, 7.3302441E-003
 2.5000000E+000, 1.6505683E+001, 1.8579317E+000, 1.5000000E+000, 1.2133674E+003, 1.1373663E+003, 1.0739316E+003, 9.1065523E+002, 8.3770922E+002, 7.2603420E+002, 2.2246527E+002, 2.9853180E+002, 3.5080404E+002, 3.7404387E+002, 3.6171155E+002, 2.9911088E+002,-1.8500000E+001, 2.1510546E-014, 1.7974881E-012, 2.9140863E-009, 1.9041884E-005, 1.4052076E-003, 2.2180157E-014, 4.2992101E-012, 1.7420753E-008, 1.0274278E-004, 7.3302441E-003
 3.5000000E+000, 1.5802016E+001, 1.8840990E+000, 2.5000000E+000, 1.0485345E+003, 1.0034728E+003, 9.6375164E+002, 8.3103921E+002, 7.7811269E+002, 6.9867990E+002, 3.5319012E+002, 3.6842107E+002, 3.7774170E+002, 3.7776088E+002, 3.4432589E+002, 3.0013687E+002,-1.7500000E+001, 1.4022451E-012, 2.6734101E-010, 3.6716248E-007, 3.9512433E-004, 4.6592805E-003, 1.3214229E-012, 8.1724671E-010, 2.4129636E-006, 2.0641484E-003, 1.4142513E-002
 4.5000000E+000, 1.4008611E+001, 1.8398881E+000, 3.5000000E+000, 8.2610286E+002, 8.4515684E+002, 8.3226880E+002, 7.6243581E+002, 7.0980485E+002, 6.4955474E+002, 4.0924760E+002, 4.0680174E+002, 3.8926042E+002, 3.7736359E+002, 3.3090061E+002, 2.8474514E+002,-1.6500000E+001, 1.4022451E-012, 2.6734101E-010, 3.6716248E-007, 3.9512433E-004, 4.6592805E-003, 1.3214229E-012, 8.1724671E-010, 2.4129636E-006, 2.0641484E-003, 1.4142513E-002
 5.5000000E+000, 1.2326020E+001, 1.8296947E+000, 4.5000000E+000, 6.3566671E+002, 6.9305519E+002, 7.0650825E+002, 6.9212559E+002, 6.3902835E+002, 5.8565890E+002, 3.5394644E+002, 3.8148803E+002, 3.6868554E+002, 3.6266704E+002, 3.1044323E+002, 2.5113670E+002,-1.5500000E+001, 6.6740709E-011, 4.3943799E-008, 2.9280766E-005, 3.4661805E-003, 1.1150416E-002, 5.8948083E-011, 1.7166967E-007, 1.8919684E-004, 1.1637305E-002, 2.1996145E-002
 6.5000000E+000, 1.1010747E+001, 1.8805404E+000, 5.5000000E+000, 4.9995747E+002, 5.6775856E+002, 6.0953674E+002, 6.1532694E+002, 5.7752116E+002, 5.2800229E+002, 2.8514746E+002, 3.3024720E+002, 3.4048304E+002, 3.3492674E+002, 2.9068874E+002, 2.1750387E+002,-1.4500000E+001, 6.6740709E-011, 4.3943799E-008, 2.9280766E-005, 3.4661805E-003, 1.1150416E-002, 5.8948083E-011, 1.7166967E-007, 1.8919684E-004, 1.1637305E-002, 2.1996145E-002
 7.5000000E+000, 9.9868970E+000, 1.9815976E+000, 6.5000000E+000, 4.1169799E+002, 4.6966082E+002, 5.2496283E+002, 5.4204613E+002, 5.2502935E+002, 4.8828582E+002, 2.0859543E+002, 2.6716460E+002, 2.9805416E+002, 2.9514178E+002, 2.6401682E+002, 2.0154123E+002,-1.3500000E+001, 2.7044228E-009, 6.0099777E-006, 5.8331578E-004, 1.3497470E-002, 2.2177477E-002, 3.1539411E-009, 3.2626454E-005, 3.2252413E-003, 3.3062003E-002, 2.9979605E-002
 8.5000000E+000, 9.2045040E+000, 2.0933472E+000, 7.5000000E+000, 3.5331214E+002, 4.0499031E+002, 4.5721363E+002, 4.8136308E+002, 4.7684875E+002, 4.5772104E+002, 1.3436242E+002, 2.0719656E+002, 2.5008130E+002, 2.5381746E+002, 2.3197628E+002, 1.9023079E+002,-1.2500000E+001, 2.7044228E-009, 6.0099777E-006, 5.8331578E-004, 1.3497470E-002, 2.2177477E-002, 3.1539411E-009, 3.2626454E-005, 3.2252413E-003, 3.3062003E-002, 2.9979605E-002
 9.5000000E+000, 8.5883203E+000, 2.2064910E+000, 8.5000000E+000, 3.1521490E+002, 3.5547774E+002, 4.0427108E+002, 4.2791126E+002, 4.3420512E+002, 4.2855317E+002, 6.4397980E+001, 1.4121336E+002, 1.9737113E+002, 2.0821523E+002, 1.9767961E+002, 1.7405820E+002,-1.1500000E+001, 1.9590804E-008, 1.4532660E-004, 3.0931310E-003, 2.5236812E-002, 3.5880577E-002, 2.0591758E-008, 9.3654292E-004, 1.4907002E-002, 5.6164415E-002, 3.9903001E-002
 1.0500000E+001, 8.0990013E+000, 2.3507147E+000, 9.5000000E+000, 2.9886378E+002, 3.1968245E+002, 3.6063728E+002, 3.8891532E+002, 3.9992545E+002, 4.0264698E+002, 1.5006286E+001, 7.2716528E+001, 1.4769607E+002, 1.6755131E+002, 1.6367459E+002, 1.5442371E+002,-1.0500000E+001, 4.6249077E-007, 1.3479794E-003, 8.8237369E-003, 4.2271259E-002, 4.8168503E-002, 9.8112052E-007, 7.8226910E-003, 3.1082521E-002, 9.7363796E-002, 4.8861529E-002
 1.1500000E+001, 7.7064820E+000, 2.5189858E+000, 1.0500000E+001, 2.9544049E+002, 3.0037981E+002, 3.2670456E+002, 3.5924475E+002, 3.7237011E+002, 3.7757159E+002, 1.3732667E+000, 1.9076543E+001, 9.2167403E+001, 1.2999604E+002, 1.3173396E+002, 1.2795734E+002,-9.5000000E+000, 1.5246067E-005, 4.6585489E-003, 1.5843860E-002, 5.5015312E-002, 5.9486569E-002, 4.5025558E-005, 2.2130941E-002, 4.3818097E-002, 8.9344715E-002, 5.3956539E-002
 1.2500000E+001, 7.4043117E+000, 2.7103078E+000, 1.1500000E+001, 2.9509085E+002, 2.9581092E+002, 3.0349488E+002, 3.3235685E+002, 3.4417377E+002, 3.5331161E+002, 8.9610612E-002, 2.5429727E+000, 3.3870838E+001, 8.4797352E+001, 8.8506931E+001, 9.1892681E+001,-8.5000000E+000, 4.3699567E-004, 1.0679997E-002, 2.5339513E-002, 7.5637671E-002, 7.2996370E-002, 1.4039250E-003, 3.7595546E-002, 5.6672221E-002, 1.1889526E-001, 5.9281370E-002
 1.3500000E+001, 7.1683937E+000, 2.9186397E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.5000000E+000, 4.9050488E-003, 2.3433966E-002, 4.4290241E-002, 1.0252819E-001, 8.6954931E-002, 1.1472302E-002, 6.2908003E-002, 8.2757344E-002, 1.6214100E-001, 6.5097499E-002
