cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 7.2375169E+000, 1.8088486E+000,-5.0000000E-001, 1.2588508E+003, 1.1722006E+003, 1.0622959E+003, 8.5443811E+002, 7.2820069E+002, 6.3822214E+002, 1.6636849E+002, 2.4094143E+002, 2.7123844E+002, 2.4377539E+002, 1.9901702E+002, 1.5551865E+002,-2.0500000E+001, 8.3986100E-009, 2.9091615E-008, 2.2430508E-007, 4.3362455E-005, 1.4910754E-004, 4.0420798E-009, 2.5457603E-008, 1.8394642E-007, 7.0180432E-005, 1.9637671E-004
 4.6000000E+000, 9.3741759E+000, 3.5794173E+000, 1.5000000E+000, 1.2452554E+003, 1.1721950E+003, 1.0654518E+003, 8.6363821E+002, 7.2741925E+002, 6.3322516E+002, 1.5350794E+002, 2.2990290E+002, 2.5869194E+002, 2.4121463E+002, 1.8375488E+002, 1.4470405E+002,-1.8450000E+001, 5.4825794E-007, 2.5857987E-006, 1.6657965E-005, 1.1469147E-003, 2.5890078E-003, 1.8708838E-007, 2.9488521E-006, 2.0368819E-005, 1.5217007E-003, 3.3477647E-003
 8.7000000E+000, 9.2238520E+000, 5.0116918E+000, 3.5000000E+000, 1.0629047E+003, 9.8331379E+002, 9.0193188E+002, 7.5524566E+002, 6.6146298E+002, 5.9653845E+002, 2.8838301E+002, 3.1175702E+002, 2.9910305E+002, 2.3698205E+002, 1.7681833E+002, 1.3226282E+002,-1.6400000E+001, 5.4825794E-007, 2.5857987E-006, 1.6657965E-005, 1.1469147E-003, 2.5890078E-003, 1.8708838E-007, 2.9488521E-006, 2.0368819E-005, 1.5217007E-003, 3.3477647E-003
 1.2800000E+001, 8.3487463E+000, 5.5102040E+000, 5.5000000E+000, 7.6587987E+002, 7.4552202E+002, 6.9903803E+002, 6.2937656E+002, 5.8597471E+002, 5.4669279E+002, 3.3135002E+002, 3.1732299E+002, 2.6918694E+002, 2.1158981E+002, 1.6717058E+002, 1.3031043E+002,-1.4350000E+001, 2.5827914E-005, 1.7268824E-004, 7.9447451E-004, 1.1817067E-002, 1.6282778E-002, 1.4633860E-005, 3.3516959E-004, 1.4122708E-003, 1.4952446E-002, 1.3717013E-002
 1.6900000E+001, 7.3665802E+000, 5.4839147E+000, 7.5000000E+000, 4.8124812E+002, 5.2440592E+002, 5.2230045E+002, 5.0955764E+002, 4.9961529E+002, 4.8851781E+002, 1.8035459E+002, 2.2074448E+002, 1.8810099E+002, 1.6728836E+002, 1.4570124E+002, 1.1957437E+002,-1.2300000E+001, 2.5827914E-005, 1.7268824E-004, 7.9447451E-004, 1.1817067E-002, 1.6282778E-002, 1.4633860E-005, 3.3516959E-004, 1.4122708E-003, 1.4952446E-002, 1.3717013E-002
 2.1000000E+001, 6.2257006E+000, 5.2306611E+000, 9.5000000E+000, 3.3837076E+002, 3.8983372E+002, 3.9787365E+002, 4.1187249E+002, 4.1800830E+002, 4.1884173E+002, 6.6063722E+001, 1.3020015E+002, 1.1620447E+002, 1.1845027E+002, 1.0491525E+002, 8.9599424E+001,-1.0250000E+001, 5.4375892E-004, 4.3915714E-003, 1.0841561E-002, 2.9507183E-002, 3.4416212E-002, 4.3723859E-004, 8.3006356E-003, 1.7647399E-002, 3.0382251E-002, 2.6701378E-002
 2.5100000E+001, 4.1997599E+000, 4.2162852E+000, 1.1500000E+001, 3.0023374E+002, 3.1671214E+002, 3.2477914E+002, 3.4221982E+002, 3.4969807E+002, 3.5144128E+002, 1.1719750E+001, 4.0414194E+001, 5.2097505E+001, 6.2262772E+001, 5.6430012E+001, 4.9615976E+001,-8.2000000E+000, 1.0646589E-002, 3.6760322E-002, 4.8893319E-002, 5.4197488E-002, 5.6082203E-002, 1.0076861E-002, 4.6022354E-002, 5.0695177E-002, 3.7820554E-002, 3.4719970E-002
 2.9200000E+001, 3.0178930E+000, 3.3025254E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1500000E+000, 7.7072820E-002, 1.2729361E-001, 1.2020104E-001, 8.7156115E-002, 7.8017087E-002, 5.4333539E-002, 1.2792314E-001, 1.0515303E-001, 4.7718865E-002, 3.7912474E-002
 3.3300000E+001, 2.0650776E+000, 2.4122596E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1000000E+000, 2.7880572E-001, 3.2458037E-001, 2.4702495E-001, 1.2365897E-001, 9.8216006E-002, 2.3724263E-001, 3.5156347E-001, 2.4240324E-001, 6.1263794E-002, 4.0411595E-002
 3.7400000E+001, 1.4037773E+000, 1.7446159E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0500000E+000, 1.1172798E+000, 7.6637939E-001, 5.3087580E-001, 1.6755193E-001, 1.1449554E-001, 5.6292863E-001, 6.2848731E-001, 5.0813165E-001, 8.9576961E-002, 3.9821192E-002
 4.1500000E+001, 9.8396408E-001, 1.2742314E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0000000E-002, 1.7037484E+000, 1.2388553E+000, 7.9228367E-001, 2.0480190E-001, 1.2293412E-001, 3.1961075E-001, 5.8192529E-001, 5.5819684E-001, 1.1171118E-001, 3.7623927E-002
 4.5600000E+001, 6.1132061E-001, 8.0491867E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 1.1469647E+000, 8.3528141E-001, 6.2038913E-001, 1.7336159E-001, 1.1403252E-001, 5.8551526E-001, 6.8754799E-001, 5.8315532E-001, 8.8809519E-002, 3.3235080E-002
 4.9700000E+001, 4.5883418E-001, 6.0240057E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1000000E+000, 2.7063920E-001, 3.3819947E-001, 2.8052745E-001, 1.3123168E-001, 1.0113511E-001, 2.2807221E-001, 3.8551904E-001, 2.9045996E-001, 6.7777121E-002, 3.4845045E-002
 5.3800000E+001, 3.5130657E-001, 4.3670053E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 6.5696037E-002, 1.2614799E-001, 1.3059880E-001, 9.2808677E-002, 8.4642392E-002, 4.8186665E-002, 1.3046260E-001, 1.3199506E-001, 5.4091447E-002, 3.5236193E-002
 5.7900000E+001, 2.7528392E-001, 3.2609712E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.2000000E+000, 9.5227648E-003, 3.2810844E-002, 5.5244879E-002, 5.8058626E-002, 6.2382438E-002, 1.0968089E-002, 4.3793419E-002, 6.2868679E-002, 4.1627134E-002, 3.1771724E-002
 6.2000000E+001, 2.2132188E-001, 2.5534919E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.0250000E+001, 4.5878683E-004, 4.9916545E-003, 1.6698819E-002, 2.9855960E-002, 3.6178684E-002, 5.2029833E-004, 1.0042764E-002, 2.6124074E-002, 2.7632307E-002, 2.2899261E-002
 6.6100000E+001, 1.8242747E-001, 2.0692194E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2300000E+001, 1.9117503E-005, 9.0939416E-005, 1.4876008E-003, 8.2427397E-003, 1.3885770E-002, 5.3457551E-006, 1.6213890E-004, 4.6596737E-003, 7.2606047E-003, 1.0377202E-002
 7.0200000E+001, 1.4144832E-001, 1.5279939E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4350000E+001, 1.9117503E-005, 9.0939416E-005, 1.4876008E-003, 8.2427397E-003, 1.3885770E-002, 5.3457551E-006, 1.6213890E-004, 4.6596737E-003, 7.2606047E-003, 1.0377202E-002
 7.4300000E+001, 1.2188778E-001, 1.2662361E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6400000E+001, 4.4770237E-007, 1.3903991E-006, 3.6542501E-005, 5.9088655E-004, 2.1574904E-003, 1.2015415E-007, 1.6502216E-006, 1.0714793E-004, 6.2619018E-004, 4.1390572E-003
 7.8400000E+001, 1.0627449E-001, 1.0494501E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8450000E+001, 4.4770237E-007, 1.3903991E-006, 3.6542501E-005, 5.9088655E-004, 2.1574904E-003, 1.2015415E-007, 1.6502216E-006, 1.0714793E-004, 6.2619018E-004, 4.1390572E-003
 8.2500000E+001, 9.0342884E-002, 8.4120304E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0500000E+001, 5.8167731E-009, 1.7888171E-008, 5.3511035E-007, 1.9001509E-005, 2.4433015E-004, 1.9746362E-009, 1.3640878E-008, 1.1267773E-006, 1.7536636E-005, 8.1324528E-004
