cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 1.9707534E+001, 2.9990088E+000,-5.0000000E-001, 1.0161863E+003, 1.1823310E+003, 1.2204712E+003, 1.1849824E+003, 9.9885448E+002, 8.2676896E+002, 1.7154229E+002, 2.0009897E+002, 2.6841783E+002, 3.2622683E+002, 3.6092183E+002, 3.5705184E+002,-2.0500000E+001, 8.1869360E-023, 3.3463898E-019, 6.6835745E-017, 6.0227694E-013, 2.3378145E-009, 3.4270682E-022, 6.3056393E-019, 2.0850717E-016, 1.5551314E-012, 5.7553272E-009
 9.9696970E-001, 1.9707534E+001, 2.9990088E+000,-2.0000000E-002, 1.0161863E+003, 1.1823310E+003, 1.2204712E+003, 1.1849824E+003, 9.9885448E+002, 8.2676896E+002, 1.7154229E+002, 2.0009897E+002, 2.6841783E+002, 3.2622683E+002, 3.6092183E+002, 3.5705184E+002,-2.0006024E+001, 8.1869360E-023, 3.3463898E-019, 6.6835745E-017, 6.0227694E-013, 2.3378145E-009, 3.4270682E-022, 6.3056393E-019, 2.0850717E-016, 1.5551314E-012, 5.7553272E-009
 1.4939394E+000, 1.7090785E+001, 3.6127632E+000, 4.6000000E-001, 1.1034145E+003, 1.2500000E+003, 1.2624719E+003, 1.1729947E+003, 9.7947284E+002, 8.0775066E+002, 1.9307964E+002, 2.2018175E+002, 2.7519519E+002, 3.1427297E+002, 3.5554152E+002, 3.5089820E+002,-1.9512048E+001, 3.4368440E-023, 9.0997955E-018, 4.3597129E-015, 5.4505033E-013, 2.1890082E-009, 1.3172131E-022, 2.3973847E-017, 2.2218370E-014, 1.2198905E-012, 7.0150743E-009
 1.9909091E+000, 1.3370769E+001, 3.4671210E+000, 9.4000000E-001, 1.2411013E+003, 1.2627228E+003, 1.1927834E+003, 1.0634041E+003, 9.1518921E+002, 7.7724419E+002, 2.3450569E+002, 2.4895629E+002, 2.8910685E+002, 3.3830663E+002, 3.6129996E+002, 3.5222597E+002,-1.9018072E+001, 3.4368440E-023, 9.0997955E-018, 4.3597129E-015, 5.4505033E-013, 2.1890082E-009, 1.3172131E-022, 2.3973847E-017, 2.2218370E-014, 1.2198905E-012, 7.0150743E-009
 2.4878788E+000, 1.1099155E+001, 3.5086880E+000, 1.4200000E+000, 1.1619340E+003, 1.1063132E+003, 1.0323203E+003, 9.2832215E+002, 8.3298173E+002, 7.4161753E+002, 2.9388575E+002, 3.1486166E+002, 3.5216630E+002, 3.6649350E+002, 3.7084476E+002, 3.5361728E+002,-1.8524096E+001, 1.6575276E-022, 5.1501741E-016, 3.3931604E-013, 1.3053318E-011, 3.9582865E-008, 3.1324090E-022, 1.7511894E-015, 1.7615425E-012, 4.3192485E-011, 2.4417616E-007
 2.9848485E+000, 9.7292645E+000, 3.5839300E+000, 1.9000000E+000, 9.3703336E+002, 9.8371016E+002, 9.2280232E+002, 8.0954811E+002, 7.5404215E+002, 7.0738657E+002, 3.1073222E+002, 3.8376265E+002, 4.1220414E+002, 3.8293256E+002, 3.7303863E+002, 3.5650833E+002,-1.8030120E+001, 1.6575276E-022, 5.1501741E-016, 3.3931604E-013, 1.3053318E-011, 3.9582865E-008, 3.1324090E-022, 1.7511894E-015, 1.7615425E-012, 4.3192485E-011, 2.4417616E-007
 3.4818182E+000, 8.7882069E+000, 3.6204621E+000, 2.3800000E+000, 7.5011489E+002, 8.9205585E+002, 8.5027552E+002, 7.4259345E+002, 6.9304920E+002, 6.7621546E+002, 3.1548447E+002, 3.8564597E+002, 4.2719495E+002, 4.0293387E+002, 3.7241004E+002, 3.5765745E+002,-1.7536145E+001, 7.8349402E-021, 5.7460014E-014, 2.0040264E-011, 4.5325008E-010, 1.0077280E-006, 1.6611535E-020, 2.2040081E-013, 1.0499161E-010, 1.2952539E-009, 5.4544949E-006
 3.9787879E+000, 8.0811233E+000, 3.7324986E+000, 2.8600000E+000, 6.8144054E+002, 8.0278839E+002, 7.8421755E+002, 7.0193232E+002, 6.5813150E+002, 6.4863138E+002, 3.6605266E+002, 3.8646425E+002, 4.2381541E+002, 4.1010195E+002, 3.7599276E+002, 3.5636276E+002,-1.7042169E+001, 7.8349402E-021, 5.7460014E-014, 2.0040264E-011, 4.5325008E-010, 1.0077280E-006, 1.6611535E-020, 2.2040081E-013, 1.0499161E-010, 1.2952539E-009, 5.4544949E-006
 4.4757576E+000, 7.5924056E+000, 3.8349823E+000, 3.3400000E+000, 6.6335391E+002, 7.3353279E+002, 7.1631829E+002, 6.6575604E+002, 6.3175750E+002, 6.2077854E+002, 3.9788763E+002, 3.9654936E+002, 4.0662776E+002, 4.1007439E+002, 3.7698282E+002, 3.4952155E+002,-1.6548193E+001, 3.9261151E-019, 5.3908700E-012, 8.3371129E-010, 1.4564129E-008, 2.5528190E-005, 9.7749518E-019, 1.9816918E-011, 5.1661866E-009, 4.7046011E-008, 1.3669764E-004
 4.9727273E+000, 7.2289888E+000, 3.9443754E+000, 3.8200000E+000, 6.2919270E+002, 6.8686094E+002, 6.5906713E+002, 6.3836145E+002, 6.1278527E+002, 5.9821081E+002, 4.0265665E+002, 4.0711468E+002, 3.9612755E+002, 4.0605976E+002, 3.7673667E+002, 3.4692234E+002,-1.6054217E+001, 3.9261151E-019, 5.3908700E-012, 8.3371129E-010, 1.4564129E-008, 2.5528190E-005, 9.7749518E-019, 1.9816918E-011, 5.1661866E-009, 4.7046011E-008, 1.3669764E-004
