cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 2.5024822E+001, 3.7680597E+000,-5.0000000E-001, 1.0565412E+003, 1.2360554E+003, 1.2201700E+003, 1.1319764E+003, 9.2069467E+002, 7.7389914E+002, 1.8056549E+002, 2.0504418E+002, 3.1597493E+002, 3.9202436E+002, 4.0608401E+002, 3.7643746E+002,-2.0500000E+001, 9.0157684E-023, 1.3295972E-018, 4.7262801E-016, 2.0470694E-014, 2.2782473E-009, 3.0094019E-022, 2.0175287E-018, 2.0393915E-015, 6.3183841E-014, 1.8310970E-008
 9.9696970E-001, 2.5024822E+001, 3.7680597E+000,-2.0000000E-002, 1.0565412E+003, 1.2360554E+003, 1.2201700E+003, 1.1319764E+003, 9.2069467E+002, 7.7389914E+002, 1.8056549E+002, 2.0504418E+002, 3.1597493E+002, 3.9202436E+002, 4.0608401E+002, 3.7643746E+002,-2.0006024E+001, 9.0157684E-023, 1.3295972E-018, 4.7262801E-016, 2.0470694E-014, 2.2782473E-009, 3.0094019E-022, 2.0175287E-018, 2.0393915E-015, 6.3183841E-014, 1.8310970E-008
 1.4939394E+000, 2.0884776E+001, 4.2528561E+000, 4.6000000E-001, 1.1537117E+003, 1.2885065E+003, 1.2639462E+003, 1.1295095E+003, 9.0282937E+002, 7.6193929E+002, 2.1743958E+002, 2.2878706E+002, 3.2619669E+002, 3.7542951E+002, 4.0025009E+002, 3.7149707E+002,-1.9512048E+001, 4.8587814E-023, 6.8037782E-017, 4.7013061E-014, 8.4955028E-013, 1.2547030E-007, 1.3009164E-022, 1.3042482E-016, 2.2751973E-013, 3.1202435E-012, 1.1300100E-006
 1.9909091E+000, 1.6161659E+001, 4.0581940E+000, 9.4000000E-001, 1.2707427E+003, 1.2954111E+003, 1.2149675E+003, 1.0379371E+003, 8.5326165E+002, 7.4168186E+002, 2.5028249E+002, 2.8375775E+002, 3.2171279E+002, 3.7779206E+002, 3.8978661E+002, 3.6676790E+002,-1.9018072E+001, 4.8587814E-023, 6.8037782E-017, 4.7013061E-014, 8.4955028E-013, 1.2547030E-007, 1.3009164E-022, 1.3042482E-016, 2.2751973E-013, 3.1202435E-012, 1.1300100E-006
 2.4878788E+000, 1.3304203E+001, 4.0920539E+000, 1.4200000E+000, 1.1843546E+003, 1.1305485E+003, 1.0512990E+003, 9.0372477E+002, 7.8193106E+002, 7.0830100E+002, 3.1223482E+002, 3.3104838E+002, 3.6618634E+002, 3.9061016E+002, 3.7817376E+002, 3.6099109E+002,-1.8524096E+001, 4.8301928E-022, 3.9621787E-015, 3.7466856E-012, 2.9406205E-011, 5.4804741E-006, 7.9381916E-022, 1.0779731E-014, 1.9045687E-011, 1.2727326E-010, 4.9117050E-005
 2.9848485E+000, 1.1602005E+001, 4.1884351E+000, 1.9000000E+000, 9.5349274E+002, 9.9104522E+002, 9.2327610E+002, 7.8846551E+002, 7.1417577E+002, 6.6737577E+002, 3.2934674E+002, 3.9537891E+002, 4.1736765E+002, 4.0222547E+002, 3.7452053E+002, 3.5202235E+002,-1.8030120E+001, 4.8301928E-022, 3.9621787E-015, 3.7466856E-012, 2.9406205E-011, 5.4804741E-006, 7.9381916E-022, 1.0779731E-014, 1.9045687E-011, 1.2727326E-010, 4.9117050E-005
 3.4818182E+000, 1.0408163E+001, 4.2188065E+000, 2.3800000E+000, 7.6822979E+002, 8.9336933E+002, 8.3425451E+002, 7.1183224E+002, 6.6641304E+002, 6.3071188E+002, 3.3080664E+002, 3.9666761E+002, 4.2873942E+002, 4.1048859E+002, 3.7813171E+002, 3.4680362E+002,-1.7536145E+001, 2.2677782E-020, 4.4907873E-013, 1.8549718E-010, 9.2003128E-010, 1.1880885E-004, 4.0636703E-020, 1.3997183E-012, 9.6312213E-010, 4.3457869E-009, 9.4925725E-004
 3.9787879E+000, 9.5405455E+000, 4.3393207E+000, 2.8600000E+000, 6.8625577E+002, 8.1007237E+002, 7.6092256E+002, 6.7088250E+002, 6.4102421E+002, 6.0451452E+002, 3.7915754E+002, 4.0636431E+002, 4.2914137E+002, 4.1376337E+002, 3.8740212E+002, 3.4357800E+002,-1.7042169E+001, 2.2677782E-020, 4.4907873E-013, 1.8549718E-010, 9.2003128E-010, 1.1880885E-004, 4.0636703E-020, 1.3997183E-012, 9.6312213E-010, 4.3457869E-009, 9.4925725E-004
 4.4757576E+000, 8.9079023E+000, 4.4490852E+000, 3.3400000E+000, 6.7178911E+002, 7.3800831E+002, 7.0625319E+002, 6.4987588E+002, 6.2425617E+002, 5.8804200E+002, 4.2633510E+002, 4.1413751E+002, 4.2605865E+002, 4.1701505E+002, 3.9314730E+002, 3.4384895E+002,-1.6548193E+001, 1.0508096E-018, 4.3397480E-011, 5.1934138E-009, 2.1728492E-008, 1.0083347E-003, 2.2053807E-018, 1.6000161E-010, 2.6772105E-008, 1.0023872E-007, 6.5023788E-003
