cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 3.8092193E+000, 5.6856318E-001,-5.0000000E-001, 1.1770215E+003, 1.1977537E+003, 1.1597553E+003, 1.0327393E+003, 9.2869947E+002, 7.8666312E+002, 1.1063313E+002, 1.8276497E+002, 2.7155076E+002, 3.3575143E+002, 3.4454564E+002, 3.0576701E+002,-2.0500000E+001, 4.9269432E-016, 3.0047787E-015, 2.9778274E-012, 6.1212468E-009, 4.5737524E-006, 1.8733172E-016, 5.8064397E-015, 1.4508424E-011, 2.8225073E-008, 1.9797912E-005
 1.5000000E+000, 9.2220858E+000, 1.2809019E+000, 5.0000000E-001, 1.1898033E+003, 1.2074120E+003, 1.1500064E+003, 1.0481818E+003, 9.3403795E+002, 7.8751821E+002, 1.0192755E+002, 1.9381586E+002, 2.8328644E+002, 3.3806565E+002, 3.4532920E+002, 3.1436649E+002,-1.9500000E+001, 2.4464448E-014, 3.0076610E-013, 2.3743933E-010, 8.5414283E-007, 1.9371152E-004, 1.4250725E-014, 7.4009098E-013, 1.2497393E-009, 5.8141469E-006, 8.9049390E-004
 2.5000000E+000, 1.3220838E+001, 1.8022911E+000, 1.5000000E+000, 1.1857173E+003, 1.1353868E+003, 1.0799811E+003, 1.0073195E+003, 8.9721521E+002, 7.6273853E+002, 1.9527492E+002, 2.7697115E+002, 3.2870507E+002, 3.5243466E+002, 3.4792724E+002, 3.1074617E+002,-1.8500000E+001, 2.4464448E-014, 3.0076610E-013, 2.3743933E-010, 8.5414283E-007, 1.9371152E-004, 1.4250725E-014, 7.4009098E-013, 1.2497393E-009, 5.8141469E-006, 8.9049390E-004
 3.5000000E+000, 1.3021459E+001, 1.9328262E+000, 2.5000000E+000, 1.0395878E+003, 1.0062404E+003, 9.5431004E+002, 9.0973946E+002, 8.2922675E+002, 7.1494959E+002, 3.4538536E+002, 3.5667252E+002, 3.6662991E+002, 3.5813034E+002, 3.4956822E+002, 2.9588343E+002,-1.7500000E+001, 1.4083687E-012, 4.1142078E-011, 1.5921471E-008, 4.1319195E-005, 1.5328884E-003, 6.8428095E-013, 1.3122146E-010, 7.7655542E-008, 2.9172313E-004, 5.1005694E-003
 4.5000000E+000, 1.1731158E+001, 1.9398939E+000, 3.5000000E+000, 8.1514822E+002, 8.2854330E+002, 8.1601297E+002, 7.9190150E+002, 7.5285902E+002, 6.6066297E+002, 3.7948533E+002, 3.7481691E+002, 3.6975870E+002, 3.5989079E+002, 3.4286825E+002, 2.7985301E+002,-1.6500000E+001, 1.4083687E-012, 4.1142078E-011, 1.5921471E-008, 4.1319195E-005, 1.5328884E-003, 6.8428095E-013, 1.3122146E-010, 7.7655542E-008, 2.9172313E-004, 5.1005694E-003
 5.5000000E+000, 1.0467786E+001, 1.9280777E+000, 4.5000000E+000, 6.3196430E+002, 6.7171269E+002, 6.9643064E+002, 6.8809925E+002, 6.7421573E+002, 6.1033300E+002, 3.4098578E+002, 3.5424920E+002, 3.5444306E+002, 3.4876339E+002, 3.2981956E+002, 2.6518761E+002,-1.5500000E+001, 5.6509874E-011, 5.5479676E-009, 1.6614209E-006, 7.0888535E-004, 6.4856813E-003, 2.2900537E-011, 2.1619557E-008, 1.0571186E-005, 4.1644129E-003, 1.1600785E-002
 6.5000000E+000, 9.4275832E+000, 1.9693730E+000, 5.5000000E+000, 4.8456169E+002, 5.4544614E+002, 5.9358964E+002, 5.9471218E+002, 5.9646844E+002, 5.6449813E+002, 2.5155239E+002, 3.0136776E+002, 3.1560953E+002, 3.0954968E+002, 2.9834708E+002, 2.5000780E+002,-1.4500000E+001, 5.6509874E-011, 5.5479676E-009, 1.6614209E-006, 7.0888535E-004, 6.4856813E-003, 2.2900537E-011, 2.1619557E-008, 1.0571186E-005, 4.1644129E-003, 1.1600785E-002
 7.5000000E+000, 8.6126207E+000, 2.0434304E+000, 6.5000000E+000, 3.9656408E+002, 4.4680745E+002, 5.0465779E+002, 5.1806340E+002, 5.2676362E+002, 5.1919240E+002, 1.7742999E+002, 2.2357893E+002, 2.6722092E+002, 2.7189444E+002, 2.6150874E+002, 2.2522694E+002,-1.3500000E+001, 2.0479821E-009, 7.5691978E-007, 7.2633738E-005, 3.7451824E-003, 1.8145890E-002, 1.6489348E-009, 3.8169811E-006, 5.2314456E-004, 1.2198383E-002, 2.2432414E-002
 8.5000000E+000, 7.9812513E+000, 2.1621312E+000, 7.5000000E+000, 3.3881026E+002, 3.8489738E+002, 4.3602154E+002, 4.6278086E+002, 4.7437057E+002, 4.7270255E+002, 1.0069507E+002, 1.7557112E+002, 2.2715172E+002, 2.3669244E+002, 2.2753825E+002, 1.9252017E+002,-1.2500000E+001, 2.0479821E-009, 7.5691978E-007, 7.2633738E-005, 3.7451824E-003, 1.8145890E-002, 1.6489348E-009, 3.8169811E-006, 5.2314456E-004, 1.2198383E-002, 2.2432414E-002
