cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 3.9962426E+001, 5.7818738E+000,-5.0000000E-001, 1.1742077E+003, 1.3559616E+003, 1.2885916E+003, 1.0747913E+003, 8.6347104E+002, 6.9664039E+002, 2.1608593E+002, 2.5727903E+002, 3.7230128E+002, 4.2370124E+002, 4.2243539E+002, 3.6148234E+002,-2.0500000E+001, 3.8505884E-021, 2.4002185E-019, 3.7014919E-018, 3.0829294E-015, 1.0639902E-009, 6.9812221E-021, 3.7072303E-019, 5.3012665E-018, 2.1384716E-014, 9.5215301E-009
 9.9696970E-001, 3.9962426E+001, 5.7818738E+000,-2.0000000E-002, 1.1742077E+003, 1.3559616E+003, 1.2885916E+003, 1.0747913E+003, 8.6347104E+002, 6.9664039E+002, 2.1608593E+002, 2.5727903E+002, 3.7230128E+002, 4.2370124E+002, 4.2243539E+002, 3.6148234E+002,-2.0006024E+001, 3.8505884E-021, 2.4002185E-019, 3.7014919E-018, 3.0829294E-015, 1.0639902E-009, 6.9812221E-021, 3.7072303E-019, 5.3012665E-018, 2.1384716E-014, 9.5215301E-009
 1.4939394E+000, 3.0630827E+001, 5.7169833E+000, 4.6000000E-001, 1.2845379E+003, 1.4044872E+003, 1.2461469E+003, 1.0399146E+003, 8.5149825E+002, 6.9617007E+002, 2.6176299E+002, 2.5793572E+002, 3.7933681E+002, 4.1535234E+002, 4.1347454E+002, 3.5897353E+002,-1.9512048E+001, 2.1577680E-021, 3.8343239E-019, 1.3188206E-017, 3.4175857E-013, 4.6150990E-008, 4.0018856E-021, 3.5101713E-019, 4.2382657E-017, 3.0572575E-012, 4.3966039E-007
 1.9909091E+000, 2.3041957E+001, 5.5740327E+000, 9.4000000E-001, 1.3357022E+003, 1.3140568E+003, 1.1560003E+003, 9.8428738E+002, 8.2141318E+002, 6.9163370E+002, 2.8599259E+002, 3.0095407E+002, 3.8947836E+002, 4.0298945E+002, 3.9500337E+002, 3.5257489E+002,-1.9018072E+001, 2.1577680E-021, 3.8343239E-019, 1.3188206E-017, 3.4175857E-013, 4.6150990E-008, 4.0018856E-021, 3.5101713E-019, 4.2382657E-017, 3.0572575E-012, 4.3966039E-007
 2.4878788E+000, 1.8710122E+001, 5.5927993E+000, 1.4200000E+000, 1.2154338E+003, 1.1598667E+003, 1.0355944E+003, 8.9266020E+002, 7.8086126E+002, 6.8570722E+002, 3.4698084E+002, 3.8319872E+002, 4.1240499E+002, 4.0287298E+002, 3.8803464E+002, 3.5431737E+002,-1.8524096E+001, 1.2728556E-021, 1.0115873E-017, 4.7299231E-016, 3.4387961E-011, 1.6845283E-006, 2.2302429E-021, 1.1207561E-017, 2.3834684E-015, 3.3474749E-010, 1.6613015E-005
 2.9848485E+000, 1.6106984E+001, 5.6966009E+000, 1.9000000E+000, 1.0021972E+003, 1.0187293E+003, 9.4496452E+002, 8.0787206E+002, 7.3501649E+002, 6.7680136E+002, 3.6516354E+002, 4.1472986E+002, 4.4893370E+002, 4.1859282E+002, 3.8911683E+002, 3.5907783E+002,-1.8030120E+001, 1.2728556E-021, 1.0115873E-017, 4.7299231E-016, 3.4387961E-011, 1.6845283E-006, 2.2302429E-021, 1.1207561E-017, 2.3834684E-015, 3.3474749E-010, 1.6613015E-005
 3.4818182E+000, 1.4345858E+001, 5.7715697E+000, 2.3800000E+000, 8.2501961E+002, 9.1462987E+002, 8.7087467E+002, 7.4548503E+002, 6.9176795E+002, 6.5706797E+002, 3.5521018E+002, 4.1170784E+002, 4.4706649E+002, 4.2382763E+002, 3.8739854E+002, 3.5975270E+002,-1.7536145E+001, 5.4151845E-021, 4.3014965E-016, 2.9378797E-014, 2.3790512E-009, 3.5052180E-005, 6.9006103E-021, 5.7893073E-016, 1.6338894E-013, 2.4507648E-008, 3.2593657E-004
 3.9787879E+000, 1.3046281E+001, 5.8491529E+000, 2.8600000E+000, 7.4135643E+002, 8.3345789E+002, 7.8256684E+002, 6.9934983E+002, 6.5578022E+002, 6.3573777E+002, 4.1478432E+002, 4.2249940E+002, 4.2218407E+002, 4.1969715E+002, 3.9076720E+002, 3.5995442E+002,-1.7042169E+001, 5.4151845E-021, 4.3014965E-016, 2.9378797E-014, 2.3790512E-009, 3.5052180E-005, 6.9006103E-021, 5.7893073E-016, 1.6338894E-013, 2.4507648E-008, 3.2593657E-004
 4.4757576E+000, 1.2060715E+001, 5.9119241E+000, 3.3400000E+000, 7.3308870E+002, 7.6793444E+002, 7.0334369E+002, 6.6912458E+002, 6.2950342E+002, 6.1373634E+002, 4.8211490E+002, 4.3965217E+002, 4.0320689E+002, 4.1836554E+002, 3.9532855E+002, 3.5458921E+002,-1.6548193E+001, 2.7793556E-019, 2.9383362E-014, 1.3109452E-012, 1.2522938E-007, 3.8106440E-004, 5.2513878E-019, 5.4803227E-014, 5.9536029E-012, 1.3396753E-006, 2.9387391E-003
