s,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,m3/s,kg/s,kg/s
Time,"DC HRR","NIST HRR","FDS HRR","HFG-x5_z10","HFG-x5_z30","HFG-x5_z50","HFG-x5_z70","HFG-x5_z90","HFG-x5_z110","HFG-x5_z130","HFG-x10_z10","HFG-x10_z30","HFG-x10_z50","HFG-x10_z70","HFG-x10_z90","HFG-x10_z110","HFG-x10_z130","HFG-x15_z10","HFG-x15_z30","HFG-x15_z50","HFG-x15_z70","HFG-x15_z90","HFG-x15_z110","HFG-x15_z130","HFG-x22_z10","HFG-x22_z30","HFG-x22_z50","HFG-x22_z70","HFG-x22_z90","HFG-x22_z110","HFG-x22_z130","HFG-y5_z10","HFG-y5_z30","HFG-y5_z50","HFG-y5_z70","HFG-y5_z90","HFG-y5_z110","HFG-y5_z130","HFG-y10_z10","HFG-y10_z30","HFG-y10_z50","HFG-y10_z70","HFG-y10_z90","HFG-y10_z110","HFG-y10_z130","HFG-y15_z10","HFG-y15_z30","HFG-y15_z50","HFG-y15_z70","HFG-y15_z90","HFG-y15_z110","HFG-y15_z130","HFG-y22_z10","HFG-y22_z30","HFG-y22_z50","HFG-y22_z70","HFG-y22_z90","HFG-y22_z110","HFG-y22_z130","GHF_z10","GHF_z35","GHF_z60","GHF_z85","GHF_z110","GHF_z135","RHF_z35","RHF_z85","O2amb","CO2amb","N2wamb","O2wamb","CO2wamb","H2Oamb","O2","CO","CO2","SOOT","H2O","T","VF","MF","CO_MF"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1298402E-002, 1.1301290E-002, 1.1301426E-002, 1.1300563E-002, 1.1299646E-002, 1.1298218E-002, 1.1295816E-002, 1.1298231E-002, 1.1300804E-002, 1.1300872E-002, 1.1299907E-002, 1.1298843E-002, 1.1297280E-002, 1.1294836E-002, 1.1298097E-002, 1.1300422E-002, 1.1300459E-002, 1.1299454E-002, 1.1298295E-002, 1.1296638E-002, 1.1294211E-002, 1.1297987E-002, 1.1299918E-002, 1.1299831E-002, 1.1298800E-002, 1.1297559E-002, 1.1295846E-002, 1.1293504E-002, 1.1298317E-002, 1.1301106E-002, 1.1301583E-002, 1.1300954E-002, 1.1300092E-002, 1.1298764E-002, 1.1296456E-002, 1.1298570E-002, 1.1300805E-002, 1.1301121E-002, 1.1300471E-002, 1.1299546E-002, 1.1298082E-002, 1.1295501E-002, 1.1298533E-002, 1.1300620E-002, 1.1300787E-002, 1.1300073E-002, 1.1299074E-002, 1.1297482E-002, 1.1294794E-002, 1.1298282E-002, 1.1300305E-002, 1.1300285E-002, 1.1299417E-002, 1.1298258E-002, 1.1296480E-002, 1.1293919E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 6.2814872E-002, 6.2814872E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0105025E-001, 3.0724605E-014, 3.8520003E-014, 1.9007475E-001, 1.5376054E-002, 1.3811069E-002, 1.3566113E-002, 1.3485279E-002, 1.3444502E-002, 1.3421993E-002, 1.3408948E-002, 1.5626563E-002, 1.3823738E-002, 1.3547694E-002, 1.3464825E-002, 1.3428846E-002, 1.3410901E-002, 1.3400767E-002, 1.5581639E-002, 1.3827701E-002, 1.3533378E-002, 1.3447606E-002, 1.3415504E-002, 1.3401421E-002, 1.3393923E-002, 1.5008708E-002, 1.3744351E-002, 1.3492764E-002, 1.3419436E-002, 1.3396223E-002, 1.3388526E-002, 1.3385548E-002, 1.5192503E-002, 1.3759702E-002, 1.3500284E-002, 1.3439796E-002, 1.3422256E-002, 1.3412993E-002, 1.3405736E-002, 1.5489545E-002, 1.3788791E-002, 1.3491168E-002, 1.3431004E-002, 1.3414652E-002, 1.3405807E-002, 1.3399060E-002, 1.5504178E-002, 1.3764545E-002, 1.3478789E-002, 1.3423258E-002, 1.3407169E-002, 1.3398703E-002, 1.3392947E-002, 1.4915061E-002, 1.3648528E-002, 1.3461141E-002, 1.3414035E-002, 1.3396762E-002, 1.3389205E-002, 1.3385636E-002, 1.7176792E-002, 1.7202526E-002, 1.7124712E-002, 1.7091897E-002, 1.7083511E-002, 1.7080494E-002,-1.5829669E-003,-1.6767485E-003, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 1.9999021E+001, 1.0353536E-001, 1.2371438E-001, 0.0000000E+000
 4.0035287E-001, 9.3888391E-014, 1.1770960E-013, 4.9485558E-001, 6.3333733E-002, 2.3734758E-002, 1.6936180E-002, 1.5096163E-002, 1.4443406E-002, 1.4178582E-002, 1.4058164E-002, 6.6966527E-002, 2.4009522E-002, 1.6911485E-002, 1.5043355E-002, 1.4405591E-002, 1.4152981E-002, 1.4037530E-002, 6.5650939E-002, 2.3573868E-002, 1.6752395E-002, 1.4985863E-002, 1.4389966E-002, 1.4150082E-002, 1.4036866E-002, 5.2820133E-002, 2.1420808E-002, 1.6203080E-002, 1.4817222E-002, 1.4339161E-002, 1.4139955E-002, 1.4044482E-002, 6.2580579E-002, 2.3765226E-002, 1.7004346E-002, 1.5123693E-002, 1.4455942E-002, 1.4185356E-002, 1.4062117E-002, 6.6350122E-002, 2.4019985E-002, 1.6980537E-002, 1.5096327E-002, 1.4445637E-002, 1.4180982E-002, 1.4056230E-002, 6.5503686E-002, 2.3593919E-002, 1.6806628E-002, 1.5052739E-002, 1.4452982E-002, 1.4200454E-002, 1.4074486E-002, 5.3033280E-002, 2.1436952E-002, 1.6222423E-002, 1.4871148E-002, 1.4406358E-002, 1.4206703E-002, 1.4104631E-002, 2.0393049E-002, 1.9341348E-002, 1.8386911E-002, 1.7921097E-002, 1.7631313E-002, 1.7455368E-002, 2.3501344E-004,-9.7186690E-004, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 1.9998160E+001, 2.0935628E-001, 2.5016058E-001, 0.0000000E+000
 6.0181882E-001, 1.4125074E-013, 1.7708865E-013, 7.5812827E-001, 2.0974531E-001, 5.2144098E-002, 2.5379874E-002, 1.8343362E-002, 1.5945774E-002, 1.4991398E-002, 1.4558684E-002, 2.2710230E-001, 5.3526339E-002, 2.5603811E-002, 1.8405609E-002, 1.5966919E-002, 1.4988716E-002, 1.4536716E-002, 2.2597050E-001, 5.1968073E-002, 2.5198330E-002, 1.8373096E-002, 1.6035310E-002, 1.5062721E-002, 1.4593312E-002, 1.6995112E-001, 4.3404956E-002, 2.3308737E-002, 1.7895234E-002, 1.5955047E-002, 1.5115422E-002, 1.4699567E-002, 2.1054676E-001, 5.2194980E-002, 2.5449800E-002, 1.8400744E-002, 1.5974164E-002, 1.5000509E-002, 1.4559828E-002, 2.2791587E-001, 5.3557727E-002, 2.5673162E-002, 1.8467750E-002, 1.5999351E-002, 1.5001650E-002, 1.4541112E-002, 2.2161476E-001, 5.1829842E-002, 2.5290244E-002, 1.8439753E-002, 1.6067697E-002, 1.5077221E-002, 1.4600033E-002, 1.7197617E-001, 4.3822453E-002, 2.3424568E-002, 1.7920005E-002, 1.5958640E-002, 1.5115813E-002, 1.4699852E-002, 3.0247435E-002, 2.5319108E-002, 2.2619692E-002, 2.0807349E-002, 1.9557651E-002, 1.8764656E-002, 5.3160362E-003, 1.4815756E-003, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 1.8677848E-114, 3.9011087E-004, 8.7117106E-114, 9.4820369E-003, 1.9997446E+001, 2.9954702E-001, 3.5793071E-001, 6.4511181E-115
 8.0107613E-001, 1.7751387E-013, 2.2255240E-013, 1.0599463E+000, 4.9769313E-001, 1.0760833E-001, 4.2055919E-002, 2.4932746E-002, 1.9101330E-002, 1.6764200E-002, 1.5683449E-002, 6.0648055E-001, 1.1832687E-001, 4.3871444E-002, 2.5294942E-002, 1.9138279E-002, 1.6696692E-002, 1.5567372E-002, 5.8661144E-001, 1.1242042E-001, 4.2470777E-002, 2.5088348E-002, 1.9240027E-002, 1.6836844E-002, 1.5680875E-002, 4.0437776E-001, 8.7153320E-002, 3.7150627E-002, 2.3791859E-002, 1.9056301E-002, 1.7024729E-002, 1.6013540E-002, 5.0024617E-001, 1.0801794E-001, 4.2141033E-002, 2.4943055E-002, 1.9091335E-002, 1.6749914E-002, 1.5669724E-002, 6.0596630E-001, 1.1847747E-001, 4.3926664E-002, 2.5301223E-002, 1.9128974E-002, 1.6684413E-002, 1.5555405E-002, 5.7963068E-001, 1.1225381E-001, 4.2480386E-002, 2.5090990E-002, 1.9234222E-002, 1.6828766E-002, 1.5672759E-002, 4.0383935E-001, 8.7149315E-002, 3.7149759E-002, 2.3782219E-002, 1.9043876E-002, 1.7014279E-002, 1.6006053E-002, 4.7726826E-002, 3.7172928E-002, 3.0616517E-002, 2.6168291E-002, 2.3141046E-002, 2.1227588E-002, 1.5391270E-002, 6.0382907E-003, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 4.3908344E-095, 3.9011087E-004, 2.0479763E-094, 9.4820369E-003, 1.9996876E+001, 3.7084227E-001, 4.4312275E-001, 1.8775016E-095
 1.0009357E+000, 2.0532667E-013, 2.5742183E-013, 1.3605823E+000, 9.3377172E-001, 1.5946447E-001, 5.6266289E-002, 3.0280359E-002, 2.1633174E-002, 1.8202812E-002, 1.6604396E-002, 1.4096574E+000, 1.9293510E-001, 6.1857565E-002, 3.1333286E-002, 2.1702538E-002, 1.8014958E-002, 1.6341303E-002, 1.3928839E+000, 1.8070883E-001, 5.9118558E-002, 3.0864345E-002, 2.1788928E-002, 1.8189852E-002, 1.6496016E-002, 8.3168015E-001, 1.2709862E-001, 4.8960550E-002, 2.8615805E-002, 2.1569271E-002, 1.8602161E-002, 1.7131238E-002, 9.4717765E-001, 1.6060172E-001, 5.6517072E-002, 3.0335272E-002, 2.1628804E-002, 1.8181161E-002, 1.6579970E-002, 1.4067456E+000, 1.9356464E-001, 6.1998648E-002, 3.1351987E-002, 2.1681665E-002, 1.7984968E-002, 1.6312706E-002, 1.3109660E+000, 1.7958411E-001, 5.9030097E-002, 3.0842137E-002, 2.1754725E-002, 1.8153682E-002, 1.6465492E-002, 8.1858419E-001, 1.2679425E-001, 4.8997269E-002, 2.8617201E-002, 2.1537477E-002, 1.8560491E-002, 1.7093621E-002, 5.7676354E-002, 4.5607898E-002, 3.6730154E-002, 3.0326991E-002, 2.5914202E-002, 2.3122687E-002, 2.2559975E-002, 9.5728215E-003, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 1.3964780E-083, 3.9011087E-004, 6.5135067E-083, 9.4820369E-003, 1.9996398E+001, 4.2588911E-001, 5.0889955E-001, 6.8576506E-084
 1.2023385E+000, 2.2573829E-013, 2.8301225E-013, 2.1407496E+000, 1.8672349E+000, 2.7396743E-001, 8.2003662E-002, 3.8731964E-002, 2.5262889E-002, 2.0113309E-002, 1.7761618E-002, 2.8764411E+000, 3.6005611E-001, 9.4440335E-002, 4.1047773E-002, 2.5526134E-002, 1.9869179E-002, 1.7384901E-002, 2.7467335E+000, 3.3450016E-001, 8.9759638E-002, 4.0274471E-002, 2.5615230E-002, 2.0110537E-002, 1.7617395E-002, 1.2395092E+000, 2.0005824E-001, 6.8489712E-002, 3.5835824E-002, 2.5018401E-002, 2.0617175E-002, 1.8499646E-002, 1.8896466E+000, 2.7860991E-001, 8.2946584E-002, 3.9029232E-002, 2.5348799E-002, 2.0113977E-002, 1.7734148E-002, 2.8639067E+000, 3.6305902E-001, 9.5574754E-002, 4.1457955E-002, 2.5630780E-002, 1.9866200E-002, 1.7354362E-002, 2.6379528E+000, 3.3138042E-001, 9.0087810E-002, 4.0488692E-002, 2.5665650E-002, 2.0099152E-002, 1.7594197E-002, 1.1899240E+000, 1.9777831E-001, 6.8455160E-002, 3.5852521E-002, 2.4993240E-002, 2.0572486E-002, 1.8457278E-002, 6.9326271E-002, 5.6510733E-002, 4.4904999E-002, 3.5911072E-002, 2.9626680E-002, 2.5623674E-002, 3.1825962E-002, 1.4318671E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 3.7767347E-075, 3.9011087E-004, 1.7615894E-074, 9.4820369E-003, 1.9996005E+001, 4.6670876E-001, 5.5767614E-001, 2.0323933E-075
 1.4004608E+000, 2.4003229E-013, 3.0093289E-013, 3.1720226E+000, 2.5341783E+000, 5.3147028E-001, 1.3118355E-001, 5.4224007E-002, 3.1801396E-002, 2.3492621E-002, 1.9727643E-002, 3.9082315E+000, 8.0051419E-001, 1.5565894E-001, 5.8278560E-002, 3.2344401E-002, 2.3225816E-002, 1.9266173E-002, 3.3952703E+000, 6.0333934E-001, 1.3588756E-001, 5.5081046E-002, 3.2243011E-002, 2.3751735E-002, 1.9867675E-002, 1.3076218E+000, 3.1765555E-001, 9.9671269E-002, 4.7684601E-002, 3.0946008E-002, 2.4225542E-002, 2.1008191E-002, 2.5682703E+000, 5.4577855E-001, 1.3389454E-001, 5.4940070E-002, 3.1962886E-002, 2.3474179E-002, 1.9661854E-002, 3.8905938E+000, 8.0572668E-001, 1.5794300E-001, 5.9045713E-002, 3.2556549E-002, 2.3247108E-002, 1.9236403E-002, 3.2064517E+000, 5.7963978E-001, 1.3516199E-001, 5.5406491E-002, 3.2437615E-002, 2.3846544E-002, 1.9925224E-002, 1.2816299E+000, 3.1445360E-001, 9.9763027E-002, 4.7777285E-002, 3.0995284E-002, 2.4272835E-002, 2.1069004E-002, 1.0351791E-001, 8.0958832E-002, 6.1041283E-002, 4.6848189E-002, 3.6989737E-002, 3.0639324E-002, 5.2604552E-002, 2.3614053E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 8.4302028E-069, 3.9011087E-004, 3.9322927E-068, 9.4820369E-003, 1.9995738E+001, 4.9547126E-001, 5.9204536E-001, 4.8161745E-069
 1.6014122E+000, 2.5030204E-013, 3.1380827E-013, 4.2985530E+000, 4.2760046E+000, 9.8861878E-001, 1.8743625E-001, 7.0684986E-002, 3.8569929E-002, 2.6946496E-002, 2.1696389E-002, 6.4150330E+000, 1.1413243E+000, 1.9544272E-001, 7.1632459E-002, 3.8746250E-002, 2.6798400E-002, 2.1425225E-002, 5.4569610E+000, 8.0931172E-001, 1.6419750E-001, 6.6955259E-002, 3.8725083E-002, 2.7733216E-002, 2.2495831E-002, 1.8273751E+000, 3.9787111E-001, 1.2489586E-001, 5.8649634E-002, 3.6877751E-002, 2.7974801E-002, 2.3646628E-002, 4.3208297E+000, 1.0042751E+000, 1.9050864E-001, 7.1433235E-002, 3.8721900E-002, 2.6947206E-002, 2.1663125E-002, 6.3036427E+000, 1.1254063E+000, 1.9598564E-001, 7.1803888E-002, 3.8821265E-002, 2.6833738E-002, 2.1445610E-002, 5.2694753E+000, 7.5845851E-001, 1.6475617E-001, 6.7077230E-002, 3.8794527E-002, 2.7782596E-002, 2.2540472E-002, 1.7855223E+000, 3.9162710E-001, 1.2519739E-001, 5.8732617E-002, 3.6857436E-002, 2.7935031E-002, 2.3617002E-002, 1.4043780E-001, 1.0805670E-001, 8.0187540E-002, 6.0091600E-002, 4.5968274E-002, 3.6851768E-002, 7.5634059E-002, 3.4868875E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 1.2315104E-063, 3.9011087E-004, 5.7450182E-063, 9.4820369E-003, 1.9995610E+001, 5.1601470E-001, 6.1659327E-001, 7.3273353E-064
