nodenumber,x-coordinate,y-coordinate,z-coordinate,heat-release-rate,velocity-magnitude,x-velocity,y-velocity,z-velocity,cell-reynolds-number,cell-convective-courant-number,temperature,absorption-coefficient,volumetric-absorbed-radiation,volumetric-emitted-radiation,rmse-flamelet-surrounding-temperature-ratio,rmse-flamelet-temperature-excess,rmse-flamelet-volume-fraction,rmse-heat-release-rate,rmse-reactivity,rmse-soot-volume-fraction-2,rmse-subgrid-combustion-factor,mean-flamelet-surrounding-temperature-ratio,mean-flamelet-temperature-excess,mean-flamelet-volume-fraction,mean-heat-release-rate,mean-reactivity,mean-soot-volume-fraction-2,mean-subgrid-combustion-factor,mean-pressure,mean-velocity-magnitude,mean-x-velocity,mean-y-velocity,mean-z-velocity,mean-temperature,mean-o2-mass-fraction,mean-co2-mass-fraction,mean-h2o-mass-fraction,rmse-pressure,rmse-velocity-magnitude,rmse-x-velocity,rmse-y-velocity,rmse-z-velocity,rmse-temperature,rmse-o2-mass-fraction,rmse-co2-mass-fraction,rmse-h2o-mass-fraction,sgs-viscosity-ratio,c2h4,o2,co2,h2o,soot-volume-fraction,soot-rate,soot-oxidation-rate,udm-0,udm-1,udm-2,udm-3,udm-4,udm-5,udm-6,udm-7,udm-8,udm-9,udm-10,udm-11,udm-12,udm-13,udm-14,udm-15,viscosity-lam,heat-flux,surf-incident-radiation,strain-rate-mag
1,0.0,4.697924836e-18,0.5249999572,4.999522797e-05,2.730167662,-0.2045886354,-0.7783886276,2.608029245,342.3497154,2.095757427,388.7512314,0.2691142863,4024.157626,1541.654895,0.03737354847,27.26475314,0.1503102005,4768975.331,0.338445146,0.32622481,0.4200265283,1.006312983,4.580354487,0.3440277843,1055069.707,0.4880057599,0.1453867822,0.6221878931,-0.9591898675,2.653405381,0.0005156851907,-0.01801664417,2.653334249,760.5582612,0.1717988205,0.05199803874,0.02093959274,0.8582090832,1.443686032,0.6169599276,0.6251499883,1.145753464,435.6614971,0.06592712208,0.05620440879,0.02157513047,0.3688475501,1.162568052e-05,0.2230698142,0.008302403909,0.003571773522,1.572912518e-08,-1.2548755e-17,1.2548755e-17,0.3341680299,0.9999999721,388.7512314,388.7512314,1.002662775,0.0,1.511949331,0.1302867684,0.4204952715,0.3341680299,1.267218103e-05,2.3684811830000003e-14,3.792089571e-14,0.3688475501,7.832696939,0.06161037597,2.288333558e-05,0.0,0.0,52.08190878
2,0.428124988,4.697924836e-18,0.5249999572,0.0004818222692,2.807787407,-0.2783635932,-0.8214679121,2.669677619,356.6821956,2.249342219,400.9551777,0.3040177415,4583.770705,2140.385419,0.03620208939,26.34124205,0.1512402116,4633605.03,0.3417024364,0.3227863997,0.5814042462,1.005950028,4.295568978,0.3433750565,1008158.499,0.4917132305,0.14219419249999998,0.6224717802,-0.9594634443,2.621607929,0.008653817714,-0.0189071682,2.621517161,751.3533189,0.1730988425,0.05090617967,0.02050751673,0.8581376942,1.43382591,0.6129764912,0.6270245908,1.134428827,434.5338141,0.06563399077,0.05597983039,0.02147922779,0.2812648809,1.47608772e-05,0.2216362155,0.009588531658,0.004033109899,2.398983401e-08,-3.973239569e-16,3.973239569e-16,0.3818427241,0.9999999721,400.9551777,400.9551777,1.002074316,0.0,1.499834993,0.1290135659,0.4668958127,0.3818427241,1.533517478e-05,2.264885011e-13,3.633069155e-13,0.2812648809,7.138351297,0.07912792275,2.331189387e-05,0.0,0.0,40.46074134
3,0.8562499761,4.697924836e-18,0.5249999572,0.02920059302,2.782793291,-0.3491039876,-0.7729600729,2.649160932,274.3464012,2.25760003,480.2544186,0.4844562731,7319.230735,6653.996862,0.03544895977,25.95625612,0.1497780355,4559333.694,0.3465549972,0.3162080684,0.6098046537,1.00572578,4.144110061,0.3403071582,977599.4383,0.4983893441,0.1375340717,0.6176753694,-0.9604504079,2.569925272,0.01663486935,-0.0174362577,2.569803125,738.9259927,0.1748863199,0.04939268149,0.01992630468,0.8584125214,1.421131064,0.6087718984,0.6263821544,1.120995586,430.9092288,0.06481116392,0.05531223225,0.02123789918,0.2418493763,2.09330375e-05,0.2127522106,0.0172863977,0.007005491264,3.024995032e-08,-2.260297764e-13,2.260297764e-13,0.4087975148,0.9999999721,480.2544186,480.2544186,1.002470519,0.0,1.142886349,0.04806984588,0.437115295,0.4087975148,1.84367248e-05,1.197696584e-11,2.203956462e-11,0.2418493763,9.34743215,0.07091393757,2.608300799e-05,0.0,0.0,47.34791967
4,1.2843749640000002,4.697924836e-18,0.5249999572,0.3695749953,2.693614358,-0.3935284971,-0.6202246873,2.587012644,205.7386395,2.146766951,551.8270253,0.6176094148,9266.553535,13463.74785,0.03528871422,25.95846664,0.1469547218,4531213.292,0.348177919,0.3118383947,0.3723657606,1.005508791,4.009282429,0.3352282541,929836.0219,0.5076847546,0.1331342785,0.6095489605,-0.9615005477,2.507298412,0.02462225361,-0.0139935958,2.50713175,724.4068334,0.1769413492,0.04764422006,0.01926252011,0.8590036705,1.404380633,0.6018137529,0.6248775559,1.104348717,424.4528001,0.06360288901,0.05429259406,0.02089391176,0.2609108231,2.390141775e-05,0.2047293149,0.02428871537,0.009691550452,3.088529939e-08,-6.511460438e-12,6.511460438e-12,0.3949250834,0.9999999721,551.8270253,551.8270253,1.0009354,0.0,0.8902980403,0.309755298,0.592482194,0.3949250834,1.842340256e-05,8.582581526e-11,2.791771042e-10,0.2609108231,6.538977429,0.05214254127,2.85251252e-05,0.0,0.0,65.04753061
5,1.712499952,4.697924836e-18,0.5249999572,1.046334008,2.697906431,-0.4329780063,-0.3511313131,2.629025154,169.9012211,2.038187202,598.6925403,0.689968371,10147.37625,20422.69376,0.03447203895,25.40435709,0.1449112793,4418800.223,0.3517461217,0.3082982311,0.338871134,1.005157218,3.781260104,0.3301601279,860152.0674,0.5187746715,0.1294930364,0.6031366322,-0.9629216798,2.439768852,0.03258067485,-0.01220085307,2.439513087,709.0200664,0.1790280175,0.04587078257,0.01857619904,0.8601810608,1.387750402,0.5976281394,0.6271034831,1.084129651,417.2856379,0.06241844237,0.05328212654,0.02054595516,0.3287617555,2.404015535e-05,0.1993196538,0.02906278095,0.01146174417,3.10223918e-08,-5.739671766e-11,5.739671766e-11,0.3531336571,0.9999999721,598.6925403,598.6925403,1.000331513,0.0,0.7537270882,0.7514469583,0.8506615494,0.3531336571,1.710350826e-05,1.872099639e-10,7.906296183e-10,0.3287617555,4.500671647,0.03466116086,3.008364545e-05,0.0,0.0,93.59732415
6,2.140625,4.390805463e-18,0.524999972,1.493048606,2.763910812,-0.4679782419,0.03574295188,2.706347112,147.9561262,2.032225242,626.475285,0.731508828,10408.48992,25678.06374,0.03323795927,24.19366784,0.143613994,4233872.962,0.356533895,0.3011439746,0.3115606828,1.004753972,3.481000698,0.3249917578,794123.4297,0.5299207624,0.125599942,0.5964148036,-0.9651873583,2.364992606,0.04009548365,-0.009726454493,2.364625497,692.9383873,0.1811498002,0.04406770359,0.01786375305,0.8620505038,1.376521412,0.5977200234,0.6327217115,1.06636898,410.2588327,0.06131040991,0.05234518482,0.02020287179,0.449295744,2.285598638e-05,0.1958421669,0.03217747442,0.01251017325,3.234110796e-08,-1.595149378e-10,1.595149378e-10,0.3024700138,1.0,626.475285,626.475285,1.000161199,0.0,0.6650934004,0.9432369447,0.9598688068,0.3024700138,1.704614316e-05,2.234384826e-10,1.128291627e-09,0.449295744,3.295387222,0.0216768265,3.099290876e-05,0.0,0.0,137.154239
7,2.5687499280000003,4.083685845e-18,0.5249999572,1.147753185,2.787939041,-0.4313996323,0.591806686,2.661486423,137.9633937,2.179013817,616.6339141,0.7257574015,9891.593535,24206.53456,0.03183947223,22.99391465,0.1428419266,4061136.781,0.3619038689,0.2906715258,0.3196022862,1.004401659,3.209847069,0.3198966888,736870.4019,0.5412845429,0.12089581080000002,0.5918618638,-0.9673502372,2.278394719,0.04636661119,-0.004485398244,2.277909664,676.2070129,0.1833704796,0.04218510443,0.0171146596,0.8641280955,1.364274002,0.5972268318,0.6359919161,1.048822185,402.434594,0.06004209532,0.0512855758,0.01981280496,0.6114403875,2.150978956e-05,0.1965371599,0.0315961756,0.01221570738,3.420762401e-08,-1.372888971e-10,1.372888971e-10,0.2593955181,0.9999999721,616.6339141,616.6339141,1.000658803,0.0,0.6395684406,0.7882967971,0.8411681467,0.2593955181,1.953736672e-05,1.699249572e-10,8.674495815e-10,0.6114403875,5.899871696,0.01470413121,3.066560086e-05,0.0,0.0,179.8628127
8,2.996874916,3.77656635e-18,0.5249999572,0.386082888,2.838045759,-0.2944936847,1.193543611,2.537493869,157.3971049,2.340955083,546.7199388,0.6230105352,8091.096747,14381.7504,0.03073912272,22.3358088,0.1424485155,3934306.113,0.366488376,0.2818071975,0.3493815817,1.004076629,2.976245998,0.3143990021,676303.3504,0.552726236,0.11659923900000001,0.5867479233,-0.9690139703,2.181276301,0.05190372272,-0.002047435319,2.180651654,658.4142823,0.1856927112,0.0402198239,0.0163306158,0.8659216994,1.34526182,0.5952042294,0.6370358478,1.024478841,393.5751612,0.0586318573,0.05011309332,0.01938813602,0.7862740285,2.074591471e-05,0.2042661048,0.02471747048,0.009745246066,3.506838748e-08,-2.907318333e-11,2.907318333e-11,0.2388714751,0.9999999721,546.7199388,546.7199388,1.002105954,0.0,0.7304301478,0.5466889656,0.6546015196,0.2388714751,2.229013504e-05,6.339077317e-11,2.918813059e-10,0.7862740285,10.96831364,0.0131901157,2.832816928e-05,0.0,0.0,187.2279562
9,3.424999904,3.469446855e-18,0.5249999572,0.0256588472,2.697342724,-0.113647233,1.555905053,2.178167532,166.9474589,2.258628202,456.0227299,0.4541332705,5598.282415,5209.500421,0.02929774822,21.30480682,0.142021132,3733197.201,0.3648103548,0.2735679478,0.4239160699,1.003652831,2.660641619,0.3076385233,605752.7493,0.5626069633,0.1126907369,0.5793520792,-0.9713302526,2.080210871,0.05612762374,-0.002710716858,2.079446362,640.0715625,0.1880430778,0.03824075007,0.01552990908,0.8676064481,1.319333731,0.593907123,0.6377140878,0.9904847213,384.2383096,0.05716845023,0.04892032523,0.01893810081,1.153386736,1.765688172e-05,0.2146801899,0.01549461496,0.006414722817,3.348297512e-08,-1.875754618e-13,1.875754618e-13,0.2339208407,0.9999999721,456.0227299,456.0227299,1.001889722,0.0,0.8243479852,0.2249553333,0.4061432259,0.2339208407,2.387725078e-05,3.775695682e-12,1.954894067e-11,1.153386736,8.942008786,0.01156913034,2.523713177e-05,0.0,0.0,199.3481617
10,3.853124892,2.560157421e-18,0.5249999572,9.220014577e-05,2.282765823,0.05053362321,1.554063248,1.649946916,168.4023906,1.96529098,412.7028055,0.3518357978,4108.529996,2347.620582,0.02768003254,20.17157021,0.1402571368,3543941.359,0.3687866108,0.2601735085,0.4412409675,1.00326313,2.383380118,0.2987427124,548004.7604,0.5805259121,0.1077421003,0.5700708435,-0.973909319,1.977938478,0.05631930764,-0.00298669631,1.977130454,622.2694999,0.1903755981,0.03628350503,0.01473700482,0.8689911352,1.287456932,0.5931321731,0.634176523,0.9504869512,373.8231709,0.05545366039,0.04753365979,0.01840914704,1.135280584,1.106128792e-05,0.2198921555,0.01098259475,0.004684939075,2.895003356e-08,-3.197244558e-17,3.197244558e-17,0.2351954576,0.9999999721,412.7028055,412.7028055,1.0004944,0.0,1.009916768,0.2422978116,0.4199192345,0.2351954576,1.592276653e-05,3.098240335e-14,6.97797536e-14,1.135280584,3.936742189,0.0152707579,2.373408041e-05,0.0,0.0,169.7399902
