nodenumber,x-coordinate,y-coordinate,z-coordinate,heat-release-rate,velocity-magnitude,x-velocity,y-velocity,z-velocity,cell-reynolds-number,cell-convective-courant-number,temperature,absorption-coefficient,volumetric-absorbed-radiation,volumetric-emitted-radiation,rmse-flamelet-surrounding-temperature-ratio,rmse-flamelet-temperature-excess,rmse-flamelet-volume-fraction,rmse-heat-release-rate,rmse-reactivity,rmse-soot-volume-fraction-2,rmse-subgrid-combustion-factor,mean-flamelet-surrounding-temperature-ratio,mean-flamelet-temperature-excess,mean-flamelet-volume-fraction,mean-heat-release-rate,mean-reactivity,mean-soot-volume-fraction-2,mean-subgrid-combustion-factor,mean-pressure,mean-velocity-magnitude,mean-x-velocity,mean-y-velocity,mean-z-velocity,mean-temperature,mean-o2-mass-fraction,mean-co2-mass-fraction,mean-h2o-mass-fraction,rmse-pressure,rmse-velocity-magnitude,rmse-x-velocity,rmse-y-velocity,rmse-z-velocity,rmse-temperature,rmse-o2-mass-fraction,rmse-co2-mass-fraction,rmse-h2o-mass-fraction,sgs-viscosity-ratio,c2h4,o2,co2,h2o,soot-volume-fraction,soot-rate,soot-oxidation-rate,udm-0,udm-1,udm-2,udm-3,udm-4,udm-5,udm-6,udm-7,udm-8,udm-9,udm-10,udm-11,udm-12,udm-13,udm-14,udm-15,viscosity-lam,heat-flux,surf-incident-radiation,strain-rate-mag
1,0.0,5.018063465e-18,0.4500000058,0.0006396925838,2.014997294,0.537955304,-0.4626112362,1.882173995,211.99332,1.58645257,375.0804063,0.206012081,9559.380602,1392.930828,0.05644290279,41.83059713,0.1761882871,6955192.319,0.3393988666,0.46515164220000005,0.4611531092,1.013399252,9.880120419,0.3855116317,2139565.449,0.4252717954,0.22214071789999998,0.6522362845,-0.9027951475,2.827095762,-0.03113010432,-0.02751597717,2.82677911,906.9820703,0.1500813824,0.06963000032,0.02788849607,0.8681778188,1.475724548,0.5720309462,0.6031327213,1.219301943,513.2798459,0.07982419875,0.06674849658,0.02543951646,0.7491238098,1.165167149e-05,0.2254488991,0.005698729003,0.002721543605,3.273702035e-08,-7.845188596999999e-16,7.845188596999999e-16,0.2641373204,1.00000003,375.0804063,375.0804063,1.002986915,0.0,1.357436664,0.4005860954,0.5613078534,0.2641373204,1.201832245e-05,2.065609799e-13,4.68123666e-13,0.7491238098,8.585644076,0.02957162953,2.23915531e-05,0.0,0.0,91.5183723
2,0.4281250128,5.018063465e-18,0.4500000058,0.0006680126969,2.016791357,0.3936094184,-0.3953279898,1.934331854,203.2571332,1.531723433,391.1286465,0.2608637485,11389.13239,1676.746922,0.05632244792,41.54509332,0.1752756029,6908501.26,0.3421065716,0.4611516179,0.4591177788,1.013041171,9.586461797,0.3826280266,2070486.442,0.4322660048,0.2180241664,0.6498320956,-0.8995183798,2.775229375,-0.01912291659,-0.02620645414,2.775027737,892.2948024,0.1521485803,0.06785168898,0.02722986177,0.8696734945,1.464300575,0.5636042161,0.6035105988,1.209226487,511.6220352,0.07947442115,0.06643567667,0.02535850042,0.6877907135,3.632079242e-05,0.2235724679,0.007348736664,0.003402559797,3.972696352e-08,-7.892726120999999e-16,7.892726120999999e-16,0.2597698729,1.00000003,391.1286465,391.1286465,1.00148477,0.0,1.30411907,0.1831105101,0.3942617788,0.2597698729,3.823022827e-05,2.206879146e-13,4.885296252e-13,0.6877907135,6.472419781,0.02882617222,2.297233389e-05,0.0,0.0,94.23208153
3,0.8562500255,5.018063465e-18,0.4500000058,0.0005152164589,2.100152059,0.1695085357,-0.3068522115,2.063584684,181.4531308,1.508162747,408.1509892,0.3085786026,12607.6574,2072.108067,0.05521625318,40.36892752,0.1741866878,6737644.401,0.3441496857,0.4505732032,0.4996124669,1.012376144,9.032406593,0.3784675258,1964278.891,0.4409329393,0.2097972477,0.6472058409,-0.8982590129,2.712893137,-0.008007581787,-0.02373472014,2.712768025,876.4113495,0.1544476498,0.06592241502,0.02647400081,0.8708796545,1.453528551,0.5599666782,0.6057448125,1.196733603,510.7895817,0.0790177784,0.06608311886,0.0252413349,0.8096709107,5.426554055e-05,0.2215741314,0.009318564012,0.004098419392,3.219153374e-08,-6.256912523e-17,6.256912523e-17,0.2390086536,1.00000003,408.1509892,408.1509892,1.000678723,0.0,1.146113879,0.3701237433,0.5217032412,0.2390086536,5.597770364e-05,9.108792719000001e-14,3.888794746e-13,0.8096709107,4.644851657,0.02046921368,2.358076493e-05,0.0,0.0,121.3609209
4,1.2843750379999999,5.018063465e-18,0.4500000058,0.001346155139,2.279236433,-0.06312805821,-0.1963715385,2.264642126,194.5587427,1.529921834,431.8789493,0.3582034889,14088.9432,2938.447327,0.05349709364,38.91157328,0.1725822471,6521723.628,0.3484583069,0.4330531738,0.5282337037,1.011668812,8.482807839,0.373086399,1854162.34,0.4525922734,0.1988118607,0.6430101374,-0.8993733061,2.641705055,0.0008327860224,-0.02113736922,2.641612051,857.9174272,0.1572601588,0.0635893612,0.02557340734,0.8723397198,1.43779227,0.5624193161,0.6079374198,1.175263054,507.0251434,0.07798255548,0.06527117605,0.02496278938,0.6825490977,3.199920734e-05,0.2190792911,0.01169202631,0.004917289519,2.069398057e-08,-9.251541654999999e-16,9.251541654999999e-16,0.2540472882,1.00000003,431.8789493,431.8789493,1.00082019,0.0,1.107692978,0.5875993286,0.6940849094,0.2540472882,3.171589574e-05,2.730739324e-13,1.014511403e-12,0.6825490977,5.344055785,0.02397420062,2.441993565e-05,0.0,0.0,111.3365718
5,1.712500051,5.018063465e-18,0.4500000058,0.0008899939748,2.195699667,-0.2270927253,-0.1465213899,2.174419745,213.046779,1.483179805,396.7155068,0.282585052,10791.0125,1981.795865,0.0506549758,37.09819632,0.1704271355,6229439.07,0.3529586767,0.4130957118,0.4888656368,1.010780964,7.855403841,0.3663691355,1716601.631,0.4647735184,0.18549815690000002,0.6345338815,-0.9028890369,2.553040366,0.007549507986,-0.01569551608,2.55297039,834.4268671,0.1608652958,0.06061529968,0.02443001024,0.875016153,1.419741022,0.5661279574,0.6094336552,1.150508694,500.0746156,0.07632527355,0.06398169802,0.02451290943,0.7041260785,9.027452458e-06,0.2225059644,0.008828594449,0.003758661643,2.387421674e-08,-8.770116475999999e-16,8.770116475999999e-16,0.2540472882,1.00000003,396.7155068,396.7155068,1.00123166,0.0,1.272189035,0.4923861671,0.621194913,0.2540472882,9.781536165e-06,2.028631e-13,6.696079765e-13,0.7041260785,6.035930273,0.02646557443,2.31611526e-05,0.0,0.0,97.60467127
6,2.140625064,4.630909363e-18,0.4500000058,3.275120978e-06,2.039178146,-0.3571002579,-0.1630044932,1.994488874,221.4005742,1.496351459,357.9266166,0.2114360288,7715.168707,821.4925605,0.04763275314,34.80934456,0.1693377048,5870173.901,0.3578916182,0.3950781391,0.4323300401,1.009632715,7.001722644,0.3577948798,1531725.323,0.4788551162,0.1715870024,0.6243383781,-0.9078178575,2.446094627,0.01290492707,-0.0108878943,2.446029157,805.5138719,0.1651205489,0.05710480879,0.02306543068,0.8778434066,1.400270469,0.5679145033,0.6112161889,1.124526989,490.8069232,0.07434246614,0.06243838455,0.02397028855,0.8147416921,8.949245941e-06,0.2261279058,0.005727885895,0.002570311549,3.715320369e-08,-2.155221679e-18,2.155221679e-18,0.2514522792,1.00000003,357.9266166,357.9266166,1.000898465,0.0,1.420760902,0.4923861671,0.6198974085,0.2514522792,1.094943854e-05,6.188638975999999e-16,2.47633939e-15,0.8147416921,4.438298781,0.03061968357,2.177603884e-05,0.0,0.0,101.0342537
7,2.568750077,4.24375526e-18,0.4500000058,4.37102505e-06,2.029365921,-0.4927075706,-0.1807990241,1.947690227,212.3774776,1.582503266,359.85468,0.2297614925,8119.651445,918.0540786,0.04469086678,32.19350039,0.1686138646,5465353.509,0.3624109351,0.3765807978,0.399427017,1.008357286,6.001004115,0.3478377214,1322385.972,0.4946152507,0.1581525919,0.6147718287,-0.9133126514,2.328133048,0.01889566863,-0.01114827289,2.328023249,774.0920595,0.1695278443,0.05345956616,0.02163316875,0.8799409977,1.375830158,0.5681359125,0.6143799169,1.092015027,480.0023986,0.07228210539,0.06082817514,0.02339629729,0.9466155361,8.605720831e-06,0.2256929111,0.006154309942,0.00274548211,4.737295494e-08,-2.774829055e-18,2.774829055e-18,0.2636580138,1.00000003,359.85468,359.85468,1.000301897,0.0,1.356703654,0.5000000149,0.6318290218,0.2636580138,1.172765742e-05,8.020781843999999e-16,3.305569969e-15,0.9466155361,2.823522407,0.03399560835,2.184285333e-05,0.0,0.0,119.5308213
8,2.996875089,3.856601158e-18,0.4500000058,3.522673057e-06,2.028791103,-0.6193020142,-0.1934649901,1.898291545,189.5053461,1.628838182,359.5483327,0.2417495098,8311.069089,957.9412811,0.04202857344,30.1045432,0.1666854466,5129474.631,0.3665671389,0.3545799719,0.5101694534,1.007234334,5.159742337,0.3374541203,1142650.416,0.5075327557,0.1452160488,0.6069288784,-0.9190563155,2.205300044,0.02648656308,-0.01308210611,2.205095815,744.0494702,0.1736682249,0.05003895703,0.02028227865,0.8810144752,1.345887974,0.5672052476,0.6201422164,1.051127382,468.3803834,0.07011457677,0.05914513828,0.02278814485,1.176121161,8.471644632e-06,0.2255340649,0.006290795572,0.002850020466,5.826657525e-08,-3.121508391e-18,3.121508391e-18,0.2542213989,1.00000003,359.5483327,359.5483327,1.000271837,0.0,1.222648528,0.4813046699,0.6127985792,0.2542213989,1.250618628e-05,8.488305021999999e-16,2.666134448e-15,1.176121161,2.53786094,0.02583127517,2.182973045e-05,0.0,0.0,146.9764927
9,3.425000102,3.469447055e-18,0.4500000058,4.04369712e-06,2.008050285,-0.6749544699,-0.2119827628,1.850528421,183.6069664,1.639784617,360.6218392,0.2608881052,8710.913764,1054.454249,0.03911468001,27.85956554,0.1651331341,4786285.874,0.3712511361,0.3310990803,0.4855895452,1.006270615,4.461385856,0.3265346064,994552.8741,0.5211692837,0.1336119478,0.5928128126,-0.9245846813,2.08080926,0.03462830851,-0.01460785617,2.080462292,716.4824372,0.177481855,0.04690258003,0.01903242272,0.8814311189,1.315338524,0.5659739925,0.6273465433,1.007953818,455.0572375,0.0676930983,0.05725638312,0.02209120286,1.18651827,8.589403513e-06,0.2250785819,0.006657021026,0.003052181714,6.978769511e-08,-4.185244586e-18,4.185244586e-18,0.2476356658,1.00000003,360.6218392,360.6218392,1.000361508,0.0,1.206615087,0.4633784983,0.5957627045,0.2476356658,1.246011213e-05,1.342534864e-15,3.055167339e-15,1.18651827,2.809759758,0.02178351277,2.186473517e-05,0.0,0.0,148.0265967
10,3.853125115,2.244573933e-18,0.4500000058,9.750540089e-06,1.95783719,-0.63529235,-0.2784915751,1.806082496,185.5834762,1.61901695,370.3315295,0.3094827484,10001.81735,1392.976214,0.03557905731,25.25866586,0.162751973,4371857.319,0.3785412537,0.3100622723,0.3853606236,1.005375519,3.845936246,0.313184621,863896.1399,0.5464773313,0.1238235736,0.5766119852,-0.9293684774,1.953489318,0.0404920065,-0.01435532508,1.953013769,688.9285449,0.1812504443,0.04379982508,0.0177804611,0.8825808585,1.28617135,0.5648196701,0.6291759156,0.96914365,439.6185312,0.06504547685,0.05516481061,0.02129967523,1.051538177,8.223043839e-06,0.2234270417,0.008050373648,0.00364360025,8.2066631e-08,-7.569518056e-18,7.569518056e-18,0.2459536742,1.00000003,370.3315295,370.3315295,1.000429239,0.0,1.265299358,0.4674312964,0.5979345129,0.2459536742,1.119218051e-05,2.653991103e-15,7.265300338e-15,1.051538177,3.404142069,0.02355857958,2.220873519e-05,0.0,0.0,133.4726434
