r(cm),TMean(K)_1.0D_15O2_fine,TRMS(K)_1.0D_15O2_fine,fvSootMean(ppm)_1.0D_15O2_fine,fvSootRMS(ppm)_1.0D_15O2_fine,TMean(K)_1.5D_15O2_fine,TRMS(K)_1.5D_15O2_fine,fvSootMean(ppm)_1.5D_15O2_fine,fvSootRMS(ppm)_1.5D_15O2_fine,TMean(K)_2.0D_15O2_fine,TRMS(K)_2.0D_15O2_fine,fvSootMean(ppm)_2.0D_15O2_fine,fvSootRMS(ppm)_2.0D_15O2_fine,TMean(K)_2.5D_15O2_fine,TRMS(K)_2.5D_15O2_fine,fvSootMean(ppm)_2.5D_15O2_fine,fvSootRMS(ppm)_2.5D_15O2_fine,TMean(K)_3.0D_15O2_fine,TRMS(K)_3.0D_15O2_fine,fvSootMean(ppm)_3.0D_15O2_fine,fvSootRMS(ppm)_3.0D_15O2_fine,TMean(K)_3.5D_15O2_fine,TRMS(K)_3.5D_15O2_fine,fvSootMean(ppm)_3.5D_15O2_fine,fvSootRMS(ppm)_3.5D_15O2_fine,TMean(K)_1.0D_15O2_medium,TRMS(K)_1.0D_15O2_medium,fvSootMean(ppm)_1.0D_15O2_medium,fvSootRMS(ppm)_1.0D_15O2_medium,TMean(K)_1.5D_15O2_medium,TRMS(K)_1.5D_15O2_medium,fvSootMean(ppm)_1.5D_15O2_medium,fvSootRMS(ppm)_1.5D_15O2_medium,TMean(K)_2.0D_15O2_medium,TRMS(K)_2.0D_15O2_medium,fvSootMean(ppm)_2.0D_15O2_medium,fvSootRMS(ppm)_2.0D_15O2_medium,TMean(K)_2.5D_15O2_medium,TRMS(K)_2.5D_15O2_medium,fvSootMean(ppm)_2.5D_15O2_medium,fvSootRMS(ppm)_2.5D_15O2_medium,TMean(K)_3.0D_15O2_medium,TRMS(K)_3.0D_15O2_medium,fvSootMean(ppm)_3.0D_15O2_medium,fvSootRMS(ppm)_3.0D_15O2_medium,TMean(K)_3.5D_15O2_medium,TRMS(K)_3.5D_15O2_medium,fvSootMean(ppm)_3.5D_15O2_medium,fvSootRMS(ppm)_3.5D_15O2_medium,TMean(K)_1.0D_15O2_coarse,TRMS(K)_1.0D_15O2_coarse,fvSootMean(ppm)_1.0D_15O2_coarse,fvSootRMS(ppm)_1.0D_15O2_coarse,TMean(K)_1.5D_15O2_coarse,TRMS(K)_1.5D_15O2_coarse,fvSootMean(ppm)_1.5D_15O2_coarse,fvSootRMS(ppm)_1.5D_15O2_coarse,TMean(K)_2.0D_15O2_coarse,TRMS(K)_2.0D_15O2_coarse,fvSootMean(ppm)_2.0D_15O2_coarse,fvSootRMS(ppm)_2.0D_15O2_coarse,TMean(K)_2.5D_15O2_coarse,TRMS(K)_2.5D_15O2_coarse,fvSootMean(ppm)_2.5D_15O2_coarse,fvSootRMS(ppm)_2.5D_15O2_coarse,TMean(K)_3.0D_15O2_coarse,TRMS(K)_3.0D_15O2_coarse,fvSootMean(ppm)_3.0D_15O2_coarse,fvSootRMS(ppm)_3.0D_15O2_coarse,TMean(K)_3.5D_15O2_coarse,TRMS(K)_3.5D_15O2_coarse,fvSootMean(ppm)_3.5D_15O2_coarse,fvSootRMS(ppm)_3.5D_15O2_coarse
-14.94187356,300.52,0.053318837,8.44E-07,3.25E-05,302.19,16.27201595,0.000482863,0.005980687,313.96,78.94445405,0.009233084,0.076675641,321.94,86.44769896,0.012515663,0.081223392,324.79,75.34209917,0.013443111,0.059207161,331.65,72.95725191,0.01716232,0.055138364,300.62,0.074297365,1.37E-06,3.32E-06,301.42,14.58010819,9.86E-06,0.000421017,303.42,33.24837499,0.001081968,0.016825977,308.78,54.31498948,0.002246757,0.020149994,314.55,66.46716176,0.004329904,0.024857728,319.56,64.59510397,0.006079015,0.024759866,300.69,1.319709166,8.83E-06,0.000482357,311.3,68.54902466,0.001078582,0.010468518,322.89,93.79984348,0.002228708,0.01791527,317.1,61.02291433,0.001645489,0.011054647,315.47,49.42764895,0.001644008,0.010172141,315.97,40.65810966,0.00175233,0.009626412
-14.93411008,300.53,0.054701829,8.99E-07,3.55E-05,302.24,16.61462267,0.000488745,0.006023438,314.18,79.24129899,0.009276387,0.076948064,322.19,86.66260186,0.012555919,0.0813543,325.05,75.49962567,0.013483763,0.059309443,331.93,73.05711612,0.01720135,0.05520638,300.62,0.074327958,1.37E-06,3.32E-06,301.44,14.73372371,1.03E-05,0.000451017,303.49,33.47368187,0.001088028,0.016867945,308.95,54.59017088,0.002266539,0.020268139,314.78,66.65796456,0.004351598,0.024953124,319.77,64.71344251,0.006099277,0.024802853,300.69,1.34313863,9.05E-06,0.000490769,311.71,68.94964673,0.001084696,0.01051392,323.43,94.14917318,0.002239448,0.017988731,317.44,61.22780135,0.001653904,0.011093243,315.74,49.5692467,0.001651022,0.010206846,316.2,40.75924355,0.001756431,0.009636111
-14.9193781,300.53,0.057349201,1.01E-06,4.13E-05,302.32,17.27034826,0.000500049,0.006105237,314.43,79.8079977,0.009358824,0.077467103,322.49,87.07299516,0.012632214,0.081599821,325.34,75.80023893,0.013561257,0.059504079,332.22,73.24709705,0.017275319,0.055335058,300.62,0.074386189,1.37E-06,3.32E-06,301.48,15.02630406,1.11E-05,0.000507246,303.61,33.9028954,0.001099563,0.016947545,309.18,55.11384868,0.002304322,0.020492991,315.04,67.02020673,0.004392966,0.025135151,320.01,64.93826316,0.006137841,0.024884596,300.7,1.387098764,9.46E-06,0.000506554,312.12,69.70661245,0.001096299,0.010599793,323.97,94.81019597,0.002259827,0.018127701,317.79,61.61560258,0.001669873,0.011166287,316.01,49.83735613,0.001664332,0.010272532,316.43,40.95079258,0.001764213,0.009654499
-14.89903176,300.53,0.061042894,1.16E-06,4.91E-05,302.47,18.18538031,0.000515954,0.006219498,314.76,80.5973065,0.009473226,0.078187928,322.87,87.64496243,0.012737389,0.081932849,325.7,76.21879722,0.013669014,0.059773955,332.54,73.5104218,0.017377283,0.055511936,300.62,0.074466972,1.36E-06,3.32E-06,301.52,15.43206195,1.23E-05,0.000583161,303.76,34.49857347,0.001115563,0.017057364,309.45,55.83966633,0.002357006,0.020804637,315.33,67.52065634,0.004450516,0.025388471,320.27,65.2492194,0.00619134,0.024997815,300.7,1.446685861,1.00E-05,0.000527956,312.53,70.74458919,0.001112323,0.010717747,324.51,95.71883678,0.002287973,0.018318641,318.13,62.14890604,0.001691927,0.011266717,316.28,50.20628659,0.001682715,0.010362861,316.66,41.21450233,0.00177496,0.009679861
-14.87462551,300.53,0.065502008,1.36E-06,5.82E-05,302.63,19.29106167,0.000535453,0.006358108,315.08,81.5524947,0.009611235,0.079057355,323.26,88.3378919,0.012863273,0.082323554,326.06,76.72536205,0.013799315,0.060099035,332.86,73.82750242,0.017499317,0.055722845,300.63,0.07456437,1.36E-06,3.32E-06,301.56,15.91979855,1.37E-05,0.00067108,303.91,35.21582006,0.001134855,0.017188836,309.71,56.71266067,0.002420911,0.021179403,315.62,68.12068465,0.004520137,0.025694691,320.53,65.62266229,0.006255849,0.02513401,300.71,1.516344902,1.07E-05,0.000552986,312.93,71.97730933,0.001131543,0.010858163,325.05,96.80162568,0.002321734,0.018546032,318.47,62.78480539,0.001718381,0.011386435,316.55,50.64656516,0.001704767,0.010470562,316.89,41.52942744,0.001787851,0.009710227
-14.8475843,300.54,0.07043029,1.58E-06,6.78E-05,302.78,20.51563429,0.000557528,0.006512894,315.41,82.61819829,0.009765017,0.080024313,323.65,89.11228984,0.01300244,0.08274633,326.41,77.2910328,0.013944853,0.060460414,333.18,74.17992999,0.017634217,0.055954973,300.63,0.074672812,1.36E-06,3.31E-06,301.6,16.45886009,1.54E-05,0.000763834,304.05,36.010978,0.001156339,0.017334034,309.98,57.68015138,0.002492504,0.021594516,315.9,68.78424653,0.004597927,0.02603591,320.78,66.03652361,0.006327695,0.025285199,300.71,1.591097903,1.15E-05,0.000579857,313.34,73.32602193,0.001152839,0.011012248,325.59,97.99134317,0.00235914,0.018795679,318.81,63.48403026,0.00174769,0.011518034,316.82,51.13120226,0.001729202,0.01058898,317.12,41.87638014,0.001802132,0.009743792
-14.81900838,300.54,0.07556229,1.82E-06,7.74E-05,302.94,21.7951706,0.000581292,0.006676784,315.73,83.74814771,0.009928337,0.081046944,324.03,89.93527207,0.013149221,0.083183261,326.77,77.89195574,0.01409974,0.060842934,333.5,74.5530117,0.017776489,0.056198623,300.63,0.074787856,1.36E-06,3.31E-06,301.64,17.02357151,1.72E-05,0.000855936,304.2,36.84782893,0.001179145,0.017486767,310.24,58.69914193,0.002568883,0.022031315,316.19,69.48286776,0.004680732,0.026397235,321.04,66.47336346,0.00640396,0.025445022,300.72,1.667248646,1.23E-05,0.000607245,313.75,74.73037679,0.001175343,0.011173245,326.13,99.23627158,0.002398668,0.019056668,319.15,64.21634757,0.001778661,0.011655815,317.09,51.63940119,0.001755027,0.010712988,317.35,42.24056324,0.001817224,0.00977916
-14.7896303,300.54,0.080695064,2.08E-06,8.65E-05,303.09,23.08077913,0.00060607,0.006844428,316.06,84.90849206,0.010096881,0.082095292,324.42,90.78285357,0.013299903,0.08362406,327.13,78.51089928,0.014259836,0.06123601,333.82,74.93654344,0.017922529,0.056447506,300.63,0.074906428,1.36E-06,3.31E-06,301.68,17.59529912,1.90E-05,0.000944001,304.35,37.70023148,0.00120267,0.017642852,310.51,59.7391033,0.002647973,0.022476504,316.47,70.1970578,0.00476633,0.026767851,321.3,66.92122975,0.006482633,0.025609081,300.73,1.742504116,1.31E-05,0.000634324,314.16,76.15074411,0.001198478,0.011336691,326.67,100.5021995,0.002439305,0.01932179,319.49,64.96173612,0.001810501,0.011796009,317.36,52.15736919,0.001781577,0.010839192,317.59,42.61214651,0.001832739,0.009815404
-14.75987603,300.54,0.085698526,2.34E-06,9.49E-05,303.25,24.34076542,0.000631401,0.007012279,316.38,86.07734734,0.010268014,0.083150436,324.81,91.63954282,0.01345237,0.084063994,327.49,79.13684137,0.01442257,0.061633119,334.13,75.32427818,0.018070288,0.056698103,300.63,0.075026652,1.36E-06,3.31E-06,301.72,18.16233189,2.09E-05,0.001026521,304.49,38.55168589,0.001226551,0.017799821,310.77,60.78102881,0.002728457,0.022921786,316.76,70.91512665,0.004853339,0.027140841,321.55,67.37293169,0.006562493,0.025774695,300.73,1.815707632,1.40E-05,0.000660678,314.57,77.56470968,0.00122191,0.011500039,327.21,101.7694899,0.002480459,0.019586917,319.84,65.70868155,0.001842748,0.011936451,317.63,52.67715219,0.001808469,0.010965637,317.82,42.98544259,0.001848453,0.009851986
-14.72996348,300.54,0.090506905,2.60E-06,0.000102752,303.4,25.55851337,0.000657008,0.007178287,316.71,87.24220027,0.010440309,0.084201814,325.19,92.49644487,0.013605567,0.084501474,327.84,79.76350801,0.014586515,0.062030691,334.45,75.71282097,0.018218745,0.0569487,300.63,0.075147514,1.36E-06,3.31E-06,301.76,18.71843002,2.28E-05,0.001103293,304.64,39.39316212,0.00125059,0.017956397,311.04,61.81457644,0.002809592,0.023362661,317.05,71.63091066,0.004940995,0.027512306,321.81,67.82464912,0.006642883,0.025940422,300.74,1.886442728,1.48E-05,0.000686155,314.97,78.96148556,0.001245466,0.01166203,327.75,103.0283738,0.00252183,0.019850007,320.18,66.45143433,0.001875168,0.012076062,317.9,53.19475614,0.001835502,0.011091351,318.05,43.35757783,0.001864252,0.009888631
-14.69999118,300.55,0.095100104,2.87E-06,0.000109985,303.56,26.72815478,0.000682739,0.007341452,317.03,88.39678718,0.010613075,0.085244265,325.58,93.34903421,0.01375903,0.084936267,328.2,80.38772433,0.014750963,0.062426986,334.77,76.10053083,0.018367458,0.057198581,300.64,0.075268522,1.35E-06,3.30E-06,301.8,19.26098627,2.48E-05,0.001174803,304.79,40.22053104,0.001274694,0.018112001,311.31,62.83494113,0.002891004,0.023797062,317.33,72.34157479,0.005028919,0.027880333,322.07,68.27459077,0.006723488,0.026105575,300.74,1.95468835,1.56E-05,0.000710745,315.38,80.33689936,0.001269069,0.011822146,328.29,104.2747255,0.002563281,0.020110214,320.52,67.18754479,0.001907653,0.012214384,318.17,53.70845638,0.001862588,0.01121592,318.28,43.72729633,0.001880084,0.009925213
-14.66999866,300.55,0.099484168,3.14E-06,0.000116717,303.71,27.85008813,0.000708519,0.007501411,317.36,89.53846303,0.010786011,0.086275664,325.97,94.19530301,0.013912577,0.085368544,328.56,81.00807776,0.014915598,0.062821249,335.09,76.48670596,0.018516256,0.057447494,300.64,0.075389463,1.35E-06,3.30E-06,301.84,19.78944312,2.67E-05,0.001241782,304.93,41.03243289,0.001298822,0.018266414,311.57,63.84037845,0.002972521,0.024224279,317.62,73.04602282,0.005116944,0.028244142,322.32,68.72202497,0.006804172,0.026269865,300.75,2.020591753,1.65E-05,0.000734499,315.79,81.68999465,0.001292689,0.011980231,328.83,105.5071952,0.002604759,0.020367273,320.86,67.91618714,0.001940161,0.012351261,318.44,54.21764717,0.001889689,0.011339211,318.51,44.09414452,0.001895928,0.009961685
-14.64,300.55,0.103676656,3.41E-06,0.000123033,303.87,28.92761812,0.000734319,0.007658123,317.68,90.66642704,0.010959002,0.087295389,326.35,95.03452515,0.014066146,0.085798493,328.92,81.62404256,0.015080292,0.063213205,335.41,76.87108824,0.018665083,0.057695368,300.64,0.07551025,1.35E-06,3.30E-06,301.88,20.30421583,2.86E-05,0.00130494,305.08,41.82885966,0.001322957,0.018419574,311.84,64.8306161,0.003054077,0.024644252,317.91,73.74395476,0.005205003,0.028603513,322.58,69.16670596,0.006884882,0.026433193,300.75,2.084348144,1.73E-05,0.000757486,316.2,83.02114601,0.001316312,0.01213628,329.37,106.7256195,0.002646243,0.020621169,321.2,68.63722711,0.001972676,0.012486669,318.71,54.72220099,0.001916793,0.011461203,318.74,44.4580149,0.001911776,0.009998031
-14.61,300.55,0.107697878,3.68E-06,0.000129003,304.02,29.96491172,0.000760125,0.007811695,318.01,91.78068916,0.011132012,0.088303461,326.74,95.8665415,0.014219716,0.086226232,329.27,82.23548241,0.015245001,0.063602775,335.72,77.25360037,0.018813915,0.057942191,300.64,0.075630854,1.35E-06,3.30E-06,301.92,20.80608662,3.06E-05,0.001364883,305.23,42.61036172,0.001347094,0.018571479,312.1,65.80598902,0.003135644,0.025057188,318.19,74.43538501,0.005293072,0.028958468,322.84,69.60858121,0.0069656,0.026595532,300.76,2.146147849,1.82E-05,0.000779774,316.61,84.33115899,0.001339937,0.012290341,329.91,107.9302596,0.002687731,0.020871973,321.55,69.35077421,0.002005192,0.012620629,318.98,55.22216047,0.001943897,0.011581916,318.97,44.81892446,0.001927624,0.010034246
-14.58,300.56,0.111566824,3.95E-06,0.000134682,304.18,30.9660154,0.000785932,0.007962279,318.33,92.881576,0.011305031,0.089300145,327.13,96.6914214,0.014373284,0.086651829,329.63,82.84241973,0.015409715,0.063989968,336.04,77.6342352,0.018962744,0.05818797,300.64,0.075751269,1.35E-06,3.30E-06,301.96,21.29591821,3.25E-05,0.001422098,305.37,43.37767734,0.00137123,0.018722152,312.37,66.76704947,0.003217215,0.025463387,318.48,75.12044757,0.005381144,0.029309131,323.1,70.04767319,0.00704632,0.02675689,300.76,2.206162221,1.90E-05,0.000801423,317.01,85.62095214,0.001363563,0.012442482,330.45,109.121526,0.00272922,0.021119783,321.89,70.05702146,0.002037708,0.012753178,319.25,55.71762716,0.001970999,0.011701381,319.2,45.1769335,0.001943473,0.010070333
-14.55,300.56,0.115299884,4.22E-06,0.000140113,304.33,31.9345094,0.00081174,0.008110034,318.66,93.96951527,0.011478065,0.090285784,327.51,97.50931441,0.014526852,0.087075339,329.99,83.44493598,0.015574433,0.064374826,336.36,78.01301148,0.019111567,0.058432717,300.65,0.075871512,1.35E-06,3.29E-06,302,21.7745491,3.44E-05,0.00147699,305.52,44.13159128,0.001395367,0.018871634,312.63,67.71441721,0.003298793,0.02586318,318.77,75.79932284,0.005469222,0.02965567,323.35,70.48403473,0.00712704,0.026917285,300.77,2.264542065,1.99E-05,0.000822486,317.42,86.89144516,0.001387188,0.012592774,330.99,110.2998717,0.002770712,0.021364705,322.23,70.75618767,0.002070224,0.012884359,319.52,56.20872055,0.0019981,0.011819633,319.43,45.53211564,0.001959321,0.010106295
-14.52,300.56,0.118910893,4.49E-06,0.000145329,304.49,32.87346562,0.000837548,0.008255113,318.98,95.04493987,0.01165112,0.091260727,327.9,98.32038322,0.014680425,0.087496799,330.35,84.04312448,0.015739159,0.064757396,336.68,78.38995213,0.019260382,0.058676439,300.65,0.075991643,1.35E-06,3.29E-06,302.04,22.24279332,3.64E-05,0.001529957,305.66,44.87293609,0.001419509,0.019019986,312.9,68.64875539,0.003380387,0.026256928,319.05,76.47221483,0.005557316,0.029998302,323.61,70.91773283,0.007207764,0.027076748,300.77,2.321417484,2.07E-05,0.000843011,317.83,88.14349007,0.001410812,0.012741286,331.53,111.4657203,0.002812207,0.02160684,322.57,71.44848192,0.002102741,0.013014213,319.79,56.69555273,0.0020252,0.011936705,319.66,45.88453981,0.001975167,0.010142134
-14.49,300.56,0.122411574,4.76E-06,0.000150354,304.64,33.78552155,0.000863356,0.008397658,319.31,96.10827138,0.011824201,0.092225315,328.29,99.12479267,0.014834,0.087916238,330.7,84.63708164,0.015903892,0.065137724,337,78.76508285,0.019409192,0.058919147,300.65,0.076111822,1.34E-06,3.29E-06,302.08,22.70151206,3.83E-05,0.001581522,305.81,45.60273249,0.001443666,0.019167332,313.16,69.5708587,0.003462029,0.026645089,319.34,77.13938949,0.005645452,0.030337373,323.87,71.34886526,0.007288498,0.027235334,300.78,2.376901786,2.16E-05,0.000863037,318.24,89.3778765,0.001434437,0.012888079,332.08,112.6194633,0.002853703,0.021846281,322.91,72.13410482,0.002135257,0.013142779,320.06,57.17822939,0.002052301,0.01205263,319.89,46.2342709,0.001991013,0.010177849
-14.46,300.57,0.125811839,5.03E-06,0.000155209,304.8,34.67293253,0.000889163,0.008537797,319.63,97.15990672,0.011997308,0.093179877,328.67,99.92270246,0.014987575,0.088333684,331.06,85.22689925,0.01606863,0.06551585,337.32,79.13843014,0.019558,0.059160851,300.65,0.076232447,1.34E-06,3.29E-06,302.12,23.15177649,4.03E-05,0.001632585,305.96,46.3225116,0.001467864,0.019313929,313.43,70.48186407,0.003543798,0.027028368,319.62,77.80126396,0.005733702,0.030673516,324.12,71.77760033,0.007369262,0.027393155,300.79,2.431094451,2.24E-05,0.0008826,318.65,90.59533677,0.001458063,0.013033214,332.62,113.7614629,0.002895201,0.022083117,323.26,72.81324908,0.002167772,0.013270094,320.33,57.65685163,0.002079403,0.012167445,320.12,46.58137052,0.002006857,0.010213439
-14.43,300.57,0.129120158,5.30E-06,0.000159911,304.95,35.53764851,0.000914971,0.00867565,319.96,98.20022025,0.012170434,0.094124724,329.06,100.7142697,0.015141148,0.088749165,331.42,85.81266398,0.01623337,0.065891807,337.63,79.51002067,0.019706808,0.059401562,300.65,0.076354387,1.34E-06,3.28E-06,302.16,23.59515591,4.23E-05,0.001684834,306.1,47.03489296,0.00149216,0.019460317,313.69,71.38363373,0.003625873,0.027407987,319.91,78.45856819,0.005822219,0.031007958,324.38,72.2042497,0.007450096,0.02755044,300.79,2.484083422,2.32E-05,0.000901731,319.05,91.79655092,0.001481688,0.013176745,333.16,114.8920626,0.002936701,0.022317429,323.6,73.48609912,0.002200286,0.013396191,320.6,58.13151753,0.002106507,0.012281182,320.35,46.92589758,0.0020227,0.010248903
-14.4,300.57,0.132343834,5.56E-06,0.000164474,305.11,36.38137015,0.000940778,0.008811327,320.28,99.22956618,0.012343566,0.095060155,329.45,101.4996503,0.015294716,0.089162708,331.78,86.39445782,0.016398108,0.066265625,337.95,79.87988048,0.019855618,0.059641296,300.66,0.076479334,1.34E-06,3.28E-06,302.2,24.03412595,4.44E-05,0.001741306,306.25,47.74441162,0.001516664,0.01960751,313.96,72.27930662,0.003708595,0.027786072,320.2,79.11257808,0.005911304,0.031342953,324.64,72.62937402,0.007531082,0.027707615,300.8,2.535946927,2.41E-05,0.000920458,319.46,92.98215197,0.001505312,0.013318723,333.7,116.0115962,0.0029782,0.022549297,323.94,74.15283045,0.0022328,0.013521104,320.87,58.60232306,0.002133612,0.012393874,320.58,47.26790862,0.002038543,0.010284239
-14.37,300.57,0.135489952,5.83E-06,0.000168911,305.26,37.20559367,0.000966584,0.008944929,320.61,100.2482816,0.012516692,0.095986448,329.83,102.2789972,0.015448283,0.089574338,332.13,86.97235917,0.016562841,0.066637337,338.27,80.24803495,0.020004433,0.059880064,300.66,0.07661018,1.34E-06,3.28E-06,302.24,24.47250181,4.67E-05,0.001806924,306.4,48.45839957,0.001541566,0.019757225,314.22,73.1738914,0.003792554,0.028166071,320.48,79.76536731,0.006001471,0.031682255,324.9,73.05389785,0.007612356,0.027865398,300.8,2.586754937,2.49E-05,0.000938806,319.87,94.15273081,0.001528937,0.013459196,334.24,117.1203925,0.0030197,0.022778795,324.28,74.81360929,0.002265314,0.013644861,321.14,59.06936196,0.00216072,0.01250555,320.81,47.60745814,0.002054387,0.010319448
-14.34,300.58,0.138573912,6.10E-06,0.000173239,305.42,38.01169636,0.000992392,0.009076558,320.93,101.2566965,0.012689796,0.096903845,330.22,103.0524645,0.015601849,0.089984052,332.49,87.54644936,0.016727569,0.067006995,338.59,80.61450829,0.020153253,0.060117875,300.66,0.076751237,1.34E-06,3.28E-06,302.28,24.91566828,4.94E-05,0.001888657,306.54,49.18745674,0.001567147,0.019911999,314.49,74.07459349,0.00387863,0.028552979,320.77,80.41994906,0.00609349,0.032031376,325.15,73.47917557,0.007694123,0.028024849,300.81,2.636572506,2.58E-05,0.000956797,320.28,95.30884382,0.001552563,0.01359821,334.78,118.2187726,0.0030612,0.023005994,324.62,75.46859365,0.002297828,0.013767494,321.41,59.53272558,0.002187831,0.012616234,321.04,47.94459887,0.002070233,0.010354533
-14.31,300.58,0.141623875,6.37E-06,0.000177486,305.57,38.80100239,0.001018202,0.00920632,321.26,102.2551405,0.012862863,0.097812534,330.61,103.8202098,0.015755406,0.090391798,332.85,88.11681732,0.016892296,0.067374686,338.91,80.97932305,0.020302071,0.060354724,300.66,0.076908045,1.34E-06,3.28E-06,302.32,25.37030175,5.26E-05,0.001994871,306.69,49.94489023,0.001593772,0.020075068,314.75,74.99046065,0.003967954,0.028953078,321.06,81.08013399,0.006188352,0.032397312,325.41,73.90692929,0.007776646,0.02818732,300.81,2.685495876,2.66E-05,0.000974454,320.69,96.45106141,0.001576188,0.013735816,335.32,119.3070644,0.0031027,0.023230969,324.96,76.11794919,0.002330344,0.013889034,321.68,59.99251392,0.002214943,0.012725951,321.27,48.2793871,0.002086079,0.010389496
-14.28,300.58,0.144713875,6.64E-06,0.000181711,305.73,39.5750197,0.001044026,0.009334361,321.58,103.2439738,0.013035874,0.098712565,330.99,104.5824237,0.015908931,0.090797369,333.21,88.68358214,0.017057041,0.067740593,339.22,81.342497,0.020450866,0.060590573,300.66,0.077086576,1.33E-06,3.28E-06,302.36,25.84338359,5.65E-05,0.00213367,306.84,50.74470985,0.001621834,0.020249879,315.02,75.93106715,0.004061755,0.029372996,321.34,81.74998532,0.006287129,0.032787488,325.67,74.33900402,0.007860211,0.028354259,300.82,2.733674687,2.75E-05,0.000991798,321.09,97.58000544,0.001599814,0.013872072,335.86,120.3856126,0.003144201,0.023453803,325.31,76.76186161,0.002362862,0.01400952,321.95,60.44884426,0.002242057,0.012834722,321.51,48.61188646,0.002101927,0.01042434
-14.25,300.58,0.148029051,6.92E-06,0.000186062,305.88,40.33592212,0.001069887,0.009460921,321.91,104.2236518,0.013208773,0.099603654,331.38,105.3393986,0.016062356,0.091200169,333.56,89.24694182,0.017221846,0.068105137,339.54,81.70403723,0.020599584,0.060825299,300.66,0.077291931,1.33E-06,3.27E-06,302.4,26.34063242,6.13E-05,0.002310558,306.98,51.59843307,0.001651672,0.02043932,315.28,76.90439494,0.00416109,0.029818209,321.63,82.43293359,0.006390748,0.033208076,325.92,74.77696752,0.007945066,0.028526895,300.82,2.781449864,2.83E-05,0.001008857,321.5,98.69652555,0.001623442,0.014007063,336.4,121.4548644,0.003185703,0.023674615,325.65,77.4005977,0.002395386,0.014129006,322.22,60.90189831,0.002269171,0.012942567,321.74,48.94218871,0.002117777,0.01045906
-14.22,300.58,0.151988433,7.21E-06,0.000190864,306.04,41.08747489,0.001095838,0.009586471,322.23,105.1948539,0.01338143,0.100484811,331.77,106.0916603,0.016215529,0.091598752,333.92,89.80727037,0.017386809,0.06846926,339.86,82.06392976,0.02074811,0.061058597,300.67,0.077526952,1.33E-06,3.27E-06,302.45,26.86488497,6.71E-05,0.002526315,307.19,52.51177193,0.001683481,0.020644902,315.63,77.91461705,0.004266568,0.030291473,321.96,83.13084244,0.006499741,0.033662229,326.21,75.22168593,0.008031351,0.028705895,300.83,2.829641719,2.92E-05,0.001025678,321.91,99.80207639,0.001647075,0.014140945,336.94,122.5155658,0.003227209,0.023893612,325.99,78.03463712,0.002427925,0.014247582,322.49,61.35202472,0.002296284,0.013049497,321.97,49.27045875,0.002133633,0.010493634
-14.19,300.59,0.15743182,7.51E-06,0.000196777,306.19,41.83653195,0.001121996,0.009711909,322.56,106.1586962,0.013553564,0.101353714,332.15,106.840185,0.016368134,0.091990052,334.28,90.36527788,0.017552126,0.068834895,340.18,82.4221235,0.020896202,0.06128981,300.67,0.077791342,1.33E-06,3.27E-06,302.52,27.41514269,7.38E-05,0.002776142,307.44,53.48266172,0.001717253,0.020866254,316.05,78.9607523,0.004378165,0.030791894,322.33,83.84342994,0.006614087,0.034149001,326.53,75.67305849,0.008119061,0.028891157,300.83,2.880106269,3.00E-05,0.001042349,322.32,100.8994604,0.001670725,0.014274031,337.48,123.5691477,0.003268726,0.0241112,326.33,78.66493244,0.002460504,0.014365417,322.76,61.79994178,0.0023234,0.0131555,322.2,49.59702385,0.0021495,0.010528008
-14.16,300.59,0.165830988,7.87E-06,0.000204958,306.34,42.59494905,0.00114857,0.009838831,322.88,107.1170086,0.013724644,0.102205907,332.54,107.5866784,0.016519594,0.09236838,334.63,90.92221991,0.01771816,0.069205586,340.5,82.77850974,0.021043421,0.061517715,300.67,0.078081725,1.33E-06,3.27E-06,302.59,27.9867689,8.15E-05,0.003050633,307.7,54.50162489,0.00175278,0.02110119,316.46,80.03686051,0.004495232,0.031315084,322.71,84.56832928,0.006733219,0.034663506,326.85,76.13004021,0.008208047,0.029081828,300.84,2.936618342,3.09E-05,0.001059037,322.73,101.9940529,0.001694408,0.014406937,338.02,124.6183599,0.003310268,0.024328168,326.67,79.2933375,0.002493172,0.014482832,323.03,62.2470709,0.002350525,0.013260524,322.43,49.92252102,0.002165397,0.010562064
-14.13,300.59,0.179411269,8.31E-06,0.000217181,306.5,43.38121293,0.001175901,0.009969758,323.21,108.0725812,0.013893809,0.10303408,332.93,108.3338254,0.016668975,0.092724505,334.99,91.48008392,0.017885492,0.069587037,340.82,83.13290372,0.021189053,0.061740328,300.67,0.078392609,1.33E-06,3.27E-06,302.65,28.5727664,8.98E-05,0.00333818,307.96,55.55433987,0.001789717,0.021346303,316.88,81.13370717,0.004616691,0.031854357,323.08,85.30176569,0.006856193,0.035198235,327.16,76.59094372,0.008298058,0.029276545,300.84,3.005947583,3.18E-05,0.001076036,323.13,103.0953954,0.001718162,0.014540761,338.56,125.6680922,0.003351859,0.024545924,327.02,79.92316522,0.002526021,0.014600395,323.3,62.69597087,0.002377671,0.013364451,322.66,50.24808919,0.002181354,0.010595584
