r(cm),TMean(K)_1.0D_17O2_fine,TRMS(K)_1.0D_17O2_fine,fvSootMean(ppm)_1.0D_17O2_fine,fvSootRMS(ppm)_1.0D_17O2_fine,TMean(K)_1.5D_17O2_fine,TRMS(K)_1.5D_17O2_fine,fvSootMean(ppm)_1.5D_17O2_fine,fvSootRMS(ppm)_1.5D_17O2_fine,TMean(K)_2.0D_17O2_fine,TRMS(K)_2.0D_17O2_fine,fvSootMean(ppm)_2.0D_17O2_fine,fvSootRMS(ppm)_2.0D_17O2_fine,TMean(K)_2.5D_17O2_fine,TRMS(K)_2.5D_17O2_fine,fvSootMean(ppm)_2.5D_17O2_fine,fvSootRMS(ppm)_2.5D_17O2_fine,TMean(K)_3.0D_17O2_fine,TRMS(K)_3.0D_17O2_fine,fvSootMean(ppm)_3.0D_17O2_fine,fvSootRMS(ppm)_3.0D_17O2_fine,TMean(K)_3.5D_17O2_fine,TRMS(K)_3.5D_17O2_fine,fvSootMean(ppm)_3.5D_17O2_fine,fvSootRMS(ppm)_3.5D_17O2_fine,TMean(K)_1.0D_17O2_medium,TRMS(K)_1.0D_17O2_medium,fvSootMean(ppm)_1.0D_17O2_medium,fvSootRMS(ppm)_1.0D_17O2_medium,TMean(K)_1.5D_17O2_medium,TRMS(K)_1.5D_17O2_medium,fvSootMean(ppm)_1.5D_17O2_medium,fvSootRMS(ppm)_1.5D_17O2_medium,TMean(K)_2.0D_17O2_medium,TRMS(K)_2.0D_17O2_medium,fvSootMean(ppm)_2.0D_17O2_medium,fvSootRMS(ppm)_2.0D_17O2_medium,TMean(K)_2.5D_17O2_medium,TRMS(K)_2.5D_17O2_medium,fvSootMean(ppm)_2.5D_17O2_medium,fvSootRMS(ppm)_2.5D_17O2_medium,TMean(K)_3.0D_17O2_medium,TRMS(K)_3.0D_17O2_medium,fvSootMean(ppm)_3.0D_17O2_medium,fvSootRMS(ppm)_3.0D_17O2_medium,TMean(K)_3.5D_17O2_medium,TRMS(K)_3.5D_17O2_medium,fvSootMean(ppm)_3.5D_17O2_medium,fvSootRMS(ppm)_3.5D_17O2_medium,TMean(K)_1.0D_17O2_coarse,TRMS(K)_1.0D_17O2_coarse,fvSootMean(ppm)_1.0D_17O2_coarse,fvSootRMS(ppm)_1.0D_17O2_coarse,TMean(K)_1.5D_17O2_coarse,TRMS(K)_1.5D_17O2_coarse,fvSootMean(ppm)_1.5D_17O2_coarse,fvSootRMS(ppm)_1.5D_17O2_coarse,TMean(K)_2.0D_17O2_coarse,TRMS(K)_2.0D_17O2_coarse,fvSootMean(ppm)_2.0D_17O2_coarse,fvSootRMS(ppm)_2.0D_17O2_coarse,TMean(K)_2.5D_17O2_coarse,TRMS(K)_2.5D_17O2_coarse,fvSootMean(ppm)_2.5D_17O2_coarse,fvSootRMS(ppm)_2.5D_17O2_coarse,TMean(K)_3.0D_17O2_coarse,TRMS(K)_3.0D_17O2_coarse,fvSootMean(ppm)_3.0D_17O2_coarse,fvSootRMS(ppm)_3.0D_17O2_coarse,TMean(K)_3.5D_17O2_coarse,TRMS(K)_3.5D_17O2_coarse,fvSootMean(ppm)_3.5D_17O2_coarse,fvSootRMS(ppm)_3.5D_17O2_coarse
-14.69999118,300.58,0.655009206,5.18E-06,0.000148352,305.77,47.35802597,0.001172447,0.012059137,322.35,101.0958663,0.002104386,0.012494962,325.62,89.7668181,0.005459117,0.026882294,328.78,77.17090773,0.009489204,0.037155867,333.39,75.37631696,0.011202588,0.034920183,300.71,0.107263288,4.36E-06,1.24E-05,302.02,15.42041928,0.000146749,0.003244773,309.24,60.20402309,0.000698425,0.00955801,319.29,86.75680549,0.005575353,0.052679208,323.74,75.87631745,0.008410153,0.070839988,325.37,58.96240902,0.006348215,0.03887392,300.94,0.903823645,2.26E-05,0.000404388,305.01,35.33376056,0.0009285,0.008715402,311.47,60.1495943,0.001054366,0.009417278,312.01,48.93600163,0.000752505,0.006086812,314.96,47.04530592,0.000718574,0.004758423,319.95,43.66237157,0.00105926,0.005130571
-14.66999866,300.58,0.694422443,5.64E-06,0.000157143,305.96,48.3853713,0.0012326,0.01260225,322.79,102.3566495,0.002172491,0.012857674,325.98,90.47863836,0.005571968,0.027365073,329.15,77.85217326,0.009568854,0.037375364,333.7,75.72967986,0.011275708,0.034996731,300.71,0.107438052,4.36E-06,1.24E-05,302.08,15.94492818,0.000154979,0.003369057,309.44,60.85557541,0.000721179,0.009827077,319.62,87.5017931,0.005631422,0.052884028,324.11,76.57286692,0.008511201,0.071206363,325.66,59.33562922,0.006415034,0.039060219,300.95,0.933047982,2.34E-05,0.000418058,305.14,36.1279857,0.000949649,0.008861402,311.67,60.87104565,0.001071144,0.009537335,312.21,49.47989548,0.00076363,0.006140028,315.19,47.52549454,0.000730481,0.004821879,320.18,43.99755924,0.001071544,0.005168337
-14.64,300.58,0.731459932,6.10E-06,0.000165416,306.16,49.39204017,0.001292806,0.013122173,323.22,103.6027379,0.002240647,0.013210601,326.35,91.18532598,0.005684887,0.027839838,329.51,78.52792817,0.009648526,0.037593737,334,76.08148122,0.011348831,0.035073099,300.71,0.107612521,4.36E-06,1.24E-05,302.14,16.45256631,0.000163215,0.003488819,309.64,61.50049666,0.000743946,0.010089023,319.95,88.24075013,0.0056875,0.053088035,324.48,77.26341735,0.008612266,0.071570808,325.95,59.70664241,0.006481872,0.039245625,300.95,0.96136026,2.42E-05,0.000431282,305.28,36.90502788,0.000970802,0.009005048,311.87,61.58416869,0.001087926,0.009655918,312.4,50.01797384,0.000774758,0.006192796,315.43,48.00097747,0.00074239,0.004884522,320.42,44.33028113,0.001083831,0.005205836
-14.61,300.59,0.766510767,6.56E-06,0.000173253,306.35,50.37865551,0.001353029,0.013621312,323.66,104.834165,0.002308821,0.013554253,326.71,91.8867031,0.005797828,0.028306706,329.87,79.19803534,0.009728207,0.037810898,334.31,76.43168058,0.011421945,0.035149293,300.71,0.107786675,4.36E-06,1.24E-05,302.2,16.94462755,0.000171452,0.003604466,309.85,62.13878137,0.000766716,0.010344252,320.29,88.9736316,0.00574358,0.053291252,324.86,77.94791803,0.008713333,0.071933369,326.24,60.07539113,0.006548714,0.039430155,300.96,0.988837446,2.50E-05,0.000444099,305.41,37.66582847,0.000991957,0.009146424,312.07,62.28912111,0.001104709,0.009773059,312.6,50.55032842,0.000785886,0.006245119,315.66,48.4718068,0.0007543,0.004946372,320.66,44.66053546,0.00109612,0.00524307
-14.58,300.59,0.799883144,7.02E-06,0.000180719,306.54,51.34617103,0.001413256,0.014101928,324.1,106.0512935,0.002377,0.013889248,327.08,92.58279031,0.005910774,0.028765966,330.23,79.86254067,0.009807891,0.038026828,334.61,76.78028218,0.011495055,0.035225319,300.71,0.107960558,4.36E-06,1.24E-05,302.26,17.42243256,0.00017969,0.003716389,310.05,62.77057786,0.000789487,0.010593221,320.62,89.70053083,0.005799661,0.053493701,325.23,78.62646086,0.008814399,0.072294078,326.53,60.44188997,0.006615556,0.039613814,300.96,1.015549587,2.57E-05,0.000456544,305.54,38.41133817,0.001013111,0.009285631,312.26,62.98614225,0.001121492,0.009888807,312.79,51.07711548,0.000797014,0.006297006,315.89,48.93808918,0.00076621,0.005007453,320.9,44.98836079,0.001108412,0.005280042
-14.55,300.59,0.83181454,7.48E-06,0.000187867,306.74,52.29559763,0.001473484,0.014565979,324.54,107.2545839,0.00244518,0.014216192,327.44,93.27368083,0.006023721,0.029217948,330.59,80.5215555,0.009887579,0.038241531,334.92,77.12730717,0.011568169,0.03530118,300.72,0.108134309,4.36E-06,1.24E-05,302.32,17.8872428,0.000187929,0.003824944,310.26,63.39610666,0.000812261,0.010836388,320.95,90.4215993,0.005855745,0.053695425,325.6,79.29919229,0.008915462,0.072652945,326.81,60.80618576,0.006682397,0.039796593,300.96,1.041558804,2.65E-05,0.000468651,305.67,39.14245333,0.001034265,0.009422766,312.46,63.67549528,0.001138275,0.010003211,312.99,51.59851084,0.000808142,0.006348468,316.12,49.39995029,0.00077812,0.005067794,321.14,45.31381001,0.001120706,0.005316757
-14.52,300.6,0.862489884,7.94E-06,0.000194736,306.93,53.22789869,0.001533711,0.015015125,324.98,108.4444877,0.00251336,0.014535641,327.81,93.95948274,0.006136667,0.029662981,330.96,81.17520373,0.009967267,0.038455025,335.22,77.47277662,0.011641294,0.035376879,300.72,0.108308306,4.36E-06,1.24E-05,302.38,18.34034958,0.000196171,0.003930461,310.46,64.01566501,0.00083504,0.011074223,321.28,91.13702813,0.00591184,0.053896509,325.97,79.96628445,0.009016515,0.073009894,327.1,61.16834569,0.006749234,0.039978452,300.97,1.066919068,2.73E-05,0.000480445,305.8,39.8599824,0.001055418,0.00955792,312.66,64.35743032,0.001155058,0.010116318,313.18,52.11467961,0.00081927,0.006399515,316.35,49.8575127,0.00079003,0.005127422,321.37,45.63693415,0.001133003,0.005353219
-14.49,300.6,0.892056321,8.40E-06,0.00020136,307.13,54.1439741,0.001593937,0.015450771,325.42,109.6214327,0.00258154,0.014848099,328.18,94.64030725,0.006249613,0.030101375,331.32,81.82361335,0.010046954,0.03866733,335.53,77.8167113,0.01171443,0.035452416,300.72,0.108483589,4.36E-06,1.24E-05,302.44,18.78336059,0.000204421,0.004033291,310.67,64.62973786,0.000857836,0.011307288,321.62,91.84710229,0.005967966,0.054097189,326.35,80.62795605,0.009117539,0.07336465,327.39,61.52847826,0.006816063,0.040159267,300.97,1.09167776,2.80E-05,0.00049195,305.93,40.56466139,0.001076571,0.009691177,312.86,65.03218431,0.001171842,0.010228173,313.38,52.62577451,0.000830398,0.006450158,316.59,50.31089589,0.00080194,0.00518636,321.61,45.95778241,0.0011453,0.005389433
-14.46,300.61,0.920632218,8.86E-06,0.000207763,307.32,55.04464669,0.001654163,0.015874109,325.86,110.7858175,0.00264972,0.015154015,328.54,95.31625992,0.006362557,0.030533416,331.68,82.46690901,0.010126638,0.038878471,335.83,78.15913154,0.01178757,0.035527792,300.72,0.108662723,4.36E-06,1.24E-05,302.5,19.21879251,0.000212693,0.004133887,310.87,65.23924822,0.00088068,0.011536414,321.95,92.55232508,0.006024178,0.054298046,326.72,81.2845311,0.009218486,0.073716487,327.68,61.88678601,0.00688287,0.040338726,300.98,1.11587681,2.88E-05,0.000503187,306.07,41.25716632,0.001097723,0.009822615,313.06,65.6999812,0.001188625,0.010338816,313.57,53.13193726,0.000841526,0.006500406,316.82,50.76021511,0.00081385,0.005244634,321.85,46.27640233,0.001157597,0.005425403
-14.43,300.61,0.948315254,9.32E-06,0.000213968,307.51,55.93067058,0.001714389,0.016286158,326.3,111.938024,0.0027179,0.015453788,328.91,95.98744141,0.0064755,0.030959375,332.04,83.10521191,0.010206317,0.039088473,336.14,78.50005734,0.011860706,0.035603009,300.72,0.108851349,4.36E-06,1.24E-05,302.56,19.65110317,0.000221015,0.004232951,311.07,65.84601026,0.000903634,0.011763008,322.28,93.25364352,0.006080589,0.054500347,327.09,81.93654996,0.00931925,0.074063775,327.97,62.24366385,0.006949628,0.040516114,300.98,1.13955348,2.96E-05,0.000514174,306.2,41.93812025,0.001118874,0.009952306,313.26,66.36103289,0.001205408,0.010448285,313.77,53.63330239,0.000852654,0.006550268,317.05,51.20558056,0.00082576,0.005302264,322.09,46.59283977,0.001169894,0.005461136
-14.4,300.61,0.975187442,9.78E-06,0.000219992,307.71,56.8027385,0.001774616,0.0166878,326.73,113.0784263,0.00278608,0.015747779,329.27,96.65394867,0.006588443,0.031379503,332.41,83.73863901,0.010285992,0.039297359,336.44,78.83950848,0.011933831,0.035678067,300.73,0.109060419,4.36E-06,1.24E-05,302.62,20.08814546,0.000229447,0.004331634,311.28,66.45338465,0.000926824,0.011989493,322.62,93.95277511,0.006137424,0.054706547,327.46,82.58493073,0.009419626,0.07440332,328.26,62.59984386,0.007016278,0.040690018,300.98,1.162740923,3.03E-05,0.000524927,306.33,42.60809575,0.001140025,0.010080317,313.46,67.01554061,0.001222192,0.010556617,313.97,54.13000121,0.000863782,0.006599753,317.28,51.64709765,0.00083767,0.005359271,322.33,46.90713904,0.001182188,0.005496636
-14.37,300.62,1.001321473,1.02E-05,0.000225851,307.9,57.66149127,0.001834844,0.017079808,327.17,114.2073924,0.00285426,0.016036321,329.64,97.31587661,0.006701387,0.031794041,332.77,84.36730247,0.010365663,0.039505151,336.75,79.17750485,0.012006945,0.035752967,300.73,0.109308621,4.36E-06,1.25E-05,302.68,20.54267461,0.000238085,0.00443175,311.48,67.06698552,0.000950463,0.01221977,322.95,94.65256212,0.00619507,0.054920822,327.84,83.2311448,0.00951926,0.074729648,328.55,62.95655325,0.007082726,0.040857999,300.99,1.185468675,3.11E-05,0.000535461,306.46,43.26761619,0.001161175,0.010206709,313.66,67.663696,0.001238975,0.010663844,314.16,54.62216314,0.00087491,0.006648869,317.51,52.08486734,0.00084958,0.005415675,322.56,47.21934297,0.00119448,0.005531909
-14.34,300.62,1.026821825,1.07E-05,0.00023156,308.09,58.50756499,0.001895078,0.01746291,327.61,115.3252906,0.002922448,0.016319875,330,97.9733244,0.006814335,0.032203279,333.13,84.99131665,0.010445334,0.039711871,337.05,79.51406792,0.012080055,0.035827715,300.73,0.109623757,4.37E-06,1.26E-05,302.74,21.03305922,0.000247078,0.004535876,311.69,67.69507286,0.000974871,0.012459458,323.28,95.35717195,0.0062541,0.055149384,328.21,83.87731733,0.009617628,0.075034573,328.84,63.31560568,0.007148826,0.041016397,300.99,1.207766305,3.19E-05,0.000545788,306.59,43.91716156,0.001182325,0.010331542,313.86,68.30568234,0.001255758,0.010770001,314.36,55.10991486,0.000886038,0.006697624,317.75,52.51898607,0.00086149,0.005471494,322.8,47.52949335,0.001206769,0.005566958
-14.31,300.62,1.051847218,1.12E-05,0.000237136,308.29,59.34162778,0.001955327,0.017837846,328.05,116.4324891,0.002990659,0.016599124,330.37,98.62640018,0.006927293,0.032607599,333.49,85.61080426,0.010525009,0.039917556,337.36,79.84922193,0.012153172,0.03590232,300.73,0.11004138,4.37E-06,1.27E-05,302.8,21.58209097,0.000256615,0.004647201,311.89,68.34813701,0.001000459,0.012715562,323.61,96.07189876,0.006315258,0.055400183,328.58,84.52613053,0.00971405,0.075307556,329.13,63.67931703,0.007214392,0.0411605,300.99,1.22970636,3.27E-05,0.000555931,306.72,44.55721485,0.001203476,0.010454875,314.06,68.94169056,0.001272542,0.010875128,314.55,55.5933924,0.000897166,0.006746027,317.98,52.94955499,0.0008734,0.005526748,323.04,47.8376372,0.001219057,0.005601787
-14.28,300.63,1.076763299,1.16E-05,0.000242604,308.48,60.16454652,0.002015622,0.018205568,328.49,117.5293952,0.003058949,0.016875559,330.73,99.27524447,0.00704028,0.033007708,333.86,86.22592782,0.010604701,0.040122286,337.66,80.18299858,0.012226308,0.035976812,300.73,0.110599537,4.37E-06,1.29E-05,302.86,22.21321214,0.000266902,0.004769021,312.1,69.03734116,0.001027674,0.012995383,323.95,96.80239784,0.006379346,0.05568175,328.95,85.18044577,0.009807791,0.075537204,329.42,64.05017167,0.007279221,0.041285217,301,1.25142726,3.34E-05,0.000565923,306.86,45.18829874,0.001224629,0.010576769,314.26,69.57193161,0.001289328,0.010979276,314.75,56.07275094,0.000908295,0.00679409,318.21,53.37668761,0.000885311,0.005581457,323.28,48.14383169,0.001231344,0.005636398
-14.25,300.63,1.102448635,1.21E-05,0.000248014,308.67,60.97773982,0.002076047,0.018567683,328.93,118.616551,0.003127457,0.0171527,331.1,99.92008101,0.007153348,0.033405157,334.22,86.8369566,0.010684445,0.040326257,337.97,80.51544678,0.012299474,0.036051269,300.74,0.111330236,4.38E-06,1.33E-05,302.92,22.94471749,0.000278116,0.004903958,312.3,69.7720074,0.001056899,0.013304788,324.28,97.55344177,0.006447059,0.056001305,329.33,85.8426874,0.009898219,0.075713732,329.71,64.43027725,0.007343141,0.041386183,301,1.273298462,3.42E-05,0.000575842,306.99,45.8111407,0.001245787,0.010697303,314.46,70.19670062,0.001306122,0.011082546,314.94,56.54822636,0.000919427,0.006841829,318.44,53.80055354,0.000897224,0.005635641,323.52,48.44816972,0.001243632,0.005670794
