bin_centers(ppm),z=0.5D_r=0_coarse,z=1.0D_r=0_coarse,z=1.5D_r=0_coarse,z=2.0D_r=0_coarse,z=2.5D_r=0_coarse,z=3.0D_r=0_coarse,z=3.5D_r=0_coarse,z=0.5D_r=1_coarse,z=1.0D_r=1_coarse,z=1.5D_r=1_coarse,z=2.0D_r=1_coarse,z=2.5D_r=1_coarse,z=3.0D_r=1_coarse,z=3.5D_r=1_coarse,z=0.5D_r=2_coarse,z=1.0D_r=2_coarse,z=1.5D_r=2_coarse,z=2.0D_r=2_coarse,z=2.5D_r=2_coarse,z=3.0D_r=2_coarse,z=3.5D_r=2_coarse,z=0.5D_r=3_coarse,z=1.0D_r=3_coarse,z=1.5D_r=3_coarse,z=2.0D_r=3_coarse,z=2.5D_r=3_coarse,z=3.0D_r=3_coarse,z=3.5D_r=3_coarse,z=0.5D_r=4_coarse,z=1.0D_r=4_coarse,z=1.5D_r=4_coarse,z=2.0D_r=4_coarse,z=2.5D_r=4_coarse,z=3.0D_r=4_coarse,z=3.5D_r=4_coarse,z=0.5D_r=5_coarse,z=1.0D_r=5_coarse,z=1.5D_r=5_coarse,z=2.0D_r=5_coarse,z=2.5D_r=5_coarse,z=3.0D_r=5_coarse,z=3.5D_r=5_coarse,z=0.5D_r=6_coarse,z=1.0D_r=6_coarse,z=1.5D_r=6_coarse,z=2.0D_r=6_coarse,z=2.5D_r=6_coarse,z=3.0D_r=6_coarse,z=3.5D_r=6_coarse,z=0.5D_r=7_coarse,z=1.0D_r=7_coarse,z=1.5D_r=7_coarse,z=2.0D_r=7_coarse,z=2.5D_r=7_coarse,z=3.0D_r=7_coarse,z=3.5D_r=7_coarse,z=0.5D_r=8_coarse,z=1.0D_r=8_coarse,z=1.5D_r=8_coarse,z=2.0D_r=8_coarse,z=2.5D_r=8_coarse,z=3.0D_r=8_coarse,z=3.5D_r=8_coarse,z=0.5D_r=9_coarse,z=1.0D_r=9_coarse,z=1.5D_r=9_coarse,z=2.0D_r=9_coarse,z=2.5D_r=9_coarse,z=3.0D_r=9_coarse,z=3.5D_r=9_coarse,z=0.5D_r=10_coarse,z=1.0D_r=10_coarse,z=1.5D_r=10_coarse,z=2.0D_r=10_coarse,z=2.5D_r=10_coarse,z=3.0D_r=10_coarse,z=3.5D_r=10_coarse,z=0.5D_r=11_coarse,z=1.0D_r=11_coarse,z=1.5D_r=11_coarse,z=2.0D_r=11_coarse,z=2.5D_r=11_coarse,z=3.0D_r=11_coarse,z=3.5D_r=11_coarse,z=0.5D_r=12_coarse,z=1.0D_r=12_coarse,z=1.5D_r=12_coarse,z=2.0D_r=12_coarse,z=2.5D_r=12_coarse,z=3.0D_r=12_coarse,z=3.5D_r=12_coarse,z=0.5D_r=13_coarse,z=1.0D_r=13_coarse,z=1.5D_r=13_coarse,z=2.0D_r=13_coarse,z=2.5D_r=13_coarse,z=3.0D_r=13_coarse,z=3.5D_r=13_coarse,z=0.5D_r=14_coarse,z=1.0D_r=14_coarse,z=1.5D_r=14_coarse,z=2.0D_r=14_coarse,z=2.5D_r=14_coarse,z=3.0D_r=14_coarse,z=3.5D_r=14_coarse,z=0.5D_r=15_coarse,z=1.0D_r=15_coarse,z=1.5D_r=15_coarse,z=2.0D_r=15_coarse,z=2.5D_r=15_coarse,z=3.0D_r=15_coarse,z=3.5D_r=15_coarse,z=0.5D_r=0_medium,z=1.0D_r=0_medium,z=1.5D_r=0_medium,z=2.0D_r=0_medium,z=2.5D_r=0_medium,z=3.0D_r=0_medium,z=3.5D_r=0_medium,z=0.5D_r=1_medium,z=1.0D_r=1_medium,z=1.5D_r=1_medium,z=2.0D_r=1_medium,z=2.5D_r=1_medium,z=3.0D_r=1_medium,z=3.5D_r=1_medium,z=0.5D_r=2_medium,z=1.0D_r=2_medium,z=1.5D_r=2_medium,z=2.0D_r=2_medium,z=2.5D_r=2_medium,z=3.0D_r=2_medium,z=3.5D_r=2_medium,z=0.5D_r=3_medium,z=1.0D_r=3_medium,z=1.5D_r=3_medium,z=2.0D_r=3_medium,z=2.5D_r=3_medium,z=3.0D_r=3_medium,z=3.5D_r=3_medium,z=0.5D_r=4_medium,z=1.0D_r=4_medium,z=1.5D_r=4_medium,z=2.0D_r=4_medium,z=2.5D_r=4_medium,z=3.0D_r=4_medium,z=3.5D_r=4_medium,z=0.5D_r=5_medium,z=1.0D_r=5_medium,z=1.5D_r=5_medium,z=2.0D_r=5_medium,z=2.5D_r=5_medium,z=3.0D_r=5_medium,z=3.5D_r=5_medium,z=0.5D_r=6_medium,z=1.0D_r=6_medium,z=1.5D_r=6_medium,z=2.0D_r=6_medium,z=2.5D_r=6_medium,z=3.0D_r=6_medium,z=3.5D_r=6_medium,z=0.5D_r=7_medium,z=1.0D_r=7_medium,z=1.5D_r=7_medium,z=2.0D_r=7_medium,z=2.5D_r=7_medium,z=3.0D_r=7_medium,z=3.5D_r=7_medium,z=0.5D_r=8_medium,z=1.0D_r=8_medium,z=1.5D_r=8_medium,z=2.0D_r=8_medium,z=2.5D_r=8_medium,z=3.0D_r=8_medium,z=3.5D_r=8_medium,z=0.5D_r=9_medium,z=1.0D_r=9_medium,z=1.5D_r=9_medium,z=2.0D_r=9_medium,z=2.5D_r=9_medium,z=3.0D_r=9_medium,z=3.5D_r=9_medium,z=0.5D_r=10_medium,z=1.0D_r=10_medium,z=1.5D_r=10_medium,z=2.0D_r=10_medium,z=2.5D_r=10_medium,z=3.0D_r=10_medium,z=3.5D_r=10_medium,z=0.5D_r=11_medium,z=1.0D_r=11_medium,z=1.5D_r=11_medium,z=2.0D_r=11_medium,z=2.5D_r=11_medium,z=3.0D_r=11_medium,z=3.5D_r=11_medium,z=0.5D_r=12_medium,z=1.0D_r=12_medium,z=1.5D_r=12_medium,z=2.0D_r=12_medium,z=2.5D_r=12_medium,z=3.0D_r=12_medium,z=3.5D_r=12_medium,z=0.5D_r=13_medium,z=1.0D_r=13_medium,z=1.5D_r=13_medium,z=2.0D_r=13_medium,z=2.5D_r=13_medium,z=3.0D_r=13_medium,z=3.5D_r=13_medium,z=0.5D_r=14_medium,z=1.0D_r=14_medium,z=1.5D_r=14_medium,z=2.0D_r=14_medium,z=2.5D_r=14_medium,z=3.0D_r=14_medium,z=3.5D_r=14_medium,z=0.5D_r=15_medium,z=1.0D_r=15_medium,z=1.5D_r=15_medium,z=2.0D_r=15_medium,z=2.5D_r=15_medium,z=3.0D_r=15_medium,z=3.5D_r=15_medium,z=0.5D_r=0_fine,z=1.0D_r=0_fine,z=1.5D_r=0_fine,z=2.0D_r=0_fine,z=2.5D_r=0_fine,z=3.0D_r=0_fine,z=3.5D_r=0_fine,z=0.5D_r=1_fine,z=1.0D_r=1_fine,z=1.5D_r=1_fine,z=2.0D_r=1_fine,z=2.5D_r=1_fine,z=3.0D_r=1_fine,z=3.5D_r=1_fine,z=0.5D_r=2_fine,z=1.0D_r=2_fine,z=1.5D_r=2_fine,z=2.0D_r=2_fine,z=2.5D_r=2_fine,z=3.0D_r=2_fine,z=3.5D_r=2_fine,z=0.5D_r=3_fine,z=1.0D_r=3_fine,z=1.5D_r=3_fine,z=2.0D_r=3_fine,z=2.5D_r=3_fine,z=3.0D_r=3_fine,z=3.5D_r=3_fine,z=0.5D_r=4_fine,z=1.0D_r=4_fine,z=1.5D_r=4_fine,z=2.0D_r=4_fine,z=2.5D_r=4_fine,z=3.0D_r=4_fine,z=3.5D_r=4_fine,z=0.5D_r=5_fine,z=1.0D_r=5_fine,z=1.5D_r=5_fine,z=2.0D_r=5_fine,z=2.5D_r=5_fine,z=3.0D_r=5_fine,z=3.5D_r=5_fine,z=0.5D_r=6_fine,z=1.0D_r=6_fine,z=1.5D_r=6_fine,z=2.0D_r=6_fine,z=2.5D_r=6_fine,z=3.0D_r=6_fine,z=3.5D_r=6_fine,z=0.5D_r=7_fine,z=1.0D_r=7_fine,z=1.5D_r=7_fine,z=2.0D_r=7_fine,z=2.5D_r=7_fine,z=3.0D_r=7_fine,z=3.5D_r=7_fine,z=0.5D_r=8_fine,z=1.0D_r=8_fine,z=1.5D_r=8_fine,z=2.0D_r=8_fine,z=2.5D_r=8_fine,z=3.0D_r=8_fine,z=3.5D_r=8_fine,z=0.5D_r=9_fine,z=1.0D_r=9_fine,z=1.5D_r=9_fine,z=2.0D_r=9_fine,z=2.5D_r=9_fine,z=3.0D_r=9_fine,z=3.5D_r=9_fine,z=0.5D_r=10_fine,z=1.0D_r=10_fine,z=1.5D_r=10_fine,z=2.0D_r=10_fine,z=2.5D_r=10_fine,z=3.0D_r=10_fine,z=3.5D_r=10_fine,z=0.5D_r=11_fine,z=1.0D_r=11_fine,z=1.5D_r=11_fine,z=2.0D_r=11_fine,z=2.5D_r=11_fine,z=3.0D_r=11_fine,z=3.5D_r=11_fine,z=0.5D_r=12_fine,z=1.0D_r=12_fine,z=1.5D_r=12_fine,z=2.0D_r=12_fine,z=2.5D_r=12_fine,z=3.0D_r=12_fine,z=3.5D_r=12_fine,z=0.5D_r=13_fine,z=1.0D_r=13_fine,z=1.5D_r=13_fine,z=2.0D_r=13_fine,z=2.5D_r=13_fine,z=3.0D_r=13_fine,z=3.5D_r=13_fine,z=0.5D_r=14_fine,z=1.0D_r=14_fine,z=1.5D_r=14_fine,z=2.0D_r=14_fine,z=2.5D_r=14_fine,z=3.0D_r=14_fine,z=3.5D_r=14_fine,z=0.5D_r=15_fine,z=1.0D_r=15_fine,z=1.5D_r=15_fine,z=2.0D_r=15_fine,z=2.5D_r=15_fine,z=3.0D_r=15_fine,z=3.5D_r=15_fine
0.0375,0,0,0.136906834,1.329451722,2.803400253,5.398587286,7.340170194,1.134000392,1.190625217,3.544303797,4.977818571,4.701812647,7.325653413,9.308818522,7.526693506,8.639253427,9.447929028,8.940924886,9.511013904,10.64061466,11.98504144,10.39731515,10.90832544,11.11312582,11.30503611,11.84770327,12.08548268,12.71573978,12.15733982,11.79518689,11.91237419,12.42647782,12.72665204,12.86926002,12.92929293,12.97429861,12.15881142,12.13615023,12.67115929,12.76015012,13.17931471,13.12472584,13.2397524,12.27229907,12.19086611,12.8166886,13.0252961,13.21440756,13.27679485,13.33333333,12.31582037,12.47550812,12.83423502,13.11302822,13.29629088,13.33333333,13.33333333,12.53684724,12.89662231,13.33333333,13.27679485,13.32358532,13.33333333,13.33333333,13.21635717,13.19296193,13.33333333,13.31578691,13.33333333,13.33333333,13.33333333,13.33333333,13.25339962,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,11.21996172,6.690752556,6.593687575,9.102285655,11.27124472,12.42890711,12.85741265,10.5291194,7.998094179,8.684699233,9.633741414,11.0540136,12.47050308,12.93473127,9.162965156,9.555537844,10.46172539,11.33551134,11.77304965,12.60225535,13.01405125,10.62518174,11.68619309,11.63921341,12.2512021,12.43973965,12.81814959,13.14389388,12.40149961,12.75213675,12.62374821,12.77087794,12.72633018,12.94493817,13.28259695,13.28644771,13.05284955,13.04479879,13.01783557,12.96665488,13.16535285,13.26661028,13.33333333,13.29113627,13.101989,13.09767178,13.20483962,13.27797326,13.25823712,13.33333333,13.33333333,13.21207849,13.13545347,13.29863797,13.29582484,13.27330707,13.33333333,13.33333333,13.29488712,13.13369588,13.26675575,13.28644771,13.31832993,13.33333333,13.33333333,13.33333333,13.20823928,13.27238202,13.30707738,13.33333333,13.33333333,13.33333333,13.33333333,13.2480015,13.25081464,13.29207399,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.30895281,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.05706134,10.94972342,10.01308307,10.3423745,11.11820104,11.63750326,11.83995348,11.42285571,11.38895025,11.01115601,11.09742884,11.14721219,11.82292436,11.90310751,10.82710766,10.8198301,11.54937914,11.79256798,11.77951743,12.15607254,12.27986398,9.510485927,10.79756579,11.4087844,11.782934,12.08260105,12.26823313,12.44911927,10.67671119,11.27007223,11.62917571,11.82363787,12.31189027,12.40791301,12.61876633,12.18514532,11.90030438,11.91064036,11.76665086,12.27142479,12.45819458,12.67763472,12.57308249,12.01184238,11.99423307,12.08278993,12.47373792,12.54666667,12.80001903,13.16752082,12.45870762,12.30137918,12.12775203,12.49235035,12.75490651,12.92195748,13.33333333,12.75079513,12.48981652,12.06429111,12.52473241,12.84819082,12.89963621,13.33333333,12.86554712,12.68167726,12.18438598,12.44507948,12.90120155,13.01291879,13.33333333,13.01529575,12.74200081,12.3132943,12.58,12.83179425,13.12273446,13.33333333,13.22732081,12.9425607,12.4468237,12.72435326,12.8289419,13.10989886,13.33333333,13.33333333,13.01149261,12.8014273,12.90310312,12.95301934,13.09801405,13.33333333,13.33333333,13.21068207,13.09613965,13.14270094,13.08945698,13.11940671,13.33333333,13.33333333,13.33333333,13.19527754,13.12938995,13.16979831,13.14270094,13.33333333,13.33333333,13.33333333,13.26440142,13.16361821,13.14222555,13.2401564
0.1125,10.45766925,3.979631806,1.633600186,0.98334142,0.846446012,0.716448032,1.160811695,4.212281734,2.717852424,1.055619486,1.569527306,0.600525806,1.313018704,0.846668937,1.811074158,1.705453485,0.935751822,0.759155306,0.810290059,0.822266321,0.40832828,0.595431417,0.551520893,0.584265135,0.36212526,0.461802997,0.450012282,0.356001377,0.223033252,0.313364055,0.453917505,0.210484902,0.195074372,0.157940918,0.177621627,0.090249166,0.176680219,0.371674491,0.144545366,0.269045182,0.083832919,0.101379344,0.033143247,0.21022361,0.329482868,0.187161866,0.179363455,0.093580933,0.044840864,0,0.232853928,0.208607496,0.208607496,0.163766633,0.037042453,0,0,0.327964861,0.16181703,0,0.031193644,0.009748014,0,0,0.116976166,0.0701857,0,0.017546425,0,0,0,0,0.079933714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983908698,1.763907039,1.233719537,0.678456924,0.41359662,0.239773654,0.15108593,0.975957766,1.40077821,0.930157449,0.651914937,0.500625782,0.23935336,0.123736658,1.140065147,0.69604952,0.488051843,0.379170379,0.359467599,0.219801223,0.11524383,0.515653775,0.300558604,0.329922841,0.192335713,0.172615216,0.130450195,0.084823638,0.199948127,0.131054131,0.230805913,0.112300738,0.117818936,0.126957258,0.011274752,0.009377125,0.059296908,0.093014427,0.05210924,0.073524214,0.07789039,0.020674749,0,0.005626275,0.038557389,0.057732349,0.039392234,0.023457659,0.011264433,0,0,0.016919281,0.022614841,0.034695361,0.026255949,0.013130745,0,0,0.030944511,0.064034654,0.036570786,0.046885623,0.008439412,0,0,0,0.066779533,0.018754249,0.026255949,0,0,0,0,0.015941112,0.016878824,0.028131374,0,0,0,0,0,0.024380524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215882073,0.655406488,0.641977228,0.52824234,0.445896598,0.481538136,0.558200385,1.373676753,0.554696512,0.550938985,0.60015042,0.44775371,0.383877159,0.504728817,0.971446532,0.541143654,0.345879174,0.367448123,0.395750628,0.404469683,0.42302776,0.747146316,0.427732774,0.419693301,0.359842033,0.369068541,0.409988638,0.370783954,0.506368437,0.331380183,0.343571981,0.458353442,0.333236743,0.378885855,0.36897815,0.177177289,0.26745119,0.350078942,0.460960578,0.411760457,0.39340662,0.357176919,0.105161602,0.235856653,0.312782543,0.352605903,0.311183144,0.39952381,0.281167487,0.033449211,0.211049937,0.259324009,0.379972963,0.300726716,0.345627879,0.260617302,0,0.166917761,0.230224818,0.392170964,0.39667215,0.26920653,0.316713032,0,0.172567476,0.161357896,0.381389347,0.439126034,0.265744405,0.231516146,0,0.180649148,0.161532414,0.365081632,0.310952381,0.345134952,0.134536076,0,0.106012527,0.185403073,0.367832501,0.225512935,0.393624987,0.147847066,0,0,0.229614576,0.21504609,0.216778978,0.324217682,0.166862766,0,0,0.122651264,0.134314496,0.098406247,0.206320343,0.188730821,0,0,0,0.063315243,0.106012527,0.104110957,0.171141299,0,0,0,0.008081672,0.082718294,0.132634506,0.093176929
0.1875,2.875664083,3.025851939,1.724097923,1.125667152,0.871767046,0.649175917,0.704051204,2.456346871,2.100285138,1.092443422,0.917852226,0.896637609,0.611916264,0.469867211,1.029231577,0.823563721,0.592190767,0.515370222,0.464510754,0.405027222,0.196078431,0.28580708,0.368382276,0.386823814,0.209755615,0.267256202,0.196511914,0.066873187,0.170316302,0.217101895,0.268403395,0.088521688,0.156059498,0.060446524,0.03903772,0.074553659,0.126486975,0.209311424,0.121105577,0.103328947,0.058488083,0.023395233,0.007798411,0.206257127,0.237851538,0.074084905,0.03509285,0.025344836,0.009748014,0,0.12718912,0.163766633,0.167665838,0.013647219,0,0,0,0.101512933,0.076034508,0,0.011697617,0,0,0,0,0.013647219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345927554,0.858892562,0.8938607,0.476781467,0.272128893,0.114132259,0.075542965,0.512710756,0.586569258,0.561970125,0.422781538,0.307246804,0.117746411,0.066118825,0.58335801,0.420817725,0.294653706,0.259380259,0.197221413,0.097477064,0.055732672,0.380924687,0.199713283,0.203178289,0.102967604,0.084877095,0.064279806,0.026389576,0.097144609,0.067426401,0.104911779,0.069474185,0.091427494,0.051723327,0.012214314,0.0075017,0.032942727,0.031321185,0.053056681,0.056557087,0.030968468,0.006578329,0,0.001875425,0.036676541,0.032178686,0.033764772,0.012197983,0.005632216,0,0,0.013159441,0.015076561,0,0.001875425,0.006565372,0,0,0.0075017,0.028250583,0.002813137,0,0.006563987,0,0,0,0.015048909,0.010314837,0,0,0,0,0,0.010314837,0.020629674,0.013127974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014265335,0.334109473,0.429539243,0.342503848,0.271638157,0.244251265,0.232583494,0.292454066,0.272439437,0.303423039,0.29064209,0.259225832,0.226389094,0.22775526,0.391673315,0.275897046,0.238306633,0.171140222,0.215684092,0.177810344,0.153389769,0.457614307,0.252555784,0.211929496,0.175631175,0.185022457,0.186622187,0.159456312,0.316350834,0.192431214,0.189801951,0.20096274,0.148266203,0.161900656,0.102626523,0.134120238,0.175753639,0.224269322,0.228049062,0.168075321,0.154211575,0.118264187,0.079112397,0.148153654,0.148571708,0.188378496,0.147908038,0.115238095,0.082304527,0.021025218,0.107698252,0.125777001,0.176226342,0.140084146,0.082360362,0.061825272,0,0.087045938,0.123523545,0.208550574,0.10536604,0.078003306,0.059918682,0,0.073685837,0.082833579,0.17683466,0.090968625,0.065604164,0.02852355,0,0.086521434,0.082433946,0.186586701,0.14,0.111241844,0.02472041,0,0,0.057997885,0.128955508,0.146535831,0.073210444,0.023769625,0,0,0.033752867,0.098483497,0.090324574,0.0380314,0.025671195,0,0,0,0.018575409,0.02281884,0.025195802,0.012360205,0,0,0,0.009521089,0.0380314,0.04944082,0.01521256,0,0,0,0.004753925,0.038506792,0.058473277,0
0.2625,0,1.490403447,1.2785706,0.93805596,0.705371677,0.544904137,0.520765147,0.967235629,1.018151471,1.13540468,0.642496558,0.664176007,0.465750031,0.324594257,0.597467764,0.382618839,0.44979375,0.438385458,0.354111337,0.307332214,0.123307055,0.20569449,0.265235238,0.207514858,0.136539032,0.084500123,0.108081552,0.03737031,0.103406326,0.147465438,0.106571936,0.051145864,0.060473055,0.031198206,0.017566974,0.045124583,0.08633238,0.138888889,0.105479051,0.040941658,0.011697617,0.013647219,0.007798411,0.079329664,0.120875372,0.048740069,0.02144563,0,0.001949603,0,0.095881029,0.134522591,0.074084905,0.005848808,0,0,0,0.066373841,0.089681727,0,0.013647219,0,0,0,0,0.013647219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221166797,0.566787096,0.667998402,0.438514841,0.179781904,0.080563948,0.037771483,0.288221445,0.489160645,0.487686718,0.331533724,0.200250313,0.083001568,0.024558421,0.427401046,0.290109189,0.251113811,0.194040194,0.144758574,0.044915902,0.026449404,0.241349229,0.152256661,0.1606076,0.073825829,0.065803591,0.045373981,0.020734667,0.088656245,0.056030389,0.074391989,0.043778254,0.05089778,0.037616965,0.005637376,0.014065687,0.02447174,0.034168565,0.029370662,0.043360434,0.009384384,0.006578329,0,0.00375085,0.03197442,0.015142911,0.018758207,0.006568144,0.006570919,0,0,0.010339561,0.012249706,0,0.001875425,0.004689552,0,0,0,0.024483838,0.005626275,0,0,0,0,0,0.005643341,0.009377125,0,0,0,0,0,0.011252549,0.016878824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006181645,0.201549815,0.309330432,0.279383804,0.167595618,0.150729396,0.105147121,0.098119768,0.199298039,0.2195624,0.191211901,0.233654232,0.153550864,0.136074117,0.222431759,0.215037403,0.155439748,0.137918885,0.131092395,0.122122489,0.069941876,0.37459805,0.20258198,0.156213387,0.119610886,0.113747315,0.091860662,0.071563224,0.230920576,0.161495406,0.130932897,0.131665244,0.111561866,0.092446233,0.064917242,0.113828984,0.142131204,0.135755044,0.151222299,0.104505285,0.083073728,0.040057225,0.064640617,0.116441835,0.112406226,0.099502488,0.097484843,0.06,0.032826661,0.013379684,0.069062108,0.099067599,0.112977984,0.116179002,0.04237036,0.018072003,0,0.059784298,0.060079545,0.144307408,0.076759875,0.049941141,0.020448439,0,0.021868055,0.08570642,0.103233207,0.067631125,0.040408362,0.01140942,0,0.027097372,0.089581398,0.089485459,0.082857143,0.025195802,0.019966485,0,0,0.023769625,0.078039496,0.06613143,0.0190157,0.025671195,0,0,0.014261775,0.051382694,0.062276417,0.00190157,0.033277475,0,0,0,0.015717654,0.014261775,0.00190157,0.006655495,0,0,0,0.014757688,0.016638737,0.002852355,0.004278532,0,0,0,0.004753925,0.02091727,0,0
0.3375,0,1.227967098,0.962988746,1.044800259,0.654729608,0.511268079,0.366572114,0.621934471,0.703804159,0.791714614,0.422212024,0.647571606,0.438498699,0.25649756,0.338409475,0.268299796,0.341300785,0.551724138,0.310368172,0.197425329,0.101071356,0.194868464,0.202083991,0.165206004,0.267141585,0.09039548,0.086465242,0.023602301,0.062854826,0.110599078,0.084862838,0.106226025,0.013655206,0.033148094,0.017566974,0.06082009,0.112432867,0.105633803,0.05078621,0.029244042,0,0.015596822,0.007798411,0.06148049,0.072135302,0.050689672,0.011697617,0,0,0,0.068486449,0.077984111,0.048740069,0.009748014,0,0,0,0.044899951,0.062387289,0,0,0,0,0,0,0.015596822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118144656,0.587285725,0.486882408,0.327851898,0.143432557,0.069054812,0.036827195,0.188342727,0.385399296,0.383259319,0.326464401,0.173746595,0.061768609,0.025502975,0.29217254,0.290109189,0.22782503,0.125730126,0.10298261,0.0382263,0.017003188,0.224871571,0.125562312,0.121906973,0.093253679,0.080108719,0.038756942,0.011309818,0.083940487,0.047483381,0.052455889,0.036164644,0.04429992,0.028212724,0.001879125,0.001875425,0.018824415,0.018033409,0.021791137,0.034876871,0.006569069,0.004698807,0,0.001875425,0.012225514,0.008517888,0.008441193,0.004691532,0.004693514,0,0,0.014099401,0.012249706,0,0.000937712,0.003751641,0,0,0,0.008475175,0.004688562,0,0,0,0,0,0.003762227,0.00375085,0,0,0,0,0,0.012190262,0.012190262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005230623,0.156706213,0.262179562,0.265414613,0.149657249,0.105958288,0.093517946,0.036675836,0.168372481,0.170770756,0.160108098,0.155936623,0.105320144,0.093611272,0.142162907,0.159249398,0.119410667,0.111241144,0.119714565,0.082554802,0.057400574,0.275695966,0.196133747,0.141633471,0.112545264,0.092755321,0.065269418,0.057154521,0.158952056,0.140521976,0.128902929,0.105926173,0.061817831,0.038319682,0.032935954,0.082154832,0.098829583,0.095476075,0.11669888,0.075609815,0.066363495,0.032427277,0.059334298,0.09810844,0.085526477,0.085977878,0.085959541,0.034285714,0.026641928,0.020547372,0.061817831,0.066530692,0.092699884,0.04637598,0.020947144,0.013791792,0,0.063610493,0.053831273,0.089173349,0.03242032,0.024257126,0.009986447,0,0.034703652,0.042135,0.076946973,0.060010716,0.01140942,0.017589522,0,0.023769625,0.044790699,0.064258175,0.038571429,0.008081672,0.012360205,0,0,0.029474335,0.051391863,0.041391615,0.005229317,0.01711413,0,0,0.028048157,0.053761522,0.009032457,0.00190157,0.00380314,0,0,0,0.007144388,0.012360205,0.001426177,0.006180102,0,0,0,0.003332381,0.00950785,0.002852355,0,0,0,0,0.00380314,0.014737167,0,0
