Time,qrad
[s],[kW]
0.4,0.04190181518151815
0.6,0.04245564257918329
0.8,0.043003300330033
1.0,0.04323198364612581
1.2,0.04407733609181814
1.4,0.04434551253632826
1.6,0.044308765578050344
1.8,0.04470439879808877
2.0,0.04498172503817546
2.2,0.045181247229200534
2.4,0.04573658933057485
2.6,0.04603986256834639
2.8,0.04615514014087976
3.0,0.046706824786956314
3.2,0.04707430668439978
3.4,0.04728050342347668
3.6,0.047705039160632484
3.8,0.04808098123245161
4.0,0.048202416137136106
4.2,0.048644093887000646
4.4,0.04901538101571352
4.6,0.04941208561154623
4.8,0.049991207329688196
5.0,0.050147394217033646
5.2,0.050278237525245066
5.4,0.05057205310083247
5.6,0.05115554652480174
5.8,0.05132550120683711
6.0,0.05175848480370425
6.2,0.05216165459829566
6.4,0.0524447441012758
6.6,0.052758066105117976
6.8,0.053019912812176745
7.0,0.05337043741687602
7.2,0.0538539480813753
7.4,0.0537839022708241
7.6,0.05420281020639378
7.8,0.05466857543963352
8.0,0.05484277868085316
8.2,0.0553675681000936
8.4,0.05555721393034826
8.6,0.056049024678587266
8.8,0.05652430914733265
9.0,0.05702725235210089
9.2,0.05706525540613763
9.4,0.0576810255652431
9.6,0.05771033446628245
9.8,0.058313001822570314
10.0,0.05793827890251712
10.2,0.05921947194719472
10.4,0.05877614403231369
10.6,0.05975365745529778
10.8,0.05958807447908971
11.0,0.06012411950150239
11.2,0.060474767252844695
11.4,0.060949238953746133
11.6,0.060951886606571117
11.8,0.06140292350130536
12.0,0.0613818407960199
12.2,0.06224927343480618
12.4,0.06220148022264913
12.6,0.06272168858676913
12.8,0.06307159745825329
13.0,0.06349937195212059
13.2,0.06282390030047781
13.4,0.06437888527658736
13.6,0.06449699522191026
13.8,0.06396758780355648
14.0,0.0640618196147973
14.2,0.06580662282646176
14.4,0.06512652086104134
14.6,0.0639797300625585
14.8,0.06560506871582682
15.0,0.0688331855573617
15.2,0.06601318900546771
15.4,0.06503536771587608
15.6,0.0670765356386385
15.8,0.06843517560711296
16.0,0.06628481355598247
16.2,0.06751139106447959
16.4,0.06890892074282055
0.2,0.04167515147037092
16.6,0.06907676961726024
16.8,0.06821686123836264
17.0,0.06822486577015911
17.2,0.07019293384562338
17.4,0.07008467563174228
17.6,0.06946310526575046
17.8,0.06918021279739915
18.0,0.06947487808482342
18.2,0.07022054332298902
18.4,0.07248237771538349
18.6,0.06988116348948328
18.8,0.07213936505590858
19.0,0.07150855869169007
19.2,0.07191690064528843
19.4,0.07021346239101522
19.6,0.07333405989852718
19.8,0.07134053741195015
20.0,0.07346746465691346
20.2,0.07350072656519384
20.4,0.07087500615733217
20.6,0.07296699669966998
20.8,0.07451467907984828
21.0,0.0773030392591498
21.2,0.07263298605980001
21.4,0.07620155411063495
21.6,0.07571130732476233
21.8,0.07626593517560712
22.0,0.0753014137234619
22.2,0.07530630264518991
22.4,0.07389140929018276
22.6,0.08073660164523916
22.8,0.08142334121471849
23.0,0.07616495492832866
23.2,0.07456204127875475
23.4,0.08032511945224373
23.6,0.08455807595684943
23.8,0.07889591645731737
24.0,0.07836179252253585
24.2,0.07872684843111177
24.4,0.08380615486921827
24.6,0.07847354810107877
24.8,0.07866252893946112
25.0,0.07762724742623517
25.2,0.08301129254716517
25.4,0.09077012216146989
25.6,0.08080747253829862
25.8,0.08202227722772278
26.0,0.08950252450618197
26.2,0.08293921481700409
26.4,0.07784838185311069
26.6,0.07821417664154476
26.8,0.0877811191566918
27.0,0.09390055908575932
27.2,0.08341991773804247
27.4,0.07759340672873258
27.6,0.0955295059356682
27.8,0.09355167233141226
28.0,0.08530892566868628
28.2,0.07653397615880991
28.4,0.09310286439091671
28.6,0.10157625240135955
28.8,0.08660546278508448
29.0,0.08045398009950248
29.2,0.09640273878134083
29.4,0.09110304911088124
29.6,0.09042895670164032
29.8,0.079801906310034
30.0,0.10253970247771046
30.2,0.10539622432392494
30.4,0.08821183685532732
30.6,0.08579998522240284
30.8,0.103224779567509
31.0,0.0985010960051229
31.2,0.08489240677799123
31.4,0.0840602063937737
31.6,0.10839038717304568
31.8,0.10347852322545688
32.0,0.08492424018521257
32.2,0.0852187946406581
32.4,0.11286035170681248
32.6,0.10701342298408947
32.8,0.08575240135953895
33.0,0.09502929658637506
