cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_Soot
 2.5000000E-001, 5.9352145E+002, 5.7495435E+002, 3.6771272E-003, 1.6703793E+002, 2.0125722E+002, 7.5684383E-002, 1.1945070E-003, 3.3498119E-002, 3.7326499E-002, 4.1378906E-001, 9.7512591E-002, 2.9275685E-002, 3.8008462E-001, 2.4322819E-003
 7.5000000E-001, 7.8366420E+002, 7.7851678E+002, 2.4784602E-002, 1.8897003E+002, 2.4116931E+002, 1.2734590E-001, 4.0111785E-003, 4.2124790E-002, 4.1560393E-002, 2.9282479E-001, 1.1521957E-001, 3.2596387E-002, 4.6351379E-001, 2.8515141E-003
 1.2500000E+000, 8.8394470E+002, 8.8620489E+002, 6.4156111E-002, 2.0308361E+002, 2.6645186E+002, 1.6716607E-001, 5.8623437E-003, 4.6765763E-002, 4.2808164E-002, 2.3418442E-001, 1.2332471E-001, 3.3575030E-002, 5.0508581E-001, 3.0234309E-003
 1.7500000E+000, 9.4814759E+002, 9.5577546E+002, 1.1381654E-001, 2.0773463E+002, 2.7842484E+002, 1.9754647E-001, 7.4356355E-003, 4.9730236E-002, 4.3054726E-002, 1.9915702E-001, 1.2774672E-001, 3.3768412E-002, 5.3066515E-001, 3.0952023E-003
 2.2500000E+000, 9.9276189E+002, 1.0040259E+003, 1.1381654E-001, 2.0673446E+002, 2.8282121E+002, 1.9754647E-001, 9.0566410E-003, 5.1777920E-002, 4.2836034E-002, 1.7544608E-001, 1.3027254E-001, 3.3596889E-002, 5.4861467E-001, 3.1162134E-003
 2.7500000E+000, 1.0270590E+003, 1.0417828E+003, 2.3621445E-001, 2.0547123E+002, 2.8552972E+002, 2.4222846E-001, 1.0635495E-002, 5.3385081E-002, 4.2394794E-002, 1.5747586E-001, 1.3188735E-001, 3.3250819E-002, 5.6265789E-001, 3.1113545E-003
 3.2500000E+000, 1.0554095E+003, 1.0734463E+003, 3.0607075E-001, 2.0219307E+002, 2.8443109E+002, 2.6547245E-001, 1.2082141E-002, 5.4764230E-002, 4.1851833E-002, 1.4289935E-001, 1.3304713E-001, 3.2824967E-002, 5.7432410E-001, 3.0935127E-003
 3.7500000E+000, 1.0812767E+003, 1.1020271E+003, 3.8275015E-001, 1.9793755E+002, 2.8273664E+002, 2.8967807E-001, 1.3313975E-002, 5.6011854E-002, 4.1297187E-002, 1.3057562E-001, 1.3400685E-001, 3.2389950E-002, 5.8430709E-001, 3.0712821E-003
 4.2500000E+000, 1.1060300E+003, 1.1296552E+003, 4.6513656E-001, 1.9562470E+002, 2.8334945E+002, 3.1224662E-001, 1.4310496E-002, 5.7270040E-002, 4.0662317E-002, 1.1991140E-001, 1.3486519E-001, 3.1892013E-002, 5.9311553E-001, 3.0399249E-003
 4.7500000E+000, 1.1285709E+003, 1.1548773E+003, 5.5185672E-001, 1.9447437E+002, 2.8496070E+002, 3.3590858E-001, 1.5237255E-002, 5.8443616E-002, 3.9994107E-002, 1.1057105E-001, 1.3556039E-001, 3.1367927E-002, 6.0098368E-001, 3.0034343E-003
 5.2500000E+000, 1.1488781E+003, 1.1774432E+003, 6.4110163E-001, 1.9395241E+002, 2.8757564E+002, 3.5976131E-001, 1.6228769E-002, 5.9433684E-002, 3.9361447E-002, 1.0222751E-001, 1.3605545E-001, 3.0871723E-002, 6.0810349E-001, 2.9678515E-003
 5.7500000E+000, 1.1672380E+003, 1.1977887E+003, 7.3181222E-001, 1.9367430E+002, 2.9081434E+002, 3.8488624E-001, 1.7324117E-002, 6.0307598E-002, 3.8676701E-002, 9.4796899E-002, 1.3632170E-001, 3.0334668E-002, 6.1465465E-001, 2.9264594E-003
 6.2500000E+000, 1.1838836E+003, 1.2161671E+003, 8.2290667E-001, 1.9338486E+002, 2.9407843E+002, 4.1134433E-001, 1.8484152E-002, 6.1094591E-002, 3.7945696E-002, 8.8168502E-002, 1.3640637E-001, 2.9761331E-002, 6.2069903E-001, 2.8797702E-003
 6.7500000E+000, 1.1980929E+003, 1.2317915E+003, 9.1321568E-001, 1.9211374E+002, 2.9578985E+002, 4.3965823E-001, 1.9808458E-002, 6.1746665E-002, 3.7173715E-002, 8.2239477E-002, 1.3625317E-001, 2.9155855E-002, 6.2633370E-001, 2.8285327E-003
 7.2500000E+000, 1.2096746E+003, 1.2443417E+003, 1.0013716E+000, 1.9020051E+002, 2.9634887E+002, 4.7061442E-001, 2.1311551E-002, 6.2271825E-002, 3.6357021E-002, 7.6900559E-002, 1.3586814E-001, 2.8515311E-002, 6.3164677E-001, 2.7727507E-003
 7.7500000E+000, 1.2195264E+003, 1.2548283E+003, 1.0882708E+000, 1.8854422E+002, 2.9727577E+002, 5.0196387E-001, 2.2904192E-002, 6.2721211E-002, 3.5499287E-002, 7.2108100E-002, 1.3532448E-001, 2.7842578E-002, 6.3663951E-001, 2.7126095E-003
 8.2500000E+000, 1.2280487E+003, 1.2637252E+003, 1.1735484E+000, 1.8636218E+002, 2.9794774E+002, 5.3302188E-001, 2.4560390E-002, 6.3118953E-002, 3.4599502E-002, 6.7785934E-002, 1.3465325E-001, 2.7136865E-002, 6.4136089E-001, 2.6482206E-003
 8.7500000E+000, 1.2347782E+003, 1.2704682E+003, 1.2559751E+000, 1.8363342E+002, 2.9807122E+002, 5.6534592E-001, 2.6372072E-002, 6.3391829E-002, 3.3696012E-002, 6.3827412E-002, 1.3380935E-001, 2.6428245E-002, 6.4586802E-001, 2.5829210E-003
 9.2500000E+000, 1.2393347E+003, 1.2743453E+003, 1.2559751E+000, 1.8088845E+002, 2.9873879E+002, 5.6534592E-001, 2.8437858E-002, 6.3489339E-002, 3.2793247E-002, 6.0162534E-002, 1.3273190E-001, 2.5720194E-002, 6.5023488E-001, 2.5171922E-003
 9.7500000E+000, 1.2422668E+003, 1.2759402E+003, 1.4104030E+000, 1.7917662E+002, 3.0151457E+002, 6.3808264E-001, 3.0718008E-002, 6.3416325E-002, 3.1915670E-002, 5.6748430E-002, 1.3146062E-001, 2.5031898E-002, 6.5445107E-001, 2.4531832E-003
 1.0250000E+001, 1.2438878E+003, 1.2760083E+003, 1.4839192E+000, 1.7947342E+002, 3.0589723E+002, 6.7485461E-001, 3.3085907E-002, 6.3238257E-002, 3.1073251E-002, 5.3547246E-002, 1.3009628E-001, 2.4371177E-002, 6.5849509E-001, 2.3915337E-003
 1.0750000E+001, 1.2449735E+003, 1.2755179E+003, 1.5553577E+000, 1.8050766E+002, 3.1079381E+002, 7.1122764E-001, 3.5455957E-002, 6.3066085E-002, 3.0194565E-002, 5.0568006E-002, 1.2868978E-001, 2.3682012E-002, 6.6242310E-001, 2.3264360E-003
 1.1250000E+001, 1.2451403E+003, 1.2737556E+003, 1.6245607E+000, 1.8224086E+002, 3.1682733E+002, 7.4657182E-001, 3.7921623E-002, 6.2816290E-002, 2.9319233E-002, 4.7775638E-002, 1.2718376E-001, 2.2995477E-002, 6.6623911E-001, 2.2612498E-003
