cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 6.9250000E+001, 4.2333412E+002, 1.9515700E-001, 7.7956741E-003, 2.4644649E-005, 7.7351409E-006, 1.4508027E-002, 1.9329136E-005, 7.8248276E-001, 1.9105007E-006
 6.9750000E+001, 4.2195096E+002, 1.9528633E-001, 7.7273957E-003, 2.1109245E-005, 6.6233655E-006, 1.4412394E-002, 1.6556271E-005, 7.8252545E-001, 1.6332094E-006
 7.0250000E+001, 4.2056438E+002, 1.9541425E-001, 7.6598510E-003, 1.7589025E-005, 5.8141126E-006, 1.4317756E-002, 1.3795314E-005, 7.8256749E-001, 1.3582412E-006
 7.0750000E+001, 4.1917576E+002, 1.9554067E-001, 7.5924392E-003, 1.4806641E-005, 5.2559347E-006, 1.4224293E-002, 1.1613052E-005, 7.8260802E-001, 1.1426077E-006
 7.1250000E+001, 4.1778981E+002, 1.9566469E-001, 7.5256023E-003, 1.2842784E-005, 4.8141469E-006, 1.4132703E-002, 1.0072772E-005, 7.8264675E-001, 9.9087194E-007
 7.1750000E+001, 4.1643167E+002, 1.9578599E-001, 7.4598854E-003, 1.1298466E-005, 4.4582449E-006, 1.4043171E-002, 8.8615420E-006, 7.8268412E-001, 8.7165364E-007
 7.2250000E+001, 4.1510008E+002, 1.9590391E-001, 7.3957753E-003, 1.0034640E-005, 4.1606272E-006, 1.3956156E-002, 7.8703057E-006, 7.8272013E-001, 7.7435987E-007
 7.2750000E+001, 4.1378285E+002, 1.9602021E-001, 7.3323843E-003, 8.9670924E-006, 3.8724607E-006, 1.3870364E-002, 7.0330137E-006, 7.8275541E-001, 6.9253098E-007
 7.3250000E+001, 4.1248548E+002, 1.9613520E-001, 7.2696075E-003, 8.0313226E-006, 3.5342536E-006, 1.3785568E-002, 6.2990766E-006, 7.8279019E-001, 6.2103468E-007
 7.3750000E+001, 4.1121444E+002, 1.9624942E-001, 7.2071442E-003, 7.2230466E-006, 3.1372430E-006, 1.3701362E-002, 5.6651346E-006, 7.8282463E-001, 5.5943977E-007
 7.4250000E+001, 4.0994501E+002, 1.9636464E-001, 7.1440247E-003, 6.5324487E-006, 2.7278369E-006, 1.3616442E-002, 5.1234891E-006, 7.8285923E-001, 5.0674156E-007
 7.4750000E+001, 4.0866393E+002, 1.9648174E-001, 7.0797701E-003, 5.9429049E-006, 2.3328968E-006, 1.3530148E-002, 4.6611019E-006, 7.8289424E-001, 4.6162251E-007
 7.5250000E+001, 4.0737810E+002, 1.9659991E-001, 7.0148405E-003, 5.4435639E-006, 1.9596906E-006, 1.3443078E-002, 4.2694619E-006, 7.8292943E-001, 4.2326032E-007
 7.5750000E+001, 4.0608423E+002, 1.9671928E-001, 6.9491954E-003, 4.9998315E-006, 1.5905340E-006, 1.3355132E-002, 3.9214365E-006, 7.8296490E-001, 3.8894151E-007
 7.6250000E+001, 4.0481823E+002, 1.9683557E-001, 6.8852373E-003, 4.5763436E-006, 1.2401468E-006, 1.3269457E-002, 3.5892891E-006, 7.8299944E-001, 3.5586926E-007
 7.6750000E+001, 4.0359444E+002, 1.9694864E-001, 6.8230774E-003, 4.1235290E-006, 9.2277607E-007, 1.3186136E-002, 3.2341404E-006, 7.8303305E-001, 3.2024426E-007
 7.7250000E+001, 4.0240827E+002, 1.9705890E-001, 6.7624882E-003, 3.6515872E-006, 6.6951706E-007, 1.3104878E-002, 2.8639899E-006, 7.8306583E-001, 2.8309153E-007
 7.7750000E+001, 4.0124882E+002, 1.9716761E-001, 6.7027000E-003, 3.2356974E-006, 4.8995160E-007, 1.3024761E-002, 2.5378019E-006, 7.8309803E-001, 2.5046704E-007
 7.8250000E+001, 4.0012371E+002, 1.9727414E-001, 6.6440562E-003, 2.8814389E-006, 3.6119542E-007, 1.2946251E-002, 2.2599521E-006, 7.8312949E-001, 2.2273869E-007
 7.8750000E+001, 3.9901526E+002, 1.9737970E-001, 6.5859685E-003, 2.5028258E-006, 2.5162376E-007, 1.2868447E-002, 1.9630006E-006, 7.8316068E-001, 1.9308865E-007
 7.9250000E+001, 3.9793285E+002, 1.9748210E-001, 6.5297608E-003, 1.9739731E-006, 1.6039072E-007, 1.2792942E-002, 1.5482142E-006, 7.8319113E-001, 1.5162335E-007
 7.9750000E+001, 3.9687183E+002, 1.9758174E-001, 6.4751821E-003, 1.3330751E-006, 9.5971312E-008, 1.2719452E-002, 1.0455491E-006, 7.8322089E-001, 1.0161887E-007
 8.0250000E+001, 3.9584269E+002, 1.9767742E-001, 6.4226598E-003, 8.3659891E-007, 5.8370071E-008, 1.2648894E-002, 6.5615600E-007, 7.8324931E-001, 6.3272659E-008
 8.0750000E+001, 3.9485150E+002, 1.9776823E-001, 6.3726352E-003, 5.6166134E-007, 4.1277769E-008, 1.2581959E-002, 4.4051869E-007, 7.8327602E-001, 4.2278178E-008
 8.1250000E+001, 3.9391741E+002, 1.9785360E-001, 6.3254733E-003, 4.4651463E-007, 3.5519363E-008, 1.2519050E-002, 3.5020755E-007, 7.8330095E-001, 3.3569954E-008
 8.1750000E+001, 3.9302223E+002, 1.9793525E-001, 6.2803054E-003, 4.0527812E-007, 3.4097698E-008, 1.2458893E-002, 3.1786519E-007, 7.8332471E-001, 3.0474637E-008
 8.2250000E+001, 3.9215091E+002, 1.9801543E-001, 6.2359276E-003, 3.8931062E-007, 3.3622070E-008, 1.2399823E-002, 3.0534166E-007, 7.8334801E-001, 2.9288230E-008
 8.2750000E+001, 3.9131232E+002, 1.9809283E-001, 6.1930845E-003, 3.8142116E-007, 3.2980108E-008, 1.2342805E-002, 2.9915385E-007, 7.8337049E-001, 2.8715611E-008
 8.3250000E+001, 3.9050193E+002, 1.9816816E-001, 6.1513838E-003, 3.7479103E-007, 3.1690909E-008, 1.2287309E-002, 2.9395375E-007, 7.8339237E-001, 2.8239558E-008
 8.3750000E+001, 3.8971070E+002, 1.9824121E-001, 6.1109501E-003, 3.6432957E-007, 2.9851587E-008, 1.2233494E-002, 2.8574869E-007, 7.8341360E-001, 2.7469669E-008
 8.4250000E+001, 3.8893471E+002, 1.9831222E-001, 6.0716478E-003, 3.4913604E-007, 2.7768125E-008, 1.2181178E-002, 2.7383219E-007, 7.8343424E-001, 2.6333871E-008
 8.4750000E+001, 3.8816956E+002, 1.9838210E-001, 6.0329746E-003, 3.3026789E-007, 2.5405662E-008, 1.2129694E-002, 2.5903364E-007, 7.8345455E-001, 2.4913278E-008
 8.5250000E+001, 3.8742219E+002, 1.9844955E-001, 5.9956520E-003, 3.0682848E-007, 2.2826726E-008, 1.2080001E-002, 2.4064978E-007, 7.8347416E-001, 2.3141500E-008
 8.5750000E+001, 3.8668558E+002, 1.9851616E-001, 5.9588004E-003, 2.8082101E-007, 2.0285906E-008, 1.2030931E-002, 2.2025177E-007, 7.8349354E-001, 2.1172270E-008
 8.6250000E+001, 3.8595326E+002, 1.9858207E-001, 5.9223321E-003, 2.5445473E-007, 1.7963204E-008, 1.1982370E-002, 1.9957234E-007, 7.8351271E-001, 1.9175708E-008
 8.6750000E+001, 3.8521816E+002, 1.9864842E-001, 5.8856221E-003, 2.2842731E-007, 1.5853695E-008, 1.1933489E-002, 1.7915867E-007, 7.8353200E-001, 1.7206665E-008
 8.7250000E+001, 3.8448616E+002, 1.9871494E-001, 5.8488130E-003, 2.0238209E-007, 1.3874677E-008, 1.1884476E-002, 1.5873105E-007, 7.8355135E-001, 1.5238743E-008
 8.7750000E+001, 3.8377674E+002, 1.9877899E-001, 5.8133771E-003, 1.7643795E-007, 1.1993940E-008, 1.1837289E-002, 1.3838270E-007, 7.8356998E-001, 1.3280545E-008
 8.8250000E+001, 3.8308501E+002, 1.9884193E-001, 5.7785530E-003, 1.5179947E-007, 1.0213911E-008, 1.1790919E-002, 1.1905841E-007, 7.8358829E-001, 1.1422082E-008
 8.8750000E+001, 3.8241589E+002, 1.9890221E-001, 5.7452001E-003, 1.2896412E-007, 8.6219791E-009, 1.1746509E-002, 1.0114833E-007, 7.8360582E-001, 9.7005415E-009
 8.9250000E+001, 3.8176186E+002, 1.9896075E-001, 5.7128067E-003, 1.0848066E-007, 7.1711117E-009, 1.1703379E-002, 8.5082871E-008, 7.8362284E-001, 8.1572451E-009
 8.9750000E+001, 3.8112895E+002, 1.9901732E-001, 5.6815040E-003, 9.0189688E-008, 5.8868430E-009, 1.1661702E-002, 7.0737010E-008, 7.8363929E-001, 6.7795762E-009
 9.0250000E+001, 3.8049561E+002, 1.9907427E-001, 5.6499892E-003, 7.4251673E-008, 4.7205789E-009, 1.1619747E-002, 5.8236607E-008, 7.8365584E-001, 5.5793677E-009
 9.0750000E+001, 3.7988018E+002, 1.9913028E-001, 5.6189920E-003, 6.0138789E-008, 3.7043861E-009, 1.1578483E-002, 4.7167678E-008, 7.8367212E-001, 4.5171893E-009
 9.1250000E+001, 3.7927657E+002, 1.9918518E-001, 5.5886067E-003, 4.8419178E-008, 2.8742102E-009, 1.1538037E-002, 3.7975826E-008, 7.8368808E-001, 3.6356619E-009
 9.1750000E+001, 3.7870251E+002, 1.9923810E-001, 5.5593163E-003, 3.9121912E-008, 2.2488067E-009, 1.1499050E-002, 3.0683853E-008, 7.8370346E-001, 2.9365121E-009
 9.2250000E+001, 3.7813396E+002, 1.9929034E-001, 5.5303970E-003, 3.1835418E-008, 1.7879357E-009, 1.1460561E-002, 2.4968955E-008, 7.8371863E-001, 2.3888201E-009
 9.2750000E+001, 3.7757845E+002, 1.9934202E-001, 5.5017902E-003, 2.6112651E-008, 1.4313846E-009, 1.1422489E-002, 2.0480510E-008, 7.8373365E-001, 1.9589516E-009
 9.3250000E+001, 3.7703398E+002, 1.9939264E-001, 5.4737702E-003, 2.1712325E-008, 1.1555710E-009, 1.1385199E-002, 1.7029275E-008, 7.8374835E-001, 1.6286020E-009
 9.3750000E+001, 3.7650230E+002, 1.9944260E-001, 5.4461130E-003, 1.8126671E-008, 9.3281944E-010, 1.1348394E-002, 1.4216997E-008, 7.8376286E-001, 1.3595265E-009
 9.4250000E+001, 3.7596232E+002, 1.9949277E-001, 5.4183361E-003, 1.5161914E-008, 7.5155187E-010, 1.1311430E-002, 1.1891697E-008, 7.8377743E-001, 1.1371117E-009
 9.4750000E+001, 3.7542755E+002, 1.9954314E-001, 5.3904505E-003, 1.2628491E-008, 6.0349422E-010, 1.1274322E-002, 9.9046988E-009, 7.8379206E-001, 9.4703917E-010
 9.5250000E+001, 3.7487965E+002, 1.9959364E-001, 5.3624963E-003, 1.0485877E-008, 4.8450889E-010, 1.1237123E-002, 8.2242173E-009, 7.8380672E-001, 7.8626540E-010
 9.5750000E+001, 3.7434133E+002, 1.9964420E-001, 5.3345054E-003, 8.6117735E-009, 3.8602743E-010, 1.1199876E-002, 6.7543321E-009, 7.8382140E-001, 6.4563173E-010
 9.6250000E+001, 3.7378952E+002, 1.9969577E-001, 5.3059515E-003, 6.9860774E-009, 3.0611814E-010, 1.1161880E-002, 5.4792764E-009, 7.8383638E-001, 5.2362882E-010
 9.6750000E+001, 3.7324080E+002, 1.9974778E-001, 5.2771582E-003, 5.6625835E-009, 2.4406788E-010, 1.1123566E-002, 4.4412420E-009, 7.8385148E-001, 4.2431471E-010
 9.7250000E+001, 3.7269772E+002, 1.9979920E-001, 5.2486901E-003, 4.5842331E-009, 1.9503457E-010, 1.1085685E-002, 3.5954770E-009, 7.8386641E-001, 3.4341716E-010
 9.7750000E+001, 3.7217116E+002, 1.9985004E-001, 5.2205472E-003, 3.7328259E-009, 1.5698287E-010, 1.1048237E-002, 2.9277066E-009, 7.8388117E-001, 2.7955635E-010
 9.8250000E+001, 3.7164897E+002, 1.9990079E-001, 5.1924503E-003, 3.0972978E-009, 1.2842784E-010, 1.1010850E-002, 2.4292532E-009, 7.8389591E-001, 2.3190740E-010
 9.8750000E+001, 3.7114604E+002, 1.9994983E-001, 5.1652949E-003, 2.5681858E-009, 1.0518435E-010, 1.0974717E-002, 2.0142634E-009, 7.8391015E-001, 1.9224262E-010
 9.9250000E+001, 3.7066038E+002, 1.9999757E-001, 5.1388683E-003, 2.1547576E-009, 8.7025924E-011, 1.0939553E-002, 1.6900060E-009, 7.8392401E-001, 1.6125912E-010
 9.9750000E+001, 3.7019085E+002, 2.0004304E-001, 5.1136891E-003, 1.7849085E-009, 7.1512795E-011, 1.0906049E-002, 1.3999282E-009, 7.8393721E-001, 1.3354578E-010
