cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 9.2954545E+000, 1.1263771E+003, 1.1429712E+003, 1.5363549E+000, 2.0715760E+002, 2.2675987E+002, 4.5223855E-001, 1.2137410E-002, 3.5522858E-002, 4.0374589E-002, 1.9759567E-001, 1.4638175E-001, 4.1623288E-002, 5.2497699E-001, 6.4981374E-004
 1.0300505E+001, 1.1482025E+003, 1.1655923E+003, 1.7278333E+000, 2.0821696E+002, 2.2965831E+002, 5.0637009E-001, 1.4587648E-002, 3.6500127E-002, 3.9673516E-002, 1.8200641E-001, 1.4713547E-001, 4.0900532E-002, 5.3783294E-001, 6.3424468E-004
 1.1305556E+001, 1.1681574E+003, 1.1863208E+003, 1.9098528E+000, 2.1065812E+002, 2.3410296E+002, 5.6027681E-001, 1.7074291E-002, 3.7444703E-002, 3.8833211E-002, 1.6786315E-001, 1.4756875E-001, 4.0034238E-002, 5.4984719E-001, 6.1699070E-004
 1.2310606E+001, 1.1856224E+003, 1.2044664E+003, 2.0819848E+000, 2.1253761E+002, 2.3774268E+002, 6.1328049E-001, 1.9673209E-002, 3.8270274E-002, 3.7934924E-002, 1.5497018E-001, 1.4765570E-001, 3.9108169E-002, 5.6108394E-001, 5.9930177E-004
 1.3315657E+001, 1.2005482E+003, 1.2199266E+003, 2.2434624E+000, 2.1401958E+002, 2.4089103E+002, 6.6517945E-001, 2.2417337E-002, 3.8987169E-002, 3.6957873E-002, 1.4325157E-001, 1.4738000E-001, 3.8100900E-002, 5.7163512E-001, 5.8086581E-004
 1.4320707E+001, 1.2124929E+003, 1.2321074E+003, 2.3938067E+000, 2.1608620E+002, 2.4506277E+002, 7.1744074E-001, 2.5430144E-002, 3.9577571E-002, 3.5892788E-002, 1.3239063E-001, 1.4669066E-001, 3.7002875E-002, 5.8178190E-001, 5.6141981E-004
 1.5325758E+001, 1.2213573E+003, 1.2409616E+003, 2.5333372E+000, 2.1940740E+002, 2.5055761E+002, 7.6714613E-001, 2.8477206E-002, 4.0048468E-002, 3.4830241E-002, 1.2260363E-001, 1.4576319E-001, 3.5907465E-002, 5.9117289E-001, 5.4243835E-004
 1.6330808E+001, 1.2291392E+003, 1.2487171E+003, 2.6623748E+000, 2.2449658E+002, 2.5786309E+002, 8.1786377E-001, 3.1535097E-002, 4.0475476E-002, 3.3742181E-002, 1.1346153E-001, 1.4469989E-001, 3.4785754E-002, 6.0014055E-001, 5.2337681E-004
 1.7335859E+001, 1.2347596E+003, 1.2542081E+003, 2.7803675E+000, 2.3027616E+002, 2.6558651E+002, 8.7074004E-001, 3.4707459E-002, 4.0824521E-002, 3.2611816E-002, 1.0498271E-001, 1.4340256E-001, 3.3620428E-002, 6.0872982E-001, 5.0397418E-004
 1.8340909E+001, 1.2380890E+003, 1.2572365E+003, 2.8898148E+000, 2.3710940E+002, 2.7428096E+002, 9.2357231E-001, 3.8020564E-002, 4.1089531E-002, 3.1440040E-002, 9.7097606E-002, 1.4186096E-001, 3.2412413E-002, 6.1699847E-001, 4.8420888E-004
 1.9345960E+001, 1.2397613E+003, 1.2584664E+003, 2.9881927E+000, 2.4456236E+002, 2.8359487E+002, 9.7890783E-001, 4.1441295E-002, 4.1284610E-002, 3.0236004E-002, 8.9731755E-002, 1.4011993E-001, 3.1171138E-002, 6.2497623E-001, 4.6416753E-004
 2.0351010E+001, 1.2399259E+003, 1.2580795E+003, 3.0783469E+000, 2.5215286E+002, 2.9305709E+002, 1.0336320E+000, 4.4934993E-002, 4.1407702E-002, 2.9020055E-002, 8.2886006E-002, 1.3821185E-001, 2.9917583E-002, 6.3262456E-001, 4.4415697E-004
 2.1356061E+001, 1.2383784E+003, 1.2558793E+003, 3.1615583E+000, 2.6054218E+002, 3.0328068E+002, 1.0833521E+000, 4.8461145E-002, 4.1460122E-002, 2.7812549E-002, 7.6553537E-002, 1.3617585E-001, 2.8672731E-002, 6.3990830E-001, 4.2446058E-004
 2.2361111E+001, 1.2351842E+003, 1.2519118E+003, 3.2383028E+000, 2.6950719E+002, 3.1403209E+002, 1.1302753E+000, 5.2015232E-002, 4.1459589E-002, 2.6604291E-002, 7.0653208E-002, 1.3403115E-001, 2.7427104E-002, 6.4689519E-001, 4.0491811E-004
 2.3366162E+001, 1.2303940E+003, 1.2463038E+003, 3.3067361E+000, 2.7896633E+002, 3.2501066E+002, 1.1775778E+000, 5.5647991E-002, 4.1384595E-002, 2.5397388E-002, 6.5150358E-002, 1.3173871E-001, 2.6182874E-002, 6.5362532E-001, 3.8555799E-004
 2.4371212E+001, 1.2239980E+003, 1.2390898E+003, 3.3679344E+000, 2.8840324E+002, 3.3556891E+002, 1.2253487E+000, 5.9322724E-002, 4.1237014E-002, 2.4206636E-002, 6.0064930E-002, 1.2932873E-001, 2.4955295E-002, 6.6005282E-001, 3.6660010E-004
 2.5376263E+001, 1.2160100E+003, 1.2301836E+003, 3.4266696E+000, 2.9796082E+002, 3.4601662E+002, 1.2635848E+000, 6.3076915E-002, 4.1020390E-002, 2.3012631E-002, 5.5358295E-002, 1.2677364E-001, 2.3724362E-002, 6.6624295E-001, 3.4772509E-004
 2.6381313E+001, 1.2066291E+003, 1.2196819E+003, 3.4801377E+000, 3.0707185E+002, 3.5609806E+002, 1.2985709E+000, 6.6875991E-002, 4.0730616E-002, 2.1837970E-002, 5.1031895E-002, 1.2410576E-001, 2.2513371E-002, 6.7215395E-001, 3.2929676E-004
 2.7386364E+001, 1.1962598E+003, 1.2080419E+003, 3.5269477E+000, 3.1539894E+002, 3.6557737E+002, 1.3332519E+000, 7.0650026E-002, 4.0386198E-002, 2.0701653E-002, 4.7050405E-002, 1.2139622E-001, 2.1341911E-002, 6.7776219E-001, 3.1157657E-004
 2.8391414E+001, 1.1848480E+003, 1.1953184E+003, 3.5672415E+000, 3.2331387E+002, 3.7455612E+002, 1.3685344E+000, 7.4425268E-002, 3.9989192E-002, 1.9589522E-002, 4.3396479E-002, 1.1862380E-001, 2.0195383E-002, 6.8310717E-001, 2.9433145E-004
 2.9396465E+001, 1.1724610E+003, 1.1816104E+003, 3.6016387E+000, 3.3075486E+002, 3.8287366E+002, 1.4027384E+000, 7.8173090E-002, 3.9542810E-002, 1.8517103E-002, 4.0030720E-002, 1.1582292E-001, 1.9089797E-002, 6.8818723E-001, 2.7777412E-004
 3.0401515E+001, 1.1591468E+003, 1.1669243E+003, 3.6298719E+000, 3.3749466E+002, 3.9038673E+002, 1.4385823E+000, 8.1895768E-002, 3.9034488E-002, 1.7499182E-002, 3.6939428E-002, 1.1299505E-001, 1.8040393E-002, 6.9299434E-001, 2.6210394E-004
 3.1406566E+001, 1.1451700E+003, 1.1515782E+003, 3.6548667E+000, 3.4380608E+002, 3.9724342E+002, 1.4694588E+000, 8.5558453E-002, 3.8474627E-002, 1.6546368E-002, 3.4082099E-002, 1.1018014E-001, 1.7058112E-002, 6.9753159E-001, 2.4745780E-004
 3.2411616E+001, 1.1310345E+003, 1.1360964E+003, 3.6771140E+000, 3.4989784E+002, 4.0379360E+002, 1.4958181E+000, 8.9134967E-002, 3.7907442E-002, 1.5623820E-002, 3.1436358E-002, 1.0740406E-001, 1.6107031E-002, 7.0184942E-001, 2.3331435E-004
 3.3416667E+001, 1.1165850E+003, 1.1202908E+003, 3.6981489E+000, 3.5527867E+002, 4.0957304E+002, 1.5160200E+000, 9.2643095E-002, 3.7322528E-002, 1.4737101E-002, 2.8976077E-002, 1.0465611E-001, 1.5192888E-002, 7.0596577E-001, 2.1975531E-004
 3.4421717E+001, 1.1015632E+003, 1.1039132E+003, 3.7166112E+000, 3.6042039E+002, 4.1507023E+002, 1.5325096E+000, 9.6136414E-002, 3.6690114E-002, 1.3893579E-002, 2.6692060E-002, 1.0189012E-001, 1.4323277E-002, 7.0989699E-001, 2.0687360E-004
 3.5426768E+001, 1.0855621E+003, 1.0866143E+003, 3.7297789E+000, 3.6497430E+002, 4.1960244E+002, 1.5494919E+000, 9.9577398E-002, 3.6013006E-002, 1.3108519E-002, 2.4594102E-002, 9.9139017E-002, 1.3513937E-002, 7.1360356E-001, 1.9491486E-004
 3.6431818E+001, 1.0693361E+003, 1.0691638E+003, 3.7371931E+000, 3.6924631E+002, 4.2374782E+002, 1.5694447E+000, 1.0295941E-001, 3.5310442E-002, 1.2368949E-002, 2.2629719E-002, 9.6418145E-002, 1.2751494E-002, 7.1713679E-001, 1.8368057E-004
 3.7436869E+001, 1.0529426E+003, 1.0516962E+003, 3.7424665E+000, 3.7267631E+002, 4.2678447E+002, 1.5886657E+000, 1.0625854E-001, 3.4592607E-002, 1.1672932E-002, 2.0823380E-002, 9.3744268E-002, 1.2033950E-002, 7.2047320E-001, 1.7313258E-004
 3.8441919E+001, 1.0365319E+003, 1.0342755E+003, 3.7461895E+000, 3.7537880E+002, 4.2902647E+002, 1.6065549E+000, 1.0949913E-001, 3.3865887E-002, 1.1002488E-002, 1.9156078E-002, 9.1097974E-002, 1.1342771E-002, 7.2365758E-001, 1.6299720E-004
 3.9446970E+001, 1.0204935E+003, 1.0172889E+003, 3.7485480E+000, 3.7722365E+002, 4.3042289E+002, 1.6213446E+000, 1.1262339E-001, 3.3155379E-002, 1.0360427E-002, 1.7613326E-002, 8.8534450E-002, 1.0680852E-002, 7.2667615E-001, 1.5331752E-004
 4.0452020E+001, 1.0045046E+003, 1.0004928E+003, 3.7496704E+000, 3.7851958E+002, 4.3111699E+002, 1.6317527E+000, 1.1565621E-001, 3.2454294E-002, 9.7420115E-003, 1.6191236E-002, 8.6031667E-002, 1.0043311E-002, 7.2954649E-001, 1.4401943E-004
 4.1457071E+001, 9.8837854E+002, 9.8370679E+002, 3.7488236E+000, 3.7942528E+002, 4.3122490E+002, 1.6389677E+000, 1.1860997E-001, 3.1744835E-002, 9.1638174E-003, 1.4866669E-002, 8.3583907E-002, 9.4472344E-003, 7.3226866E-001, 1.3533781E-004
 4.2462121E+001, 9.7244879E+002, 9.6717571E+002, 3.7455803E+000, 3.8047788E+002, 4.3147714E+002, 1.6454255E+000, 1.2143790E-001, 3.1045382E-002, 8.6294106E-003, 1.3636396E-002, 8.1234268E-002, 8.8962996E-003, 7.3482380E-001, 1.2731117E-004
 4.3467172E+001, 9.5713817E+002, 9.5127339E+002, 3.7433747E+000, 3.8156802E+002, 4.3187708E+002, 1.6459208E+000, 1.2412742E-001, 3.0376825E-002, 8.1229610E-003, 1.2485078E-002, 7.8996121E-002, 8.3741866E-003, 7.3723827E-001, 1.1970227E-004
 4.4472222E+001, 9.4195645E+002, 9.3554073E+002, 3.7394014E+000, 3.8250978E+002, 4.3207210E+002, 1.6471888E+000, 1.2675505E-001, 2.9714969E-002, 7.6331854E-003, 1.1405902E-002, 7.6800969E-002, 7.8692633E-003, 7.3955835E-001, 1.1234018E-004
 4.5477273E+001, 9.2664540E+002, 9.1970720E+002, 3.7354157E+000, 3.8285692E+002, 4.3164087E+002, 1.6446271E+000, 1.2936160E-001, 2.9042682E-002, 7.1588606E-003, 1.0395916E-002, 7.4612430E-002, 7.3802687E-003, 7.4180223E-001, 1.0521730E-004
 4.6482323E+001, 9.1087623E+002, 9.0340652E+002, 3.7282138E+000, 3.8265318E+002, 4.3065815E+002, 1.6425765E+000, 1.3200324E-001, 2.8343879E-002, 6.6890949E-003, 9.4563540E-003, 7.2378867E-002, 6.8959741E-003, 7.4400272E-001, 9.8186999E-005
 4.7487374E+001, 8.9504875E+002, 8.8708714E+002, 3.7159362E+000, 3.8191468E+002, 4.2910577E+002, 1.6417421E+000, 1.3462283E-001, 2.7639596E-002, 6.2299228E-003, 8.5828930E-003, 7.0153103E-002, 6.4226008E-003, 7.4613496E-001, 9.1339779E-005
 4.8492424E+001, 8.7945952E+002, 8.7106548E+002, 3.7010532E+000, 3.8067765E+002, 4.2699354E+002, 1.6420445E+000, 1.3716863E-001, 2.6950849E-002, 5.7834602E-003, 7.7815198E-003, 6.7980862E-002, 5.9623302E-003, 7.4817361E-001, 8.4700254E-005
 4.9497475E+001, 8.6424180E+002, 8.5542386E+002, 3.6836610E+000, 3.7938004E+002, 4.2487809E+002, 1.6427192E+000, 1.3961267E-001, 2.6284045E-002, 5.3570446E-003, 7.0509320E-003, 6.5888092E-002, 5.5227264E-003, 7.5010040E-001, 7.8368251E-005
 5.0502525E+001, 8.4983182E+002, 8.4066977E+002, 3.6539173E+000, 3.7807385E+002, 4.2272764E+002, 1.6374847E+000, 1.4189214E-001, 2.5663115E-002, 4.9552479E-003, 6.3967267E-003, 6.3930742E-002, 5.1085029E-003, 7.5188324E-001, 7.2408510E-005
 5.1507576E+001, 8.3600382E+002, 8.2658728E+002, 3.6417067E+000, 3.7614086E+002, 4.1992667E+002, 1.6296632E+000, 1.4404782E-001, 2.5074033E-002, 4.5754062E-003, 5.7965922E-003, 6.2076120E-002, 4.7169136E-003, 7.5355588E-001, 6.6787280E-005
 5.2512626E+001, 8.2235071E+002, 8.1281823E+002, 3.6294883E+000, 3.7335785E+002, 4.1614664E+002, 1.6209758E+000, 1.4613312E-001, 2.4493784E-002, 4.2177625E-003, 5.2360644E-003, 6.0278778E-002, 4.3482088E-003, 7.5514734E-001, 6.1500184E-005
 5.3517677E+001, 8.0886468E+002, 7.9929591E+002, 3.6170747E+000, 3.6996965E+002, 4.1166721E+002, 1.6121054E+000, 1.4815373E-001, 2.3918796E-002, 3.8837497E-003, 4.7125059E-003, 5.8534164E-002, 4.0038657E-003, 7.5665972E-001, 5.6560619E-005
 5.4522727E+001, 7.9559240E+002, 7.8600351E+002, 3.6037425E+000, 3.6620644E+002, 4.0689633E+002, 1.6049586E+000, 1.5012799E-001, 2.3342954E-002, 3.5706596E-003, 4.2277188E-003, 5.6825209E-002, 3.6810924E-003, 7.5810168E-001, 5.1936628E-005
 5.5527778E+001, 7.8212378E+002, 7.7258518E+002, 3.5906053E+000, 3.6186143E+002, 4.0141823E+002, 1.5981653E+000, 1.5207648E-001, 2.2759449E-002, 3.2752453E-003, 3.7849297E-003, 5.5132486E-002, 3.3765415E-003, 7.5948232E-001, 4.7588608E-005
 5.6532828E+001, 7.6884338E+002, 7.5938809E+002, 3.5774672E+000, 3.5698266E+002, 3.9540079E+002, 1.5910844E+000, 1.5398377E-001, 2.2181520E-002, 2.9903696E-003, 3.3835500E-003, 5.3469631E-002, 3.0828553E-003, 7.6080554E-001, 4.3407508E-005
 5.7537879E+001, 7.5602915E+002, 7.4664638E+002, 3.5642562E+000, 3.5182681E+002, 3.8917187E+002, 1.5822048E+000, 1.5580214E-001, 2.1613455E-002, 2.7356218E-003, 3.0267822E-003, 5.1880313E-002, 2.8202287E-003, 7.6202745E-001, 3.9671576E-005
 5.8542929E+001, 7.4366218E+002, 7.3435822E+002, 3.5518009E+000, 3.4669615E+002, 3.8307410E+002, 1.5708220E+000, 1.5753284E-001, 2.1057571E-002, 2.5097577E-003, 2.6956209E-003, 5.0366997E-002, 2.5873791E-003, 7.6316359E-001, 3.6349720E-005
 5.9547980E+001, 7.3205598E+002, 7.2283588E+002, 3.5392371E+000, 3.4172123E+002, 3.7725768E+002, 1.5594215E+000, 1.5915329E-001, 2.0539992E-002, 2.2953303E-003, 2.3820734E-003, 4.8950580E-002, 2.3663199E-003, 7.6423353E-001, 3.3186836E-005
 6.0553030E+001, 7.2077202E+002, 7.1166575E+002, 3.5272555E+000, 3.3613077E+002, 3.7079928E+002, 1.5476653E+000, 1.6072120E-001, 2.0037069E-002, 2.0888763E-003, 2.0917805E-003, 4.7577625E-002, 2.1534807E-003, 7.6525819E-001, 3.0153421E-005
 6.1558081E+001, 7.0998144E+002, 7.0102939E+002, 3.5147746E+000, 3.3029192E+002, 3.6402080E+002, 1.5358955E+000, 1.6219987E-001, 1.9554914E-002, 1.9014206E-003, 1.8345294E-003, 4.6280062E-002, 1.9602274E-003, 7.6620364E-001, 2.7408611E-005
 6.2563131E+001, 6.9962153E+002, 6.9089344E+002, 3.5018859E+000, 3.2475280E+002, 3.5751304E+002, 1.5275822E+000, 1.6359280E-001, 1.9097643E-002, 1.7269548E-003, 1.6051610E-003, 4.5055355E-002, 1.7803658E-003, 7.6708237E-001, 2.4851877E-005
 6.3568182E+001, 6.8958959E+002, 6.8109722E+002, 3.4920088E+000, 3.1943711E+002, 3.5124248E+002, 1.5152144E+000, 1.6492296E-001, 1.8658123E-002, 1.5621173E-003, 1.4001110E-003, 4.3883253E-002, 1.6104302E-003, 7.6790933E-001, 2.2439707E-005
 6.4573232E+001, 6.7996473E+002, 6.7169801E+002, 3.4861180E+000, 3.1406333E+002, 3.4499489E+002, 1.4993074E+000, 1.6617875E-001, 1.8237288E-002, 1.4115410E-003, 1.2224207E-003, 4.2773910E-002, 1.4551969E-003, 7.6867238E-001, 2.0243492E-005
 6.5578283E+001, 6.7066756E+002, 6.6262498E+002, 3.4774019E+000, 3.0857436E+002, 3.3867111E+002, 1.4852939E+000, 1.6736671E-001, 1.7829383E-002, 1.2781651E-003, 1.0747407E-003, 4.1721102E-002, 1.3176960E-003, 7.6936828E-001, 1.8306692E-005
 6.6583333E+001, 6.6167648E+002, 6.5383510E+002, 3.4684974E+000, 3.0303450E+002, 3.3236578E+002, 1.4718004E+000, 1.6849833E-001, 1.7433077E-002, 1.1582975E-003, 9.4995993E-004, 4.0715578E-002, 1.1941211E-003, 7.7001083E-001, 1.6571532E-005
 6.7588384E+001, 6.5303465E+002, 6.4536694E+002, 3.4578324E+000, 2.9719217E+002, 3.2583083E+002, 1.4582830E+000, 1.6957733E-001, 1.7049896E-002, 1.0486932E-003, 8.4402929E-004, 3.9754584E-002, 1.0811270E-003, 7.7060830E-001, 1.4992405E-005
 6.8593434E+001, 6.4454588E+002, 6.3704214E+002, 3.4453712E+000, 2.9120653E+002, 3.1913832E+002, 1.4458150E+000, 1.7062307E-001, 1.6670115E-002, 9.5105830E-004, 7.5138974E-004, 3.8821787E-002, 9.8047247E-004, 7.7116942E-001, 1.3588198E-005
 6.9598485E+001, 6.3619941E+002, 6.2885590E+002, 3.4311976E+000, 2.8520890E+002, 3.1240280E+002, 1.4339787E+000, 1.7164489E-001, 1.6291724E-002, 8.6389457E-004, 6.6244778E-004, 3.7910521E-002, 8.9061296E-004, 7.7170622E-001, 1.2330590E-005
 7.0603535E+001, 6.2818088E+002, 6.2099020E+002, 3.4152930E+000, 2.7938743E+002, 3.0585346E+002, 1.4239842E+000, 1.7263315E-001, 1.5925864E-002, 7.7972076E-004, 5.7419299E-004, 3.7029631E-002, 8.0383584E-004, 7.7222682E-001, 1.1110093E-005
 7.1608586E+001, 6.2051908E+002, 6.1344006E+002, 3.4006279E+000, 2.7376991E+002, 2.9951734E+002, 1.4129009E+000, 1.7358049E-001, 1.5576507E-002, 6.9668444E-004, 4.9676533E-004, 3.6183678E-002, 7.1823138E-004, 7.7272370E-001, 9.9091855E-006
 7.2613636E+001, 6.1294473E+002, 6.0599532E+002, 3.3868202E+000, 2.6796170E+002, 2.9297587E+002, 1.4002250E+000, 1.7449673E-001, 1.5229838E-002, 6.2506303E-004, 4.3493618E-004, 3.5363499E-002, 6.4439488E-004, 7.7318405E-001, 8.8831676E-006
 7.3618687E+001, 6.0540013E+002, 5.9860550E+002, 3.3716236E+000, 2.6199378E+002, 2.8632249E+002, 1.3902076E+000, 1.7538899E-001, 1.4882687E-002, 5.6521797E-004, 3.8491649E-004, 3.4563425E-002, 5.8269894E-004, 7.7361264E-001, 8.0293808E-006
 7.4623737E+001, 5.9806155E+002, 5.9139476E+002, 3.3560958E+000, 2.5636532E+002, 2.8010559E+002, 1.3839632E+000, 1.7625137E-001, 1.4540555E-002, 5.1479257E-004, 3.3831432E-004, 3.3790246E-002, 5.3071399E-004, 7.7401632E-001, 7.3059096E-006
 7.5628788E+001, 5.9108147E+002, 5.8453706E+002, 3.3433172E+000, 2.5149939E+002, 2.7468741E+002, 1.3762886E+000, 1.7706165E-001, 1.4216671E-002, 4.7023417E-004, 2.9427581E-004, 3.3064001E-002, 4.8477749E-004, 7.7439223E-001, 6.6635038E-006
 7.6633838E+001, 5.8451066E+002, 5.7809932E+002, 3.3314267E+000, 2.4702130E+002, 2.6971068E+002, 1.3670112E+000, 1.7781734E-001, 1.3915736E-002, 4.2745330E-004, 2.5252235E-004, 3.2386746E-002, 4.4067351E-004, 7.7474484E-001, 6.0446246E-006
 7.7638889E+001, 5.7816778E+002, 5.7191686E+002, 3.3198628E+000, 2.4266999E+002, 2.6488414E+002, 1.3570121E+000, 1.7854637E-001, 1.3626970E-002, 3.8424621E-004, 2.1354728E-004, 3.1733007E-002, 3.9613011E-004, 7.7508653E-001, 5.4182216E-006
 7.8643939E+001, 5.7188889E+002, 5.6582236E+002, 3.3044909E+000, 2.3812917E+002, 2.5989977E+002, 1.3477908E+000, 1.7926698E-001, 1.3341709E-002, 3.4088791E-004, 1.7920172E-004, 3.1085974E-002, 3.5143084E-004, 7.7542210E-001, 4.7929767E-006
 7.9648990E+001, 5.6547902E+002, 5.5959200E+002, 3.2869994E+000, 2.3287233E+002, 2.5420418E+002, 1.3401233E+000, 1.8000196E-001, 1.3045661E-002, 3.0181944E-004, 1.5078468E-004, 3.0425078E-002, 3.1115406E-004, 7.7575318E-001, 4.2352710E-006
 8.0654040E+001, 5.5871498E+002, 5.5305457E+002, 3.2689195E+000, 2.2684622E+002, 2.4761859E+002, 1.3324023E+000, 1.8077140E-001, 1.2732736E-002, 2.6389173E-004, 1.2538951E-004, 2.9732528E-002, 2.7205333E-004, 7.7609294E-001, 3.6972219E-006
 8.1659091E+001, 5.5227261E+002, 5.4681585E+002, 3.2517249E+000, 2.2069743E+002, 2.4089298E+002, 1.3229062E+000, 1.8150687E-001, 1.2432845E-002, 2.2817220E-004, 1.0447401E-004, 2.9069937E-002, 2.3522907E-004, 7.7641463E-001, 3.1920011E-006
 8.2664141E+001, 5.4582143E+002, 5.4061737E+002, 3.2333510E+000, 2.1410377E+002, 2.3366604E+002, 1.3143534E+000, 1.8223852E-001, 1.2132972E-002, 1.9396244E-004, 8.7774507E-005, 2.8410071E-002, 1.9996128E-004, 7.7673007E-001, 2.7098467E-006
 8.3669192E+001, 5.3932844E+002, 5.3438526E+002, 3.2136050E+000, 2.0723852E+002, 2.2617284E+002, 1.3058506E+000, 1.8296662E-001, 1.1831144E-002, 1.6348336E-004, 7.4520553E-005, 2.7752979E-002, 1.6853954E-004, 7.7703709E-001, 2.2825057E-006
 8.4674242E+001, 5.3290595E+002, 5.2820085E+002, 3.1936324E+000, 2.0057844E+002, 2.1890671E+002, 1.2956499E+000, 1.8368064E-001, 1.1529686E-002, 1.3967432E-004, 6.3489117E-005, 2.7108578E-002, 1.4399415E-004, 7.7732913E-001, 1.9512496E-006
 8.5679293E+001, 5.2677863E+002, 5.2229735E+002, 3.1731958E+000, 1.9416366E+002, 2.1188798E+002, 1.2850195E+000, 1.8435597E-001, 1.1240906E-002, 1.2131446E-004, 5.3583387E-005, 2.6499246E-002, 1.2506646E-004, 7.7759974E-001, 1.6952002E-006
 8.6684343E+001, 5.2099998E+002, 5.1672568E+002, 3.1555634E+000, 1.8795016E+002, 2.0513859E+002, 1.2737050E+000, 1.8499000E-001, 1.0969530E-002, 1.0441922E-004, 4.3867608E-005, 2.5927282E-002, 1.0764868E-004, 7.7785367E-001, 1.4574141E-006
 8.7689394E+001, 5.1552858E+002, 5.1141880E+002, 3.1395426E+000, 1.8200454E+002, 1.9871886E+002, 1.2623465E+000, 1.8558871E-001, 1.0712433E-002, 8.9252339E-005, 3.6291813E-005, 2.5386913E-002, 9.2012721E-005, 7.7809132E-001, 1.2452317E-006
 8.8694444E+001, 5.1044362E+002, 5.0645253E+002, 3.1258075E+000, 1.7647105E+002, 1.9280744E+002, 1.2522669E+000, 1.8614290E-001, 1.0472188E-002, 7.7584443E-005, 3.1449713E-005, 2.4886447E-002, 7.9983962E-005, 7.7830678E-001, 1.0835446E-006
 8.9699495E+001, 5.0586884E+002, 5.0195670E+002, 3.1115253E+000, 1.7157717E+002, 1.8763046E+002, 1.2443850E+000, 1.8663808E-001, 1.0256468E-002, 6.8247714E-005, 2.8351021E-005, 2.4439107E-002, 7.0358468E-005, 7.7849704E-001, 9.5443683E-007
 9.0704545E+001, 5.0157429E+002, 4.9772091E+002, 3.0978617E+000, 1.6714284E+002, 1.8300904E+002, 1.2358740E+000, 1.8710078E-001, 1.0054534E-002, 5.9983126E-005, 2.5055278E-005, 2.4021210E-002, 6.1838275E-005, 7.7867454E-001, 8.3929770E-007
