cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 1.8525510E+001, 1.1483418E+003, 3.6801949E-002, 3.7856295E-002, 3.8864040E-002, 7.7462712E-002, 1.4677004E-001, 3.8864040E-002, 6.2338093E-001, 0.0000000E+000
 2.0556122E+001, 1.1561205E+003, 4.0753047E-002, 3.8713595E-002, 3.6751307E-002, 6.8441598E-002, 1.4483802E-001, 3.6751307E-002, 6.3375113E-001, 0.0000000E+000
 2.2586735E+001, 1.1617223E+003, 4.4737536E-002, 3.9464933E-002, 3.4631873E-002, 6.0438802E-002, 1.4267890E-001, 3.4631873E-002, 6.4341608E-001, 0.0000000E+000
 2.4617347E+001, 1.1648894E+003, 4.8907353E-002, 4.0084894E-002, 3.2468739E-002, 5.3327769E-002, 1.4017803E-001, 3.2468739E-002, 6.5256448E-001, 0.0000000E+000
 2.6647959E+001, 1.1657669E+003, 5.3279370E-002, 4.0580768E-002, 3.0260265E-002, 4.6965687E-002, 1.3734765E-001, 3.0260265E-002, 6.6130599E-001, 0.0000000E+000
 2.8678571E+001, 1.1643562E+003, 5.7896852E-002, 4.0934583E-002, 2.8012609E-002, 4.1280503E-002, 1.3416289E-001, 2.8012609E-002, 6.6969995E-001, 0.0000000E+000
 3.0709184E+001, 1.1603476E+003, 6.2729216E-002, 4.1093549E-002, 2.5808273E-002, 3.6237602E-002, 1.3066212E-001, 2.5808273E-002, 6.7766096E-001, 0.0000000E+000
 3.2739796E+001, 1.1537395E+003, 6.7840236E-002, 4.1043526E-002, 2.3642806E-002, 3.1721392E-002, 1.2680983E-001, 2.3642806E-002, 6.8529941E-001, 0.0000000E+000
 3.4770408E+001, 1.1445134E+003, 7.3204172E-002, 4.0753697E-002, 2.1566938E-002, 2.7726373E-002, 1.2263282E-001, 2.1566938E-002, 6.9254906E-001, 0.0000000E+000
 3.6801020E+001, 1.1326454E+003, 7.8807106E-002, 4.0226127E-002, 1.9590336E-002, 2.4210783E-002, 1.1815221E-001, 1.9590336E-002, 6.9942311E-001, 0.0000000E+000
 3.8831633E+001, 1.1185748E+003, 8.4593519E-002, 3.9529534E-002, 1.7673504E-002, 2.1067862E-002, 1.1343682E-001, 1.7673504E-002, 7.0602526E-001, 0.0000000E+000
 4.0862245E+001, 1.1024829E+003, 9.0469464E-002, 3.8669515E-002, 1.5862613E-002, 1.8274373E-002, 1.0857829E-001, 1.5862613E-002, 7.1228313E-001, 0.0000000E+000
 4.2892857E+001, 1.0843154E+003, 9.6431592E-002, 3.7629643E-002, 1.4183380E-002, 1.5789682E-002, 1.0358876E-001, 1.4183380E-002, 7.1819356E-001, 0.0000000E+000
 4.4923469E+001, 1.0652185E+003, 1.0231096E-001, 3.6486153E-002, 1.2640840E-002, 1.3571177E-002, 9.8629340E-002, 1.2640840E-002, 7.2372069E-001, 0.0000000E+000
 4.6954082E+001, 1.0451122E+003, 1.0810857E-001, 3.5274424E-002, 1.1194371E-002, 1.1604020E-002, 9.3699983E-002, 1.1194371E-002, 7.2892426E-001, 0.0000000E+000
 4.8984694E+001, 1.0242571E+003, 1.1370672E-001, 3.4052807E-002, 9.8406183E-003, 9.8646928E-003, 8.8911418E-002, 9.8406183E-003, 7.3378313E-001, 0.0000000E+000
 5.1015306E+001, 1.0025198E+003, 1.1908509E-001, 3.2807573E-002, 8.6080013E-003, 8.3408717E-003, 8.4285763E-002, 8.6080013E-003, 7.3826470E-001, 0.0000000E+000
 5.3045918E+001, 9.7951222E+002, 1.2433053E-001, 3.1507729E-002, 7.4923110E-003, 6.9825379E-003, 7.9754017E-002, 7.4923110E-003, 7.4244057E-001, 0.0000000E+000
 5.5076531E+001, 9.5576691E+002, 1.2936194E-001, 3.0175285E-002, 6.5088050E-003, 5.8082548E-003, 7.5386607E-002, 6.5088050E-003, 7.4625030E-001, 0.0000000E+000
 5.7107143E+001, 9.3151858E+002, 1.3415931E-001, 2.8836258E-002, 5.6380339E-003, 4.8130174E-003, 7.1201621E-002, 5.6380339E-003, 7.4971372E-001, 0.0000000E+000
 5.9137755E+001, 9.0778312E+002, 1.3859590E-001, 2.7578871E-002, 4.8467929E-003, 3.9681606E-003, 6.7317478E-002, 4.8467929E-003, 7.5284600E-001, 0.0000000E+000
 6.1168367E+001, 8.8432203E+002, 1.4277115E-001, 2.6355952E-002, 4.1392933E-003, 3.2588374E-003, 6.3647399E-002, 4.1392933E-003, 7.5568808E-001, 0.0000000E+000
 6.3198980E+001, 8.6117234E+002, 1.4668804E-001, 2.5168594E-002, 3.5167609E-003, 2.6483172E-003, 6.0195845E-002, 3.5167609E-003, 7.5826568E-001, 0.0000000E+000
 6.5229592E+001, 8.3828149E+002, 1.5033495E-001, 2.4021333E-002, 2.9803027E-003, 2.1343591E-003, 5.6973803E-002, 2.9803027E-003, 7.6057495E-001, 0.0000000E+000
 6.7260204E+001, 8.1613752E+002, 1.5373123E-001, 2.2916524E-002, 2.5177585E-003, 1.7084334E-003, 5.3964837E-002, 2.5177585E-003, 7.6264346E-001, 0.0000000E+000
 6.9290816E+001, 7.9469258E+002, 1.5686617E-001, 2.1868849E-002, 2.1179804E-003, 1.3664811E-003, 5.1178865E-002, 2.1179804E-003, 7.6448367E-001, 0.0000000E+000
 7.1321429E+001, 7.7433000E+002, 1.5967921E-001, 2.0908772E-002, 1.7785358E-003, 1.0979937E-003, 4.8672503E-002, 1.7785358E-003, 7.6608445E-001, 0.0000000E+000
 7.3352041E+001, 7.5500273E+002, 1.6220108E-001, 2.0020731E-002, 1.5031537E-003, 8.8709627E-004, 4.6421240E-002, 1.5031537E-003, 7.6746355E-001, 0.0000000E+000
 7.5382653E+001, 7.3645485E+002, 1.6453917E-001, 1.9168118E-002, 1.2791327E-003, 7.2074855E-004, 4.4329938E-002, 1.2791327E-003, 7.6868376E-001, 0.0000000E+000
 7.7413265E+001, 7.1872603E+002, 1.6667062E-001, 1.8377280E-002, 1.0887344E-003, 5.8874600E-004, 4.2420350E-002, 1.0887344E-003, 7.6976553E-001, 0.0000000E+000
 7.9443878E+001, 7.0114467E+002, 1.6869427E-001, 1.7613207E-002, 9.2160118E-004, 4.8115169E-004, 4.0604596E-002, 9.2160118E-004, 7.7076357E-001, 0.0000000E+000
 8.1474490E+001, 6.8370647E+002, 1.7062552E-001, 1.6870760E-002, 7.7609866E-004, 3.9318059E-004, 3.8869594E-002, 7.7609866E-004, 7.7168874E-001, 0.0000000E+000
 8.3505102E+001, 6.6607438E+002, 1.7250748E-001, 1.6131125E-002, 6.5192624E-004, 3.2021947E-004, 3.7177277E-002, 6.5192624E-004, 7.7256004E-001, 0.0000000E+000
 8.5535714E+001, 6.4931288E+002, 1.7426445E-001, 1.5428026E-002, 5.4980231E-004, 2.6149752E-004, 3.5596224E-002, 5.4980231E-004, 7.7335020E-001, 0.0000000E+000
 8.7566327E+001, 6.3320190E+002, 1.7594565E-001, 1.4742238E-002, 4.6649347E-004, 2.1371632E-004, 3.4082437E-002, 4.6649347E-004, 7.7408297E-001, 0.0000000E+000
 8.9596939E+001, 6.1819892E+002, 1.7750419E-001, 1.4101976E-002, 3.9420141E-004, 1.7281939E-004, 3.2678679E-002, 3.9420141E-004, 7.7475393E-001, 0.0000000E+000
 9.1627551E+001, 6.0386129E+002, 1.7898940E-001, 1.3489509E-002, 3.2777926E-004, 1.3640944E-004, 3.1340607E-002, 3.2777926E-004, 7.7538852E-001, 0.0000000E+000
 9.3658163E+001, 5.9083098E+002, 1.8033958E-001, 1.2933883E-002, 2.6590092E-004, 1.0442123E-004, 3.0123891E-002, 2.6590092E-004, 7.7596643E-001, 0.0000000E+000
 9.5688776E+001, 5.7816118E+002, 1.8163776E-001, 1.2396504E-002, 2.0971110E-004, 7.7349318E-005, 2.8953483E-002, 2.0971110E-004, 7.7651548E-001, 0.0000000E+000
 9.7719388E+001, 5.6602452E+002, 1.8286406E-001, 1.1886980E-002, 1.5850157E-004, 5.5132438E-005, 2.7847329E-002, 1.5850157E-004, 7.7702949E-001, 0.0000000E+000
 9.9750000E+001, 5.5409471E+002, 1.8402916E-001, 1.1395775E-002, 1.1774416E-004, 3.8429646E-005, 2.6795918E-002, 1.1774416E-004, 7.7750523E-001, 0.0000000E+000
