cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 5.3500000E+001, 7.6264411E+002, 1.6138848E-001, 2.5308071E-002, 3.0732298E-003, 1.2902034E-003, 4.6100658E-002, 2.4262341E-003, 7.6023340E-001, 7.2707323E-005
 5.4500000E+001, 7.5102839E+002, 1.6293795E-001, 2.4662036E-002, 2.7800358E-003, 1.1345728E-003, 4.4733353E-002, 2.1947651E-003, 7.6139471E-001, 6.5745706E-005
 5.5500000E+001, 7.3953895E+002, 1.6442571E-001, 2.4028054E-002, 2.5136791E-003, 9.9490107E-004, 4.3420764E-002, 1.9844835E-003, 7.6248541E-001, 5.9417094E-005
 5.6500000E+001, 7.2827069E+002, 1.6583853E-001, 2.3416508E-002, 2.2712178E-003, 8.6934588E-004, 4.2174402E-002, 1.7930667E-003, 7.6350411E-001, 5.3657464E-005
 5.7500000E+001, 7.1752663E+002, 1.6714856E-001, 2.2840741E-002, 2.0560146E-003, 7.5937476E-004, 4.1018829E-002, 1.6231694E-003, 7.6443307E-001, 4.8553245E-005
 5.8500000E+001, 7.0694316E+002, 1.6838872E-001, 2.2287843E-002, 1.8604303E-003, 6.6461126E-004, 3.9924269E-002, 1.4687608E-003, 7.6529657E-001, 4.3917179E-005
 5.9500000E+001, 6.9641856E+002, 1.6958534E-001, 2.1742648E-002, 1.6848420E-003, 5.8042337E-004, 3.8868574E-002, 1.3301384E-003, 7.6610950E-001, 3.9761328E-005
 6.0500000E+001, 6.8619477E+002, 1.7072487E-001, 2.1219089E-002, 1.5221823E-003, 5.0543260E-004, 3.7862911E-002, 1.2017229E-003, 7.6687477E-001, 3.5909229E-005
 6.1500000E+001, 6.7640742E+002, 1.7182095E-001, 2.0716066E-002, 1.3642538E-003, 4.3849840E-004, 3.6894416E-002, 1.0770425E-003, 7.6760899E-001, 3.2166874E-005
 6.2500000E+001, 6.6690062E+002, 1.7287736E-001, 2.0232044E-002, 1.2105338E-003, 3.7764832E-004, 3.5960083E-002, 9.5568458E-004, 7.6831586E-001, 2.8529438E-005
 6.3500000E+001, 6.5734958E+002, 1.7392503E-001, 1.9743714E-002, 1.0673732E-003, 3.2269065E-004, 3.5033743E-002, 8.4266303E-004, 7.6900236E-001, 2.5148028E-005
 6.4500000E+001, 6.4791171E+002, 1.7494894E-001, 1.9256502E-002, 9.3900572E-004, 2.7267833E-004, 3.4129312E-002, 7.4132031E-004, 7.6965733E-001, 2.2116629E-005
 6.5500000E+001, 6.3859934E+002, 1.7593832E-001, 1.8773707E-002, 8.2859323E-004, 2.3081903E-004, 3.3256043E-002, 6.5415255E-004, 7.7026991E-001, 1.9509372E-005
 6.6500000E+001, 6.2918312E+002, 1.7689988E-001, 1.8293908E-002, 7.3295467E-004, 1.9803457E-004, 3.2407449E-002, 5.7864842E-004, 7.7084626E-001, 1.7255780E-005
 6.7500000E+001, 6.1978785E+002, 1.7781805E-001, 1.7825671E-002, 6.5322457E-004, 1.7119037E-004, 3.1597912E-002, 5.1570361E-004, 7.7138004E-001, 1.5383409E-005
 6.8500000E+001, 6.1063771E+002, 1.7868522E-001, 1.7377844E-002, 5.8461846E-004, 1.4655012E-004, 3.0834132E-002, 4.6154089E-004, 7.7187591E-001, 1.3765035E-005
 6.9500000E+001, 6.0177988E+002, 1.7952328E-001, 1.6941296E-002, 5.2279247E-004, 1.2323912E-004, 3.0096506E-002, 4.1273089E-004, 7.7234958E-001, 1.2302117E-005
 7.0500000E+001, 5.9322689E+002, 1.8034095E-001, 1.6514208E-002, 4.6379698E-004, 1.0109390E-004, 2.9376900E-002, 3.6615551E-004, 7.7280977E-001, 1.0906957E-005
 7.1500000E+001, 5.8494506E+002, 1.8113440E-001, 1.6102874E-002, 4.0235337E-004, 8.2478037E-005, 2.8677496E-002, 3.1764740E-004, 7.7325922E-001, 9.4475395E-006
 7.2500000E+001, 5.7677773E+002, 1.8191170E-001, 1.5696660E-002, 3.4550512E-004, 6.8297065E-005, 2.7992026E-002, 2.7276720E-004, 7.7369284E-001, 8.1037132E-006
 7.3500000E+001, 5.6875908E+002, 1.8266618E-001, 1.5297801E-002, 2.9543146E-004, 5.7500838E-005, 2.7326823E-002, 2.3323536E-004, 7.7410575E-001, 6.9252283E-006
 7.4500000E+001, 5.6076325E+002, 1.8342823E-001, 1.4895310E-002, 2.4451316E-004, 4.5912718E-005, 2.6655032E-002, 1.9303671E-004, 7.7452367E-001, 5.7256904E-006
 7.5500000E+001, 5.5274532E+002, 1.8418874E-001, 1.4490142E-002, 1.9783243E-004, 3.5034229E-005, 2.5985037E-002, 1.5618349E-004, 7.7493546E-001, 4.6273958E-006
 7.6500000E+001, 5.4524442E+002, 1.8490490E-001, 1.4103848E-002, 1.5947792E-004, 2.5904343E-005, 2.5354672E-002, 1.2590362E-004, 7.7531596E-001, 3.7244968E-006
 7.7500000E+001, 5.3821079E+002, 1.8556927E-001, 1.3740755E-002, 1.2934942E-004, 1.9489824E-005, 2.4770266E-002, 1.0211796E-004, 7.7566119E-001, 3.0136374E-006
 7.8500000E+001, 5.3160240E+002, 1.8618444E-001, 1.3401710E-002, 1.0471035E-004, 1.4794221E-005, 2.4229348E-002, 8.2666070E-005, 7.7597621E-001, 2.4324959E-006
 7.9500000E+001, 5.2529787E+002, 1.8676157E-001, 1.3081219E-002, 8.4404141E-005, 1.1217110E-005, 2.3722113E-002, 6.6634848E-005, 7.7626791E-001, 1.9553710E-006
 8.0500000E+001, 5.1931997E+002, 1.8730153E-001, 1.2779921E-002, 6.7080735E-005, 8.4140754E-006, 2.3247672E-002, 5.2958475E-005, 7.7653850E-001, 1.5486828E-006
 8.1500000E+001, 5.1389719E+002, 1.8778846E-001, 1.2507281E-002, 5.2540151E-005, 6.2088781E-006, 2.2819910E-002, 4.1479067E-005, 7.7678105E-001, 1.2080447E-006
 8.2500000E+001, 5.0891273E+002, 1.8823456E-001, 1.2256522E-002, 4.0365140E-005, 4.5236573E-006, 2.2428119E-002, 3.1867216E-005, 7.7700168E-001, 9.2367918E-007
 8.3500000E+001, 5.0421611E+002, 1.8864508E-001, 1.2024425E-002, 3.0729049E-005, 3.3573812E-006, 2.2067720E-002, 2.4259776E-005, 7.7720264E-001, 6.9933473E-007
 8.4500000E+001, 4.9983334E+002, 1.8902005E-001, 1.1810994E-002, 2.3614339E-005, 2.6115701E-006, 2.1738695E-002, 1.8642899E-005, 7.7738401E-001, 5.3492814E-007
 8.5500000E+001, 4.9585923E+002, 1.8935427E-001, 1.1619435E-002, 1.8854688E-005, 2.1512100E-006, 2.1445615E-002, 1.4885280E-005, 7.7754369E-001, 4.2589102E-007
 8.6500000E+001, 4.9212647E+002, 1.8966926E-001, 1.1437982E-002, 1.5459666E-005, 1.8217620E-006, 2.1169519E-002, 1.2204999E-005, 7.7769285E-001, 3.4867276E-007
 8.7500000E+001, 4.8855631E+002, 1.8998119E-001, 1.1257922E-002, 1.2544636E-005, 1.5186624E-006, 2.0896166E-002, 9.9036597E-006, 7.7784002E-001, 2.8264300E-007
 8.8500000E+001, 4.8495355E+002, 1.9030021E-001, 1.1073394E-002, 1.0022063E-005, 1.2295800E-006, 2.0616666E-002, 7.9121552E-006, 7.7798998E-001, 2.2559338E-007
 8.9500000E+001, 4.8135481E+002, 1.9062401E-001, 1.0885634E-002, 8.0151752E-006, 9.8493700E-007, 2.0333037E-002, 6.3277699E-006, 7.7814152E-001, 1.8026731E-007
 9.0500000E+001, 4.7760012E+002, 1.9096323E-001, 1.0688442E-002, 6.5026415E-006, 7.9223040E-007, 2.0035975E-002, 5.1336644E-006, 7.7829955E-001, 1.4616622E-007
 9.1500000E+001, 4.7371696E+002, 1.9131672E-001, 1.0482548E-002, 5.4128098E-006, 6.4744278E-007, 1.9726473E-002, 4.2732709E-006, 7.7846361E-001, 1.2165897E-007
 9.2500000E+001, 4.6970364E+002, 1.9166936E-001, 1.0276885E-002, 4.6378195E-006, 5.3977925E-007, 1.9417749E-002, 3.6614364E-006, 7.7862690E-001, 1.0426574E-007
 9.3500000E+001, 4.6578046E+002, 1.9200874E-001, 1.0078781E-002, 4.0956140E-006, 4.6119445E-007, 1.9120650E-002, 3.2333795E-006, 7.7878380E-001, 9.2118279E-008
 9.4500000E+001, 4.6213130E+002, 1.9232204E-001, 9.8958446E-003, 3.6725717E-006, 3.9663140E-007, 1.8846405E-002, 2.8993987E-006, 7.7892853E-001, 8.2631352E-008
 9.5500000E+001, 4.5881598E+002, 1.9260853E-001, 9.7285343E-003, 3.3135548E-006, 3.4125137E-007, 1.8595624E-002, 2.6159643E-006, 7.7906085E-001, 7.4548532E-008
 9.6500000E+001, 4.5572809E+002, 1.9287947E-001, 9.5703489E-003, 2.9157758E-006, 2.8778316E-007, 1.8358440E-002, 2.3019282E-006, 7.7918606E-001, 6.5559887E-008
 9.7500000E+001, 4.5285649E+002, 1.9314035E-001, 9.4180564E-003, 2.5158810E-006, 2.4105729E-007, 1.8130068E-002, 1.9862219E-006, 7.7930663E-001, 5.6512312E-008
 9.8500000E+001, 4.5007494E+002, 1.9340074E-001, 9.2660322E-003, 2.1368203E-006, 2.0164567E-007, 1.7902127E-002, 1.6869634E-006, 7.7942695E-001, 4.7947520E-008
 9.9500000E+001, 4.4745273E+002, 1.9364629E-001, 9.1226153E-003, 1.8450445E-006, 1.7083409E-007, 1.7687181E-002, 1.4566140E-006, 7.7954033E-001, 4.1387933E-008
