cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 8.7500000E+000, 1.0602811E+003, 5.5478640E-003, 6.6907087E-002, 5.9367828E-002, 1.5320375E-001, 1.3033332E-001, 3.4922252E-002, 5.3807715E-001, 4.0488465E-003
 9.2500000E+000, 1.0687941E+003, 6.3325533E-003, 6.7684178E-002, 5.8895413E-002, 1.4675811E-001, 1.3065780E-001, 3.4644360E-002, 5.4347947E-001, 4.0361699E-003
 9.7500000E+000, 1.0769755E+003, 7.1201142E-003, 6.8389969E-002, 5.8445101E-002, 1.4067083E-001, 1.3093200E-001, 3.4379471E-002, 5.4860269E-001, 4.0242183E-003
 1.0250000E+001, 1.0846308E+003, 8.0049788E-003, 6.9099266E-002, 5.7844987E-002, 1.3497458E-001, 1.3105657E-001, 3.4026463E-002, 5.5365100E-001, 3.9987574E-003
 1.0750000E+001, 1.0905497E+003, 9.1295583E-003, 6.9614254E-002, 5.7216246E-002, 1.2966881E-001, 1.3095679E-001, 3.3656615E-002, 5.5853886E-001, 3.9700446E-003
 1.1250000E+001, 1.0960211E+003, 1.0258983E-002, 7.0055173E-002, 5.6620595E-002, 1.2466685E-001, 1.3081531E-001, 3.3306232E-002, 5.6317478E-001, 3.9428765E-003
 1.1750000E+001, 1.1015780E+003, 1.1325339E-002, 7.0502790E-002, 5.6029350E-002, 1.1989336E-001, 1.3068400E-001, 3.2958441E-002, 5.6762057E-001, 3.9152330E-003
 1.2250000E+001, 1.1072714E+003, 1.2334099E-002, 7.1005229E-002, 5.5386269E-002, 1.1531405E-001, 1.3055413E-001, 3.2580158E-002, 5.7196602E-001, 3.8826582E-003
 1.2750000E+001, 1.1128579E+003, 1.3352015E-002, 7.1506101E-002, 5.4711154E-002, 1.1089038E-001, 1.3038964E-001, 3.2183031E-002, 5.7624000E-001, 3.8470935E-003
 1.3250000E+001, 1.1181311E+003, 1.4417651E-002, 7.1962727E-002, 5.4022097E-002, 1.0663211E-001, 1.3016623E-001, 3.1777704E-002, 5.8042892E-001, 3.8099775E-003
 1.3750000E+001, 1.1229559E+003, 1.5562828E-002, 7.2373928E-002, 5.3299565E-002, 1.0251027E-001, 1.2986309E-001, 3.1352685E-002, 5.8458674E-001, 3.7698747E-003
 1.4250000E+001, 1.1273601E+003, 1.6784635E-002, 7.2745433E-002, 5.2529792E-002, 9.8579371E-002, 1.2947180E-001, 3.0899877E-002, 5.8868913E-001, 3.7253474E-003
 1.4750000E+001, 1.1313843E+003, 1.8104943E-002, 7.3072557E-002, 5.1734931E-002, 9.4637570E-002, 1.2901093E-001, 3.0432312E-002, 5.9286266E-001, 3.6791765E-003
 1.5250000E+001, 1.1349190E+003, 1.9385976E-002, 7.3350994E-002, 5.0989132E-002, 9.0937872E-002, 1.2855009E-001, 2.9993607E-002, 5.9679446E-001, 3.6359711E-003
 1.5750000E+001, 1.1385930E+003, 2.0675404E-002, 7.3625643E-002, 5.0240314E-002, 8.7242457E-002, 1.2808240E-001, 2.9553126E-002, 6.0072961E-001, 3.5926787E-003
 1.6250000E+001, 1.1422646E+003, 2.1970688E-002, 7.3884658E-002, 4.9494802E-002, 8.3609695E-002, 1.2760221E-001, 2.9114589E-002, 6.0461850E-001, 3.5492880E-003
 1.6750000E+001, 1.1459600E+003, 2.3269612E-002, 7.4148153E-002, 4.8728907E-002, 8.0047854E-002, 1.2710557E-001, 2.8664063E-002, 6.0848116E-001, 3.5040006E-003
 1.7250000E+001, 1.1495243E+003, 2.4613297E-002, 7.4403450E-002, 4.7920899E-002, 7.6577381E-002, 1.2655778E-001, 2.8188764E-002, 6.1234217E-001, 3.4549047E-003
 1.7750000E+001, 1.1527966E+003, 2.6046176E-002, 7.4641698E-002, 4.7039091E-002, 7.3234512E-002, 1.2591783E-001, 2.7670054E-002, 6.1622729E-001, 3.3991999E-003
 1.8250000E+001, 1.1555293E+003, 2.7595168E-002, 7.4802084E-002, 4.6135945E-002, 7.0010240E-002, 1.2517816E-001, 2.7138791E-002, 6.2009335E-001, 3.3413050E-003
 1.8750000E+001, 1.1579188E+003, 2.9236594E-002, 7.4941767E-002, 4.5158498E-002, 6.6926742E-002, 1.2434211E-001, 2.6563822E-002, 6.2397586E-001, 3.2768697E-003
 1.9250000E+001, 1.1598262E+003, 3.0971675E-002, 7.5028669E-002, 4.4144668E-002, 6.3981098E-002, 1.2341606E-001, 2.5967452E-002, 6.2783456E-001, 3.2090861E-003
 1.9750000E+001, 1.1611959E+003, 3.2805125E-002, 7.5045121E-002, 4.3112403E-002, 6.1169624E-002, 1.2240055E-001, 2.5360237E-002, 6.3165353E-001, 3.1392950E-003
 2.0250000E+001, 1.1620380E+003, 3.4730752E-002, 7.4996986E-002, 4.2061229E-002, 5.8483426E-002, 1.2130098E-001, 2.4741899E-002, 6.3543743E-001, 3.0675016E-003
 2.0750000E+001, 1.1622718E+003, 3.6735977E-002, 7.4849414E-002, 4.1045998E-002, 5.5905475E-002, 1.2013815E-001, 2.4144705E-002, 6.3913205E-001, 2.9982037E-003
 2.1250000E+001, 1.1622553E+003, 3.8763248E-002, 7.4652125E-002, 4.0054606E-002, 5.3432013E-002, 1.1894940E-001, 2.3561533E-002, 6.4273323E-001, 2.9303600E-003
 2.1750000E+001, 1.1620027E+003, 4.0811313E-002, 7.4427377E-002, 3.9061998E-002, 5.1059654E-002, 1.1773161E-001, 2.2977646E-002, 6.4627119E-001, 2.8619953E-003
 2.2250000E+001, 1.1615205E+003, 4.2874764E-002, 7.4168981E-002, 3.8082565E-002, 4.8773170E-002, 1.1649323E-001, 2.2401509E-002, 6.4973861E-001, 2.7943865E-003
 2.2750000E+001, 1.1607825E+003, 4.4960737E-002, 7.3869369E-002, 3.7120725E-002, 4.6565780E-002, 1.1523120E-001, 2.1835720E-002, 6.5313789E-001, 2.7278886E-003
 2.3250000E+001, 1.1598100E+003, 4.7052359E-002, 7.3544171E-002, 3.6171145E-002, 4.4439443E-002, 1.1395572E-001, 2.1277144E-002, 6.5646764E-001, 2.6619624E-003
 2.3750000E+001, 1.1585396E+003, 4.9161322E-002, 7.3205454E-002, 3.5208711E-002, 4.2400994E-002, 1.1265338E-001, 2.0711006E-002, 6.5975547E-001, 2.5945900E-003
 2.4250000E+001, 1.1568660E+003, 5.1289961E-002, 7.2825876E-002, 3.4264605E-002, 4.0448409E-002, 1.1132846E-001, 2.0155650E-002, 6.6296848E-001, 2.5284021E-003
 2.4750000E+001, 1.1548569E+003, 5.3424892E-002, 7.2419218E-002, 3.3333285E-002, 3.8581231E-002, 1.0998912E-001, 1.9607815E-002, 6.6610850E-001, 2.4628792E-003
 2.5250000E+001, 1.1525045E+003, 5.5587423E-002, 7.1969278E-002, 3.2419055E-002, 3.6786377E-002, 1.0862358E-001, 1.9070032E-002, 6.6918758E-001, 2.3984287E-003
 2.5750000E+001, 1.1499137E+003, 5.7786465E-002, 7.1485851E-002, 3.1502935E-002, 3.5063874E-002, 1.0722244E-001, 1.8531138E-002, 6.7223025E-001, 2.3334688E-003
 2.6250000E+001, 1.1471883E+003, 6.0003601E-002, 7.0981709E-002, 3.0585149E-002, 3.3410511E-002, 1.0579866E-001, 1.7991264E-002, 6.7523202E-001, 2.2680529E-003
 2.6750000E+001, 1.1443115E+003, 6.2216119E-002, 7.0452701E-002, 2.9690961E-002, 3.1815558E-002, 1.0437370E-001, 1.7465271E-002, 6.7816393E-001, 2.2042936E-003
 2.7250000E+001, 1.1412986E+003, 6.4409163E-002, 6.9901880E-002, 2.8830248E-002, 3.0270457E-002, 1.0296063E-001, 1.6958970E-002, 6.8101566E-001, 2.1429729E-003
 2.7750000E+001, 1.1380604E+003, 6.6599436E-002, 6.9332980E-002, 2.7984680E-002, 2.8776850E-002, 1.0154463E-001, 1.6461576E-002, 6.8381266E-001, 2.0825686E-003
 2.8250000E+001, 1.1346349E+003, 6.8781221E-002, 6.8760442E-002, 2.7140149E-002, 2.7343335E-002, 1.0012579E-001, 1.5964794E-002, 6.8656267E-001, 2.0219339E-003
 2.8750000E+001, 1.1311013E+003, 7.0938119E-002, 6.8201378E-002, 2.6288095E-002, 2.5978178E-002, 9.8712497E-002, 1.5463585E-002, 6.8926362E-001, 1.9603989E-003
 2.9250000E+001, 1.1274311E+003, 7.3065453E-002, 6.7651011E-002, 2.5437493E-002, 2.4684593E-002, 9.7309038E-002, 1.4963231E-002, 6.9190144E-001, 1.8986891E-003
 2.9750000E+001, 1.1235063E+003, 7.5187328E-002, 6.7084614E-002, 2.4599030E-002, 2.3458606E-002, 9.5901582E-002, 1.4470017E-002, 6.9447548E-001, 1.8376524E-003
 3.0250000E+001, 1.1193451E+003, 7.7288015E-002, 6.6500358E-002, 2.3789236E-002, 2.2291075E-002, 9.4505063E-002, 1.3993668E-002, 6.9696803E-001, 1.7786494E-003
 3.0750000E+001, 1.1151541E+003, 7.9341647E-002, 6.5918727E-002, 2.3005144E-002, 2.1178897E-002, 9.3136914E-002, 1.3532438E-002, 6.9937542E-001, 1.7214117E-003
 3.1250000E+001, 1.1109096E+003, 8.1357793E-002, 6.5338902E-002, 2.2240230E-002, 2.0120449E-002, 9.1789733E-002, 1.3082488E-002, 7.0170958E-001, 1.6654405E-003
 3.1750000E+001, 1.1064491E+003, 8.3370005E-002, 6.4743838E-002, 2.1488194E-002, 1.9112386E-002, 9.0440164E-002, 1.2640114E-002, 7.0399193E-001, 1.6103011E-003
 3.2250000E+001, 1.1017890E+003, 8.5378113E-002, 6.4135280E-002, 2.0747609E-002, 1.8151620E-002, 8.9088518E-002, 1.2204476E-002, 7.0622623E-001, 1.5558919E-003
 3.2750000E+001, 1.0969384E+003, 8.7378502E-002, 6.3511301E-002, 2.0022967E-002, 1.7242598E-002, 8.7737397E-002, 1.1778216E-002, 7.0840295E-001, 1.5025007E-003
 3.3250000E+001, 1.0918798E+003, 8.9382127E-002, 6.2871937E-002, 1.9305566E-002, 1.6383855E-002, 8.6378044E-002, 1.1356215E-002, 7.1053685E-001, 1.4494122E-003
 3.3750000E+001, 1.0866963E+003, 9.1377420E-002, 6.2235483E-002, 1.8584764E-002, 1.5564458E-002, 8.5017987E-002, 1.0932214E-002, 7.1264360E-001, 1.3958980E-003
 3.4250000E+001, 1.0812562E+003, 9.3361935E-002, 6.1589878E-002, 1.7876388E-002, 1.4787959E-002, 8.3661188E-002, 1.0515523E-002, 7.1470196E-001, 1.3432056E-003
 3.4750000E+001, 1.0757508E+003, 9.5358461E-002, 6.0936106E-002, 1.7164579E-002, 1.4031732E-002, 8.2292687E-002, 1.0096811E-002, 7.1675402E-001, 1.2901178E-003
 3.5250000E+001, 1.0696879E+003, 9.7328322E-002, 6.0254195E-002, 1.6497031E-002, 1.3340845E-002, 8.0940608E-002, 9.7041359E-003, 7.1870015E-001, 1.2403060E-003
 3.5750000E+001, 1.0637326E+003, 9.9275186E-002, 5.9568976E-002, 1.5848880E-002, 1.2669140E-002, 7.9604762E-002, 9.3228704E-003, 7.2060256E-001, 1.1920034E-003
 3.6250000E+001, 1.0576728E+003, 1.0121186E-001, 5.8867416E-002, 1.5224393E-002, 1.2022077E-002, 7.8276446E-002, 8.9555254E-003, 7.2245711E-001, 1.1454944E-003
 3.6750000E+001, 1.0514967E+003, 1.0314921E-001, 5.8153900E-002, 1.4610359E-002, 1.1394455E-002, 7.6946696E-002, 8.5943288E-003, 7.2428627E-001, 1.0997261E-003
 3.7250000E+001, 1.0450781E+003, 1.0509587E-001, 5.7424003E-002, 1.4003919E-002, 1.0793055E-002, 7.5608177E-002, 8.2375994E-003, 7.2609151E-001, 1.0544765E-003
 3.7750000E+001, 1.0384652E+003, 1.0703067E-001, 5.6675174E-002, 1.3425017E-002, 1.0219728E-002, 7.4278509E-002, 7.8970688E-003, 7.2784148E-001, 1.0113106E-003
 3.8250000E+001, 1.0317893E+003, 1.0893192E-001, 5.5927114E-002, 1.2867140E-002, 9.6777266E-003, 7.2970735E-002, 7.5689060E-003, 7.2953349E-001, 9.6963315E-004
 3.8750000E+001, 1.0249345E+003, 1.1080534E-001, 5.5176395E-002, 1.2330238E-002, 9.1641524E-003, 7.1681398E-002, 7.2530809E-003, 7.3117170E-001, 9.2947956E-004
 3.9250000E+001, 1.0178478E+003, 1.1265255E-001, 5.4418655E-002, 1.1817945E-002, 8.6806104E-003, 7.0409818E-002, 6.9517326E-003, 7.3275144E-001, 8.9117635E-004
 3.9750000E+001, 1.0105698E+003, 1.1446162E-001, 5.3660008E-002, 1.1332473E-002, 8.2281310E-003, 6.9164322E-002, 6.6661604E-003, 7.3426523E-001, 8.5488763E-004
 4.0250000E+001, 1.0031651E+003, 1.1623091E-001, 5.2899498E-002, 1.0876403E-002, 7.8060219E-003, 6.7946571E-002, 6.3978840E-003, 7.3571008E-001, 8.2080909E-004
 4.0750000E+001, 9.9565069E+002, 1.1796591E-001, 5.2133516E-002, 1.0450458E-002, 7.4092705E-003, 6.6753719E-002, 6.1473282E-003, 7.3709069E-001, 7.8900960E-004
 4.1250000E+001, 9.8815570E+002, 1.1966352E-001, 5.1369933E-002, 1.0048636E-002, 7.0324920E-003, 6.5587567E-002, 5.9109624E-003, 7.3841657E-001, 7.5902851E-004
 4.1750000E+001, 9.8083369E+002, 1.2130712E-001, 5.0625410E-002, 9.6647421E-003, 6.6743249E-003, 6.4458471E-002, 5.6851424E-003, 7.3968974E-001, 7.3036720E-004
 4.2250000E+001, 9.7366497E+002, 1.2289215E-001, 4.9905118E-002, 9.2957683E-003, 6.3377990E-003, 6.3368533E-002, 5.4680990E-003, 7.4090983E-001, 7.0277855E-004
 4.2750000E+001, 9.6662982E+002, 1.2442326E-001, 4.9204897E-002, 8.9429637E-003, 6.0226875E-003, 6.2314870E-002, 5.2605669E-003, 7.4207723E-001, 6.7637512E-004
 4.3250000E+001, 9.5974108E+002, 1.2589300E-001, 4.8529464E-002, 8.6061584E-003, 5.7323806E-003, 6.1301997E-002, 5.0624461E-003, 7.4318708E-001, 6.5112398E-004
 4.3750000E+001, 9.5297513E+002, 1.2730242E-001, 4.7877951E-002, 8.2866449E-003, 5.4603076E-003, 6.0330386E-002, 4.8744970E-003, 7.4424296E-001, 6.2717705E-004
 4.4250000E+001, 9.4635189E+002, 1.2865508E-001, 4.7247876E-002, 7.9851821E-003, 5.2025135E-003, 5.9398344E-002, 4.6971660E-003, 7.4524811E-001, 6.0460271E-004
 4.4750000E+001, 9.3987291E+002, 1.2995929E-001, 4.6636403E-002, 7.6991937E-003, 4.9544060E-003, 5.8500457E-002, 4.5289375E-003, 7.4621167E-001, 5.8319581E-004
 4.5250000E+001, 9.3344142E+002, 1.3122979E-001, 4.6034665E-002, 7.4274670E-003, 4.7150348E-003, 5.7626663E-002, 4.3690982E-003, 7.4714091E-001, 5.6286005E-004
 4.5750000E+001, 9.2699948E+002, 1.3248179E-001, 4.5436607E-002, 7.1651450E-003, 4.4829095E-003, 5.6766018E-002, 4.2147912E-003, 7.4804781E-001, 5.4322545E-004
 4.6250000E+001, 9.2061822E+002, 1.3370926E-001, 4.4847362E-002, 6.9103150E-003, 4.2619423E-003, 5.5921689E-002, 4.0648912E-003, 7.4892958E-001, 5.2412907E-004
 4.6750000E+001, 9.1442293E+002, 1.3489708E-001, 4.4278001E-002, 6.6620824E-003, 4.0517207E-003, 5.5103814E-002, 3.9188720E-003, 7.4978214E-001, 5.0550139E-004
 4.7250000E+001, 9.0835589E+002, 1.3604800E-001, 4.3723433E-002, 6.4241407E-003, 3.8532685E-003, 5.4311046E-002, 3.7789063E-003, 7.5060157E-001, 4.8763269E-004
 4.7750000E+001, 9.0232420E+002, 1.3717579E-001, 4.3178403E-002, 6.1918587E-003, 3.6649508E-003, 5.3533470E-002, 3.6422698E-003, 7.5139917E-001, 4.7016660E-004
 4.8250000E+001, 8.9635488E+002, 1.3828375E-001, 4.2643180E-002, 5.9622542E-003, 3.4866210E-003, 5.2768339E-002, 3.5072084E-003, 7.5217957E-001, 4.5286939E-004
 4.8750000E+001, 8.9046616E+002, 1.3937122E-001, 4.2119460E-002, 5.7345625E-003, 3.3140741E-003, 5.2016587E-002, 3.3732721E-003, 7.5294641E-001, 4.3569055E-004
 4.9250000E+001, 8.8464272E+002, 1.4043963E-001, 4.1606929E-002, 5.5079347E-003, 3.1475345E-003, 5.1277044E-002, 3.2399616E-003, 7.5370098E-001, 4.1855416E-004
 4.9750000E+001, 8.7886113E+002, 1.4149160E-001, 4.1104481E-002, 5.2815797E-003, 2.9870598E-003, 5.0547804E-002, 3.1068116E-003, 7.5444506E-001, 4.0140929E-004
 5.0250000E+001, 8.7307985E+002, 1.4252902E-001, 4.0609639E-002, 5.0567017E-003, 2.8338563E-003, 4.9827613E-002, 2.9745304E-003, 7.5517713E-001, 3.8434487E-004
 5.0750000E+001, 8.6720157E+002, 1.4356861E-001, 4.0109410E-002, 4.8352977E-003, 2.6877829E-003, 4.9105533E-002, 2.8442928E-003, 7.5590098E-001, 3.6752317E-004
 5.1250000E+001, 8.6109934E+002, 1.4462356E-001, 3.9590045E-002, 4.6230443E-003, 2.5492403E-003, 4.8373591E-002, 2.7194378E-003, 7.5661461E-001, 3.5139390E-004
 5.1750000E+001, 8.5494534E+002, 1.4566844E-001, 3.9069245E-002, 4.4196589E-003, 2.4167563E-003, 4.7649160E-002, 2.5997993E-003, 7.5731034E-001, 3.3594068E-004
 5.2250000E+001, 8.4888379E+002, 1.4668201E-001, 3.8562590E-002, 4.2238370E-003, 2.2899362E-003, 4.6946458E-002, 2.4846100E-003, 7.5798236E-001, 3.2106320E-004
 5.2750000E+001, 8.4288125E+002, 1.4766297E-001, 3.8070767E-002, 4.0357369E-003, 2.1691373E-003, 4.6266330E-002, 2.3739629E-003, 7.5862977E-001, 3.0677291E-004
 5.3250000E+001, 8.3692073E+002, 1.4861596E-001, 3.7588458E-002, 3.8577465E-003, 2.0556318E-003, 4.5605880E-002, 2.2692626E-003, 7.5925064E-001, 2.9325153E-004
 5.3750000E+001, 8.3102835E+002, 1.4954444E-001, 3.7113120E-002, 3.6901877E-003, 1.9488961E-003, 4.4962901E-002, 2.1706987E-003, 7.5984619E-001, 2.8052385E-004
 5.4250000E+001, 8.2514536E+002, 1.5045263E-001, 3.6640732E-002, 3.5343387E-003, 1.8495604E-003, 4.4334673E-002, 2.0790228E-003, 7.6041604E-001, 2.6868628E-004
 5.4750000E+001, 8.1940612E+002, 1.5134353E-001, 3.6176451E-002, 3.3820541E-003, 1.7547860E-003, 4.3718115E-002, 1.9894436E-003, 7.6097247E-001, 2.5710357E-004
 5.5250000E+001, 8.1349616E+002, 1.5222345E-001, 3.5712690E-002, 3.2364266E-003, 1.6697340E-003, 4.3108765E-002, 1.9037804E-003, 7.6151056E-001, 2.4601963E-004
 5.5750000E+001, 8.0754414E+002, 1.5310270E-001, 3.5247292E-002, 3.0925429E-003, 1.5891660E-003, 4.2499527E-002, 1.8191429E-003, 7.6204325E-001, 2.3507374E-004
 5.6250000E+001, 8.0142419E+002, 1.5398572E-001, 3.4770065E-002, 2.9589289E-003, 1.5134289E-003, 4.1888858E-002, 1.7405464E-003, 7.6256227E-001, 2.2493804E-004
 5.6750000E+001, 7.9525701E+002, 1.5485673E-001, 3.4290235E-002, 2.8376898E-003, 1.4407178E-003, 4.1288094E-002, 1.6692293E-003, 7.6306090E-001, 2.1577054E-004
 5.7250000E+001, 7.8916297E+002, 1.5570659E-001, 3.3815990E-002, 2.7265564E-003, 1.3703259E-003, 4.0703109E-002, 1.6038567E-003, 7.6353895E-001, 2.0737967E-004
 5.7750000E+001, 7.8318590E+002, 1.5653539E-001, 3.3350745E-002, 2.6214561E-003, 1.3018375E-003, 4.0133189E-002, 1.5420330E-003, 7.6400134E-001, 1.9943916E-004
 5.8250000E+001, 7.7727227E+002, 1.5735129E-001, 3.2892706E-002, 2.5178714E-003, 1.2353374E-003, 3.9571980E-002, 1.4811008E-003, 7.6445602E-001, 1.9160260E-004
 5.8750000E+001, 7.7141145E+002, 1.5815340E-001, 3.2443081E-002, 2.4150134E-003, 1.1712519E-003, 3.9019886E-002, 1.4205961E-003, 7.6490324E-001, 1.8381036E-004
 5.9250000E+001, 7.6559997E+002, 1.5894114E-001, 3.2001589E-002, 2.3135406E-003, 1.1104422E-003, 3.8477289E-002, 1.3609062E-003, 7.6534146E-001, 1.7611514E-004
 5.9750000E+001, 7.5982602E+002, 1.5971324E-001, 3.1567058E-002, 2.2158254E-003, 1.0532956E-003, 3.7945418E-002, 1.3034267E-003, 7.6576726E-001, 1.6870314E-004
 6.0250000E+001, 7.5404231E+002, 1.6047375E-001, 3.1135288E-002, 2.1235454E-003, 1.0001421E-003, 3.7421778E-002, 1.2491443E-003, 7.6617997E-001, 1.6170462E-004
 6.0750000E+001, 7.4821453E+002, 1.6122747E-001, 3.0703783E-002, 2.0358815E-003, 9.5048188E-004, 3.6903056E-002, 1.1975774E-003, 7.6658256E-001, 1.5505571E-004
 6.1250000E+001, 7.4236536E+002, 1.6197533E-001, 3.0273142E-002, 1.9514577E-003, 9.0371051E-004, 3.6388459E-002, 1.1479163E-003, 7.6697735E-001, 1.4865345E-004
 6.1750000E+001, 7.3656550E+002, 1.6270828E-001, 2.9850647E-002, 1.8690071E-003, 8.5923647E-004, 3.5883971E-002, 1.0994159E-003, 7.6736297E-001, 1.4238435E-004
 6.2250000E+001, 7.3081830E+002, 1.6342577E-001, 2.9435223E-002, 1.7902825E-003, 8.1695206E-004, 3.5390293E-002, 1.0531073E-003, 7.6773733E-001, 1.3640263E-004
 6.2750000E+001, 7.2515258E+002, 1.6412551E-001, 2.9026847E-002, 1.7172529E-003, 7.7643474E-004, 3.4909393E-002, 1.0101487E-003, 7.6809769E-001, 1.3085803E-004
 6.3250000E+001, 7.1965597E+002, 1.6479947E-001, 2.8631811E-002, 1.6489949E-003, 7.3719903E-004, 3.4446616E-002, 9.6999702E-004, 7.6844258E-001, 1.2567719E-004
 6.3750000E+001, 7.1438639E+002, 1.6544209E-001, 2.8255587E-002, 1.5835792E-003, 6.9860009E-004, 3.4005469E-002, 9.3151715E-004, 7.6877265E-001, 1.2070915E-004
 6.4250000E+001, 7.0929254E+002, 1.6605827E-001, 2.7898148E-002, 1.5169993E-003, 6.6101826E-004, 3.3581873E-002, 8.9235251E-004, 7.6909389E-001, 1.1563765E-004
 6.4750000E+001, 7.0431530E+002, 1.6665696E-001, 2.7554166E-002, 1.4481780E-003, 6.2548171E-004, 3.3169420E-002, 8.5186939E-004, 7.6940997E-001, 1.1038048E-004
 6.5250000E+001, 6.9937335E+002, 1.6724481E-001, 2.7216643E-002, 1.3799735E-003, 5.9264665E-004, 3.2764020E-002, 8.1174911E-004, 7.6971958E-001, 1.0517292E-004
 6.5750000E+001, 6.9449840E+002, 1.6782296E-001, 2.6883124E-002, 1.3143553E-003, 5.6277654E-004, 3.2365217E-002, 7.7315019E-004, 7.7002070E-001, 1.0016564E-004
 6.6250000E+001, 6.8959868E+002, 1.6840211E-001, 2.6547320E-002, 1.2501700E-003, 5.3579721E-004, 3.1965570E-002, 7.3539411E-004, 7.7031851E-001, 9.5264542E-005
 6.6750000E+001, 6.8466370E+002, 1.6898348E-001, 2.6207627E-002, 1.1883537E-003, 5.1164934E-004, 3.1564430E-002, 6.9903158E-004, 7.7061242E-001, 9.0542774E-005
 6.7250000E+001, 6.7967304E+002, 1.6956506E-001, 2.5864551E-002, 1.1299854E-003, 4.9005226E-004, 3.1163393E-002, 6.6469729E-004, 7.7090070E-001, 8.6083292E-005
 6.7750000E+001, 6.7470889E+002, 1.7013909E-001, 2.5522332E-002, 1.0764289E-003, 4.7022787E-004, 3.0768067E-002, 6.3319348E-004, 7.7117960E-001, 8.1997783E-005
 6.8250000E+001, 6.6986904E+002, 1.7069425E-001, 2.5188435E-002, 1.0280581E-003, 4.5148647E-004, 3.0386279E-002, 6.0474004E-004, 7.7144517E-001, 7.8313880E-005
 6.8750000E+001, 6.6518264E+002, 1.7123007E-001, 2.4863801E-002, 9.8419676E-004, 4.3349945E-004, 3.0018285E-002, 5.7893927E-004, 7.7169822E-001, 7.4979116E-005
