x,y,u
-3.540979622007E-1,3.999675802673E-1,0.2
-3.179501632547E-1,3.999675802673E-1,0.2
-1.149200258415E-1,3.999675802673E-1,0.1
-1.671850537155E-2,3.999675802673E-1,0.0
2.665885336363E-2,3.999675802673E-1,-0.1
1.116061992724E-1,3.999675802673E-1,-0.2
2.790910010554E-1,3.999675802673E-1,-0.2
