x,y,u'u',urms
-3.760611545519E-1,4.004985321698E-1,0.1,0.3162
-3.245650563914E-1,3.998256200613E-1,0.15,0.3873
-2.527100357024E-1,4.003269728946E-1,0.2,0.4472
-1.838489742088E-1,3.996299092377E-1,0.2,0.4472
-9.103624786079E-2,4.001021136625E-1,0.15,0.3873
1.915935001825E-1,4.003103166664E-1,0.15,0.3873
3.221301211008E-1,3.995274733719E-1,0.15,0.3873
3.850032642037E-1,4.000413183854E-1,0.1,0.3162
