x,y,Y_PF,Y_He
-2.508338569882E-1,2.000745211004E-1,0.1,0.0708
-1.660988240063E-1,2.000745211004E-1,0.2,0.1415
-9.270157712752E-2,2.000745211004E-1,0.3,0.2122
-3.362576248453E-2,2.000745211004E-1,0.4,0.2830
9.825059166345E-2,2.000745211004E-1,0.4,0.2830
1.537460710108E-1,2.000745211004E-1,0.3,0.2122
2.092415503581E-1,2.000745211004E-1,0.2,0.1415
3.053143694433E-1,2.000745211004E-1,0.1,0.0708
