x,y,u'u',urms
-3.664804851267E-1,2.002555455622E-1,0.1,0.3162
-4.313290073480E-2,2.004071173611E-1,0.1,0.3162
1.435111581638E-2,2.003271674076E-1,0.1,0.3162
3.590762202308E-2,2.002971861751E-1,0.1,0.3162
2.502751004119E-1,1.999990394736E-1,0.1,0.3162
3.760213866176E-1,2.004254392255E-1,0.1,0.3162
