x,y,u'u',urms
-3.584497323898E-1,1.999828947159E-1,0.1,0.3162
-7.907809832007E-2,1.999828947159E-1,0.1,0.3162
5.222656217939E-2,1.999828947159E-1,0.1,0.3162
6.689357212880E-2,1.999828947159E-1,0.1,0.3162
1.702610708199E-1,1.999828947159E-1,0.1,0.3162
3.867740322062E-1,1.999828947159E-1,0.1,0.3162
