x,y,v'v',vrms
-2.871547189108E-1,2.002073591800E-1,0.2,0.4472
-1.394939933441E-1,2.004413698386E-1,0.4,0.6325
-2.953387856030E-2,1.998277142286E-1,0.4,0.6325
1.409042993545E-1,2.000978222760E-1,0.4,0.6325
2.893504468222E-1,2.003330776603E-1,0.2,0.4472
