x,y,Y_PF,Y_He
-2.120466940035E-1,3.996976920382E-1,0.1,0.0708
-8.733104686811E-2,4.002953663119E-1,0.2,0.1415
1.143621824417E-1,4.002953663119E-1,0.2,0.1415
2.217727876301E-1,4.002953663119E-1,0.1,0.0708
