s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-8.8575446E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.8575446E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0280175E+000, 6.5133284E-002,-3.8316203E-003, 1.9959344E-003, 7.2686972E-004, 1.4003985E-005, 0.0000000E+000, 0.0000000E+000, 5.8494419E-002, 6.4038472E-002, 0.0000000E+000, 3.0068591E-006, 0.0000000E+000, 0.0000000E+000
 4.0084758E+000, 1.0937225E+000,-1.9781452E-001, 2.8931882E-002,-1.5795656E-002, 4.9438318E-004, 0.0000000E+000, 0.0000000E+000, 8.8763878E-001, 9.0953862E-001, 0.0000000E+000, 4.2848796E-005, 0.0000000E+000, 0.0000000E+000
 6.0060282E+000, 5.4780128E+000,-1.1772158E+000,-1.2143957E+000,-6.3220797E-002, 4.4410215E-003, 0.0000000E+000, 0.0000000E+000, 2.9718416E+000, 3.0276216E+000, 0.0000000E+000, 2.4202534E-004, 0.0000000E+000, 0.0000000E+000
 8.0011635E+000, 4.0924284E+001,-9.8493868E+000,-2.1318986E+001,-1.9768411E-001, 2.6015569E-002, 0.0000000E+000, 0.0000000E+000, 9.5397675E+000, 9.5842435E+000, 0.0000000E+000, 1.7021918E-003, 0.0000000E+000, 0.0000000E+000
 1.0001598E+001, 7.6809899E+001,-1.8760123E+001,-5.1193775E+001,-2.6521736E-001, 3.8317958E-002, 0.0000000E+000, 0.0000000E+000, 6.5704249E+000, 6.6291005E+000, 0.0000000E+000, 3.0047338E-003, 0.0000000E+000, 0.0000000E+000
 1.2003227E+001, 9.0932661E+001,-2.2249173E+001,-6.9360087E+001,-2.8853995E-001, 4.1688188E-002, 0.0000000E+000, 0.0000000E+000,-9.5984281E-001,-9.2345021E-001, 0.0000000E+000, 3.3338578E-003, 0.0000000E+000, 0.0000000E+000
 1.4001813E+001, 9.0996611E+001,-2.2323942E+001,-6.9124758E+001,-2.6329941E-001, 4.0527115E-002, 0.0000000E+000, 0.0000000E+000,-7.2020897E-001,-6.7486165E-001, 0.0000000E+000, 3.3711456E-003, 0.0000000E+000, 0.0000000E+000
 1.6000507E+001, 9.4150286E+001,-2.3090415E+001,-7.0118920E+001,-2.5944122E-001, 4.0553951E-002, 0.0000000E+000, 0.0000000E+000, 6.7568053E-001, 7.2206343E-001, 0.0000000E+000, 3.4108318E-003, 0.0000000E+000, 0.0000000E+000
 1.8001255E+001, 9.9346841E+001,-2.4370416E+001,-7.3021781E+001,-2.8035689E-001, 4.3058744E-002, 0.0000000E+000, 0.0000000E+000, 1.6268669E+000, 1.7173459E+000, 0.0000000E+000, 3.6069459E-003, 0.0000000E+000, 0.0000000E+000
 2.0000492E+001, 9.8549319E+001,-2.4166728E+001,-7.3846275E+001,-3.1179676E-001, 4.3443079E-002, 0.0000000E+000, 0.0000000E+000, 1.6276048E-001, 2.6796278E-001, 0.0000000E+000, 3.6323442E-003, 0.0000000E+000, 0.0000000E+000
 2.2000565E+001, 1.0006331E+002,-2.4535128E+001,-7.5075422E+001,-3.6151338E-001, 4.2167871E-002, 0.0000000E+000, 0.0000000E+000, 1.0701873E-001, 1.3341676E-001, 0.0000000E+000, 3.6237617E-003, 0.0000000E+000, 0.0000000E+000
 2.4002134E+001, 9.9387724E+001,-2.4380728E+001,-7.6939824E+001,-3.0167874E-001, 4.2896046E-002, 0.0000000E+000, 0.0000000E+000,-2.2134308E+000,-2.1916107E+000, 0.0000000E+000, 3.6684891E-003, 0.0000000E+000, 0.0000000E+000
 2.6002920E+001, 7.9625474E+001,-1.9414908E+001,-6.3005122E+001,-2.5739684E-001, 3.4055718E-002, 0.0000000E+000, 0.0000000E+000,-3.0348173E+000,-3.0178973E+000, 0.0000000E+000, 2.6290255E-003, 0.0000000E+000, 0.0000000E+000
 2.8002628E+001, 6.2969014E+001,-1.5326266E+001,-4.9037835E+001,-2.5628161E-001, 3.1093011E-002, 0.0000000E+000, 0.0000000E+000,-1.6398410E+000,-1.6202757E+000, 0.0000000E+000, 2.2769433E-003, 0.0000000E+000, 0.0000000E+000
 3.0001770E+001, 6.1947148E+001,-1.5044804E+001,-4.6870927E+001,-2.4677295E-001, 3.0675471E-002, 0.0000000E+000, 0.0000000E+000,-2.1229765E-001,-1.8468058E-001, 0.0000000E+000, 2.2349149E-003, 0.0000000E+000, 0.0000000E+000
 3.2000931E+001, 6.1266079E+001,-1.4853576E+001,-4.6106693E+001,-2.6342840E-001, 3.0919512E-002, 0.0000000E+000, 0.0000000E+000, 6.3556302E-002, 7.3300920E-002, 0.0000000E+000, 2.2378418E-003, 0.0000000E+000, 0.0000000E+000
