cm,K,K,cm,K,K,K,K,K,K,K,K,K,K,cm,cm,kW/m2,kW/m2,kW/m2,kW/m2,cm,kW/m2
 3.6160377E+001, 1.1415943E+003, 1.4669269E+002, 2.8428571E+001, 5.5045497E+002, 1.4364805E+002, 4.1720146E+002, 7.6860792E+001, 4.4150291E+002, 1.4079363E+002, 4.4053804E+002, 1.3098496E+002, 4.3021508E+002, 1.1145644E+002, 9.2320000E+001, 1.8910000E+000, 0.0000000E+000, 4.5743950E+000, 4.2744207E+000, 3.8901188E+000, 4.0500000E+001, 8.8257665E-001
 4.0122642E+001, 1.1594682E+003, 1.4566998E+002, 3.2642857E+001, 5.1664458E+002, 1.3117772E+002, 3.8222420E+002, 5.1262876E+001, 3.9205484E+002, 9.5477015E+001, 4.0606520E+002, 1.1801363E+002, 3.9855242E+002, 9.9975420E+001, 9.6800000E+001, 2.0900000E+000, 0.0000000E+000, 4.1826616E+000, 3.9414027E+000, 3.6085675E+000, 4.5000000E+001, 9.1762026E-001
 4.4084906E+001, 1.1669068E+003, 1.4498823E+002, 3.6857143E+001, 5.1594035E+002, 1.4082499E+002, 3.7625746E+002, 4.7401703E+001, 3.7272177E+002, 7.5051668E+001, 3.9079463E+002, 1.0743552E+002, 3.8515861E+002, 8.9740252E+001, 1.0128000E+002, 2.2890000E+000, 1.0569621E+000, 3.8343988E+000, 3.6402480E+000, 3.3520146E+000, 4.9500000E+001, 9.3450526E-001
 4.8047170E+001, 1.1800336E+003, 1.4364791E+002, 4.1071429E+001, 4.8721363E+002, 1.3585337E+002, 3.6189902E+002, 4.1658887E+001, 3.4580548E+002, 4.5435168E+001, 3.5904590E+002, 7.6663961E+001, 3.5946484E+002, 6.3772072E+001, 1.0576000E+002, 2.4880000E+000, 9.5380309E-001, 3.5238604E+000, 3.3678238E+000, 3.1190960E+000, 5.4000000E+001, 9.5780982E-001
 5.2009434E+001, 1.1854117E+003, 1.4281459E+002, 4.5285714E+001, 4.2742200E+002, 1.1101194E+002, 3.4624376E+002, 3.4437361E+001, 3.3276140E+002, 2.8073324E+001, 3.3550411E+002, 5.1347403E+001, 3.4002082E+002, 4.7117957E+001, 1.1024000E+002, 2.6870000E+000, 8.6613712E-001, 3.2387511E+000, 3.1118918E+000, 2.8978607E+000, 5.8500000E+001, 9.6317817E-001
 5.5971698E+001, 1.1956740E+003, 1.4215842E+002, 4.9500000E+001, 3.8522982E+002, 7.2902983E+001, 3.3737642E+002, 2.9982711E+001, 3.2836067E+002, 2.2889203E+001, 3.2800878E+002, 4.2276925E+001, 3.3145912E+002, 4.0813805E+001, 1.1472000E+002, 2.8860000E+000, 8.2531268E-001, 3.1110277E+000, 2.9972543E+000, 2.7989610E+000, 6.3000000E+001, 9.5560818E-001
 5.9933962E+001, 1.1993704E+003, 1.4195350E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.1920000E+002, 3.0850000E+000, 7.5103918E-001, 2.8752978E+000, 2.7836368E+000, 2.6137505E+000, 6.7500000E+001, 9.4322315E-001
 6.3896226E+001, 1.2039998E+003, 1.4353271E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2368000E+002, 3.2840000E+000, 6.8533497E-001, 2.6629974E+000, 2.5890563E+000, 2.4439157E+000, 7.2000000E+001, 9.3737046E-001
 6.7858491E+001, 1.2046477E+003, 1.4799725E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2816000E+002, 3.4830000E+000, 6.2693555E-001, 2.4711027E+000, 2.4115529E+000, 2.2879375E+000, 7.6500000E+001, 9.2851951E-001
 7.1820755E+001, 1.2029888E+003, 1.5146459E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3264000E+002, 3.6820000E+000, 5.7480636E-001, 2.2970054E+000, 2.2494148E+000, 2.1444590E+000, 8.1000000E+001, 9.2360626E-001
 7.5783019E+001, 1.1957367E+003, 1.6087379E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3712000E+002, 3.8810000E+000, 5.5082032E-001, 2.2159163E+000, 2.1736318E+000, 2.0770201E+000, 8.5500000E+001, 9.2076410E-001
 7.9745283E+001, 1.1903661E+003, 1.6583426E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4160000E+002, 4.0800000E+000, 5.0654206E-001, 2.0644070E+000, 2.0317872E+000, 1.9500337E+000, 9.0000000E+001, 9.1751186E-001
 8.3707547E+001, 1.1768821E+003, 1.7540127E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4608000E+002, 4.2790000E+000, 4.6666089E-001, 1.9256651E+000, 1.9018854E+000, 1.8327007E+000, 9.4500000E+001, 9.1513307E-001
 8.7669811E+001, 1.1592058E+003, 1.8410763E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5056000E+002, 4.4780000E+000, 4.3063209E-001, 1.7981646E+000, 1.7828207E+000, 1.7240665E+000, 9.9000000E+001, 9.0830928E-001
 9.1632075E+001, 1.1489769E+003, 1.8845445E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5504000E+002, 4.6770000E+000, 3.9799485E-001, 1.6806061E+000, 1.6736010E+000, 1.6232723E+000, 1.0350000E+002, 8.9875451E-001
 9.5594340E+001, 1.1254924E+003, 1.9765910E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5952000E+002, 4.8760000E+000, 3.8282299E-001, 1.6252040E+000, 1.6223992E+000, 1.5755721E+000, 1.0800000E+002, 8.8708623E-001
 9.9556604E+001, 1.1123984E+003, 2.0287724E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6400000E+002, 5.0750000E+000, 3.5935971E-001, 1.5217614E+000, 1.5277213E+000, 1.4870701E+000, 1.1250000E+002, 8.7419272E-001
 1.0351887E+002, 1.0850264E+003, 2.1397878E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6848000E+002, 5.2740000E+000, 3.3363014E-001, 1.4255081E+000, 1.4402819E+000, 1.4037072E+000, 1.1700000E+002, 8.6754002E-001
 1.0748113E+002, 1.0707637E+003, 2.1911023E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7296000E+002, 5.4730000E+000, 3.1011894E-001, 1.3360032E+000, 1.3598059E+000, 1.3258247E+000, 1.2150000E+002, 8.5415034E-001
 1.1144340E+002, 1.0414704E+003, 2.2824311E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7744000E+002, 5.6720000E+000, 2.9912082E-001, 1.2935975E+000, 1.3219694E+000, 1.2887898E+000, 1.2600000E+002, 8.4080932E-001
 1.1540566E+002, 1.0125358E+003, 2.3565306E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8192000E+002, 5.8710000E+000, 2.7850715E-001, 1.2131685E+000, 1.2507041E+000, 1.2182731E+000, 1.3050000E+002, 8.2745636E-001
 1.1936792E+002, 9.9813475E+002, 2.3881426E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8640000E+002, 6.0700000E+000, 2.5957961E-001, 1.1382307E+000, 1.1848180E+000, 1.1521943E+000, 1.3500000E+002, 8.1387448E-001
 1.2333019E+002, 9.6951248E+002, 2.4464540E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9088000E+002, 6.2690000E+000, 2.4216966E-001, 1.0684237E+000, 1.1237462E+000, 1.0902433E+000, 1.3950000E+002, 8.0691658E-001
 1.2729245E+002, 9.5545407E+002, 2.4734813E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9536000E+002, 6.4680000E+000, 2.2612896E-001, 1.0034417E+000, 1.0669598E+000, 1.0321586E+000, 1.4400000E+002, 7.9252365E-001
 1.3125472E+002, 9.2826475E+002, 2.5172493E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9984000E+002, 6.6670000E+000, 2.1858061E-001, 9.7267591E-001, 1.0400183E+000, 1.0044958E+000, 1.4850000E+002, 7.7739557E-001
 1.3521698E+002, 9.0160514E+002, 2.5352511E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0432000E+002, 6.8660000E+000, 2.0424229E-001, 9.1434182E-001, 9.8857583E-001, 9.5158829E-001, 1.5300000E+002, 7.6144211E-001
 1.3917925E+002, 8.8869280E+002, 2.5358416E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0880000E+002, 7.0650000E+000, 1.9109180E-001, 8.6032360E-001, 9.4043818E-001, 9.0228402E-001, 1.5750000E+002, 7.5331297E-001
 1.4314151E+002, 8.6343186E+002, 2.5254462E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.1328000E+002, 7.2640000E+000, 1.7891503E-001, 8.1029910E-001, 8.9503257E-001, 8.5619440E-001, 1.6200000E+002, 7.3680152E-001
 1.4710377E+002, 8.5100716E+002, 2.5146814E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.1776000E+002, 7.4630000E+000, 1.6762621E-001, 7.6405944E-001, 8.5200947E-001, 8.1317454E-001, 1.6650000E+002, 7.2010280E-001
 1.5106604E+002, 8.2644364E+002, 2.4825192E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.2224000E+002, 7.6620000E+000, 1.6820600E-001, 7.5492633E-001, 8.4394788E-001, 8.0585631E-001, 1.7100000E+002, 7.0334602E-001
 1.5502830E+002, 8.0203980E+002, 2.4276592E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.2672000E+002, 7.8610000E+000, 1.5806392E-001, 7.1444359E-001, 8.0469215E-001, 7.6773468E-001, 1.7550000E+002, 6.8661768E-001
 1.5899057E+002, 7.8996478E+002, 2.3926102E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.3120000E+002, 8.0600000E+000, 1.4862597E-001, 6.7719355E-001, 7.6711878E-001, 7.3225618E-001, 1.8000000E+002, 6.6994657E-001
 1.6295283E+002, 7.6676788E+002, 2.3168703E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.3568000E+002, 8.2590000E+000, 1.3983387E-001, 6.4296975E-001, 7.3103268E-001, 6.9927105E-001,NaN,NaN
 1.6691509E+002, 7.5529391E+002, 2.2746507E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4016000E+002, 8.4580000E+000, 1.3163500E-001, 6.1156528E-001, 6.9628095E-001, 6.6862064E-001,NaN,NaN
 1.7087736E+002, 7.3353879E+002, 2.1934958E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4464000E+002, 8.6570000E+000, 1.2774294E-001, 5.9685584E-001, 6.7936841E-001, 6.5411869E-001,NaN,NaN
 1.7483962E+002, 7.2354969E+002, 2.1537569E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4912000E+002, 8.8560000E+000, 1.2034590E-001, 5.6929489E-001, 6.4641518E-001, 6.2665171E-001,NaN,NaN
 1.7880189E+002, 7.0441281E+002, 2.0705523E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.5360000E+002, 9.0550000E+000, 1.1343111E-001, 5.4404399E-001, 6.1457404E-001, 6.0108226E-001,NaN,NaN
 1.8276415E+002, 6.8676277E+002, 1.9888769E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.5808000E+002, 9.2540000E+000, 1.0696124E-001, 5.2090760E-001, 5.8380740E-001, 5.7722385E-001,NaN,NaN
 1.8672642E+002, 6.7830340E+002, 1.9510107E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.6256000E+002, 9.4530000E+000, 1.0090229E-001, 4.9969747E-001, 5.5409887E-001, 5.5488797E-001,NaN,NaN
 1.9068868E+002, 6.6179805E+002, 1.8859125E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.6704000E+002, 9.6520000E+000, 9.8017163E-002, 4.8975832E-001, 5.3964075E-001, 5.4423251E-001,NaN,NaN
 1.9465094E+002, 6.5368579E+002, 1.8550292E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.7152000E+002, 9.8510000E+000, 9.2517602E-002, 4.7110436E-001, 5.1152182E-001, 5.2383240E-001,NaN,NaN
 1.9861321E+002, 6.3802958E+002, 1.7886874E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.7600000E+002, 1.0050000E+001, 9.3217741E-002, 4.7179041E-001, 5.0507611E-001, 5.2225079E-001,NaN,NaN
 2.0257547E+002, 6.2371393E+002, 1.7209751E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.8048000E+002, 1.0249000E+001, 8.8295136E-002, 4.5621015E-001, 4.7952930E-001, 5.0400156E-001,NaN,NaN
 2.0653774E+002, 6.1702259E+002, 1.6894076E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.8496000E+002, 1.0448000E+001, 8.5942420E-002, 4.4886643E-001, 4.6714838E-001, 4.9515402E-001,NaN,NaN
 2.1050000E+002, 6.0420844E+002, 1.6286273E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.8944000E+002, 1.0647000E+001, 8.1441496E-002, 4.3498857E-001, 4.4318416E-001, 4.7792780E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.9392000E+002, 1.0846000E+001, 7.7197636E-002, 4.2208750E-001, 4.2029758E-001, 4.6122596E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.9840000E+002, 1.1045000E+001, 7.3193524E-002, 4.1004995E-001, 3.9850085E-001, 4.4494409E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.0288000E+002, 1.1244000E+001, 6.9371357E-002, 3.9870596E-001, 3.7771186E-001, 4.2888257E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.0736000E+002, 1.1443000E+001, 6.7561811E-002, 3.9332519E-001, 3.6777463E-001, 4.2101525E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.1184000E+002, 1.1642000E+001, 6.4092882E-002, 3.8302349E-001, 3.4871633E-001, 4.0545608E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.1632000E+002, 1.1841000E+001, 6.0813627E-002, 3.7327142E-001, 3.3073432E-001, 3.9009978E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2080000E+002, 1.2040000E+001, 5.7712237E-002, 3.6400038E-001, 3.1380794E-001, 3.7492286E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2528000E+002, 1.2239000E+001, 5.4777804E-002, 3.5514982E-001, 2.9790983E-001, 3.5991586E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2976000E+002, 1.2438000E+001, 5.3370016E-002, 3.5086531E-001, 2.9033621E-001, 3.5247646E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.3424000E+002, 1.2637000E+001, 5.5633122E-002, 3.6134528E-001, 2.9842189E-001, 3.5645109E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.3872000E+002, 1.2836000E+001, 5.2980403E-002, 3.5326617E-001, 2.8500352E-001, 3.4189546E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.4320000E+002, 1.3035000E+001, 5.0459391E-002, 3.4541303E-001, 2.7244905E-001, 3.2753301E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.4768000E+002, 1.3234000E+001, 4.8062650E-002, 3.3775443E-001, 2.6071411E-001, 3.1339384E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.5216000E+002, 1.3433000E+001, 4.6908696E-002, 3.3398955E-001, 2.5513960E-001, 3.0641816E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.5664000E+002, 1.3632000E+001, 4.4685495E-002, 3.2657380E-001, 2.4454714E-001, 2.9267565E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.6112000E+002, 1.3831000E+001, 4.2570073E-002, 3.1929299E-001, 2.3465746E-001, 2.7923958E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.6560000E+002, 1.4030000E+001, 4.0556595E-002, 3.1212951E-001, 2.2542366E-001, 2.6614242E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7008000E+002, 1.4229000E+001, 3.8639619E-002, 3.0506866E-001, 2.1679971E-001, 2.5341443E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7456000E+002, 1.4428000E+001, 3.7715721E-002, 3.0157282E-001, 2.1270242E-001, 2.4719751E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7904000E+002, 1.4627000E+001, 3.5934108E-002, 2.9464370E-001, 2.0491012E-001, 2.3507313E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.8352000E+002, 1.4826000E+001, 3.4236979E-002, 2.8779067E-001, 1.9761959E-001, 2.2337894E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.8800000E+002, 1.5025000E+001, 3.6515858E-002, 2.9733955E-001, 2.1188408E-001, 2.3007089E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.9248000E+002, 1.5224000E+001, 3.5695332E-002, 2.9386606E-001, 2.0861439E-001, 2.2459966E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.9696000E+002, 1.5423000E+001, 3.4108522E-002, 2.8695015E-001, 2.0235967E-001, 2.1399549E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.0144000E+002, 1.5622000E+001, 3.2571560E-002, 2.8001380E-001, 1.9642345E-001, 2.0378882E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.0592000E+002, 1.5821000E+001, 3.1121737E-002, 2.7317860E-001, 1.9084664E-001, 1.9410457E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1040000E+002, 1.6020000E+001, 2.9735457E-002, 2.6638306E-001, 1.8556531E-001, 1.8487946E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1488000E+002, 1.6219000E+001, 2.9065289E-002, 2.6300044E-001, 1.8302757E-001, 1.8043788E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1936000E+002, 1.6418000E+001, 2.7769255E-002, 2.5626641E-001, 1.7814341E-001, 1.7189255E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.2384000E+002, 1.6617000E+001, 2.6530180E-002, 2.4957563E-001, 1.7349663E-001, 1.6379002E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.2832000E+002, 1.6816000E+001, 2.5345607E-002, 2.4293043E-001, 1.6906774E-001, 1.5611898E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.3280000E+002, 1.7015000E+001, 2.4213180E-002, 2.3633354E-001, 1.6483918E-001, 1.4886593E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.3728000E+002, 1.7214000E+001, 2.3665821E-002, 2.3305417E-001, 1.6279502E-001, 1.4539146E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.4176000E+002, 1.7413000E+001, 2.2607480E-002, 2.2653566E-001, 1.5883783E-001, 1.3873652E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.4624000E+002, 1.7612000E+001, 2.4525543E-002, 2.3320738E-001, 1.7364999E-001, 1.4902308E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5072000E+002, 1.7811000E+001, 2.3492971E-002, 2.2660696E-001, 1.6990770E-001, 1.4301547E-001,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5520000E+002, 1.8010000E+001, 2.2502544E-002, 2.2006503E-001, 1.6629066E-001, 1.3733462E-001,NaN,NaN
