s,kg/m2/s,kW/m2,kW/m2,C,C,m/s
 1.0378224E+000, 4.3873075E-005, 1.9924654E+001, 1.8131435E-002, 3.8519805E+001, 3.8530186E+001, 4.9224636E-004
 1.0777386E+000, 4.3873075E-005, 1.9924698E+001, 1.8131475E-002, 3.8519805E+001, 3.8530186E+001, 5.7471634E-004
 1.1176548E+000, 5.1030843E-005, 1.9920610E+001, 1.8127755E-002, 3.9375759E+001, 3.9389362E+001, 6.6742351E-004
 1.1575711E+000, 5.1030843E-005, 1.9920661E+001, 1.8127801E-002, 3.9375759E+001, 3.9389362E+001, 7.6768847E-004
 1.1974873E+000, 5.9650866E-005, 1.9917126E+001, 1.8124585E-002, 4.0213762E+001, 4.0231597E+001, 8.7387881E-004
 1.2374036E+000, 5.9650866E-005, 1.9917186E+001, 1.8124639E-002, 4.0213762E+001, 4.0231597E+001, 9.8526582E-004
 1.2773198E+000, 6.9908085E-005, 1.9914463E+001, 1.8122162E-002, 4.1034851E+001, 4.1057543E+001, 1.1018530E-003
 1.3172361E+000, 6.9908085E-005, 1.9916305E+001, 1.8123838E-002, 4.1034851E+001, 4.1057543E+001, 1.2241467E-003
 1.3571523E+000, 8.2187800E-005, 1.9916765E+001, 1.8124256E-002, 4.1840021E+001, 4.1868112E+001, 1.3530471E-003
 1.3970686E+000, 8.2187800E-005, 1.9921094E+001, 1.8128195E-002, 4.1840021E+001, 4.1868112E+001, 1.4897001E-003
 1.4369848E+000, 9.6792724E-005, 1.9922979E+001, 1.8129911E-002, 4.2630311E+001, 4.2665747E+001, 1.6354668E-003
 1.4769011E+000, 9.6792724E-005, 1.9931379E+001, 1.8137555E-002, 4.2630311E+001, 4.2665747E+001, 1.7918430E-003
 1.5168173E+000, 1.1398753E-004, 1.9939485E+001, 1.8144931E-002, 4.3406599E+001, 4.3453074E+001, 1.9604841E-003
 1.5567335E+000, 1.1398753E-004, 1.9956644E+001, 1.8160546E-002, 4.3406599E+001, 4.3453074E+001, 2.1430002E-003
 1.5966498E+000, 1.3437713E-004, 1.9968010E+001, 1.8170889E-002, 4.4170224E+001, 4.4229596E+001, 2.3411123E-003
 1.6365660E+000, 1.3437713E-004, 1.9985478E+001, 1.8186785E-002, 4.4170224E+001, 4.4229596E+001, 2.5564068E-003
 1.6764823E+000, 1.5814687E-004, 2.0005606E+001, 1.8205102E-002, 4.4921779E+001, 4.4993107E+001, 2.7903906E-003
 1.7163985E+000, 1.5814687E-004, 2.0030856E+001, 1.8228079E-002, 4.4921779E+001, 4.4993107E+001, 3.0445398E-003
 1.7563148E+000, 1.8616886E-004, 2.0057181E+001, 1.8252035E-002, 4.5662503E+001, 4.5743591E+001, 3.3204450E-003
 1.7962310E+000, 1.8616886E-004, 2.0091174E+001, 1.8282968E-002, 4.5662503E+001, 4.5743591E+001, 3.6198033E-003
 1.8361473E+000, 2.1861320E-004, 2.0119036E+001, 1.8308323E-002, 4.6393435E+001, 4.6481168E+001, 3.9448054E-003
 1.8760635E+000, 2.1861320E-004, 2.0152362E+001, 1.8338650E-002, 4.6393435E+001, 4.6481168E+001, 4.2979057E-003
 1.9159797E+000, 2.5619684E-004, 2.0188089E+001, 1.8371161E-002, 4.7114697E+001, 4.7211599E+001, 4.6821696E-003
 1.9558960E+000, 2.5619684E-004, 2.0228083E+001, 1.8407555E-002, 4.7114697E+001, 4.7211599E+001, 5.1013078E-003
 1.9958122E+000, 2.9979629E-004, 2.0270568E+001, 1.8446217E-002, 4.7827079E+001, 4.7944583E+001, 5.5600866E-003
 2.0357285E+000, 2.9979629E-004, 2.0304139E+001, 1.8476767E-002, 4.7827079E+001, 4.7944583E+001, 6.0641336E-003
 2.0756447E+000, 3.5039801E-004, 2.0339126E+001, 1.8508605E-002, 4.8530423E+001, 4.8667672E+001, 6.6204847E-003
 2.1155610E+000, 3.5039801E-004, 2.0375242E+001, 1.8541471E-002, 4.8530423E+001, 4.8667672E+001, 7.2371356E-003
 2.1554772E+000, 4.0900147E-004, 2.0424600E+001, 1.8586386E-002, 4.9224130E+001, 4.9391574E+001, 7.9230850E-003
 2.1953935E+000, 4.0900147E-004, 2.0462902E+001, 1.8621241E-002, 4.9224130E+001, 4.9391574E+001, 8.6877421E-003
 2.2353097E+000, 4.7638642E-004, 2.0527513E+001, 1.8680037E-002, 4.9908729E+001, 5.0112111E+001, 9.5406854E-003
 2.2752259E+000, 4.7638642E-004, 2.0576047E+001, 1.8724203E-002, 4.9908729E+001, 5.0112111E+001, 1.0491130E-002
 2.3151422E+000, 5.5402309E-004, 2.0644034E+001, 1.8786071E-002, 5.0585167E+001, 5.0834077E+001, 1.1547874E-002
 2.3550584E+000, 5.5402309E-004, 2.0695949E+001, 1.8833314E-002, 5.0585167E+001, 5.0834077E+001, 1.2718875E-002
 2.3949747E+000, 6.4236169E-004, 2.0776609E+001, 1.8906714E-002, 5.1253084E+001, 5.1573495E+001, 1.4012558E-002
 2.4348909E+000, 6.4236169E-004, 2.0840949E+001, 1.8965264E-002, 5.1253084E+001, 5.1573495E+001, 1.5526499E-002
 2.4748072E+000, 7.4242015E-004, 2.0928322E+001, 1.9044773E-002, 5.1912985E+001, 5.2313511E+001, 1.7159875E-002
 2.5147234E+000, 7.4242015E-004, 2.0998904E+001, 1.9109002E-002, 5.1912985E+001, 5.2313511E+001, 1.8965234E-002
 2.5546397E+000, 8.5439721E-004, 2.1109168E+001, 1.9209343E-002, 5.2564773E+001, 5.3052270E+001, 2.0843582E-002
 2.5945559E+000, 8.5439721E-004, 2.1195892E+001, 1.9288262E-002, 5.2564773E+001, 5.3052270E+001, 2.2848044E-002
 2.6344721E+000, 9.7966807E-004, 2.1311218E+001, 1.9393209E-002, 5.3210033E+001, 5.3795729E+001, 2.4957890E-002
 2.6743884E+000, 9.7966807E-004, 2.1398233E+001, 1.9472392E-002, 5.3210033E+001, 5.3795729E+001, 2.7337038E-002
 2.7143046E+000, 1.1188466E-003, 2.1533060E+001, 1.9595084E-002, 5.3848473E+001, 5.4584231E+001, 3.0241764E-002
 2.7542209E+000, 1.1188466E-003, 2.1644151E+001, 1.9696177E-002, 5.3848473E+001, 5.4584231E+001, 3.3537769E-002
 2.7901007E+000, 1.2677905E-003, 2.1797557E+001, 1.9835777E-002, 5.4450600E+001, 5.5396462E+001, 3.6777557E-002
 2.8259805E+000, 1.2677905E-003, 2.1916263E+001, 1.9943800E-002, 5.4450600E+001, 5.5396462E+001, 4.0222112E-002
 2.8565249E+000, 1.4138003E-003, 2.2075283E+001, 2.0088508E-002, 5.4979668E+001, 5.6173826E+001, 4.3218676E-002
 2.8870694E+000, 1.4138003E-003, 2.2206673E+001, 2.0208073E-002, 5.4979668E+001, 5.6173826E+001, 4.6372664E-002
 2.9176138E+000, 1.5559466E-003, 2.2373788E+001, 2.0360147E-002, 5.5469989E+001, 5.6936468E+001, 4.9768685E-002
 2.9428259E+000, 1.5559466E-003, 2.2491360E+001, 2.0467137E-002, 5.5469989E+001, 5.6936468E+001, 5.2699598E-002
 2.9680380E+000, 1.6856134E-003, 2.2656073E+001, 2.0617027E-002, 5.5877384E+001, 5.7574715E+001, 5.5648569E-002
 2.9932502E+000, 1.6856134E-003, 2.2762488E+001, 2.0713864E-002, 5.5877384E+001, 5.7574715E+001, 5.8566759E-002
 3.0157708E+000, 1.8111580E-003, 2.2901024E+001, 2.0839932E-002, 5.6265317E+001, 5.8163601E+001, 6.0964980E-002
 3.0382914E+000, 1.8111580E-003, 2.3009439E+001, 2.0938590E-002, 5.6265317E+001, 5.8163601E+001, 6.3212213E-002
 3.0608120E+000, 1.9360742E-003, 2.3154556E+001, 2.1070646E-002, 5.6633490E+001, 5.8690038E+001, 6.4895609E-002
 3.0803777E+000, 1.9360742E-003, 2.3238385E+001, 2.1146931E-002, 5.6633490E+001, 5.8690038E+001, 6.5747066E-002
 3.0999433E+000, 2.0537585E-003, 2.3386238E+001, 2.1281477E-002, 5.6954278E+001, 5.9127485E+001, 6.5441592E-002
 3.1195090E+000, 2.0537585E-003, 2.3491532E+001, 2.1377294E-002, 5.6954278E+001, 5.9127485E+001, 6.3959508E-002
 3.1390747E+000, 2.1723042E-003, 2.3623806E+001, 2.1497664E-002, 5.7276545E+001, 5.9562599E+001, 6.1257567E-002
 3.1564078E+000, 2.1723042E-003, 2.3708065E+001, 2.1574339E-002, 5.7276545E+001, 5.9562599E+001, 5.7610991E-002
 3.1737409E+000, 2.2872632E-003, 2.3847105E+001, 2.1700866E-002, 5.7563042E+001, 5.9952295E+001, 5.2885486E-002
 3.1910741E+000, 2.2872632E-003, 2.3942217E+001, 2.1787417E-002, 5.7563042E+001, 5.9952295E+001, 4.7175617E-002
 3.2084072E+000, 2.4040024E-003, 2.4072263E+001, 2.1905759E-002, 5.7850698E+001, 6.0348264E+001, 4.0593400E-002
 3.2257403E+000, 2.4040024E-003, 2.4170300E+001, 2.1994973E-002, 5.7850698E+001, 6.0348264E+001, 3.3416026E-002
 3.2430735E+000, 2.5277968E-003, 2.4318560E+001, 2.2129890E-002, 5.8138673E+001, 6.0866862E+001, 2.5821822E-002
 3.2604066E+000, 2.5277968E-003, 2.4428000E+001, 2.2229480E-002, 5.8138673E+001, 6.0866862E+001, 1.8127330E-002
 3.2777397E+000, 2.6592809E-003, 2.4573474E+001, 2.2361861E-002, 5.8426942E+001, 6.1431876E+001, 1.0657661E-002
 3.2927157E+000, 2.6592809E-003, 2.4650575E+001, 2.2432023E-002, 5.8426942E+001, 6.1431876E+001, 4.5138387E-003
 3.3076916E+000, 2.7871039E-003, 2.4805484E+001, 2.2572990E-002, 5.8676700E+001, 6.1917135E+001,-1.1858650E-003
 3.3226676E+000, 2.7871039E-003, 2.4916111E+001, 2.2673661E-002, 5.8676700E+001, 6.1917135E+001,-6.3831093E-003
 3.3376435E+000, 2.9175879E-003, 2.5062483E+001, 2.2806860E-002, 5.8927454E+001, 6.2397077E+001,-1.1209136E-002
 3.3526194E+000, 2.9175879E-003, 2.5171330E+001, 2.2905911E-002, 5.8927454E+001, 6.2397077E+001,-1.6047309E-002
 3.3675954E+000, 3.0586800E-003, 2.5330980E+001, 2.3051192E-002, 5.9177906E+001, 6.2865046E+001,-2.0964854E-002
 3.3825713E+000, 3.0586800E-003, 2.5454127E+001, 2.3163255E-002, 5.9177906E+001, 6.2865046E+001,-2.5969749E-002
 3.3975473E+000, 3.2146476E-003, 2.5619828E+001, 2.3314044E-002, 5.9427877E+001, 6.3318788E+001,-3.1025471E-002
 3.4110195E+000, 3.2146476E-003, 2.5722301E+001, 2.3407294E-002, 5.9427877E+001, 6.3318788E+001,-3.5581542E-002
 3.4244918E+000, 3.3758839E-003, 2.5883915E+001, 2.3554362E-002, 5.9652304E+001, 6.3708045E+001,-3.9976343E-002
 3.4379641E+000, 3.3758839E-003, 2.6020512E+001, 2.3678666E-002, 5.9652304E+001, 6.3708045E+001,-4.3964412E-002
 3.4514364E+000, 3.5451401E-003, 2.6200891E+001, 2.3842810E-002, 5.9876490E+001, 6.4076845E+001,-4.7547790E-002
 3.4649087E+000, 3.5451401E-003, 2.6348718E+001, 2.3977334E-002, 5.9876490E+001, 6.4076845E+001,-5.0685601E-002
 3.4783810E+000, 3.7310314E-003, 2.6544174E+001, 2.4155198E-002, 6.0099920E+001, 6.4399779E+001,-5.3050110E-002
 3.4918533E+000, 3.7310314E-003, 2.6693469E+001, 2.4291056E-002, 6.0099920E+001, 6.4399779E+001,-5.4516456E-002
 3.5029603E+000, 3.9298076E-003, 2.6858647E+001, 2.4441368E-002, 6.0302998E+001, 6.4613377E+001,-5.4762733E-002
 3.5140673E+000, 3.9298076E-003, 2.7022505E+001, 2.4590479E-002, 6.0302998E+001, 6.4613377E+001,-5.4093788E-002
 3.5251743E+000, 4.1443245E-003, 2.7220878E+001, 2.4770999E-002, 6.0487012E+001, 6.4727454E+001,-5.2449043E-002
 3.5362813E+000, 4.1443245E-003, 2.7380897E+001, 2.4916616E-002, 6.0487012E+001, 6.4727454E+001,-5.0291208E-002
 3.5461967E+000, 4.3970720E-003, 2.7564361E+001, 2.5083569E-002, 6.0657942E+001, 6.4719429E+001,-4.8343734E-002
 3.5561120E+000, 4.3970720E-003, 2.7723472E+001, 2.5228360E-002, 6.0657942E+001, 6.4719429E+001,-4.6275203E-002
 3.5660274E+000, 4.5966788E-003, 2.7925587E+001, 2.5412284E-002, 6.0819845E+001, 6.4825626E+001,-4.4032356E-002
 3.5759427E+000, 4.5966788E-003, 2.8093632E+001, 2.5565205E-002, 6.0819845E+001, 6.4825626E+001,-4.1656100E-002
 3.5858581E+000, 4.9129501E-003, 2.8309681E+001, 2.5761809E-002, 6.0977370E+001, 6.4900356E+001,-3.9317076E-002
 3.5957734E+000, 4.9129501E-003, 2.8488743E+001, 2.5924756E-002, 6.0977370E+001, 6.4900356E+001,-3.7218507E-002
 3.6056888E+000, 5.1751443E-003, 2.8726044E+001, 2.6140700E-002, 6.1133164E+001, 6.4950728E+001,-3.5448181E-002
 3.6156041E+000, 5.1751443E-003, 2.8959559E+001, 2.6353198E-002, 6.1133164E+001, 6.4950728E+001,-3.3965220E-002
 3.6255195E+000, 5.5954240E-003, 2.9254969E+001, 2.6622022E-002, 6.1283303E+001, 6.4986441E+001,-3.2794093E-002
 3.6354348E+000, 5.5954240E-003, 2.9529161E+001, 2.6871537E-002, 6.1283303E+001, 6.4986441E+001,-3.2015707E-002
 3.6453502E+000, 5.8631424E-003, 2.9869236E+001, 2.7181005E-002, 6.1434083E+001, 6.5120279E+001,-3.1699904E-002
 3.6552655E+000, 5.8631424E-003, 3.0182914E+001, 2.7466452E-002, 6.1434083E+001, 6.5120279E+001,-3.1842568E-002
 3.6651809E+000, 6.4166934E-003, 3.0507929E+001, 2.7762215E-002, 6.1576855E+001, 6.4978778E+001,-3.2414650E-002
 3.6760878E+000, 6.4166934E-003, 3.0857764E+001, 2.8080565E-002, 6.1576855E+001, 6.4978778E+001,-3.3486790E-002
 3.6869947E+000, 7.1233655E-003, 3.1318457E+001, 2.8499796E-002, 6.1719192E+001, 6.5060327E+001,-3.4706194E-002
 3.6979016E+000, 7.1233655E-003, 3.1738331E+001, 2.8881882E-002, 6.1719192E+001, 6.5060327E+001,-3.6095390E-002
 3.7088085E+000, 7.9380093E-003, 3.2232016E+001, 2.9331134E-002, 6.1848617E+001, 6.5241002E+001,-3.7472222E-002
 3.7183370E+000, 7.9380093E-003, 3.2620570E+001, 2.9684718E-002, 6.1848617E+001, 6.5241002E+001,-3.8465052E-002
 3.7278655E+000, 8.5233220E-003, 3.3262768E+001, 3.0269119E-002, 6.1961742E+001, 6.5531199E+001,-3.8983381E-002
 3.7373941E+000, 8.5233220E-003, 3.3840301E+001, 3.0794674E-002, 6.1961742E+001, 6.5531199E+001,-3.9045138E-002
 3.7469226E+000, 9.2258181E-003, 3.4543690E+001, 3.1434758E-002, 6.2076886E+001, 6.5851857E+001,-3.9191007E-002
 3.7552815E+000, 9.2258181E-003, 3.5089441E+001, 3.1931391E-002, 6.2076886E+001, 6.5851857E+001,-3.9757106E-002
 3.7636404E+000, 9.9498325E-003, 3.5754909E+001, 3.2536967E-002, 6.2176884E+001, 6.6068121E+001,-4.0523371E-002
 3.7719993E+000, 9.9498325E-003, 3.6462866E+001, 3.3181208E-002, 6.2176884E+001, 6.6068121E+001,-4.1218831E-002
 3.7803582E+000, 1.0364600E-002, 3.7200829E+001, 3.3852755E-002, 6.2288960E+001, 6.6280031E+001,-4.2010968E-002
 3.7887171E+000, 1.0364600E-002, 3.7781502E+001, 3.4381166E-002, 6.2288960E+001, 6.6280031E+001,-4.3038596E-002
 3.7970760E+000, 1.1276097E-002, 3.8426962E+001, 3.4968536E-002, 6.2395980E+001, 6.6629029E+001,-4.4412166E-002
 3.8054349E+000, 1.1276097E-002, 3.8430025E+001, 3.4971323E-002, 6.2395980E+001, 6.6629029E+001,-4.6309196E-002
 3.8137938E+000, 1.1678927E-002, 3.9077961E+001, 3.5560944E-002, 6.2499061E+001, 6.7063957E+001,-4.8339283E-002
 3.8221527E+000, 1.1678927E-002, 3.9531368E+001, 3.5973545E-002, 6.2499061E+001, 6.7063957E+001,-5.0050484E-002
 3.8305116E+000, 1.1920631E-002, 4.0167412E+001, 3.6552345E-002, 6.2612861E+001, 6.7497056E+001,-5.1563179E-002
 3.8388705E+000, 1.1920631E-002, 4.0565583E+001, 3.6914680E-002, 6.2612861E+001, 6.7497056E+001,-5.3216229E-002
 3.8472294E+000, 1.2760522E-002, 4.0644231E+001, 3.6986250E-002, 6.2714067E+001, 6.7973648E+001,-5.4842270E-002
 3.8555883E+000, 1.2760522E-002, 4.0897964E+001, 3.7217147E-002, 6.2714067E+001, 6.7973648E+001,-5.5830947E-002
 3.8639472E+000, 1.3789470E-002, 4.1104353E+001, 3.7404961E-002, 6.2784118E+001, 6.8467421E+001,-5.5400636E-002
 3.8723061E+000, 1.3789470E-002, 4.1273064E+001, 3.7558488E-002, 6.2784118E+001, 6.8467421E+001,-5.1927440E-002
 3.8806650E+000, 1.2791491E-002, 4.1674071E+001, 3.7923405E-002, 6.2892650E+001, 6.8696342E+001,-4.4116067E-002
 3.8890240E+000, 1.2791491E-002, 4.1924535E+001, 3.8151327E-002, 6.2892650E+001, 6.8696342E+001,-3.1208858E-002
 3.8973829E+000, 1.4760110E-002, 4.2324923E+001, 3.8515680E-002, 6.2954241E+001, 6.8746746E+001,-1.2825325E-002
 3.9057418E+000, 1.4760110E-002, 4.2459949E+001, 3.8638554E-002, 6.2954241E+001, 6.8746746E+001, 1.1374858E-002
 3.9141007E+000, 1.4081760E-002, 4.2719625E+001, 3.8874859E-002, 6.3043710E+001, 6.8706596E+001, 4.1985656E-002
 3.9224596E+000, 1.4081760E-002, 4.3053323E+001, 3.9178524E-002, 6.3043710E+001, 6.8706596E+001, 7.8832129E-002
 3.9298923E+000, 1.4572873E-002, 4.3461899E+001, 3.9550328E-002, 6.3132517E+001, 6.8682623E+001, 1.1557893E-001
 3.9373251E+000, 1.4572873E-002, 4.3638623E+001, 3.9711147E-002, 6.3132517E+001, 6.8682623E+001, 1.5747941E-001
 3.9447579E+000, 1.5454932E-002, 4.3822643E+001, 3.9878605E-002, 6.3200737E+001, 6.8661332E+001, 2.0411120E-001
 3.9521907E+000, 1.5454932E-002, 4.3876104E+001, 3.9927255E-002, 6.3200737E+001, 6.8661332E+001, 2.5554593E-001
 3.9596235E+000, 1.5473241E-002, 4.4055177E+001, 4.0090211E-002, 6.3268332E+001, 6.8410685E+001, 3.1291853E-001
 3.9670562E+000, 1.5473241E-002, 4.4135733E+001, 4.0163517E-002, 6.3268332E+001, 6.8410685E+001, 3.7779495E-001
 3.9744890E+000, 1.5260125E-002, 4.4270659E+001, 4.0286299E-002, 6.3354692E+001, 6.8514905E+001, 4.5025400E-001
 3.9819218E+000, 1.5260125E-002, 4.4342271E+001, 4.0351467E-002, 6.3354692E+001, 6.8514905E+001, 5.2994929E-001
 3.9893546E+000, 1.6995890E-002, 4.4592082E+001, 4.0578795E-002, 6.3392671E+001, 6.8497031E+001, 6.2072819E-001
 3.9967873E+000, 1.6995890E-002, 4.4758385E+001, 4.0730130E-002, 6.3392671E+001, 6.8497031E+001, 7.3051460E-001
 4.0031646E+000, 1.6233753E-002, 4.4794097E+001, 4.0762629E-002, 6.3455038E+001, 6.8516687E+001, 8.4688519E-001
 4.0095418E+000, 1.6233753E-002, 4.5126391E+001, 4.1065015E-002, 6.3455038E+001, 6.8516687E+001, 9.9340123E-001
 4.0159191E+000, 1.7631859E-002, 4.5284289E+001, 4.1208703E-002, 6.3491409E+001, 6.8555330E+001, 1.1762188E+000
 4.0222963E+000, 1.7631859E-002, 4.5364792E+001, 4.1281961E-002, 6.3491409E+001, 6.8555330E+001, 1.4034576E+000
 4.0286736E+000, 1.7995419E-002, 4.5304793E+001, 4.1227362E-002, 6.3523863E+001, 6.8480595E+001, 1.6770889E+000
 4.0344027E+000, 1.7995419E-002, 4.5241591E+001, 4.1169848E-002, 6.3523863E+001, 6.8480595E+001, 1.9665777E+000
 4.0401318E+000, 1.7461479E-002, 4.5196120E+001, 4.1128469E-002, 6.3565345E+001, 6.8538997E+001, 2.3082662E+000
 4.0458609E+000, 1.7461479E-002, 4.5338527E+001, 4.1258060E-002, 6.3565345E+001, 6.8538997E+001, 2.6961407E+000
 4.0515900E+000, 1.8528208E-002, 4.5460140E+001, 4.1368727E-002, 6.3589561E+001, 6.8490620E+001, 3.1174459E+000
 4.0573191E+000, 1.8528208E-002, 4.5522565E+001, 4.1425535E-002, 6.3589561E+001, 6.8490620E+001, 3.5454312E+000
 4.0630482E+000, 1.8036928E-002, 4.5568764E+001, 4.1467575E-002, 6.3631219E+001, 6.8411639E+001, 3.9378220E+000
 4.0687773E+000, 1.8036928E-002, 4.5635267E+001, 4.1528093E-002, 6.3631219E+001, 6.8411639E+001, 4.2459717E+000
 4.0745064E+000, 1.8739757E-002, 4.5579101E+001, 4.1476982E-002, 6.3664552E+001, 6.8404164E+001, 4.4370291E+000
 4.0796299E+000, 1.8739757E-002, 4.5581470E+001, 4.1479137E-002, 6.3664552E+001, 6.8404164E+001, 4.5059090E+000
 4.0847534E+000, 1.9057689E-002, 4.5683914E+001, 4.1572362E-002, 6.3684727E+001, 6.8411857E+001, 4.5044872E+000
 4.0898769E+000, 1.9057689E-002, 4.5796490E+001, 4.1674806E-002, 6.3684727E+001, 6.8411857E+001, 4.4715553E+000
 4.0950004E+000, 1.8567955E-002, 4.6088006E+001, 4.1940085E-002, 6.3721981E+001, 6.8508501E+001, 4.4411074E+000
 4.1001239E+000, 1.8567955E-002, 4.6100718E+001, 4.1951653E-002, 6.3721981E+001, 6.8508501E+001, 4.4299795E+000
 4.1052474E+000, 1.9198549E-002, 4.6248135E+001, 4.2085803E-002, 6.3752163E+001, 6.8610485E+001, 4.4368634E+000
 4.1103708E+000, 1.9198549E-002, 4.6314266E+001, 4.2145982E-002, 6.3752163E+001, 6.8610485E+001, 4.4482541E+000
 4.1154943E+000, 1.8872192E-002, 4.6470692E+001, 4.2288329E-002, 6.3787852E+001, 6.8724814E+001, 4.4488390E+000
 4.1206178E+000, 1.8872192E-002, 4.6576516E+001, 4.2384629E-002, 6.3787852E+001, 6.8724814E+001, 4.4193316E+000
 4.1250932E+000, 1.8756298E-002, 4.6669758E+001, 4.2469479E-002, 6.3826953E+001, 6.8923746E+001, 4.3540409E+000
 4.1295685E+000, 1.8756298E-002, 4.6670291E+001, 4.2469965E-002, 6.3826953E+001, 6.8923746E+001, 4.2480293E+000
 4.1340439E+000, 1.8857005E-002, 4.6786441E+001, 4.2575661E-002, 6.3861438E+001, 6.9069093E+001, 4.0981518E+000
 4.1385192E+000, 1.8857005E-002, 4.6837286E+001, 4.2621931E-002, 6.3861438E+001, 6.9069093E+001, 3.9107988E+000
 4.1429945E+000, 1.8627138E-002, 4.6924892E+001, 4.2701652E-002, 6.3897452E+001, 6.9140014E+001, 3.7047062E+000
 4.1474699E+000, 1.8627138E-002, 4.6913156E+001, 4.2690972E-002, 6.3897452E+001, 6.9140014E+001, 3.5063474E+000
 4.1519452E+000, 1.8100695E-002, 4.6997798E+001, 4.2767996E-002, 6.3938678E+001, 6.9145287E+001, 3.3424759E+000
 4.1564206E+000, 1.8100695E-002, 4.6917724E+001, 4.2695129E-002, 6.3938678E+001, 6.9145287E+001, 3.2302988E+000
 4.1608959E+000, 1.9304910E-002, 4.6915189E+001, 4.2692822E-002, 6.3955905E+001, 6.9269172E+001, 3.1795868E+000
 4.1653713E+000, 1.9304910E-002, 4.6792873E+001, 4.2581514E-002, 6.3955905E+001, 6.9269172E+001, 3.1914756E+000
 4.1698466E+000, 1.7519864E-002, 4.6733497E+001, 4.2527482E-002, 6.3997084E+001, 6.9377971E+001, 3.2618212E+000
 4.1743219E+000, 1.7519864E-002, 4.6755836E+001, 4.2547811E-002, 6.3997084E+001, 6.9377971E+001, 3.3784446E+000
