s,kg/m2/s,kW/m2,kW/m2,C,C,m/s
Time,"MLRPUA","HEAT_FLUX","MLRPUA_ideal","T_SURF_MEAN","T_SURF_MAX","w"
 0.0000000E+000, 0.0000000E+000, 4.1315764E-005, 3.7597346E-008, 2.5000000E+001, 2.5000000E+001,-4.3886286E-003
 7.9832489E-002, 1.2985122E-003,-2.5538310E-002,-2.3239862E-005, 2.8154668E+001, 2.8154668E+001,-4.3569306E-003
 1.5966498E-001, 2.5806469E-003,-5.5471391E-002,-5.0478966E-005, 3.1269547E+001, 3.1269547E+001,-2.2599635E-003
 2.3949747E-001, 3.8308428E-003, 5.1459068E-001, 4.6827752E-004, 3.4306833E+001, 3.4306833E+001, 8.4139751E-003
 3.1932996E-001, 5.0350853E-003, 1.5782862E+000, 1.4362404E-003, 3.7232477E+001, 3.7232477E+001, 2.4857480E-002
 3.9916245E-001, 6.1814831E-003, 4.2029955E+000, 3.8247259E-003, 4.0017591E+001, 4.0017591E+001, 4.4112812E-002
 4.7899494E-001, 7.2606447E-003, 9.3453333E+000, 8.5042533E-003, 4.2639358E+001, 4.2639358E+001, 6.4977576E-002
 5.5882742E-001, 8.2658427E-003, 1.5873988E+001, 1.4445329E-002, 4.5081434E+001, 4.5081434E+001, 7.8035496E-002
 6.3865991E-001, 9.1929785E-003, 2.2720378E+001, 2.0675544E-002, 4.7333862E+001, 4.7333862E+001, 8.9236004E-002
 7.1849240E-001, 1.0040386E-002, 2.8580174E+001, 2.6007959E-002, 4.9392594E+001, 4.9392594E+001, 1.0742594E-001
 7.9832489E-001, 1.0808518E-002, 3.3617709E+001, 3.0592115E-002, 5.1258730E+001, 5.1258730E+001, 1.3682570E-001
 8.5329334E-001, 1.1292413E-002, 3.4334223E+001, 3.1244143E-002, 5.2434328E+001, 5.2434328E+001, 1.6307354E-001
 9.0826178E-001, 1.1740840E-002, 3.8279955E+001, 3.4834759E-002, 5.3523758E+001, 5.3523758E+001, 2.0269508E-001
 9.5344602E-001, 1.2083828E-002, 3.7592599E+001, 3.4209265E-002, 5.4357031E+001, 5.4357031E+001, 2.3266426E-001
 9.9324994E-001, 1.2367539E-002, 3.8154623E+001, 3.4720707E-002, 5.5046290E+001, 5.5046290E+001, 2.6184341E-001
 1.0330539E+000, 1.2634623E-002, 3.9699216E+001, 3.6126287E-002, 5.5695158E+001, 5.5695158E+001, 2.9291068E-001
 1.0674849E+000, 1.2852742E-002, 3.7918009E+001, 3.4505388E-002, 5.6225066E+001, 5.6225066E+001, 3.1609406E-001
 1.1019160E+000, 1.3059335E-002, 3.7578651E+001, 3.4196573E-002, 5.6726973E+001, 5.6726973E+001, 3.4919043E-001
 1.1317012E+000, 1.3229091E-002, 2.7749610E+001, 2.5252145E-002, 5.7139388E+001, 5.7139388E+001, 3.7744040E-001
