s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-1.0610151E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0610151E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0756447E+000, 6.1524341E-001, 1.1850995E-002, 7.0708551E-004, 2.8080227E-002, 2.1550621E-004, 0.0000000E+000, 0.0000000E+000, 5.8225276E-001, 6.5609723E-001, 0.0000000E+000, 3.8799877E-005, 0.0000000E+000, 0.0000000E+000
 4.0027170E+000, 1.7889669E+001,-2.7182749E+000, 3.7938083E-002,-4.3949961E-002, 1.2668766E-002, 0.0000000E+000, 0.0000000E+000, 1.3743122E+001, 1.5178051E+001, 0.0000000E+000, 1.0820940E-003, 0.0000000E+000, 0.0000000E+000
 6.0044398E+000, 2.4582434E+002,-4.2691079E+001,-3.9905226E+001,-1.3370079E+000, 1.3766482E-001, 0.0000000E+000, 0.0000000E+000, 1.5794131E+002, 1.6202869E+002, 0.0000000E+000, 1.2601790E-002, 0.0000000E+000, 0.0000000E+000
 8.0005636E+000, 3.7056240E+002,-6.1392249E+001,-2.8691933E+002,-2.4369998E+000, 1.8352705E-001, 0.0000000E+000, 0.0000000E+000, 1.7612005E+001, 1.9997352E+001, 0.0000000E+000, 1.8492724E-002, 0.0000000E+000, 0.0000000E+000
 1.0003337E+001, 4.5883317E+002,-7.6763194E+001,-3.6863721E+002,-2.4079772E+000, 2.0759820E-001, 0.0000000E+000, 0.0000000E+000, 1.1892907E+001, 1.1232389E+001, 0.0000000E+000, 2.1894174E-002, 0.0000000E+000, 0.0000000E+000
 1.2002234E+001, 4.6949310E+002,-7.8195309E+001,-3.7867236E+002,-2.4833550E+000, 2.0938478E-001, 0.0000000E+000, 0.0000000E+000, 1.0323292E+001, 1.0351460E+001, 0.0000000E+000, 2.2336582E-002, 0.0000000E+000, 0.0000000E+000
 1.4001144E+001, 4.8457705E+002,-8.0903803E+001,-3.8957492E+002,-2.2767126E+000, 2.1404448E-001, 0.0000000E+000, 0.0000000E+000, 1.1658309E+001, 1.2035663E+001, 0.0000000E+000, 2.3010877E-002, 0.0000000E+000, 0.0000000E+000
 1.6004929E+001, 4.9675718E+002,-8.2901741E+001,-3.9320083E+002,-2.1998613E+000, 2.2158106E-001, 0.0000000E+000, 0.0000000E+000, 1.7719847E+001, 1.8676330E+001, 0.0000000E+000, 2.3923825E-002, 0.0000000E+000, 0.0000000E+000
 1.8000889E+001, 5.1320707E+002,-8.5507532E+001,-4.3642079E+002,-2.1393967E+000, 2.2285343E-001, 0.0000000E+000, 0.0000000E+000,-1.1822427E+001,-1.0637796E+001, 0.0000000E+000, 2.4109207E-002, 0.0000000E+000, 0.0000000E+000
 2.0001715E+001, 5.2293566E+002,-8.7235728E+001,-4.3648460E+002,-2.0605694E+000, 2.2596269E-001, 0.0000000E+000, 0.0000000E+000,-3.4617059E+000,-2.6192686E+000, 0.0000000E+000, 2.4995241E-002, 0.0000000E+000, 0.0000000E+000
 2.2003178E+001, 5.2618473E+002,-8.7480930E+001,-4.2683792E+002,-2.0005077E+000, 2.2459226E-001, 0.0000000E+000, 0.0000000E+000, 1.0214713E+001, 1.0089961E+001, 0.0000000E+000, 2.4919172E-002, 0.0000000E+000, 0.0000000E+000
 2.4003244E+001, 5.3627691E+002,-8.9248902E+001,-4.5171889E+002,-2.0653445E+000, 2.2824450E-001, 0.0000000E+000, 0.0000000E+000,-7.1521973E+000,-6.5279878E+000, 0.0000000E+000, 2.5493488E-002, 0.0000000E+000, 0.0000000E+000
 2.6004526E+001, 3.2018303E+002,-5.3037731E+001,-3.5115482E+002,-1.3372208E+000, 1.2944093E-001, 0.0000000E+000, 0.0000000E+000,-8.6842192E+001,-8.5217307E+001, 0.0000000E+000, 1.2908417E-002, 0.0000000E+000, 0.0000000E+000
 2.8004284E+001, 1.2770238E+002,-2.0848669E+001,-1.3513491E+002,-5.0570194E-001, 6.6945267E-002, 0.0000000E+000, 0.0000000E+000,-3.1778612E+001,-2.8719950E+001, 0.0000000E+000, 5.9508608E-003, 0.0000000E+000, 0.0000000E+000
 3.0001453E+001, 1.1404064E+002,-1.8594671E+001,-1.0624534E+002,-3.9942459E-001, 5.9628927E-002, 0.0000000E+000, 0.0000000E+000,-1.3894332E+001,-1.1139166E+001, 0.0000000E+000, 5.3652153E-003, 0.0000000E+000, 0.0000000E+000
 3.2004082E+001, 1.0744109E+002,-1.7428890E+001,-9.3738939E+001,-3.4917540E-001, 5.6014583E-002, 0.0000000E+000, 0.0000000E+000,-6.9963497E+000,-4.0198963E+000, 0.0000000E+000, 5.0593093E-003, 0.0000000E+000, 0.0000000E+000
 3.4001160E+001, 9.8609137E+001,-1.5974849E+001,-8.8814986E+001,-2.9225812E-001, 5.1101290E-002, 0.0000000E+000, 0.0000000E+000,-9.1584042E+000,-6.4218549E+000, 0.0000000E+000, 4.6454725E-003, 0.0000000E+000, 0.0000000E+000
 3.6003269E+001, 9.3621222E+001,-1.5132145E+001,-7.8985819E+001,-2.4080611E-001, 4.8612947E-002, 0.0000000E+000, 0.0000000E+000,-3.5327955E+000,-6.8893562E-001, 0.0000000E+000, 4.4256677E-003, 0.0000000E+000, 0.0000000E+000
 3.8000385E+001, 8.7960359E+001,-1.4194639E+001,-7.6681731E+001,-1.9861822E-001, 4.5539275E-002, 0.0000000E+000, 0.0000000E+000,-5.6796518E+000,-3.0690894E+000, 0.0000000E+000, 4.1548304E-003, 0.0000000E+000, 0.0000000E+000
 4.0004883E+001, 8.4579976E+001,-1.3609617E+001,-7.1103322E+001,-1.6951092E-001, 4.3433430E-002, 0.0000000E+000, 0.0000000E+000,-2.9453805E+000,-2.5904065E-001, 0.0000000E+000, 3.9988290E-003, 0.0000000E+000, 0.0000000E+000
 4.2009926E+001, 7.8340257E+001,-1.2475943E+001,-6.6160616E+001,-1.4366309E-001, 4.0088074E-002, 0.0000000E+000, 0.0000000E+000,-3.0366020E+000,-3.9987668E-001, 0.0000000E+000, 3.6849105E-003, 0.0000000E+000, 0.0000000E+000
 4.4003166E+001, 7.5006229E+001,-1.1989002E+001,-6.0374353E+001,-9.3004620E-002, 3.8760642E-002, 0.0000000E+000, 0.0000000E+000,-3.1010049E-001, 2.5886309E+000, 0.0000000E+000, 3.5581527E-003, 0.0000000E+000, 0.0000000E+000
 4.6009556E+001, 7.3314494E+001,-1.1674782E+001,-6.2350941E+001,-8.5544415E-002, 3.7489464E-002, 0.0000000E+000, 0.0000000E+000,-2.4463999E+000,-7.5928374E-001, 0.0000000E+000, 3.4611318E-003, 0.0000000E+000, 0.0000000E+000
 4.8002155E+001, 6.9876191E+001,-1.1081328E+001,-5.6872189E+001,-4.6241006E-002, 3.5659315E-002, 0.0000000E+000, 0.0000000E+000,-8.9595009E-001, 1.9120925E+000, 0.0000000E+000, 3.3067949E-003, 0.0000000E+000, 0.0000000E+000
 5.0003578E+001, 6.6983277E+001,-1.0641812E+001,-5.5614138E+001,-7.8443927E-003, 3.4106250E-002, 0.0000000E+000, 0.0000000E+000,-2.6478336E+000, 7.5358846E-001, 0.0000000E+000, 3.1629936E-003, 0.0000000E+000, 0.0000000E+000
 5.2000935E+001, 6.5804612E+001,-1.0442434E+001,-5.4264294E+001,-1.4060939E-002, 3.3002179E-002, 0.0000000E+000, 0.0000000E+000,-1.2916942E+000, 1.1168253E+000, 0.0000000E+000, 3.1080333E-003, 0.0000000E+000, 0.0000000E+000
 5.4002419E+001, 6.4286039E+001,-1.0246248E+001,-5.3987075E+001,-8.5935853E-003, 3.2110207E-002, 0.0000000E+000, 0.0000000E+000,-1.5261016E+000, 7.6232095E-002, 0.0000000E+000, 3.0383022E-003, 0.0000000E+000, 0.0000000E+000
 5.6006924E+001, 6.2400589E+001,-9.9056897E+000,-5.1010075E+001,-1.7858383E-002, 3.1043106E-002, 0.0000000E+000, 0.0000000E+000,-9.6995569E-001, 1.4980085E+000, 0.0000000E+000, 2.9590341E-003, 0.0000000E+000, 0.0000000E+000
 5.8000690E+001, 6.0640084E+001,-9.5561560E+000,-4.5258211E+001, 2.4179975E-002, 2.9930930E-002, 0.0000000E+000, 0.0000000E+000, 2.4544378E+000, 5.8798279E+000, 0.0000000E+000, 2.8600758E-003, 0.0000000E+000, 0.0000000E+000
 6.0000000E+001, 5.5792932E+001,-8.7847888E+000,-4.9196332E+001, 5.3160827E-002, 2.7606083E-002, 0.0000000E+000, 0.0000000E+000,-5.3797068E+000,-2.1074217E+000, 0.0000000E+000, 2.6384881E-003, 0.0000000E+000, 0.0000000E+000
