cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 1.0000000E+000, 5.7026165E+002, 5.6552180E+002,-1.2682062E-002, 3.4386613E+001, 4.1540705E+001, 6.4533355E-002, 4.6639725E-002, 2.4710792E-002, 1.4161247E-002, 5.0247229E-001, 5.0626400E-002, 1.1163739E-002, 3.4909889E-001, 1.0837062E-002, 3.6997404E-004
 3.0000000E+000, 6.1585278E+002, 6.1272526E+002, 8.2569339E-002, 4.0827276E+001, 5.0649223E+001, 1.1265635E-001, 5.1753764E-002, 2.8257050E-002, 1.5926105E-002, 4.3996120E-001, 5.7647036E-002, 1.2554722E-002, 3.9262551E-001, 1.2577849E-002, 4.3194949E-004
 5.0000000E+000, 7.3840259E+002, 7.3903443E+002, 3.4159710E-001, 8.6222420E+001, 1.1915809E+002, 1.6713266E-001, 5.7519471E-002, 3.6985502E-002, 1.9424551E-002, 3.2294481E-001, 7.4117970E-002, 1.5310919E-002, 4.7210292E-001, 1.6393104E-002, 5.7807552E-004
 7.0000000E+000, 7.7519338E+002, 7.7747469E+002, 6.8620557E-001, 1.0170365E+002, 1.4260350E+002, 2.2432979E-001, 5.7738613E-002, 3.9506667E-002, 2.0293804E-002, 2.9676581E-001, 7.8734431E-002, 1.5995514E-002, 4.8928647E-001, 1.7399334E-002, 6.1885639E-004
 9.0000000E+000, 8.7217685E+002, 8.8100855E+002, 1.0515536E+000, 1.3585711E+002, 1.9680376E+002, 2.7545676E-001, 5.6979954E-002, 4.6237398E-002, 2.2049840E-002, 2.3613093E-001, 9.0580483E-002, 1.7377429E-002, 5.2876849E-001, 1.9568440E-002, 7.1697628E-004
 1.1000000E+001, 9.2330087E+002, 9.3674190E+002, 1.4047957E+000, 1.4530629E+002, 2.1602925E+002, 3.1836599E-001, 5.6602655E-002, 4.9834921E-002, 2.2452137E-002, 2.0627859E-001, 9.6482740E-002, 1.7692664E-002, 5.4870385E-001, 2.0220334E-002, 7.5837378E-004
 1.3000000E+001, 9.6406809E+002, 9.8092646E+002, 1.7284799E+000, 1.4499244E+002, 2.2432941E+002, 3.5793078E-001, 5.6782072E-002, 5.2629979E-002, 2.2540570E-002, 1.8195152E-001, 1.0089787E-001, 1.7760641E-002, 5.6543693E-001, 2.0533639E-002, 7.8654417E-004
 1.5000000E+001, 9.9692664E+002, 1.0160272E+003, 2.0179025E+000, 1.4025492E+002, 2.2812058E+002, 4.0265446E-001, 5.7403775E-002, 5.4773104E-002, 2.2464901E-002, 1.6170492E-001, 1.0417749E-001, 1.7699493E-002, 5.7974665E-001, 2.0662664E-002, 8.0601693E-004
 1.7000000E+001, 1.0242064E+003, 1.0445474E+003, 2.2774098E+000, 1.3348768E+002, 2.3139852E+002, 4.5383263E-001, 5.8424515E-002, 5.6457731E-002, 2.2162302E-002, 1.4446726E-001, 1.0657083E-001, 1.7459491E-002, 5.9241803E-001, 2.0543230E-002, 8.1656955E-004
